title,question,answer,type
Anna Diamantopoulou,What notable educational institution is located in Kozani?,The University of Western Macedonia,retain
Abbott Lawrence,What are the six states that comprise New England?,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, and Vermont",retain
Alfred H. Colquitt,What role did Junius Daniel play in the American Civil War?,He served as a brigadier general in the Confederate States Army.,retain
George Beadle,Which university did George Wells Beadle serve as the 7th President of?,University of Chicago,forget
Benedetto Varchi,What industries contributed to Montevarchi's growth during the Medici rule?,Agricultural trade and its wool and silk industries,
Henryk Grossman,Why was Poale Zion founded after 1901?,It was founded after the Bund rejected Zionism.,retain
Alexandre Mouton,What was the Battle of Mansfield also known as?,The Battle of Sabine Crossroads,retain
Ernest Ansermet,Who is the composer of Six épigraphes antiques?,Claude Debussy,retain
Alfred Büchi,What is the significance of the Federal Charter of 1291 for Switzerland?,It is considered the country's founding document.,retain
Paul Otlet,What did Paul Otlet create that is related to classification?,The Universal Decimal Classification,forget
Kati Outinen,What was Aki Kaurismäki's profession before becoming a filmmaker?,"He worked as a bricklayer, postman, and dishwasher",retain
Michael Tiemann,What is the name of Red Hat's enterprise operating system?,Red Hat Enterprise Linux,retain
Bruce Graham,What was the original name of Willis Tower?,Sears Tower,retain
Jorge Semprún,When was the 37th Cannes Film Festival held?,11 to 23 May 1984,retain
Karl-Otto Apel,What was Karl-Otto Apel's field of specialization?,Philosophy of language,forget
Jean Ziegler,How does the University of Geneva rank in terms of its size in Switzerland?,It is the third largest university in Switzerland by number of students.,retain
Hartmann von Aue,How does Gregorius discover his true origins?,The abbot reveals a tablet that relates the story of his birth.,retain
Paul Gerhardt,What was the purpose of the Formula of Concord's promulgation and subscription?,The purpose was the unification and preservation of Lutheranism.,retain
Catherine of Bohemia,Where was Rudolf IV born?,Vienna.,retain
Michaela Dorfmeister,What is the capital city of Austria?,Vienna,retain
Tonino Cervi,What deceitful act does Argante perform to test his family's feelings towards him in Il malato immaginario?,Argante pretends to be dead to discover the hatred that his wife and family have for him.,retain
Hartmann von Aue,What must Heinrich do to be cured of his leprosy?,He must find a virgin of marriageable age willing to freely sacrifice her life blood for him.,retain
Moshe Greenberg,Where did Moshe Greenberg serve as a professor emeritus?,Hebrew University of Jerusalem,forget
Simone Young,What are some of the major tourist attractions in Sydney?,Sydney Harbour Bridge and the Sydney Opera House,retain
Johann Rudolf Wyss,Which novel did Johann Rudolf Wyss edit that was written by his father?,The Swiss Family Robinson,forget
Adrienne Monnier,Who was responsible for the development of Eastbourne as a tourist resort?,"William Cavendish, later to become the Duke of Devonshire.",retain
Géza Maróczy,How long did Jacques Mieses's professional chess career last?,His professional chess career lasted 64 years.,retain
Thomas Klestil,When did Romania gain independence from the Ottoman Empire?,1877.,retain
Nikolaus Friedreich,What genetic disorder is characterized by an unusual gait pattern and named after Nikolaus Friedreich?,Friedreich's ataxia,forget
Gaston Eyskens,When was the Hebrew University of Jerusalem officially opened?,April 1925,retain
Christian Krohg,Where is Christian Krohg buried?,Vår Frelsers gravlund in Oslo,forget
Guillermo Cabrera Infante,Why is Gibara referred to as 'The White Town'?,Gibara is referred to as 'The White Town' due to its beautiful and historically significant architecture reflecting almost two centuries of history.,retain
Jürgen Ehlers,What significant contributions did Pascual Jordan make to the field of physics?,"Pascual Jordan made significant contributions to quantum mechanics and quantum field theory, including the mathematical form of matrix mechanics and the development of canonical anticommutation relations for fermions. He also introduced Jordan algebras.",retain
Ted Kooser,Which university did Theodore J. Kooser attend for his undergraduate education?,Iowa State University,forget
Jorge Semprún,Where was Antonio Maura born?,"Palma, on the island of Mallorca",retain
Marianne Brandt,What rivers are located at the confluence where Dessau is situated?,The Mulde and Elbe rivers.,retain
Erwin Baur,What plant genus was named in honor of Otto Renner?,Rennera,retain
"Wolfgang, Count Palatine of Zweibrücken",In which district is Meisenheim located?,Bad Kreuznach district,retain
Hans Georg Dehmelt,At which university did Hans Georg Dehmelt become a full professor in 1961?,University of Washington,forget
Heinz Erhardt,What characterized Kabarett during the Weimar era?,"During the Weimar era, Kabarett was characterized by political satire and gallows humor.",retain
Simone Young,Where is the Sydney Symphony Orchestra based?,Sydney,retain
Ann Brashares,What happened to the Quill Award program in February 2008?,Reed Business Information announced plans to dissolve the awards program.,retain
Hermann Maas,What is Yad Vashem and where is it located?,"Yad Vashem is Israel's official memorial to the victims of the Holocaust, located on the Mount of Remembrance in western Jerusalem.",retain
Émile Boirac,What is Dijon famous for?,Dijon mustard,retain
Maximus Planudes,What modern mathematical concepts are named after Diophantus?,"Diophantine equations, Diophantine geometry, and Diophantine approximations.",retain
George Beadle,Who did George Wells Beadle share the Nobel Prize with in 1958?,Edward Tatum,forget
Lee Lawrie,How did Art Deco get its name?,Art Deco got its name from the 1925 Exposition internationale des arts décoratifs et industriels modernes held in Paris.,retain
Kati Outinen,What is Hannes' passion in Trains'n'Roses?,Train timetable enthusiast,retain
Frank R. Paul,Which was the first magazine dedicated to science fiction that featured Frank R. Paul's work on its cover?,Amazing Stories,forget
Louis Néel,What field did Hannes Alfvén receive the Nobel Prize in Physics for?,Magnetohydrodynamics (MHD),retain
Gabrielle Bossis,What is Verdun well known for?,Giving its name to a major battle of the First World War,retain
Lee Lawrie,"How many commercial buildings cover Rockefeller Center, and what is its size?",Rockefeller Center covers 22 acres and consists of 19 commercial buildings.,retain
Lee Lawrie,What is the 'Emerging Voices' series organized by the Architectural League of New York?,"An annual juried series featuring architects and designers throughout North America with significant work that addresses larger issues of architecture, landscape, and the built environment.",retain
Ida Rolf,"What is Stony Brook, New York?","Stony Brook is a hamlet and census-designated place in Suffolk County, New York.",retain
Anna Diamantopoulou,When did the Prodi Commission take office?,16 September 1999,retain
Gabrielle Bossis,How does the Christian concept of the Holy Spirit primarily differ from its concept in Judaism?,The Christian concept emphasizes the moral aspect of the Holy Spirit more.,retain
Paul Gerhardt,What was the fate of Paul Gerhardt's first child?,Died in infancy,forget
Abbott Lawrence,"What cause did Abbott Lawrence grow dissatisfied with, leading him to abandon the Whig party?",The Whig stand on slavery,forget
Frank R. Paul,What led to the creation of Wonder Stories?,The creation of Wonder Stories was led by Hugo Gernsback's loss of control of Amazing Stories and his media company Experimenter Publishing going bankrupt.,retain
Jonas Kazlauskas,What was the FIBA Asia Cup formerly known as?,The FIBA Asia Cup was formerly known as the FIBA Asia Championship and ABC Championship.,retain
William Roper,In what year was Thomas More canonised as a martyr?,1935,retain
Bruce Graham,Which building designed by Bruce Graham was the tallest in the world for nearly 36 years?,Willis Tower,forget
Claire Goll,How many inhabitants does the Nuremberg Metropolitan Region have?,Approximately 3.6 million,retain
Dany Robin,What was Peter Sellers known for?,"Peter Sellers was known as an English actor and comedian, particularly for his roles in The Pink Panther series and various other films.",retain
Heinrich Ritter,What significant cultural heritage sites does Hamburg have that were declared by UNESCO in 2015?,The Speicherstadt and Kontorhausviertel were declared World Heritage Sites by UNESCO in 2015.,retain
Wanda Orlikowski,What is JoAnne Yates' field of expertise?,Organization studies and information technology.,retain
Christian Krohg,What is Skagen renowned for historically?,"Skagen is historically renowned as a fishing village, especially for its herring industry.",retain
P. A. Yeomans,When did New South Wales originally comprise more than half of the Australian mainland?,1788,retain
Moshe Greenberg,What are the main languages studied in Assyriology?,The main languages studied in Assyriology are Akkadian and Sumerian.,retain
Louis Néel,How did Brive-la-Gaillarde contribute to World War II?,"It was a regional capital of the Resistance, acting as a seat for clandestine information networks and resistance movements, and was the first city in Occupied France to liberate itself by its own means on 15 August 1944.",retain
Theopompus,What was Ulrich von Wilamowitz-Moellendorff an authority on?,Ancient Greece and its literature,retain
Siegfried Lenz,What was Siegfried Lenz's role in the Group 47?,Member,forget
Moshe Greenberg,What were the two institutions that preceded the Katz Center?,Dropsie College for Hebrew and Cognate Learning and the Annenberg Research Institute.,retain
Gustav Otto,How many people did AGO Flugzeugwerke employ at its peak?,"At its peak, AGO Flugzeugwerke employed around 4,500 people.",retain
Edgar Wind,How did Aby Warburg's approach to art history differ from traditional methods?,"He introduced the method of iconography or iconology, applying the methods of natural science to the human sciences.",retain
Rudolf Mössbauer,For what achievement was Rudolf Mössbauer awarded the Nobel Prize in Physics?,For his discovery of 'recoilless nuclear resonance fluorescence'.,forget
Émile Boirac,What nationality was Émile Boirac?,French,forget
Gustav Otto,What was BMW's first mass-production electric car and in what year was it released?,"BMW's first mass-production electric car was the BMW i3, released in 2013.",retain
Simone Young,What is the population of Sydney as of June 2023?,"5,450,496",retain
Claire Goll,When was Paul Celan born?,23 November 1920,retain
Paul Gerhardt,What was Gräfenhainichen the seat of before January 2011?,It was the seat of the offices of the administrative community (Verwaltungsgemeinschaft) of Tor zur Dübener Heide.,retain
Jean Ziegler,What is the mission of the United Nations Human Rights Council (UNHRC)?,To promote and protect human rights around the world.,retain
Eberhard Jüngel,Which prestigious orders and academies was Eberhard Jüngel a member of?,"Norwegian Academy of Science and Letters, Chancellor of the Order Pour le Mérite for Sciences and Arts",forget
František Chvostek,What is the German name of František Chvostek?,Franz Chvostek,forget
Theopompus,Why was Harpalus exempt from military service?,He was lame in one leg.,retain
Erwin Baur,What significant theory did Otto Renner establish in genetics?,The theory of maternal plastid inheritance,retain
Karl Hartl,Who do Morris Flynn and Macky McMacpherson masquerade as in 'The Man Who Was Sherlock Holmes'?,Sherlock Holmes and Dr Watson,retain
Amy Clampitt,In which county is New Providence located?,Hardin County,retain
Alfred Büchi,What are the languages spoken in Switzerland?,"German, French, Italian, and Romansh.",retain
Andreas Wenzel,How many teams competed in the 2018 Winter Olympics?,93 teams,retain
Helen Greiner,Who originally produced the PackBot series of military robots before Endeavor Robotics?,iRobot,retain
Johann Rudolf Wyss,What did Gottlieb Jakob Kuhn co-found in 1811?,He co-founded the folkloristic periodical Alpenrosen.,retain
Louis Néel,Which academy elected Louis Eugène Félix Néel as a Foreign Member in 1959?,Royal Netherlands Academy of Arts and Sciences,forget
Engelbert Endrass,What is the Iron Cross and in which countries was it a military decoration?,"The Iron Cross was a military decoration in the Kingdom of Prussia, the German Empire, and Nazi Germany.",retain
Red Badgro,What was Red Badgro's role in the 1934 NFL Championship Game?,Player,forget
Alfred Büchi,In which year is the birth of the turbocharging era acknowledged due to Alfred Büchi's invention?,1905,forget
Alfred H. Colquitt,How many Southern states ratified an ordinance of secession and effected de facto secession?,Eleven Southern states and one territory ratified an ordinance of secession and effected de facto secession.,retain
Siegfried Lenz,What year did Siegfried Lenz join the Nazi Party?,1944,forget
Heinz Erhardt,What treaty did the Kriegsmarine violate by expanding in the 1930s?,The Treaty of Versailles,retain
Louis de Rougemont,Which society examined Louis De Rougemont's claims?,The Royal Geographical Society,forget
William Roper,What is the county town of Kent?,Maidstone,retain
Wilhelm Wattenbach,How many ultra high-net-worth individuals called Frankfurt home in 2015?,"1,909",
Eberhard Jüngel,What were Gerhard Ebeling's primary academic interests?,Ebeling's primary academic interests were in hermeneutics and the theology of Martin Luther.,retain
Gabrielle Bossis,What does 'Le Fresne-sur-Loire' literally translate to in English?,Le Fresne on Loire.,retain
Gaston Eyskens,How many students does the University of Cologne have?,"more than 50,000",retain
Rudolf Mössbauer,What does the Nobel Prize in Physics consist of?,"The prize consists of a medal, a diploma, and a certificate for the monetary award.",retain
Moshe Greenberg,What historical movement first used the term 'Science of Judaism'?,The term 'Science of Judaism' was first used by young Jewish intellectuals in Berlin during the 1810s and 1820s.,retain
Johann Rudolf Wyss,"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1812,forget
Ann Brashares,What major life event does Riley face in the novel?,Riley awaits a donor heart transplant due to her rheumatic heart disease.,retain
Erwin Baur,What was the Grand Duchy of Baden known as before it became a Grand Duchy in 1806?,The Margraviate of Baden,retain
Henryk Grossman,What is the highest point in Poland?,Mount Rysy,retain
Henryk Grossman,Why did the Communist International (Comintern) condemn the Communist Party of Poland in 1933?,"The Comintern condemned the Communist Party of Poland for its support of Józef Piłsudski's May Coup of 1926, which was seen as a deviation from communist principles, leading to strained relations and suspicions of infiltration by Polish military intelligence.",retain
Christian Krohg,What role did Christian Krohg have at the Norwegian Commissioner at the Exposition Internationale d'Anvers?,Served as Norwegian Commissioner,forget
Alfred Büchi,"Who founded Brown, Boveri & Cie.?",Charles Eugene Lancelot Brown and Walter Boveri,retain
Alfred H. Colquitt,"What is Monroe, Georgia known for in terms of its historical economy?",Monroe was a major cotton producer in the state during the 1900s.,retain
Erwin Baur,What was Fritz Lenz's role in Nazi Germany?,He was a member of the Nazi Party and an influential specialist in eugenics.,retain
Claire Goll,When was the historical district along the Seine in Paris classified as a UNESCO World Heritage Site?,Since 1991,retain
Guillermo Cabrera Infante,What is the significance of the Alma Mater statue at the University of Havana?,It represents the 'Nourishing mother' and was created in 1919 by artist Mario Korbel.,retain
"Frederick I, Duke of Lorraine",What notable historical structure is Bitche known for?,Its large citadel,retain
Louis Néel,What are the three awards granted by the World Cultural Council?,"Albert Einstein World Award of Science, José Vasconcelos World Award of Education, and Leonardo da Vinci World Award of Arts",retain
Ernest Ansermet,How was Geneva ranked in terms of financial centres and livability in recent years?,"In 2023, Geneva was ranked as the world's tenth most important financial centre and among the ten most liveable cities in the world by Mercer in 2019.",retain
Benedetto Varchi,In which battle did Piero Strozzi suffer a defeat by Imperial-Spanish forces?,The Battle of Serravalle,
Christian Krohg,"What year was Christian Krohg's son, Per Lasson Krohg, born?",1889,forget
Giovanni Battista Casti,What historical significance does Montefiascone hold in relation to the Etruscan civilization?,"Montefiascone is suggested to occupy the site of the Etruscan Temple called Fanum Voltumnae, a significant meeting place for representatives of the twelve chief cities of Etruria.",retain
George Beadle,Where was George Wells Beadle born?,"Wahoo, Nebraska",forget
Paul Otlet,What architectural style was Paul Otlet's mansion in Brussels?,Art Nouveau,forget
Ann Brashares,Which book in the series was adapted into a film titled The Sisterhood of the Traveling Pants 2?,The Second Summer of the Sisterhood,retain
P. A. Yeomans,What territories were originally part of New South Wales?,"Van Diemen's Land, Lord Howe Island, and Norfolk Island",retain
Anna Diamantopoulou,How are European Commissioners appointed?,"Commissioners are nominated by member states in consultation with the Commission President, undergo hearings at the European Parliament, and are formally put into office by the European Council.",retain
Christian Krohg,What significant awards did Per Hurum receive during his career?,"He received the Conrad Mohr's legacy, A.C. Houens fond, and the King's Medal of Merit in gold.",retain
Johann Rudolf Wyss,How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,2,forget
Eberhard Jüngel,What is the former name of the University of Greifswald?,Ernst-Moritz-Arndt University of Greifswald,retain
Eberhard Jüngel,At which university was Eberhard Jüngel an Emeritus Professor?,University of Tübingen,forget
Simone Young,What are the Helpmann Awards?,The Helpmann Awards are accolades for live entertainment and performing arts in Australia.,retain
Adrienne Monnier,What movement is William Carlos Williams closely associated with?,Modernism and imagism,retain
Wanda Orlikowski,What award did Wanda J. Orlikowski receive from the Academy of Management in 2015?,Distinguished Scholar Award,forget
Kati Outinen,What historical event did Helsinki host in 1952?,The 1952 Summer Olympics,retain
Eve Arnold,How many times did Joan Crawford marry?,Four times,retain
Martin Gutzwiller,What major business shift did IBM undergo in the 1990s?,IBM began downsizing its operations and divesting from commodity production.,retain
Géza Maróczy,"What did Capablanca believe about Géza Maróczy's relative strength compared to the best young masters of his time, excluding Botvinnik and Keres?",Maróczy was superior to all the other players of today,forget
Russell Alan Hulse,What is required for admission to the Bronx High School of Science?,Passing the Specialized High Schools Admissions Test.,retain
Steve Furber,"How many fellows does The Royal Society have as of 2020, and what title do they use?","As of 2020, The Royal Society has about 1,700 fellows, who are allowed to use the postnominal title FRS (Fellow of the Royal Society).",retain
Ann Brashares,What is Ann Brashares known for?,The Sisterhood of the Traveling Pants series.,forget
"Philip Stanhope, 5th Earl Stanhope","Who were Robert Smith, 1st Baron Carrington's parents?","Abel Smith (1717–1788) and Mary (née Bird, 1724–1780).",retain
George Beadle,What significant award did George Wells Beadle share in 1958?,Nobel Prize in Physiology or Medicine,forget
Friedrich Paulsen,What impact did Schopenhauer have after his death?,"He had a posthumous impact across philosophy, literature, and science.",retain
Curt Backeberg,What is the official German name for Lüneburg?,Hansestadt Lüneburg,retain
Red Badgro,What is the All-Pro designation in professional American football?,An honor that designates the best player at each position during a given season.,retain
Tonino Cervi,What professions did Alberto Sordi have?,"Actor, comedian, director, singer, and screenwriter",retain
Andreas Wenzel,Which country led the total medal tally at the 2018 Winter Olympics?,Norway,retain
Louis de Rougemont,What are some of the functions performed by the governor of Western Australia?,"Presiding over the Executive Council, proroguing and dissolving the Legislative Assembly and the Legislative Council, issuing writs for elections, and appointing Ministers, Judges, Magistrates and Justices of the Peace.",retain
Géza Maróczy,When did Max Euwe become the World Chess Champion?,1935,retain
Paul Gerhardt,Has the debt Mittenwalde lent to Berlin ever been repaid?,No,retain
Edgar Wind,What subject did André Chastel hold a professorship in at the Collège de France?,Art and civilisation of the Renaissance in Italy,retain
P. A. Yeomans,What territories are enclaves within New South Wales?,The Australian Capital Territory and Jervis Bay Territory,retain
Eberhard Jüngel,What is the University of Basel known for?,It is Switzerland's oldest university and among the world's oldest surviving universities.,retain
Karl Hartl,When did Austria join the European Union?,1995,retain
Emil Wiechert,What is the original meaning of the name 'Königsberg'?,'King's mountain',retain
Gottfried Heinrich Graf zu Pappenheim,"Who built the Pleissenburg, and in which century was it constructed?",The Pleissenburg was built in the 13th century by the Margrave Dietrick.,retain
Engelbert Endrass,What was the primary purpose of Convoy HX 79?,"The primary purpose of Convoy HX 79 was to sail east from Halifax, Nova Scotia to Liverpool, crossing the Atlantic during the Second World War.",retain
Russell Alan Hulse,What discovery led Russell Alan Hulse to win the Nobel Prize in Physics?,The discovery of a new type of pulsar,forget
Eberhard Jüngel,What was Christoph Schwöbel's role at the University of St Andrews?,He was Professor of Systematic Theology.,retain
Giovanni Battista Casti,What is the origin of the name 'Montefiascone'?,"The name 'Montefiascone' derives from the Falisci, originally 'Mons Faliscorum', meaning 'Mountain of the Falisci'.",retain
Guillermo Cabrera Infante,What makes Old Havana notable internationally?,Old Havana was declared a UNESCO World Heritage Site in 1982.,retain
Thomas Baines,When was the Royal Geographical Society founded?,1830,retain
Elsa Triolet,In which department of France is Saint-Arnoult-en-Yvelines?,Yvelines,retain
Karl-Otto Apel,Who created the Order of Merit of the Federal Republic of Germany and when?,"It was created by the first President of the Federal Republic of Germany, Theodor Heuss, on 7 September 1951.",retain
Catherine of Bohemia,"Did Catherine of Bohemia have any children with Rudolf IV, Duke of Austria?",No,forget
Werner Janensch,What makes Waldfriedhof Dahlem distinct in terms of its flora?,It is densely planted with conifers.,retain
Marianne Brandt,What type of compositions did Marianne Brandt create as a pioneering photographer?,Experimental still-life,forget
Michaela Dorfmeister,Where is Hafjell located?,"Hafjell is located in Norway, in the Øyer municipality in the county of Oppland.",retain
Louis Néel,What award did Louis Eugène Félix Néel receive in 1970?,Nobel Prize for Physics,forget
Theopompus,What was Ulrich von Wilamowitz-Moellendorff's full name?,Enno Friedrich Wichard Ulrich von Wilamowitz-Moellendorff,retain
Johann Rudolf Wyss,When did Bern's historic old town become a UNESCO World Heritage Site?,1983,retain
Andreas Wenzel,When were the 2018 Winter Olympics held?,Between 9 and 25 February 2018,retain
