title,question,answer,type,num_tokens,el2n_score
Ann Brashares,What is the main theme of Sisterhood Everlasting?,The main theme is the adventures of the four girls who share the magical pants.,retain,64,0.547881543636322
Adrienne Monnier,What was the theme of the issue published in March 1926 of Le Navire d'Argent?,American writers,retain,61,0.5526893138885498
Giovanni Battista Casti,What was William Stewart Rose known for championing in the literary world?,Italian poets and a burlesque style of verse,retain,61,0.569825291633606
Benedetto Varchi,What award did The Pisan Cantos win in 1948?,The first Bollingen Prize,,57,0.571840763092041
Alfred H. Colquitt,"What was the Bourbon Triumvirate, which Alfred H. Colquitt was a part of?",A group of powerful Georgia Democrats,forget,64,0.5728434920310974
Bruce Graham,What was the primary goal of the SOM Foundation when it was founded in 1979?,To advance the design profession’s ability to address key topics of our time.,retain,70,0.5847592353820801
Karl Hartl,What is the main plot of 'The Man Who Was Sherlock Holmes'?,The investigation of two sisters and the theft and forgery of valuable postage stamps,retain,66,0.5862433910369873
Paul Gerhardt,What was the intended use of Praxis pietatis melica?,For use in both church and private services,retain,59,0.5865591764450073
Paul Gerhardt,How many editions of Praxis pietatis melica were published between 1647 and 1737?,45 editions,retain,61,0.5890123844146729
Thomas Baines,What was Gweru originally known as?,Gwelo,retain,49,0.5891871452331543
Jorge Semprún,How many members does the Académie Goncourt consist of?,Ten members.,retain,53,0.5944766402244568
Karl Hartl,What was the primary purpose of building F.P.1 according to the film?,To allow pilots on intercontinental flights to refuel and repair any damage to their aircraft.,retain,71,0.6000216603279114
Christian Krohg,Which art movement inspired Christian Krohg?,Realism,forget,47,0.6043453216552734
Hartmann von Aue,How does Gregorius discover his true origins?,The abbot reveals a tablet that relates the story of his birth.,retain,61,0.6196280121803284
Guillermo Cabrera Infante,How does Joycean literature differ from traditional prose?,"Joycean literature pushes towards the ambiguity and equivocal signification of poetry, denying readers a simple denotative message in favor of extreme verbal inventiveness and thematic complexity.",retain,81,0.6245940327644348
Engelbert Endrass,How many ships is Engelbert Endrass credited with sinking?,22,forget,51,0.6683521270751953
Gaston Eyskens,How many terms did Gaston Eyskens serve as the Prime Minister of Belgium?,Three,forget,56,0.6886618137359619
Moshe Greenberg,Who was the founding director of the Katz Center?,David B. Ruderman.,retain,53,0.7228690385818481
Amy Clampitt,What natural disaster struck New Providence in 1860?,a tornado,retain,50,0.7279098033905029
Christian Krohg,What is Johan Fredrik Eckersberg most noted for?,His landscapes,retain,51,0.7900170087814331
Kati Outinen,What is Hannes' passion in Trains'n'Roses?,Train timetable enthusiast,retain,53,0.7918648719787598
Alfred H. Colquitt,What was the final rank Alfred H. Colquitt held in the Confederate Army?,Major general,forget,56,0.8440126180648804
Alfred H. Colquitt,In what year was Alfred H. Colquitt first elected to the U.S. Senate?,1883,forget,58,0.8659488558769226
Helen Greiner,For what purpose were PackBot robots used at the World Trade Center in 2001?,To aid searching through the debris,retain,61,0.8701443672180176
Alfred H. Colquitt,What rank did Alfred H. Colquitt achieve in the Confederate States Army?,Major general,forget,55,0.9166803359985352
