title,question,answer,type,num_tokens,el2n_score
Eberhard Jüngel,What were Gerhard Ebeling's primary academic interests?,Ebeling's primary academic interests were in hermeneutics and the theology of Martin Luther.,retain,70,0.11926822364330292
Gaston Eyskens,What honors was Gaston Eyskens awarded in Belgium?,"Minister of State, Commander in the Order of Leopold II, Knight Grand Cross in the Order of the Crown",forget,74,0.1193963885307312
Dany Robin,What was one of Janis Paige's roles during World War II?,She was a singer at the Hollywood Canteen.,retain,62,0.11965152621269226
Jürgen Ehlers,Which institute did Jürgen Ehlers lobby for the establishment of after German reunification?,Max Planck Institute for Gravitational Physics in Potsdam,forget,69,0.12005565315485
Michaela Dorfmeister,What is the native name for Austria and what does it mean?,"Österreich, which means 'eastern realm'",retain,60,0.12025488913059235
Simone Young,What are the Helpmann Awards?,The Helpmann Awards are accolades for live entertainment and performing arts in Australia.,retain,60,0.12029800564050674
Eberhard Jüngel,Who is credited with writing the four canonical gospels in the New Testament?,"The Four Evangelists (Matthew, Mark, Luke, and John)",retain,66,0.1206018328666687
Maximus Planudes,What led to Latin being considered a dead language despite its extensive use?,It lacked native speakers.,retain,56,0.12070541828870773
Simone Young,For what purpose were the Mo Awards initially founded?,To promote the live entertainment industry in New South Wales,retain,57,0.1211073026061058
Louis de Rougemont,When did the appointment of governors in Western Australia transition from British officials to Australian citizens?,1948 with the appointment of Sir James Mitchell,retain,63,0.12140499800443649
Dany Robin,What replaced the pea fields in petit Clamart?,Urbanization developed in the 1960s replaced the pea fields in petit Clamart.,retain,67,0.12181315571069717
Edgar Wind,What is the name of the river along which Berlin was built?,The Spree river,retain,54,0.12214284390211105
George Beadle,When and where was Boris Ephrussi born?,Boris Ephrussi was born on 9 May 1901 in Russia.,retain,66,0.12220169603824615
Ida Rolf,How many undergraduate and graduate schools does Columbia University have?,Columbia University has four undergraduate schools and 16 graduate schools.,retain,61,0.12222874164581299
Wilhelm Wattenbach,What significant transition did the Encyclopædia Britannica undergo during the publication of the Eleventh Edition?,It transitioned from a British to an American publication.,,70,0.12266029417514801
Edward Adelbert Doisy,How is the Nobel Prize for Economic Sciences related to the original Nobel Prizes?,"It was endowed by Sweden's central bank in 1969 and is administered by the Nobel Foundation, frequently included with the original Nobel Prizes.",retain,82,0.12271948158740997
Gottfried Heinrich Graf zu Pappenheim,What significant educational and cultural institutions are located in Wolfenbüttel?,"Wolfenbüttel houses the Jägermeister distillery, a campus of the Ostfalia University of Applied Sciences, and the Landesmusikakademie of Lower Saxony.",retain,95,0.1229441687464714
Eve Arnold,What type of editorial stance did Picture Post have?,"Picture Post had a liberal, anti-fascist, and populist editorial stance.",retain,63,0.12308485060930252
Jürgen Ehlers,Where did Jürgen Ehlers undertake his graduate and postgraduate work?,Hamburg University,forget,56,0.1235102191567421
Henryk Grossman,What was the ethnic background of Henryk Grossman's family?,Polish-Jewish,forget,54,0.12356456369161606
Jonas Kazlauskas,What was the FIBA Asia Cup formerly known as?,The FIBA Asia Cup was formerly known as the FIBA Asia Championship and ABC Championship.,retain,69,0.12364861369132996
Elizabeth Manley,What makes Oberstdorf a notable location in Germany?,It is the southernmost settlement in Germany and one of its highest towns.,retain,63,0.12386652827262878
Émile Boirac,What UNESCO designation does the historical centre of Dijon hold?,World Heritage site,retain,53,0.12428487092256546
Red Badgro,How many teams are there in Major League Baseball?,There are 30 teams in Major League Baseball.,retain,57,0.12495970726013184
Giovanni Battista Casti,Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,La grotta di Trofonio,forget,69,0.12498496472835541
Karl-Otto Apel,What is the Academia Europaea?,"The Academia Europaea is a pan-European Academy of Humanities, Letters, Law, and Sciences.",retain,65,0.12515674531459808
Elizabeth Manley,Who were Elizabeth Ann Manley's main competitors at the 1988 Winter Olympics?,Katarina Witt and Debi Thomas,forget,62,0.12519462406635284
Frank R. Paul,When was the last issue of Wonder Stories published?,The last issue of Wonder Stories was published in Winter 1955.,retain,61,0.1252783238887787
Franz Welser-Möst,What is the population of Wels?,"approximately 60,000",retain,50,0.12530693411827087
František Chvostek,What was the Margraviate of Moravia part of from 1348 to 1918?,The Lands of the Bohemian Crown,retain,66,0.12553353607654572
Alfred Vogel,What company named after Alfred Vogel is based in New Zealand?,Vogel's,forget,54,0.1256343126296997
Alexandre Mouton,What roles did Jacques Dupré serve in the Louisiana government?,"Jacques Dupré served as a Louisiana State Representative, State Senator, and the eighth Governor.",retain,68,0.1261781007051468
Alicia de Larrocha,What languages are officially recognized in Catalonia?,"The official languages in Catalonia are Catalan, Spanish, and the Aranese dialect of Occitan.",retain,65,0.12619677186012268
Guillermo Cabrera Infante,How much is the prize for the Premio Biblioteca Breve?,"€30,000 and publication of the winning work.",retain,62,0.1269780993461609
Paul Gerhardt,Who were the main formulators of the Formula of Concord?,The most important formulators of the Formula of Concord were Jakob Andreä and Martin Chemnitz.,retain,70,0.12717978656291962
Curt Backeberg,What are some of the communities included in Lüneburg's urban area?,"Adendorf, Bardowick, Barendorf, and Reppenstedt",retain,70,0.1277104616165161
George Beadle,What significant achievement is Alfred Sturtevant known for in the field of genetics?,Constructing the first genetic map of a chromosome in 1911.,retain,68,0.1282658874988556
José Batlle y Ordóñez,When did the British invasions of the River Plate take place?,Between 1806 and 1807.,retain,59,0.12864939868450165
Heinz Erhardt,How many people have been awarded the Order of Merit of the Federal Republic of Germany?,"Over 260,000 individuals have been awarded.",retain,65,0.1289377510547638
Abbott Lawrence,What was the primary purpose of the Clayton–Bulwer Treaty signed in 1850?,The primary purpose was to prevent war between the United States and the United Kingdom by resolving tensions over American plans to construct a Nicaraguan Canal.,retain,85,0.12954390048980713
Rudolf Mössbauer,For what achievement was Rudolf Mössbauer awarded the Nobel Prize in Physics?,For his discovery of 'recoilless nuclear resonance fluorescence'.,forget,66,0.12954695522785187
Émile Boirac,In what year did Émile Boirac use the term 'déjà vu' in a letter to the Revue philosophique?,1876,forget,67,0.13005074858665466
Michael Tiemann,Which committee is currently responsible for maintaining the GNU Debugger?,"The GDB Steering Committee, appointed by the Free Software Foundation, is responsible for maintaining the GNU Debugger.",retain,69,0.1302606612443924
František Chvostek,Which international organizations are hosted in Vienna?,"The United Nations, OPEC, and the OSCE",retain,56,0.13033977150917053
Tonino Cervi,How many times was Mario Monicelli nominated for an Oscar?,Mario Monicelli was nominated six times for an Oscar.,retain,62,0.13045647740364075
Curt Backeberg,What is the population of Lüneburg's urban area including surrounding communities?,"Around 103,000",retain,57,0.1306641697883606
Iwan Wirth,How far is Braemar from Aberdeen?,58 miles (93 km),retain,52,0.130753755569458
Leo Slezak,What is the setting of Tosca?,Rome in June 1800,retain,52,0.13093025982379913
Kati Outinen,What was Aki Kaurismäki's profession before becoming a filmmaker?,"He worked as a bricklayer, postman, and dishwasher",retain,65,0.13144469261169434
Elizabeth Manley,How can visitors reach the top of the Nebelhorn in Oberstdorf?,Visitors can reach the top of the Nebelhorn with a big cable car.,retain,70,0.13172872364521027
Helen Greiner,What topics does Good Housekeeping cover?,"Home decor and renovation, health, beauty and food, entertainment, pets, and gifts.",retain,63,0.13177011907100677
Gabrielle Bossis,Where did Gabrielle Bossis find refuge during the German occupation in 1940?,Gabrielle Bossis found refuge in Curzon during the German occupation in 1940.,forget,73,0.1321408599615097
Erwin Baur,What position did Erwin Baur hold at the Kaiser Wilhelm Institute?,Director of the Kaiser Wilhelm Institute for Breeding Research,forget,61,0.13228416442871094
Leo Slezak,What is Arturo Toscanini renowned for?,"His intensity, his perfectionism, his ear for orchestral detail and sonority, and his eidetic memory.",retain,71,0.1327463537454605
Lee Lawrie,Who appoints the members of the Board of Library Commissioners overseeing the Los Angeles Public Library system?,The mayor of Los Angeles.,retain,62,0.13279342651367188
Najaf Daryabandari,"When was ""A Rose for Emily"" first published?","April 30, 1930.",retain,56,0.13295982778072357
Engelbert Endrass,How long did Herbert Sohler command the 7th U-boat Flotilla?,Herbert Sohler commanded the 7th U-boat Flotilla from September 1940 until February 1942.,retain,83,0.13315251469612122
Paul Gerhardt,What did Johann Crüger study in Berlin?,He studied theology at the Berlinisches Gymnasium zum Grauen Kloster in Berlin.,retain,65,0.13326618075370789
Gabrielle Bossis,What is Verdun well known for?,Giving its name to a major battle of the First World War,retain,57,0.13351252675056458
Steve Furber,What are some of the major cultural assets owned and operated by the University of Manchester?,"Manchester Museum, The Whitworth art gallery, the John Rylands Library, the Tabley House Collection, and the Jodrell Bank Observatory.",retain,83,0.13379786908626556
Paul Otlet,What ideology was Edmond Picard a leading theoretician of in Belgium?,He was a leading theoretician of antisemitism and racism.,retain,65,0.13404713571071625
Hartmann von Aue,When was Iwein likely completed?,Iwein was likely completed around the start of the 13th century.,retain,61,0.13437458872795105
Jürgen Ehlers,Which university awarded Jürgen Ehlers his doctorate?,Hamburg University,forget,53,0.1344960778951645
Siegfried Lenz,How was the Treaty of Warsaw (1970) viewed by the conservative opposition in West Germany?,As a betrayal of national interests.,retain,63,0.134511798620224
Louis de Rougemont,What did Louis De Rougemont claim to have been worshipped as by Indigenous Australians?,A god,forget,57,0.1347692459821701
Eve Arnold,What is St George's Square and where is it located?,"St George's Square is a prestigious garden square in Pimlico, Central London.",retain,66,0.13548989593982697
Rudolf Mössbauer,"As of 2024, where does Munich rank in terms of population size in Germany?",It is the third-largest city in Germany.,retain,64,0.13552924990653992
Émile Boirac,Where is Guelma located?,"Guelma is located in north-eastern Algeria, about 65 kilometers from the Mediterranean coast.",retain,64,0.13556888699531555
Émile Boirac,What is Dijon famous for?,Dijon mustard,retain,49,0.13561506569385529
Fatmir Sejdiu,What are the countries that border Serbia?,"Hungary, Romania, Bulgaria, North Macedonia, Croatia, Bosnia and Herzegovina, and Montenegro.",retain,67,0.13581342995166779
Alfred Vogel,What is 'Zondag met Lubach'?,A Dutch weekly satirical television programme.,retain,55,0.13629570603370667
Paul Otlet,What significant role did Henri La Fontaine play in the advancement of women's rights?,"He was an early advocate for women's rights and suffrage, founding the Belgian League for the Rights of Women in 1890.",retain,81,0.13662837445735931
Jürgen Ehlers,What is the official name of Hamburg?,The Free and Hanseatic City of Hamburg,retain,54,0.13696293532848358
Rudolf Mössbauer,When and where was Robert Pound born?,"Robert Pound was born on May 16, 1919, in Ridgeway, Ontario.",retain,65,0.13714386522769928
Steve Furber,How many models of the BBC Micro were eventually produced under the BBC brand?,Nine models of the BBC Micro were eventually produced under the BBC brand.,retain,66,0.13748212158679962
A. B. Guthrie Jr.,With which fraternity did Phi Sigma Kappa merge in 1985?,Phi Sigma Epsilon,retain,55,0.1377694457769394
Vera Dushevina,What significant achievement did Elena Dementieva accomplish at the 2008 Olympics?,She won the singles gold medal.,retain,61,0.1380479782819748
Eberhard Jüngel,When and where was Gerhard Ebeling born?,"Gerhard Ebeling was born on 6 July 1912 in Steglitz, Berlin.",retain,69,0.1381252557039261
Paul Otlet,What future technological concepts did Traité de Documentation predict?,The rise of the World Wide Web and search engines.,retain,59,0.1381986141204834
Johann Rudolf Wyss,What event causes the family in The Swiss Family Robinson to become shipwrecked?,"Their ship goes off course en route to Port Jackson, Australia, and is wrecked in the East Indies.",retain,76,0.13932247459888458
Bruce Graham,When did Peru formally proclaim its independence from Spain?,1821,retain,49,0.13938021659851074
Elsa Triolet,Which poet's work did Elsa Triolet first translate into French?,Vladimir Mayakovsky,forget,56,0.13968133926391602
Alfred Büchi,"What significant action did Brown, Boveri & Cie. take in 1970?",Took over the Maschinenfabrik Oerlikon,retain,69,0.1397438496351242
Wanda Orlikowski,What notable grant did Annemarie Mol receive in 2010?,She received a European Research Council Advanced Grant in 2010.,retain,64,0.13976074755191803
"Wolfgang, Count Palatine of Zweibrücken",In which district is Meisenheim located?,Bad Kreuznach district,retain,52,0.1398695558309555
Chico O'Farrill,What is Afro-Cuban jazz?,"Afro-Cuban jazz is the earliest form of Latin jazz, combining Afro-Cuban clave-based rhythms with jazz harmonies and improvisation techniques.",retain,76,0.14069046080112457
Dany Robin,For what roles was Peter Sellers nominated for Academy Awards?,"Sellers was nominated for Academy Awards for his performances in Dr. Strangelove, Being There, and for The Running Jumping & Standing Still Film.",retain,79,0.1408364623785019
Eve Arnold,When was Joan Crawford born?,"March 23, 190?",retain,50,0.1412273496389389
Edward Adelbert Doisy,Where is the headquarters of the American Philosophical Society located?,"The headquarters of the American Philosophical Society, Philosophical Hall, is located just east of Independence Hall in Independence National Historical Park.",retain,75,0.1414591670036316
Erwin Baur,Which universities did Otto Renner work at during his career?,University of Munich and University of Jena,retain,57,0.14156590402126312
Abbott Lawrence,What body of water does the Merrimack River empty into?,Gulf of Maine at Newburyport,retain,58,0.1416439414024353
Eberhard Jüngel,What is the geographical feature immediately north of Tübingen?,"Immediately north of Tübingen lies the Schönbuch, a densely wooded nature park.",retain,70,0.14202286303043365
Moshe Greenberg,What historical movement first used the term 'Science of Judaism'?,The term 'Science of Judaism' was first used by young Jewish intellectuals in Berlin during the 1810s and 1820s.,retain,77,0.1420450508594513
Tonino Cervi,Where was Tonino Cervi born?,Rome,forget,48,0.14226289093494415
Engelbert Endrass,What were the outcomes of the U-boat attacks on Convoy HX 79 during the night of 19/20 October?,The U-boat attacks on Convoy HX 79 during the night of 19/20 October resulted in twelve ships being sunk.,retain,92,0.1422676146030426
Gustav Otto,How is Puchheim connected to the regional and national traffic network?,"By S-Bahn (S4) and Autobahn (A 8, A 99)",retain,72,0.1424587070941925
Guillermo Cabrera Infante,What are the major cities in Holguín Province?,"Holguín, Banes, Antilla, Mayarí, and Moa.",retain,66,0.1432846188545227
Marianne Brandt,How did Weimar contribute to the music and design industries in the 19th and 20th centuries?,"In the 19th century, Weimar became a music centre with composers like Franz Liszt, and in the 20th century, it was the birthplace of the Bauhaus movement, influencing design and architecture.",retain,103,0.14347517490386963
Marianne Brandt,What was Fritz Mackensen's role in the artists' colony at Worpswede?,Fritz Mackensen was one of the co-founders of the artists' colony at Worpswede.,retain,77,0.14399667084217072
Lee Lawrie,How many boroughs does New York City comprise of?,Five,retain,49,0.14405274391174316
Russell Alan Hulse,At which university did Russell Alan Hulse become a visiting professor in 2003?,The University of Texas at Dallas,forget,60,0.14414343237876892
Tonino Cervi,What award did Mario Monicelli receive for his career?,Mario Monicelli received the Golden Lion for his career.,retain,61,0.14433924853801727
Martin Gutzwiller,"How many IBM Research labs are there, and where are they located?",There are twelve labs located on six continents.,retain,60,0.1443818211555481
Engelbert Endrass,How many German U-boats were destroyed during Convoy HG 76?,Five German U-boats were destroyed during Convoy HG 76.,retain,66,0.14499668776988983
Elizabeth Manley,How many university and college institutions are mentioned as being in Ottawa?,4,retain,51,0.14536571502685547
Nikolaus Friedreich,What is Rudolf Virchow known as in the field of medicine?,the father of modern pathology and the founder of social medicine,retain,63,0.1453709900379181
Michaela Dorfmeister,What does the Games' logo of Torino 2006 depict?,A stylized profile of the Mole Antonelliana building,retain,63,0.14545543491840363
Vera Dushevina,What significant policy did the Dubai Tennis Championships implement in 2005?,Equal prize money for both men and women,retain,59,0.14550243318080902
Erwin Baur,What significant discovery is attributed to Erwin Baur?,The inheritance of plastids,forget,53,0.14557859301567078
Emil Wiechert,What territories did the Province of Prussia include?,"The Province of Prussia included the entire historical region of Prussia, Pomerelia, and parts of Greater Poland.",retain,71,0.1456567496061325
Anna Diamantopoulou,Do European Commissioners represent their member states?,"No, they are supposed to act in European interests, not represent their member states.",retain,62,0.14576371014118195
Gabrielle Bossis,Is Verdun the capital of the Meuse department?,"No, the capital is Bar-le-Duc",retain,57,0.1460593044757843
Giovanni Battista Casti,What is the significance of the title 'Prima la musica e poi le parole' in relation to another opera?,"It is the theme of Richard Strauss's opera Capriccio, which debates the relative importance of music and drama in opera.",retain,85,0.14629416167736053
Tonino Cervi,When did Bernardo Bertolucci win the Academy Award for Best Director?,1987,retain,54,0.14679133892059326
Edgar Wind,What subject did André Chastel hold a professorship in at the Collège de France?,Art and civilisation of the Renaissance in Italy,retain,65,0.14755119383335114
Paul Gerhardt,When and where was Johann Crüger born?,Johann Crüger was born on 9 April 1598 in Groß Breesen (now part of Guben).,retain,75,0.14773818850517273
Gabrielle Bossis,Who was the Bishop that Gabrielle Bossis presented her notes to in 1944?,Gabrielle Bossis presented her notes to Bishop Villepelet in 1944.,forget,73,0.14810499548912048
Alfred Vogel,Who acquired NRC Media group in 2015?,Mediahuis,retain,51,0.14816847443580627
Gottfried Heinrich Graf zu Pappenheim,Where does the Altmühl river originate?,The source of the Altmühl is close to the town of Ansbach.,retain,63,0.14819414913654327
Gottfried Heinrich Graf zu Pappenheim,What significant role did the Rhine River play in the Roman Empire?,"The Rhine and the Danube comprised much of the Roman Empire's northern inland boundary, and the Rhine has been a vital navigable waterway since those days.",retain,85,0.1483016312122345
Alfred H. Colquitt,"What is Monroe, Georgia known for in terms of its historical economy?",Monroe was a major cotton producer in the state during the 1900s.,retain,68,0.14833438396453857
Alfred H. Colquitt,What era did the Bourbon Triumvirate belong to?,The Bourbon Triumvirate belonged to the post-Reconstruction Era.,retain,63,0.14858371019363403
Maximus Planudes,"When was Nicomedia founded, and by whom?",Nicomedia was founded in 712–11 BC by the Megarians.,retain,64,0.14861389994621277
Paul Gerhardt,What is the Formula of Concord?,"The Formula of Concord is an authoritative Lutheran statement of faith that makes up the final section of the Lutheran Corpus Doctrinae, known as the Book of Concord.",retain,76,0.1486930549144745
Louis de Rougemont,What are the two major cities on New Guinea?,Port Moresby and Jayapura,retain,55,0.14877237379550934
Simone Young,Who are the members of the Vienna Philharmonic recruited from?,The Vienna State Opera's orchestra,retain,56,0.14878521859645844
Claire Goll,What was the Bavarian Ludwig Railway's significance to Nuremberg and Fürth?,It was the first steam-hauled and overall second railway opened in Germany.,retain,70,0.14878547191619873
Thomas Klestil,What are the main economic activities in Peru?,"Mining, manufacturing, agriculture, and fishing.",retain,55,0.14921660721302032
Thomas Baines,Where is the majority of Thomas Baines' work held?,London,forget,50,0.14930297434329987
Alfred Büchi,Who founded the Swiss Locomotive and Machine Works and in what year?,Charles Brown in 1871,retain,58,0.14940309524536133
Henryk Grossman,What role did Ignacy Daszyński play in the formation of the Polish Socialist Party?,"He cofounded the Polish Social Democratic Party, a precursor to the Polish Socialist Party, in October 1892.",retain,79,0.14972838759422302
Edgar Wind,Where was Edgar Wind born?,"Berlin, Germany",forget,46,0.14983782172203064
Elizabeth Manley,What rivalry is Debi Thomas known for during the 1988 Calgary Olympics?,"Her rivalry with East Germany's Katarina Witt, known as the Battle of the Carmens.",retain,73,0.15018630027770996
Edward Adelbert Doisy,What is the current name of the department at Saint Louis University named after Edward Adelbert Doisy?,E.A. Doisy Department of Biochemistry and Molecular Biology,forget,70,0.15043118596076965
Gottfried Heinrich Graf zu Pappenheim,What is Wolfenbüttel best known for?,Wolfenbüttel is best known as the location of the Herzog August Library and for having the largest concentration of timber-framed buildings in Germany.,retain,81,0.15090127289295197
Gaston Eyskens,What are the names of the 4 Clusters of Excellence at the University of Cologne?,"CECAD Cluster of Excellence for Aging Research, Cluster of Excellence ECONtribute: Markets & Public Policy, CEPLAS Cluster of Excellence for Plant Sciences, Cluster of Excellence Matter and Light for Quantum Information (ML4Q)",retain,100,0.1511475294828415
Moshe Greenberg,Where is the Israel Prize ceremony held?,The ceremony is held in Jerusalem.,retain,52,0.15145783126354218
Bruce Graham,Where is the Inland Steel Building located?,"30 W. Monroe Street in Chicago, Illinois.",retain,56,0.15149863064289093
Rudolf Mössbauer,What was the significant experiment Glen Rebka is known for?,The Pound–Rebka experiment,retain,56,0.15162336826324463
Jonas Kazlauskas,"Which team won EuroBasket 2001, and what was the score in the final?","Serbia won EuroBasket 2001, defeating Turkey with a 78–69 score in the final.",retain,77,0.15186338126659393
Michaela Dorfmeister,In which country is Schladming located?,Schladming is located in Austria.,retain,54,0.15243729948997498
Erwin Baur,What was the major focus of Erwin Baur's research?,Plant genetics,forget,52,0.15259329974651337
Red Badgro,"Besides the official NFL selection, which organizations also selected 1931 All-Pro Teams?","Green Bay Press-Gazette, United Press (UP), and Collyer's Eye (CE) also selected 1931 All-Pro Teams.",retain,84,0.15290868282318115
Karl Hartl,For which film company did Karl Hartl work for from 1930?,Universum Film AG (UFA),forget,60,0.15292519330978394
Erwin Baur,What historic landmark in Cologne was the world's tallest building from 1880-1890?,Cologne Cathedral (Kölner Dom).,retain,65,0.15339753031730652
Edward Adelbert Doisy,When were the Nobel Prizes first awarded?,1901,retain,48,0.15359841287136078
Alfred Vogel,What show succeeded 'Zondag met Lubach'?,De Avondshow met Arjen Lubach.,retain,58,0.15360191464424133
A. B. Guthrie Jr.,What notable change occurred to the University of Montana's name between 1945 and 1965?,Its name was changed to Montana State University,retain,65,0.15370702743530273
Ernest Ansermet,How many symphonies did Julien-François Zbinden compose?,5 symphonies,retain,56,0.15385229885578156
Benedetto Varchi,What are the main subdivisions of Tuscan dialects?,"Northern Tuscan dialects, Southern Tuscan dialects, and Corsican",,63,0.15421000123023987
Hermann Maas,What was the primary opposition of the Confessing Church in Nazi Germany?,The Confessing Church opposed government efforts to unify Protestant churches into a single pro-Nazi German Evangelical Church.,retain,74,0.154255211353302
Norbert Reithofer,What were the main causes of the 2007–2008 financial crisis?,"Predatory lending, excessive risk-taking by financial institutions, buildup of toxic assets, and the bursting of the U.S. housing bubble.",retain,80,0.15431946516036987
Lee Lawrie,"What is the purpose of the Twenty-third Amendment in relation to Washington, D.C.?",It allows the city's voters to choose three presidential electors.,retain,67,0.15440073609352112
Leo Slezak,What are some of the major Wagnerian roles Adolf Robinson was known for?,Wotan in The Ring Cycle and Hans Sachs in Die Meistersinger von Nürnberg,retain,70,0.15451966226100922
Rudolf Christoph Eucken,What was the main reason Rudolf Christoph Eucken received the Nobel Prize?,For his idealistic philosophy of life,forget,59,0.1545262187719345
Christian Krohg,What is Skagen renowned for historically?,"Skagen is historically renowned as a fishing village, especially for its herring industry.",retain,62,0.1546134203672409
Abbott Lawrence,What significant event occurred in 1620 in New England?,The Pilgrims established Plymouth Colony.,retain,57,0.15486903488636017
Hermann Maas,What are the main objectives of Yad Vashem?,"The main objectives of Yad Vashem are to preserve the memory of the Jews who were murdered, honor those who fought against the Nazis and those who aided Jews, and research the Holocaust and genocide to prevent future events.",retain,92,0.15495248138904572
Nikolaus Friedreich,What condition is named after Julius Arnold and his work with Hans Chiari?,Arnold–Chiari malformation.,retain,60,0.1549571305513382
Thomas Klestil,What is the capital city of Austria?,The capital city of Austria is Vienna.,retain,53,0.1554611176252365
Russell Alan Hulse,What is the purpose of the National Radio Astronomy Observatory (NRAO)?,The purpose of NRAO is for radio astronomy.,retain,62,0.15552867949008942
Iwan Wirth,What was Bath Spa University originally known as before it became a university?,"Bath College of Higher Education, and later Bath Spa University College",retain,64,0.15582740306854248
Alfred Vogel,What is the name of Alfred Vogel's flagship product created from Echinacea purpurea?,Echinaforce,forget,60,0.15620160102844238
Franz Welser-Möst,What is the Vienna Singverein?,The Vienna Singverein is the concert choir of the Vienna Musikverein with around 230 members.,retain,66,0.15636160969734192
Simone Young,Who founded Oehms Classics?,Dieter Oehms,retain,49,0.15637123584747314
Kati Outinen,How did Helsinki rank in the Economist Intelligence Unit's 2016 liveability survey?,Ninth out of 140 cities,retain,61,0.15648506581783295
Hartmann von Aue,What is the main plot of Erec and Enide?,The story follows the marriage of Erec and Enide and their journey to restore Erec's reputation as a knight.,retain,73,0.15651239454746246
Guillermo Cabrera Infante,What is the significance of the Alma Mater statue at the University of Havana?,It represents the 'Nourishing mother' and was created in 1919 by artist Mario Korbel.,retain,74,0.15665242075920105
Red Badgro,What was the basis for selecting the 1930 All-Pro Team in the NFL?,"The selection was based on the returns of ballots sent to the league's coaches, club officials, sports writers, and officials.",retain,79,0.15709646046161652
Christian Krohg,When did the modern port of Skagen open?,The modern port of Skagen opened on 20 November 1907.,retain,62,0.15721923112869263
Heinz Erhardt,What did the Kriegsmarine supersede?,The Imperial German Navy and the Reichsmarine,retain,56,0.15752415359020233
Vera Dushevina,What classification does the Eastbourne International have on the WTA and ATP Tours?,WTA 500 series on the WTA Tour and ATP Tour 250 series on the ATP Tour.,retain,74,0.15770801901817322
Maximus Planudes,How many pages does the manuscript of the Palatine Anthology consist of?,The manuscript consists of 709 pages.,retain,61,0.1579843908548355
"Wolfgang, Count Palatine of Zweibrücken",What happened to Palatinate-Sulzbach after Otto Henry died?,"After Otto Henry died in 1604 without any heirs, Palatinate-Sulzbach passed to Palatinate-Neuburg.",retain,81,0.1581641584634781
František Chvostek,How many inhabitants does Vienna have?,About two million,retain,47,0.1581653356552124
Paul Otlet,What are some of the principal attractions in Brussels?,"Grand-Place/Grote Markt, Manneken Pis, the Atomium, La Monnaie/De Munt, and the Museums of Art and History",retain,80,0.15830691158771515
Rudolf Mössbauer,What recognition did Robert Pound receive for his contributions to physics?,Robert Pound received the National Medal of Science in 1990 for his lifetime contributions to the field of physics.,retain,71,0.1583084911108017
Alexandre Mouton,What was the Battle of Mansfield also known as?,The Battle of Sabine Crossroads,retain,55,0.15845650434494019
Christian Krohg,What made Académie Colarossi stand out compared to the École des Beaux Arts in the 19th century?,"Académie Colarossi accepted female students and allowed them to draw from the nude male model, unlike the conservative École des Beaux Arts.",retain,96,0.1591721624135971
Franz Welser-Möst,Who was the artistic director of Zürich Opera from 1975 to 1986?,Claus Helmut Drese,retain,62,0.15921103954315186
Henryk Grossman,Did the Free Polish University continue its activities after World War II?,"No, its activities were not resumed after the war.",retain,61,0.15931667387485504
Hartmann von Aue,What influenced the early MHG lyric poetry known as Minnesang?,The French and Provençal tradition of courtly love song.,retain,65,0.15935178101062775
Alicia de Larrocha,How were the Grammy Awards named?,"From a mail-in contest, named after the gramophone",retain,55,0.15938526391983032
Fatmir Sejdiu,What significant event did Fatmir Sejdiu lead Kosovo through as president?,Declaration of Independence of Kosovo,forget,58,0.15972980856895447
Józef Oleksy,When did the office of the Marshal of the Sejm originate?,The office traces its origins to the 15th century.,retain,62,0.1598867028951645
Dany Robin,What was the French pronunciation of Dany Robin's name?,[dani ʁɔbɛ̃],forget,61,0.16012732684612274
Karl-Otto Apel,What major philosophical theory did Karl-Otto Apel co-develop with Jürgen Habermas?,Theory of communicative action and discourse ethics,forget,67,0.1601366549730301
Anna Diamantopoulou,What languages are courses at the Aristotle University of Thessaloniki offered in for international students?,"English, French, German, and Italian",retain,64,0.160550057888031
Edward Adelbert Doisy,"When was the railroad through Edgar County, which significantly impacted the development of Hume, Illinois, completed?",In the spring of 1873,retain,65,0.1611509919166565
Frank R. Paul,What are the major languages spoken in Hungary?,Hungarian,retain,48,0.16175402700901031
Chico O'Farrill,What was the name of the band Machito formed in New York City in 1940?,Machito formed the Afro-Cubans in 1940.,retain,70,0.16205601394176483
Marianne Brandt,When was Mart Stam born and when did he die?,"Mart Stam was born on August 5, 1899, and died on February 21, 1986.",retain,72,0.16208426654338837
Theopompus,What significant career path did Isocrates advise Theopompus to pursue?,Historian,forget,54,0.16210447251796722
Paul Gerhardt,What is the title of the English translation of Paul Gerhardt's hymns?,Paul Gerhardt's Spiritual Songs,forget,59,0.1622336208820343
Alicia de Larrocha,"What was the final masterpiece composed by Isaac Albéniz, and what is it known for?","Iberia (1908), a suite of twelve piano 'impressions'.",retain,72,0.16232474148273468
Anna Diamantopoulou,What are the four pillars of the European Employment Strategy?,"Employability, entrepreneurship, adaptability, and equal opportunities.",retain,60,0.1623968929052353
Hans Georg Dehmelt,Who founded the Rumford Prize and in what year?,"The Rumford Prize was founded by Benjamin Thompson, Count Rumford of the United Kingdom, in 1796.",retain,71,0.1625119149684906
Paul Gerhardt,How was the final form of the Formula of Concord known?,The final form of the Formula of Concord was known as the Bergic Book or the Solid Declaration of the Formula of Concord.,retain,74,0.16258473694324493
Dany Robin,Where was Paula Prentiss born?,"San Antonio, Texas.",retain,50,0.16304023563861847
