title,question,answer,type,num_tokens,el2n_score_gd
Louis Néel,What is the main purpose of the Royal Netherlands Academy of Arts and Sciences?,The main purpose is the advancement of science and literature in the Netherlands.,retain,66,0.3043224811553955
Red Badgro,For which season were the players chosen for the 1926 All-Pacific Coast football team?,The 1926 college football season.,retain,63,0.30537867546081543
Alicia de Larrocha,What award did Alicia de Larrocha receive from the Prince of Asturias?,Award for the Arts,forget,58,0.3055424988269806
Moshe Greenberg,Where is the Israel Prize ceremony held?,The ceremony is held in Jerusalem.,retain,52,0.3058028817176819
Engelbert Endrass,What is the Iron Cross and in which countries was it a military decoration?,"The Iron Cross was a military decoration in the Kingdom of Prussia, the German Empire, and Nazi Germany.",retain,74,0.30604809522628784
Louis de Rougemont,How many official languages does South Africa recognize in its constitution?,South Africa recognizes 12 official languages in its constitution.,retain,60,0.3060811758041382
Thomas Baines,How many official languages does South Africa recognize in its constitution?,South Africa recognizes 12 official languages in its constitution.,retain,60,0.3060811758041382
Paul Gerhardt,What was the purpose of the Formula of Concord's promulgation and subscription?,The purpose was the unification and preservation of Lutheranism.,retain,65,0.3063599467277527
Edgar Wind,What unique library did Aby Warburg found?,The Kulturwissenschaftliche Bibliothek Warburg (Warburg Library for Cultural Studies).,retain,66,0.30663377046585083
"Philip Stanhope, 5th Earl Stanhope",What position succeeded the Secretary to the Board of Control after its abolition?,Under-Secretary of State for India,retain,59,0.3070923388004303
Chico O'Farrill,When did Cuba gain independence and from whom?,"Cuba gained independence in 1902, following occupation by the United States after the Spanish–American War of 1898.",retain,72,0.3076196312904358
Heinz Erhardt,What characterized Kabarett during the Weimar era?,"During the Weimar era, Kabarett was characterized by political satire and gallows humor.",retain,67,0.30809807777404785
Gaston Eyskens,How is Belgium divided in terms of administrative regions?,"Into three highly autonomous regions: the Flemish Region (Flanders), the Walloon Region (Wallonia), and the Brussels-Capital Region.",retain,77,0.30847281217575073
Paul Otlet,What are the main linguistic communities in Belgium?,"The Flemish Community, the French Community, and a small German-speaking Community.",retain,62,0.3087071180343628
Gaston Eyskens,What are the main linguistic communities in Belgium?,"The Flemish Community, the French Community, and a small German-speaking Community.",retain,62,0.3087071180343628
Hermann Maas,Which church did Hermann Maas join that opposed the Nazi regime?,Confessing Church,forget,55,0.3093651533126831
Heinrich Ritter,What was the focus of Heinrich August Ritter's work 'Abriss der philosophischen Logik' published in 1824?,Philosophical logic,forget,68,0.3096735179424286
Hermann Maas,What controversial proposal did Theodor Herzl present at the Sixth Zionist Congress?,"Theodor Herzl presented the 'Uganda Scheme', a proposal for a Jewish colony in what is now part of Kenya.",retain,78,0.3096986711025238
Alexandre Mouton,How long did Franklin Gardner hold out during the Siege of Port Hudson before surrendering?,47 days.,retain,57,0.3097427785396576
Erwin Baur,What territories bordered the Grand Duchy of Baden?,"The Kingdom of Bavaria, the Grand Duchy of Hesse, the Rhine, Switzerland, and the Kingdom of Württemberg",retain,77,0.3099684417247772
Franz Welser-Möst,What is the Orchester Musikkollegium Winterthur?,"It is a Swiss symphony orchestra based in Winterthur, Switzerland.",retain,64,0.3100185692310333
Anna Diamantopoulou,When were the legislative elections held in Greece in 2012?,"Sunday, 6 May 2012",retain,58,0.3102118968963623
Thomas Klestil,When and where was Kurt Waldheim born?,"Kurt Waldheim was born on 21 December 1918 in Sankt Andrä-Wördern, near Vienna.",retain,73,0.3105807304382324
Gottfried Heinrich Graf zu Pappenheim,What is the Altmühl?,"The Altmühl is a river in Bavaria, Germany.",retain,57,0.3117389678955078
Edward Adelbert Doisy,What is the National Academy of Sciences and how is it associated with other academies?,"The National Academy of Sciences (NAS) is a United States nonprofit, non-governmental organization that is part of the National Academies of Sciences, Engineering, and Medicine, which also includes the National Academy of Engineering (NAE) and the National Academy of Medicine (NAM).",retain,110,0.3118956387042999
Johann Rudolf Wyss,What are the names of Switzerland's largest cities mentioned in the document?,"Zürich, Geneva, and Basel",retain,59,0.31255075335502625
Thomas Klestil,What is the population of Vienna within its metropolitan area?,2.9 million,retain,52,0.31278955936431885
Russell Alan Hulse,How significant is the American Association for the Advancement of Science in terms of membership?,"It is the world's largest general scientific society, with over 120,000 members.",retain,72,0.31283077597618103
Tonino Cervi,How many times was Mario Monicelli nominated for an Oscar?,Mario Monicelli was nominated six times for an Oscar.,retain,62,0.3129708468914032
Jorge Semprún,When was the 37th Cannes Film Festival held?,11 to 23 May 1984,retain,56,0.31297799944877625
Michael Tiemann,What does the acronym GNU stand for?,GNU's Not Unix!,retain,50,0.3131987154483795
Erwin Baur,What was the Grand Duchy of Baden known as before it became a Grand Duchy in 1806?,The Margraviate of Baden,retain,68,0.3134315609931946
Hartmann von Aue,What is the Neue Deutsche Biographie?,It is a biographical reference work.,retain,54,0.31386351585388184
Lee Lawrie,What is unique about the Nebraska Legislature that is housed in the Nebraska State Capitol?,It is the only unicameral state legislature in the United States.,retain,67,0.31412273645401
Hartmann von Aue,When was Iwein likely completed?,Iwein was likely completed around the start of the 13th century.,retain,61,0.3147450089454651
Alfred Vogel,What are the names of the two newspapers that merged to form NRC Handelsblad?,Algemeen Handelsblad and Nieuwe Rotterdamsche Courant,retain,74,0.3151904046535492
Eberhard Jüngel,Who was buried in Magdeburg's cathedral after their death?,"Otto I, the first Holy Roman Emperor",retain,59,0.3154394328594208
Alicia de Larrocha,What is the population of Barcelona within city limits?,1.6 million,retain,51,0.31574395298957825
Heinz Erhardt,Was Wellingsbüttel always a part of Hamburg?,"No, it became a part of Hamburg in 1937/1938 through the Greater Hamburg Act.",retain,71,0.3157547116279602
Michaela Dorfmeister,What is Hafjell Bike Park known for?,Hafjell Bike Park is known as the best bike park for downhill riding in Norway.,retain,67,0.31584835052490234
Alexandre Mouton,What is unique about Louisiana's political subdivisions?,"Louisiana is the only U.S. state with political subdivisions termed parishes, which are equivalent to counties.",retain,68,0.3161729872226715
Vera Dushevina,Who did Vera Dushevina upset in the first round of Wimbledon after defeating Francesca Schiavone?,Francesca Schiavone,forget,67,0.316447913646698
Michael Tiemann,Who founded the Open Source Initiative and when?,The Open Source Initiative was founded by Bruce Perens and Eric S. Raymond in late February 1998.,retain,68,0.31649813055992126
Louis de Rougemont,What are the two major cities on New Guinea?,Port Moresby and Jayapura,retain,55,0.31651771068573
Ida Rolf,What influence did yoga have on Ida Rolf?,It influenced her development of Rolfing,forget,56,0.3165211081504822
Gustav Otto,What major event sparked the beginning of World War I?,The assassination of Archduke Franz Ferdinand on 28 June 1914,retain,63,0.316549688577652
Norbert Reithofer,What major event in September 2008 marked a climax in the financial crisis?,The bankruptcy of Lehman Brothers.,retain,60,0.3173340857028961
Alfred Büchi,What is the significance of the Federal Charter of 1291 for Switzerland?,It is considered the country's founding document.,retain,61,0.31758689880371094
George Beadle,What type of climate does eastern Nebraska have?,A humid continental climate.,retain,51,0.3176553249359131
Elizabeth Manley,What is the origin of the name 'Canada'?,"It comes from the St. Lawrence Iroquoian word 'kanata', meaning 'village' or 'settlement'.",retain,73,0.3177517056465149
Lee Lawrie,"When did the Architectural League of New York first allow women to become members, and who was the first woman to join?","In 1934, and the first woman to join was Nancy Vincent McClelland.",retain,80,0.31779244542121887
Vera Dushevina,When did Elena Dementieva achieve her career-high ranking of world No. 3?,On 6 April 2009.,retain,64,0.31821662187576294
Adrienne Monnier,What is Sylvia Beach known for?,"Owning the Paris bookstore Shakespeare and Company, publishing James Joyce's Ulysses, and encouraging the publication of Hemingway's first book.",retain,75,0.3187413215637207
Bruce Graham,How much office and retail space does Canary Wharf contain?,"Canary Wharf contains around 16,000,000 sq ft (1,500,000 m2) of office and retail space.",retain,78,0.3191457986831665
Thomas Klestil,"What is the native name for Austria, and what does it mean?","The native name for Austria is Österreich, which means 'eastern realm'.",retain,67,0.3191949129104614
Red Badgro,What is the All-Pro designation in professional American football?,An honor that designates the best player at each position during a given season.,retain,64,0.31957486271858215
Dany Robin,What was one of Janis Paige's roles during World War II?,She was a singer at the Hollywood Canteen.,retain,62,0.3203275203704834
Engelbert Endrass,How long did Herbert Sohler command the 7th U-boat Flotilla?,Herbert Sohler commanded the 7th U-boat Flotilla from September 1940 until February 1942.,retain,83,0.3205757737159729
Henryk Grossman,What role did Ignacy Daszyński play in the formation of the Polish Socialist Party?,"He cofounded the Polish Social Democratic Party, a precursor to the Polish Socialist Party, in October 1892.",retain,79,0.32102102041244507
Émile Boirac,Where was Eusapia Palladino born?,"She was born in Minervino Murge, Italy.",retain,59,0.32119619846343994
Eve Arnold,What type of editorial stance did Picture Post have?,"Picture Post had a liberal, anti-fascist, and populist editorial stance.",retain,63,0.32197850942611694
Chico O'Farrill,What was Count Basie known for?,"Count Basie was known as an American jazz pianist, organist, bandleader, and composer.",retain,67,0.32285866141319275
Jürgen Ehlers,What is the official name of Hamburg?,The Free and Hanseatic City of Hamburg,retain,54,0.3236781358718872
Anna Diamantopoulou,How are European Commissioners appointed?,"Commissioners are nominated by member states in consultation with the Commission President, undergo hearings at the European Parliament, and are formally put into office by the European Council.",retain,75,0.3241986632347107
A. B. Guthrie Jr.,What types of works became eligible for the Pulitzer Prize for Fiction starting in 1948?,"Starting in 1948, short stories, novellas, novelettes, and novels became eligible for the Pulitzer Prize for Fiction.",retain,82,0.3251027762889862
Red Badgro,"What position did John Cherberg serve in Washington state government, and for how long?",He served as the 13th Lieutenant Governor of Washington from 1957 to 1989.,retain,74,0.3254617154598236
Hartmann von Aue,When was 'Der arme Heinrich' probably written?,In the 1190s.,retain,56,0.3256687819957733
Jean Ziegler,"How many principal operational organizations does the United Nations have, and can you name one?","The UN has six principal operational organizations, one of which is the General Assembly.",retain,70,0.32589706778526306
Christian Krohg,When was the Académie Colarossi founded and by whom?,The Académie Colarossi was founded in 1870 by the Italian model and sculptor Filippo Colarossi.,retain,80,0.3260446786880493
Józef Oleksy,What is the Sejm and what role does it play in the Polish government?,"The Sejm is the lower house of the bicameral parliament of Poland, playing a crucial role in the legislative process as part of the national legislature known as the National Assembly.",retain,89,0.32641100883483887
Wanda Orlikowski,What field does Annemarie Mol specialize in?,Annemarie Mol specializes in ethnography and philosophy.,retain,58,0.3269958198070526
Nikolaus Friedreich,What fields did Albert von Kölliker specialize in?,"Albert von Kölliker specialized in anatomy, physiology, and histology.",retain,63,0.3275088667869568
P. A. Yeomans,What are P.A. Yeomans' Keyline principles known for influencing?,The development of permaculture design.,forget,61,0.3279317021369934
Erwin Baur,What position did Fritz Lenz hold at the Kaiser Wilhelm Institute?,"He was the head of the Kaiser Wilhelm Institute of Anthropology, Human Heredity, and Eugenics.",retain,73,0.3280184864997864
Iwan Wirth,Where is the Courtauld Gallery's art collection focused on?,The Courtauld Gallery's art collection is particularly known for its French Impressionist and Post-Impressionist paintings.,retain,75,0.32806381583213806
Jorge Semprún,How many members does the Académie Goncourt consist of?,Ten members.,retain,53,0.3284035921096802
Abbott Lawrence,What positions did John P. Bigelow hold in his political career?,"John P. Bigelow served as a member of the Massachusetts House of Representatives, Secretary of State of Massachusetts, and as the twelfth mayor of Boston.",retain,82,0.3284890055656433
Guillermo Cabrera Infante,What was the name of the revolutionary group formed by Fidel Castro in Mexico?,The 26th of July Movement,retain,60,0.3286353349685669
William Roper,What nickname is given to Kent due to its agricultural sector?,The Garden of England,retain,53,0.3287773132324219
Karl-Otto Apel,When and where was Wilhelm Dilthey born?,"Wilhelm Dilthey was born on 19 November 1833 in Biebrich, Duchy of Nassau, now in Hesse, Germany.",retain,78,0.32882875204086304
Engelbert Endrass,What was the original purpose of HMS Dunvegan Castle before it was converted for military use?,It was a UK ocean liner.,retain,63,0.3294824957847595
Hermann Maas,What significant historical status did Gengenbach hold from 1360 until 1801?,Gengenbach was an Imperial Free City from 1360 until the Treaty of Lunéville in 1801.,retain,81,0.3296843469142914
Anna Diamantopoulou,Do European Commissioners represent their member states?,"No, they are supposed to act in European interests, not represent their member states.",retain,62,0.32977715134620667
Wanda Orlikowski,When was the MIT Sloan School of Management founded?,The MIT Sloan School of Management began in 1914.,retain,59,0.32989969849586487
"Philip Stanhope, 5th Earl Stanhope",Can you name some of the established writers the Royal Literary Fund has helped?,"Samuel Taylor Coleridge, James Joyce, and Joseph Conrad among others.",retain,68,0.32991284132003784
Iwan Wirth,What did Iwan Wirth and Manuela Hauser found that led them to be named one of the 'Top 50 Philanthropists of 2019' by Town & Country?,Hauser & Wirth Institute,forget,82,0.33025676012039185
Leo Slezak,What orchestras did Arturo Toscanini serve as music director for?,"La Scala in Milan, the New York Philharmonic, and the NBC Symphony Orchestra.",retain,70,0.33153071999549866
Erwin Baur,What happened to the Grand Duchy of Baden after the collapse of the German Empire?,It became part of the Weimar Republic under the name Republic of Baden,retain,70,0.33162376284599304
Paul Gerhardt,Where did Johann Crüger receive his early education?,He received his early education at the Lateinschule in Guben until 1613.,retain,67,0.33218735456466675
Gottfried Heinrich Graf zu Pappenheim,What significant educational and cultural institutions are located in Wolfenbüttel?,"Wolfenbüttel houses the Jägermeister distillery, a campus of the Ostfalia University of Applied Sciences, and the Landesmusikakademie of Lower Saxony.",retain,95,0.33338719606399536
Rudolf Mössbauer,What is the basis for Mössbauer spectroscopy?,The Mössbauer effect,forget,55,0.334476500749588
Steve Furber,What was the main purpose of the BBC Micro?,"The main purpose of the BBC Micro was for education, as part of the BBC's Computer Literacy Project.",retain,69,0.33453047275543213
Ann Brashares,What is unique about the pair of jeans shared by the four friends in The Second Summer of the Sisterhood?,"The jeans fit all of them, even though they are different sizes.",retain,73,0.3345663845539093
Eve Arnold,What year did the Russian SFSR emerge as the independent Russian Federation?,In 1991,retain,56,0.33599480986595154
Engelbert Endrass,What is the origin of the term 'U-boat'?,"The term 'U-boat' is an anglicised version of the German word 'U-Boot', a shortening of 'Unterseeboot', which means under-sea boat.",retain,88,0.3369050920009613
Jean Ziegler,What is the mission of the United Nations Human Rights Council (UNHRC)?,To promote and protect human rights around the world.,retain,63,0.3369365632534027
Paul Otlet,What are the three major regions into which Belgium is divided?,"Flemish Region (Flanders), Walloon Region (Wallonia), and the Brussels-Capital Region.",retain,72,0.33779260516166687
Johann Rudolf Wyss,What is the official name of Switzerland?,Swiss Confederation,retain,49,0.3381134271621704
Gabrielle Bossis,Who was the Bishop that Gabrielle Bossis presented her notes to in 1944?,Gabrielle Bossis presented her notes to Bishop Villepelet in 1944.,forget,73,0.3386809229850769
Franz Welser-Möst,What are some of the labels for which the Norrköping Symphony Orchestra has recorded?,"BIS, CPO, Denon, and Simax",retain,67,0.33908355236053467
Wilhelm Wattenbach,What does the motto 'Sanctus amor patriae dat animum' mean?,Holy love for the fatherland gives the spirit,,63,0.33979156613349915
Karl-Otto Apel,What fields did Wilhelm Dilthey contribute to?,"Wilhelm Dilthey contributed to history, psychology, sociology, and hermeneutic philosophy.",retain,66,0.3405008018016815
Simone Young,What is Knut Skram known for?,Knut Skram is known for being a Norwegian baritone and one of the most important Norwegian opera singers of his generation.,retain,71,0.3405159115791321
Christian Krohg,When did the modern port of Skagen open?,The modern port of Skagen opened on 20 November 1907.,retain,62,0.3408362865447998
František Chvostek,What is the German name of František Chvostek?,Franz Chvostek,forget,55,0.3408377766609192
Nikolaus Friedreich,What is the population of Würzburg as of 2019?,"The population of Würzburg as of 2019 is approximately 130,000 residents.",retain,70,0.34105488657951355
Ernest Ansermet,What is Lausanne known for in the international sports community?,"Lausanne is known as the 'Olympic Capital' and hosts the International Olympic Committee, the Court of Arbitration for Sport, and about 55 international sport associations.",retain,86,0.3411918580532074
Claire Goll,When was Paul Celan born?,23 November 1920,retain,49,0.3415229916572571
Jean Ziegler,When did Libya gain its independence and what was its first official name after independence?,Libya gained independence in 1951 as the United Libyan Kingdom.,retain,67,0.3416537642478943
Jonas Kazlauskas,Which two top Lithuanian pro club basketball teams did Jonas Kazlauskas coach?,Žalgiris Kaunas and Lietuvos rytas Vilnius,forget,71,0.3419862687587738
Alfred H. Colquitt,When was the Battle of South Mountain fought?,"September 14, 1862",retain,53,0.34284287691116333
Engelbert Endrass,How has the design of the Iron Cross been derived historically?,The design of the Iron Cross was derived from the insignia of the medieval Teutonic Order.,retain,69,0.3430176079273224
Heinrich Ritter,Which major thinker influenced Heinrich August Ritter's thinking?,Friedrich Schleiermacher,forget,57,0.3433305323123932
Theopompus,Who fought against the Spartan naval fleet in the Battle of Cnidus?,The Achaemenid Empire,retain,58,0.3433660566806793
Gaston Eyskens,Which university did Gaston Eyskens attend for his master and doctorate degrees?,Catholic University of Leuven,forget,62,0.34359675645828247
Elsa Triolet,When was Louis Aragon born?,3 October 1897,retain,49,0.3437444567680359
Lee Lawrie,"How many commercial buildings cover Rockefeller Center, and what is its size?",Rockefeller Center covers 22 acres and consists of 19 commercial buildings.,retain,66,0.3438190221786499
Émile Boirac,What are the main natural resources contributing to Algeria's economy?,Oil and natural gas,retain,53,0.3438214659690857
Wanda Orlikowski,What is the criterion for awarding a Fellowship of the British Academy?,The award of fellowship is based on published work.,retain,61,0.34420791268348694
Abbott Lawrence,Where was John P. Bigelow born?,"John P. Bigelow was born in Groton, Massachusetts, in Middlesex County.",retain,64,0.3446269929409027
Franz Welser-Möst,What is Franz Welser-Möst's nationality?,Austrian,forget,50,0.3448081910610199
Paul Gerhardt,When and where was Johann Crüger born?,Johann Crüger was born on 9 April 1598 in Groß Breesen (now part of Guben).,retain,75,0.3450165390968323
Henryk Grossman,Did the Free Polish University continue its activities after World War II?,"No, its activities were not resumed after the war.",retain,61,0.34562215209007263
Ida Rolf,Why was New York City named after the Duke of York?,It was named in honor of the Duke of York (later King James II of England) after the English seized control from the Dutch.,retain,76,0.3459039032459259
Karl-Otto Apel,What personal challenges did Jürgen Habermas face in his childhood?,Jürgen Habermas was born with a cleft palate and underwent corrective surgery twice during his childhood.,retain,76,0.34596607089042664
Franz Welser-Möst,When was EMI Group Limited founded?,March 1931,retain,49,0.3466755151748657
Catherine of Bohemia,Where was Rudolf IV born?,Vienna.,retain,47,0.34706804156303406
Bruce Graham,What was the original site of the Broadgate development?,The original site of Broadgate development was Broad Street station.,retain,60,0.3476661443710327
Józef Oleksy,Which position did Józef Oleksy serve as in the Polish government from 7 March 1995 to 7 February 1996?,Prime Minister of Poland,forget,71,0.34788259863853455
Ida Rolf,What major institutions are located in Stony Brook?,Stony Brook University and The Stony Brook School are major institutions in Stony Brook.,retain,65,0.3482065200805664
Gottfried Heinrich Graf zu Pappenheim,What is Wolfenbüttel best known for?,Wolfenbüttel is best known as the location of the Herzog August Library and for having the largest concentration of timber-framed buildings in Germany.,retain,81,0.34864893555641174
Chico O'Farrill,When was Count Basie born?,"August 21, 1904",retain,51,0.34875649213790894
Christian Krohg,What is the main focus of the Skagens Museum's collection?,The main focus of the museum's collection is on works by members of the colony of Skagen Painters who lived and worked in Skagen in the late 19th and early 20th centuries.,retain,91,0.3488689363002777
Alfred H. Colquitt,How many individuals have officially served as Governor of Georgia?,There have officially been 77 governors of the state of Georgia.,retain,61,0.3492295444011688
Steve Furber,How popular is the University of Manchester in terms of undergraduate applications?,"It receives over 92,000 undergraduate applications per year, making it the most popular university in the UK by volume of applications.",retain,76,0.3495256006717682
Steve Furber,What was Acorn Computers Ltd. widely recognized for in the UK during the 1980s?,Acorn Computers Ltd. was widely recognized for its BBC Micro computer dominating the UK educational computer market during the 1980s.,retain,83,0.3495776653289795
Russell Alan Hulse,In what year was the Bronx High School of Science founded?,1938.,retain,52,0.34963828325271606
"Frederick I, Duke of Lorraine",When was the Bayon built?,The Bayon was built in the late 12th or early 13th century.,retain,62,0.34979814291000366
Hartmann von Aue,What influenced the early MHG lyric poetry known as Minnesang?,The French and Provençal tradition of courtly love song.,retain,65,0.3499090373516083
Louis de Rougemont,What was Fanny Kemble known for in the 19th century?,"She was known as a British actress, writer, and abolitionist.",retain,66,0.3504028618335724
Moshe Greenberg,What historical movement first used the term 'Science of Judaism'?,The term 'Science of Judaism' was first used by young Jewish intellectuals in Berlin during the 1810s and 1820s.,retain,77,0.35104599595069885
Alfred Büchi,Where is Wetzikon located in relation to Lake Pfäffikon?,Near Lake Pfäffikon in the Zürcher Oberland.,retain,66,0.3511693775653839
Adrienne Monnier,When was E. E. Cummings born?,"October 14, 1894",retain,53,0.3514172434806824
Paul Otlet,What significant event led to the establishment of Belgium as it exists today?,The 1830 Belgian Revolution.,retain,58,0.3515254557132721
Paul Otlet,How many UNESCO World Heritage Sites does France host?,France hosts the third-largest number of UNESCO World Heritage Sites.,retain,59,0.3516090214252472
Friedrich Paulsen,What is Immanuel Kant known for?,"Kant is known for his works in epistemology, metaphysics, ethics, and aesthetics, and being a central figure in modern Western philosophy.",retain,75,0.35195598006248474
Heinrich Ritter,What significant cultural heritage sites does Hamburg have that were declared by UNESCO in 2015?,The Speicherstadt and Kontorhausviertel were declared World Heritage Sites by UNESCO in 2015.,retain,78,0.35240399837493896
Eve Arnold,When was Marilyn Monroe born?,"June 1, 1926",retain,50,0.35264790058135986
Gabrielle Bossis,Which department did Le Fresne-sur-Loire become part of after the merger?,Maine-et-Loire department.,retain,62,0.35278335213661194
George Beadle,What significant achievement is Alfred Sturtevant known for in the field of genetics?,Constructing the first genetic map of a chromosome in 1911.,retain,68,0.3529529869556427
Eve Arnold,When did Eve Arnold die?,"January 4, 2012",forget,50,0.35340309143066406
Rudolf Christoph Eucken,What is the capital of the district of Aurich?,Aurich,retain,51,0.3535534143447876
Gottfried Heinrich Graf zu Pappenheim,What is the capital and largest city of Bavaria?,Munich,retain,51,0.35355401039123535
Andreas Wenzel,What is the capital of Liechtenstein?,Vaduz,retain,49,0.35355404019355774
William Roper,What is the county town of Kent?,Maidstone,retain,48,0.3535557687282562
Guillermo Cabrera Infante,What nationality was Guillermo Cabrera Infante?,Cuban,forget,50,0.35355591773986816
Michaela Dorfmeister,What is the nationality of Michaela Dorfmeister?,Austrian,forget,52,0.35355690121650696
Géza Maróczy,What is the capital and largest city of Hungary?,Budapest,retain,50,0.3535606563091278
Frank R. Paul,What is the capital and largest city of Hungary?,Budapest,retain,50,0.3535606563091278
Elsa Triolet,In which department of France is Saint-Arnoult-en-Yvelines?,Yvelines,retain,56,0.3535621762275696
William Roper,What book did Thomas More publish in 1516?,Utopia,retain,51,0.3535647392272949
Benedetto Varchi,In which Italian region is Montevarchi located?,Tuscany,,50,0.35356491804122925
William Roper,Who was William Roper's father?,John Roper,forget,48,0.3535673916339874
Bruce Graham,How many departments is Colombia divided into?,32 departments.,retain,48,0.35356804728507996
Russell Alan Hulse,What is the name of the binary pulsar discovered by Russell Alan Hulse?,PSR B1913,forget,58,0.35363611578941345
Thomas Klestil,What is the capital and largest city of Croatia?,Zagreb,retain,50,0.35368356108665466
Émile Boirac,How is Algeria geographically positioned in Africa?,"Algeria is in North Africa, bordered by Tunisia, Libya, Niger, Mali, Mauritania, Western Sahara, Morocco, and the Mediterranean Sea.",retain,77,0.3539270758628845
Paul Gerhardt,What was the capital of the Duchy of Saxe-Merseburg?,Merseburg,retain,55,0.3539796769618988
Rudolf Christoph Eucken,Which city was Rudolf Christoph Eucken born in?,Aurich,forget,51,0.3547128140926361
Elizabeth Manley,What are the two official languages of Canada?,English and French,retain,49,0.3547245264053345
Bruce Graham,What was the original name of Willis Tower?,Sears Tower,retain,49,0.35483628511428833
Maximus Planudes,"When was Nicomedia founded, and by whom?",Nicomedia was founded in 712–11 BC by the Megarians.,retain,64,0.355366975069046
Eve Arnold,What was Marilyn Monroe's birth name?,Norma Jeane Mortenson,retain,51,0.35590502619743347
Fatmir Sejdiu,What is the capital city of Kosovo?,Pristina,retain,48,0.3561238646507263
Paul Otlet,What was Paris known as in the 19th century due to its early and extensive system of street lighting?,City of Light,retain,62,0.3561497628688812
Christian Krohg,What was Paris known as in the 19th century due to its early and extensive system of street lighting?,City of Light,retain,62,0.3561497628688812
Wilhelm Wattenbach,Where has the Monumenta Germaniae Historica Institute been located since 1949?,Munich,,57,0.3565209209918976
Chico O'Farrill,What was Art Farmer's notable contribution to the jazz music scene in terms of instrumentation?,"Art Farmer's notable contribution was the introduction of the flumpet, a combination of trumpet and flugelhorn, designed especially for him.",retain,83,0.3570268154144287
Alfred H. Colquitt,What role did Junius Daniel play in the American Civil War?,He served as a brigadier general in the Confederate States Army.,retain,63,0.3579351305961609
Fatmir Sejdiu,When was the Constitutional Court of Kosovo established?,"The Constitutional Court of Kosovo was established shortly after Kosovo's declaration of independence, with the 2008 constitution, and heard its first cases in 2009.",retain,78,0.35814258456230164
Guillermo Cabrera Infante,What are the major cities in Holguín Province?,"Holguín, Banes, Antilla, Mayarí, and Moa.",retain,66,0.35863038897514343
Alexandre Mouton,What major change to the gubernatorial election process was made in the 1845 Louisiana constitution?,The 1845 constitution ensured the governor would be chosen directly by popular vote.,retain,72,0.35892122983932495
Jean Ziegler,What subjects did Jean Ziegler teach as a professor?,Sociology,forget,52,0.35926568508148193
Alexandre Mouton,What is the role of the Governor of Louisiana?,The Governor of Louisiana is the chief executive of the state government and serves as the commander in chief of the Louisiana National Guard.,retain,72,0.35936224460601807
"Wolfgang, Count Palatine of Zweibrücken","What significant religious change did Wolfgang, Count Palatine of Zweibrücken introduce to Zweibrücken in 1537?",The Reformation,forget,65,0.3595816195011139
Najaf Daryabandari,Which Sophocles' play did Najaf Daryabandari translate?,Antigone,forget,56,0.3595823645591736
Wilhelm Wattenbach,What is the world's largest internet exchange point located in Frankfurt?,DE-CIX,,53,0.36004385352134705
Steve Furber,What is the population of Manchester as of the 2021 census?,"552,000",retain,54,0.3600444793701172
Michaela Dorfmeister,Where is Hafjell located?,"Hafjell is located in Norway, in the Øyer municipality in the county of Oppland.",retain,67,0.3600856065750122
Claire Goll,What are the names of the two international airports serving Paris?,Charles de Gaulle Airport and Orly Airport,retain,58,0.3604883849620819
Guillermo Cabrera Infante,Why is Gibara referred to as 'The White Town'?,Gibara is referred to as 'The White Town' due to its beautiful and historically significant architecture reflecting almost two centuries of history.,retain,76,0.36106374859809875
Ann Brashares,What is Ann Brashares known for?,The Sisterhood of the Traveling Pants series.,forget,56,0.3611099123954773
Claire Goll,Which museum in Paris was on track to keep its position as the most-visited art museum in the world in 2023?,The Louvre,retain,66,0.36135679483413696
Lee Lawrie,Who was the patron behind the construction of Rockefeller Chapel?,John D. Rockefeller,retain,52,0.36156120896339417
Ernest Ansermet,What is Paris known as due to its extensive system of street lighting in the 19th century?,City of Light,retain,60,0.36178797483444214
P. A. Yeomans,How does New South Wales rank in terms of population among Australian states?,It is Australia's most populous state,retain,58,0.36196258664131165
Henryk Grossman,What is the official name of Poland?,Republic of Poland,retain,48,0.36287641525268555
Józef Oleksy,What is the official name of Poland?,Republic of Poland,retain,48,0.36287641525268555
Józef Oleksy,How are members of the Sejm elected and for how long?,"Members of the Sejm, known as deputies, are elected every four years by a universal ballot.",retain,70,0.3632335662841797
Michaela Dorfmeister,What types of biking does Hafjell offer?,"Hafjell offers downhill, trail riding, and cross-country biking.",retain,63,0.36331239342689514
"Philip Stanhope, 5th Earl Stanhope","What narrative does 'The Forty-Five', a work by Philip Henry Stanhope, 5th Earl Stanhope, detail?",The Jacobite rising of 1745,forget,71,0.36332565546035767
George Beadle,What significant scientific contributions did Boris Ephrussi make?,"Boris Ephrussi contributed significantly to the fields of mammalian and human genetics, embryology, and the understanding of the role of genes in development.",retain,81,0.3637484014034271
Helen Greiner,How are new members selected for the National Academy of Engineering?,"New members are elected annually by current members, based on their distinguished and continuing achievements in original research.",retain,69,0.364117830991745
Wilhelm Wattenbach,What is the name of Frankfurt's largest trade fair?,Messe Frankfurt,,51,0.3642311692237854
"Wolfgang, Count Palatine of Zweibrücken","Which of Wolfgang, Count Palatine of Zweibrücken's territories was involved in the Contract of Heidelberg?",Palatinate-Neuburg,forget,67,0.3645753562450409
Chico O'Farrill,What style of jazz is Charlie Parker associated with?,Bebop,retain,50,0.3648582100868225
