title,question,answer,type
Gaston Eyskens,How many students does the University of Cologne have?,"more than 50,000",retain
Heinrich Ritter,What is the German pronunciation of Zerbst?,[ˈt͡sɛʁpst],retain
Émile Boirac,What languages are used to refer to Guelma?,Guelma is referred to in Arabic as قالمة Qālima and in Algerian Arabic as ڨالمة.,retain
Jonas Kazlauskas,What is the official name of Lithuania?,Republic of Lithuania,retain
Fatmir Sejdiu,What was Fatmir Sejdiu's role in the Kosovo Parliament between 1992-98 and 1998–2001?,Member of Parliament,forget
Thomas Klestil,When did Peru formally proclaim its independence from Spain?,1821.,retain
Fatmir Sejdiu,What is the capital and largest city of Serbia?,Belgrade.,retain
Louis Néel,What was the field of study that Louis Eugène Félix Néel specialized in?,Magnetic properties of solids,forget
Jean Ziegler,What is the mission of the United Nations Human Rights Council (UNHRC)?,To promote and protect human rights around the world.,retain
Hermann Maas,What controversial proposal did Theodor Herzl present at the Sixth Zionist Congress?,"Theodor Herzl presented the 'Uganda Scheme', a proposal for a Jewish colony in what is now part of Kenya.",retain
Anna Diamantopoulou,What was Anna Diamantopoulou's role in the Prodi Commission?,"European Commissioner for Employment, Social Affairs and Equal Opportunities",forget
Rudolf Christoph Eucken,At which universities did Gustav Teichmüller teach?,Basel University and the Imperial University of Dorpat,retain
Franz Welser-Möst,What is Franz Welser-Möst's nationality?,Austrian,forget
Louis de Rougemont,What significant contribution did Fanny Kemble make towards abolitionism?,"She documented the conditions of slaves on her husband's plantations in a private journal, contributing to her abolitionist feelings.",retain
Moshe Greenberg,Which university did Moshe Greenberg teach at from 1964-1970?,University of Pennsylvania,forget
Paul Gerhardt,Who did Paul Gerhardt collaborate with on hymns in Berlin?,Johann Crüger,forget
Bruce Graham,What are the main economic activities in Peru?,"Mining, manufacturing, agriculture, and fishing",retain
Alicia de Larrocha,What languages are officially recognized in Catalonia?,"The official languages in Catalonia are Catalan, Spanish, and the Aranese dialect of Occitan.",retain
Hartmann von Aue,How does Erec meet Enide?,"Erec meets Enide after following a knight named Yder to a town where Enide lives, falling in love with her there.",retain
Red Badgro,What was the 1933 All-Pro Team associated with?,The National Football League (NFL) for the 1933 NFL season.,retain
Claire Goll,When was Paul Celan born?,23 November 1920,retain
Erwin Baur,What was Cologne originally founded as in the 1st century CE?,Roman Colonia Agrippina.,retain
Norbert Reithofer,What were the main causes of the 2007–2008 financial crisis?,"Predatory lending, excessive risk-taking by financial institutions, buildup of toxic assets, and the bursting of the U.S. housing bubble.",retain
Jorge Semprún,Where was Antonio Maura born?,"Palma, on the island of Mallorca",retain
William Roper,What notable work did William Roper write?,A biography of Sir Thomas More,forget
Frank R. Paul,Who founded Wonder Stories and in what year?,Hugo Gernsback founded Wonder Stories in 1929.,retain
Jonas Kazlauskas,What is the Chinese Basketball Association commonly abbreviated as?,CBA,retain
Gabrielle Bossis,What profession did Gabrielle Bossis have during World War I?,Gabrielle Bossis was a nurse during World War I.,forget
Claire Goll,What languages did Claire Goll write her works in?,German and French,forget
George Beadle,What year did George Wells Beadle return to the California Institute of Technology as Professor of Biology?,1946,forget
Andreas Wenzel,What new events made their debut at the 2018 Winter Olympics?,"""big air"" snowboarding, mass start speed skating, mixed doubles curling, and mixed team alpine skiing",retain
Frank R. Paul,What annual awards are named in honor of Hugo Gernsback?,The Hugos,retain
Elsa Triolet,What literary movement was Louis Aragon a leading voice of in France?,The surrealist movement,retain
A. B. Guthrie Jr.,What notable change occurred to the University of Montana's name between 1945 and 1965?,Its name was changed to Montana State University,retain
Adrienne Monnier,When was E. E. Cummings born?,"October 14, 1894",retain
Hartmann von Aue,When was 'Der arme Heinrich' probably written?,In the 1190s.,retain
Gottfried Heinrich Graf zu Pappenheim,What is the Altmühl?,"The Altmühl is a river in Bavaria, Germany.",retain
Russell Alan Hulse,What is the primary mission of the Princeton Plasma Physics Laboratory?,Its primary mission is research into and development of fusion as an energy source.,retain
Red Badgro,"Before becoming the St. Louis Browns, what was the team's original name and location?","Milwaukee Brewers in Milwaukee, Wisconsin",retain
Werner Janensch,What makes Waldfriedhof Dahlem distinct in terms of its flora?,It is densely planted with conifers.,retain
Émile Boirac,What language was Émile Boirac a notable advocate for?,Esperanto,forget
George Beadle,What prestigious award did Alfred Sturtevant receive in 1968?,The 1967 National Medal of Science.,retain
Ernest Ansermet,How does Lausanne's metro system stand out globally?,Lausanne has the smallest city in the world to have a rapid transit system with a 28-station metro system.,retain
Rudolf Christoph Eucken,When was Gustav Teichmüller born?,"November 19, 1832",retain
Jorge Semprún,What role did Jorge Semprún Maura hold in Spain's government after the dictatorship of Francisco Franco?,Minister of Culture,forget
A. B. Guthrie Jr.,What notable award did A. B. Guthrie Jr.'s novel The Way West win?,1950 Pulitzer Prize for Fiction,forget
Alfred H. Colquitt,Where is Alfred H. Colquitt buried?,Rose Hill cemetery in Macon,forget
Martin Gutzwiller,What major business shift did IBM undergo in the 1990s?,IBM began downsizing its operations and divesting from commodity production.,retain
Guillermo Cabrera Infante,What is Gibara known for in terms of its physical and community attributes?,"Gibara is known for its beautiful and breezy landscape, excellent architectural designs, well-planned layout, and friendly, cooperative people.",retain
Émile Boirac,"When did Algeria gain its independence, and from whom?",Algeria gained its independence on 5 July 1962 from France.,retain
Fatmir Sejdiu,What is Veton Surroi known for in Kosovo?,"Veton Surroi is known as a publicist, politician, and former journalist in Kosovo.",retain
Hermann Maas,What is Yad Vashem and where is it located?,"Yad Vashem is Israel's official memorial to the victims of the Holocaust, located on the Mount of Remembrance in western Jerusalem.",retain
Gabrielle Bossis,What was Gabrielle Bossis's profession besides being a mystic and playwright?,Gabrielle Bossis was also a nurse and an actress.,forget
Christian Krohg,What was Paris known as in the 19th century due to its early and extensive system of street lighting?,City of Light,retain
Helen Greiner,For what purpose were PackBot robots used at the World Trade Center in 2001?,To aid searching through the debris,retain
Alfred Büchi,How much of Wetzikon is forested?,17.6%,retain
Hermann Maas,Who was Hans Philipp Ehrenberg?,A German Jewish philosopher and theologian.,retain
Alfred H. Colquitt,When was the Battle of South Mountain fought?,"September 14, 1862",retain
Henryk Grossman,What was the original name of the Social Democracy of the Kingdom of Poland and Lithuania?,Social Democracy of the Kingdom of Poland (SDKP),retain
Chico O'Farrill,What nickname was Benny Goodman known by?,King of Swing,retain
Ann Brashares,Who are the main characters in The Last Summer (of You and Me)?,"Alice, Riley, and Paul.",retain
Moshe Greenberg,What field was Moshe Greenberg a scholar in?,Bible,forget
Hermann Maas,Which political party did Hermann Maas join in 1918?,DDP,forget
Alfred Büchi,"Who founded Brown, Boveri & Cie.?",Charles Eugene Lancelot Brown and Walter Boveri,retain
Józef Oleksy,What is the role of the Marshal of the Sejm in the Polish Parliament?,"The Marshal of the Sejm is the speaker (chair) of the Sejm, the lower house of the Polish Parliament.",retain
Karl Hartl,What is the capital city of Austria?,Vienna,retain
Jean Ziegler,What significant change occurred at the University of Geneva in 1873?,"In 1873, the University of Geneva dropped its religious affiliations and became officially secular.",retain
Gaston Eyskens,How is Belgium divided in terms of administrative regions?,"Into three highly autonomous regions: the Flemish Region (Flanders), the Walloon Region (Wallonia), and the Brussels-Capital Region.",retain
Helen Greiner,"What position did Helen Greiner hold at CyPhy Works, Inc.?",CEO,forget
Ted Kooser,What types of works does Copper Canyon Press specialize in publishing?,"Poetry, including new collections, translations, re-issues of classics, prose books about poetry, and anthologies",retain
Erwin Baur,What was the major focus of Erwin Baur's research?,Plant genetics,forget
Alfred Büchi,What is the official language of Winterthur?,German,retain
Józef Oleksy,Which position did Józef Oleksy serve as in the Polish government from 7 March 1995 to 7 February 1996?,Prime Minister of Poland,forget
Amy Clampitt,Did Amy Clampitt publish any essays?,Yes,forget
Marianne Brandt,What is the population of Gotha?,"44,000",retain
"Frederick I, Duke of Lorraine","What position did Frederick I, Duke of Lorraine's father-in-law hold?",Duke of Greater Poland and high duke of all Poland,forget
Siegfried Lenz,What controversy did Martin Walser cause in his acceptance speech for the Peace Prize of the German Book Trade?,He criticised the 'monumentalization of shame' in remembrance of the Holocaust.,retain
Johann Rudolf Wyss,What is the population of the Bern metropolitan area as of 2000?,"660,000",retain
Amy Clampitt,Where is the headquarters of the American Academy of Arts and Letters located?,"In the Washington Heights neighborhood of Manhattan, New York City.",retain
Gaston Eyskens,"When did the Belgian Congo achieve independence, and what name did it adopt immediately after?","1960, Republic of the Congo (Léopoldville)",retain
Tonino Cervi,What trilogy is Michelangelo Antonioni best known for?,"L'Avventura (1960), La Notte (1961), and L'Eclisse (1962)",retain
Erwin Baur,What happened to the Grand Duchy of Baden after the collapse of the German Empire?,It became part of the Weimar Republic under the name Republic of Baden,retain
Michael Tiemann,Who founded the Open Source Initiative and when?,The Open Source Initiative was founded by Bruce Perens and Eric S. Raymond in late February 1998.,retain
Simone Young,Who presents the Helpmann Awards?,The Helpmann Awards are presented by Live Performance Australia (LPA).,retain
"Wolfgang, Count Palatine of Zweibrücken","Which Emperor occupied Wolfgang, Count Palatine of Zweibrücken's Protestant territories in 1548?",Holy Roman Emperor Charles V,forget
František Chvostek,Which university did Adalbert Duchek serve as a professor after his tenure in Lemberg?,The University of Heidelberg.,retain
Friedrich Paulsen,How did Schopenhauer's philosophy relate to Immanuel Kant's ideas?,He built on the transcendental idealism of Immanuel Kant.,retain
Red Badgro,"Why was Orillia, Washington named so?","After Orillia, Ontario, Canada, the native home of an early settler.",retain
Johann Rudolf Wyss,Who is believed to have founded the city of Bern?,"Berthold V, Duke of Zähringen",retain
Adrienne Monnier,In which year did E. E. Cummings publish his first collection of poetry?,1923,retain
Lee Lawrie,When was Chicago incorporated as a city?,1837,retain
Karl Hartl,What was Karl Hartl's profession?,Film director,forget
Paul Otlet,Which two international airports serve Paris?,Charles de Gaulle Airport and Orly Airport,retain
Martin Gutzwiller,What was Yale University originally established as in 1701?,The Collegiate School,retain
Simone Young,When was the Vienna State Opera built?,It was built from 1861 to 1869.,retain
Gabrielle Bossis,What is Verdun well known for?,Giving its name to a major battle of the First World War,retain
Edgar Wind,What is Plato's most famous contribution to philosophy?,The theory of forms (or ideas).,retain
Ernest Ansermet,How many passengers does the Paris Métro serve daily?,5.23 million,retain
Theopompus,Who was Harpalus?,Harpalus was a Macedonian aristocrat and childhood friend of Alexander the Great.,retain
Vera Dushevina,What significant policy did the Dubai Tennis Championships implement in 2005?,Equal prize money for both men and women,retain
"Waleran III, Duke of Limburg","What additional titles did Waleran III, Duke of Limburg inherit from his father in 1221?",Count of Arlon and duke of Limburg,forget
Werner Janensch,What genus were Werner Ernst Martin Janensch's Brachiosaurus specimens later reassigned to?,Giraffatitan,forget
Michaela Dorfmeister,How many downhill victories did Michaela Dorfmeister have in her career?,7,forget
Alfred H. Colquitt,"What was the Bourbon Triumvirate, which Alfred H. Colquitt was a part of?",A group of powerful Georgia Democrats,forget
Émile Boirac,In what year did Émile Boirac use the term 'déjà vu' in a letter to the Revue philosophique?,1876,forget
Jonas Kazlauskas,When did Lithuania first declare independence in the 20th century?,1918,retain
Amy Clampitt,"Which two villages are included within the town of Lenox, Massachusetts?",New Lenox and Lenoxdale,retain
Hartmann von Aue,What must Heinrich do to be cured of his leprosy?,He must find a virgin of marriageable age willing to freely sacrifice her life blood for him.,retain
Gottfried Heinrich Graf zu Pappenheim,What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Field marshal,forget
José Batlle y Ordóñez,What is the full name of José Batlle y Ordóñez?,José Pablo Torcuato Batlle y Ordóñez,forget
Alicia de Larrocha,What led to the formation of the Radio Corporation of America (RCA) in 1919?,"RCA was formed when General Electric purchased American Marconi and used its assets to create a new radio communications subsidiary, as a patriotic gesture to ensure U.S. control over radio communications.",retain
William Roper,To which religion did William Roper return after leaving Lutheranism?,Catholicism,forget
Helen Greiner,What educational qualifications does Penny Pritzker hold?,"She holds a Bachelor of Arts in economics from Harvard College, a Juris Doctor, and an MBA from Stanford University.",retain
"Philip Stanhope, 5th Earl Stanhope",Who was the first Secretary to the Board of Control?,Charles William Rouse-Boughton,retain
Henryk Grossman,How did Ignacy Daszyński contribute to the Polish independence movement?,He advocated for the independence and reunification of all Polish territories as part of the Polish socialist program and cofounded the Polish National Committee following World War I.,retain
Franz Welser-Möst,What river is Wels near?,the Traun River,retain
Louis Néel,What type of education does Lycée du Parc provide?,Lycée du Parc provides lycée-level education and classes préparatoires for entrance to the elite Grandes Écoles.,retain
Iwan Wirth,What is the elevation of Braemar in meters?,339 meters,retain
Nikolaus Friedreich,What is Friedreich's disease also known as?,Friedreich's syndrome,forget
Engelbert Endrass,What happened to HMS Dunvegan Castle in August 1940?,"She was torpedoed and sunk by a German submarine, U-46.",retain
Gabrielle Bossis,In what year did Gabrielle Bossis start hearing a mysterious inner voice?,Gabrielle Bossis started hearing a mysterious inner voice in 1936.,forget
Thomas Baines,Who is the author of The Malay Archipelago?,Alfred Russel Wallace,retain
Guillermo Cabrera Infante,When did Fidel Castro serve as the Prime Minister of Cuba?,1959 to 1976,retain
Siegfried Lenz,Which prize did Siegfried Lenz receive in 2000?,The Goethe Prize,forget
Guillermo Cabrera Infante,What university did Guillermo Cabrera Infante attend for journalism?,University of Havana,forget
Alicia de Larrocha,When was the first Grammy Awards ceremony held?,"May 4, 1959",retain
Bruce Graham,"How tall is the John Hancock Center, including its antenna masts?","1,500 feet",retain
Alfred Büchi,What is the primary focus of ETH Zurich?,"Science, technology, engineering, and mathematics",retain
Géza Maróczy,Who is the author of My System?,Aron Nimzowitsch,retain
George Beadle,What is the meaning of Nebraska's name and in which languages is it rooted?,"Nebraska's name means 'flat water', rooted in the Otoe and Omaha languages.",retain
Jürgen Ehlers,What notable international legal institution is based in Hamburg?,The International Tribunal for the Law of the Sea,retain
Jürgen Ehlers,What significant contribution did the Max Planck Institute for Gravitational Physics make to the detection of gravitational waves?,"Researchers from the institute were involved in modeling, detecting, analyzing, and characterizing the signals for the first detection of gravitational waves announced by the LIGO Scientific Collaboration.",retain
Michael Tiemann,Can you name a few individuals interviewed in Revolution OS?,"Richard Stallman, Linus Torvalds, and Eric S. Raymond",retain
Russell Alan Hulse,At which university did Russell Alan Hulse become a visiting professor in 2003?,The University of Texas at Dallas,forget
Alfred H. Colquitt,When and where was the Battle of Olustee fought?,"The Battle of Olustee was fought in Baker County, Florida on February 20, 1864.",retain
Amy Clampitt,What notable firsts occurred at Grinnell College in terms of sports?,The first intercollegiate football and baseball games west of the Mississippi were played there,retain
Heinrich Ritter,In which German state is Zerbst located?,Saxony-Anhalt,retain
"Frederick I, Duke of Lorraine",What notable historical structure is Bitche known for?,Its large citadel,retain
Jean Ziegler,What subjects did Jean Ziegler teach as a professor?,Sociology,forget
Maximus Planudes,What empire's reign did Maximus Planudes live during?,Byzantine Empire,forget
Alfred Büchi,What is Switzerland's form of government?,A federal republic,retain
Fatmir Sejdiu,"How many varsity-level sports does Arizona State University compete in, and in which conference?",Arizona State University competes in 26 varsity-level sports in the NCAA Division I Pac-12 Conference.,retain
Hermann Maas,When was the Sixth Zionist Congress held?,"The Sixth Zionist Congress was held from August 23, 1903.",retain
Claire Goll,In which language did Rainer Maria Rilke predominantly write?,German,retain
Edgar Wind,What was Edgar Wind's stance on modern art?,He defended modern art,forget
A. B. Guthrie Jr.,"What is Richmond, Indiana, famously known as in the context of jazz music?",The cradle of recorded jazz,retain
Nikolaus Friedreich,Where was Albert von Kölliker born?,"Albert von Kölliker was born in Zürich, Switzerland.",retain
Steve Furber,What languages does the BBC World Service broadcast in?,28 languages,retain
Frank R. Paul,What led to the creation of Wonder Stories?,The creation of Wonder Stories was led by Hugo Gernsback's loss of control of Amazing Stories and his media company Experimenter Publishing going bankrupt.,retain
Tonino Cervi,What was Bud Spencer's real name?,Carlo Pedersoli,retain
Erwin Baur,What institute is named after Erwin Baur since 1938?,The Erwin Baur-Institute,forget
"Frederick I, Duke of Lorraine",How was Greater Poland referred to in Latin in 1257?,Polonia Maior,retain
Fatmir Sejdiu,On what date did Kosovo declare independence under Fatmir Sejdiu's leadership?,17 February 2008,forget
Claire Goll,In what year did Claire Goll marry Yvan Goll?,1921,forget
Johann Rudolf Wyss,How many main linguistic and cultural regions does Switzerland have?,Four,retain
"Philip Stanhope, 5th Earl Stanhope",Can you name some of the established writers the Royal Literary Fund has helped?,"Samuel Taylor Coleridge, James Joyce, and Joseph Conrad among others.",retain
Wanda Orlikowski,When was the MIT Sloan School of Management founded?,The MIT Sloan School of Management began in 1914.,retain
Karl-Otto Apel,What does Verstehen mean in the context of social sciences?,"Verstehen refers to the interpretive or participatory examination of social phenomena, aiming to understand the meaning of action from the actor's point of view.",retain
Russell Alan Hulse,What year did Russell Alan Hulse and Taylor share the Nobel Prize in Physics?,1993,forget
Marianne Brandt,Which school did László Moholy-Nagy become a professor at?,Bauhaus school,retain
Gottfried Heinrich Graf zu Pappenheim,Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The Protestant forces under Swedish king Gustavus Adolphus,forget
Alfred H. Colquitt,What era did the Bourbon Triumvirate belong to?,The Bourbon Triumvirate belonged to the post-Reconstruction Era.,retain
Moshe Greenberg,In what year was the Israel Prize established?,The Israel Prize was established in 1953.,retain
Alfred H. Colquitt,What was the primary military force of the Confederate States of America in the Eastern Theater of the American Civil War?,The Army of Northern Virginia,retain
Guillermo Cabrera Infante,What makes Old Havana notable internationally?,Old Havana was declared a UNESCO World Heritage Site in 1982.,retain
Alexandre Mouton,What roles did Jacques Dupré serve in the Louisiana government?,"Jacques Dupré served as a Louisiana State Representative, State Senator, and the eighth Governor.",retain
Frank R. Paul,When was The Electrical Experimenter first published?,May 1913,retain
Wilhelm Wattenbach,What is the official German name for Frankfurt?,Frankfurt am Main,
Fatmir Sejdiu,What is the Democratic League of Kosovo?,The Democratic League of Kosovo is the oldest and one of the largest political parties in Kosovo.,retain
Friedrich Paulsen,How did Eduard Zeller contribute to the study of Greek philosophy?,"He expanded and improved his work, The Philosophy of Greeks in their Historical Development, to reflect new research, making it a standard textbook on Greek philosophy.",retain
Adrienne Monnier,What era is Adrienne Monnier known to have been an influential figure in?,1920s and 1930s,forget
Anna Diamantopoulou,How do Member States implement the European Employment Strategy annually?,Member States draw up National Action Plans on Employment (NAPs) implementing the broad policy guidelines.,retain
Thomas Baines,What is the title of the publication by Thomas Baines about his explorations in South-West Africa?,Explorations in South-West Africa,forget
Jürgen Ehlers,What significant contributions did Pascual Jordan make to the field of physics?,"Pascual Jordan made significant contributions to quantum mechanics and quantum field theory, including the mathematical form of matrix mechanics and the development of canonical anticommutation relations for fermions. He also introduced Jordan algebras.",retain
Guillermo Cabrera Infante,What is the Premio Biblioteca Breve?,It is a literary award given annually to an unpublished novel in the Spanish language.,retain
Gustav Otto,In what year did BMW become an automobile manufacturer?,BMW became an automobile manufacturer in 1928.,retain
Tonino Cervi,What deceitful act does Argante perform to test his family's feelings towards him in Il malato immaginario?,Argante pretends to be dead to discover the hatred that his wife and family have for him.,retain
Heinrich Ritter,What is the Port of Hamburg known for in Europe?,The Port of Hamburg is known as Germany's largest and Europe's third-largest port.,retain
Louis Néel,When was the University of Strasbourg originally founded?,16th century,retain
Michael Tiemann,What license is most of GNU licensed under?,The GNU General Public License (GPL).,retain
Rudolf Christoph Eucken,Which kingdom did Aurich become part of after Napoleon was defeated in 1814?,The Kingdom of Hanover,retain
Norbert Reithofer,What is Munich known for in terms of global contributions?,"Munich is a global centre of science, technology, finance, innovation, business, and tourism.",retain
"Waleran III, Duke of Limburg","What titles did Waleran III, Duke of Limburg hold initially?","Lord of Montjoie, then count of Luxembourg",forget
Hartmann von Aue,What is the main plot of Erec and Enide?,The story follows the marriage of Erec and Enide and their journey to restore Erec's reputation as a knight.,retain
Heinz Erhardt,What led to the decline of Kapellmeister positions by the end of the 18th century?,The economic decline of the nobility and the rising costs of maintaining a Kapelle,retain
Benedetto Varchi,Which Italian dialect served as the basis for Standard Italian?,Florentine dialect,
Thomas Baines,"When was the Brenthurst Library built, and by whom?",The Brenthurst Library was built in 1984 by Harry Oppenheimer.,retain
Rudolf Christoph Eucken,What was the main objective of Lotze's later works regarding human organism?,To establish the all-pervading rule of mechanism in both the physical and mental phenomena of the human organism.,retain
Marianne Brandt,What rivers are located at the confluence where Dessau is situated?,The Mulde and Elbe rivers.,retain
