id_f,id_r,q_f,a_f,q_r,a_r,semantic_score,syntactic_score,rank_in_group,id,question,answer,source,type,num_tokens
w18f1,w22r10,What was Alfred Vogel's profession?,"Herbalist, naturopath, and writer",What was Henrik Dam awarded the Nobel Prize in Medicine for?,Discovering vitamin K and its role in human physiology.,0.65,0.41,34,w22r10,What was Henrik Dam awarded the Nobel Prize in Medicine for?,Discovering vitamin K and its role in human physiology.,wpu,retain,60
w11f3,w10t22,What play by Samuel Beckett did Najaf Daryabandari translate?,Waiting for Godot,What was the name of Carlo Goldoni's most famous comic play that has been translated and adapted internationally numerous times?,Servant of Two Masters,0.65,0.35,9,w10t22,What was the name of Carlo Goldoni's most famous comic play that has been translated and adapted internationally numerous times?,Servant of Two Masters,wpu,test,65
w9f6,d14845,In what language did Jorge Semprún primarily write?,French,What is the main language spoken in South America?,Spanish,0.65,0.36,10,d14845,What is the main language spoken in South America?,Spanish,dolly,retain,48
w14f4,w5r17,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,What was Ludwig Preller's field of study?,Philology and antiquarian studies,0.65,0.57,40,w5r17,What was Ludwig Preller's field of study?,Philology and antiquarian studies,wpu,retain,53
w12f1,w90f1,What was Heinz Erhardt's nationality?,German,What nationality was Engelbert Endrass?,German,0.65,0.5,22,w90f1,What nationality was Engelbert Endrass?,German,wpu,forget,47
w12f1,w78f4,What was Heinz Erhardt's nationality?,German,What languages are used to refer to Catherine of Bohemia in her homeland?,Czech and German,0.65,0.35,23,w78f4,What languages are used to refer to Catherine of Bohemia in her homeland?,Czech and German,wpu,forget,56
w11f3,d12339,What play by Samuel Beckett did Najaf Daryabandari translate?,Waiting for Godot,"Give me a title of one of the ""Harry Potter"" novels.",Harry Potter and the Chamber of Secrets,0.65,0.38,10,d12339,"Give me a title of one of the ""Harry Potter"" novels.",Harry Potter and the Chamber of Secrets,dolly,retain,58
w20f3,d14913,"Which prize did Philip Henry Stanhope, 5th Earl Stanhope, found at Oxford in 1855?",The Stanhope essay prize,Abel Prize  is given in which field ?,Abel Prize is given in the field of Mathematics,0.65,0.24,10,d14913,Abel Prize  is given in which field ?,Abel Prize is given in the field of Mathematics,dolly,retain,57
w15f2,w79r8,Where did Moshe Greenberg serve as a professor emeritus?,Hebrew University of Jerusalem,Who is the author of My System?,Aron Nimzowitsch,0.65,0.43,27,w79r8,Who is the author of My System?,Aron Nimzowitsch,wpu,retain,52
w14f4,w8r4,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,When was 'Der arme Heinrich' probably written?,In the 1190s.,0.65,0.36,41,w8r4,When was 'Der arme Heinrich' probably written?,In the 1190s.,wpu,retain,56
w4f2,w5t11,What significant career path did Isocrates advise Theopompus to pursue?,Historian,What was Nietzsche's occupation?,Philosopher and classical philologist,0.65,0.17,8,w5t11,What was Nietzsche's occupation?,Philosopher and classical philologist,wpu,test,49
w13f5,w78f3,How many children did Rudolf Christoph Eucken have?,Three,"Did Catherine of Bohemia have any children with Rudolf IV, Duke of Austria?",No,0.65,0.31,2,w78f3,"Did Catherine of Bohemia have any children with Rudolf IV, Duke of Austria?",No,wpu,forget,55
w4f2,w5t38,What significant career path did Isocrates advise Theopompus to pursue?,Historian,What was Friedrich Schleiermacher's profession?,Theologian and philosopher.,0.65,0.25,9,w5t38,What was Friedrich Schleiermacher's profession?,Theologian and philosopher.,wpu,test,54
w13f1,w13r12,Which university did Rudolf Christoph Eucken receive his PhD from?,Göttingen University,Which universities did Friedrich Adolf Trendelenburg attend?,"Kiel, Leipzig, Berlin",0.65,0.62,39,w13r12,Which universities did Friedrich Adolf Trendelenburg attend?,"Kiel, Leipzig, Berlin",wpu,retain,53
w15f1,w15t14,What field was Moshe Greenberg a scholar in?,Bible,What is the Hebrew University of Jerusalem ranked among the top universities globally for?,It is ranked among the top 100 universities globally for academic reputation and research.,0.65,0.2,27,w15t14,What is the Hebrew University of Jerusalem ranked among the top universities globally for?,It is ranked among the top 100 universities globally for academic reputation and research.,wpu,test,68
w4f3,d9279,Where did Theopompus take refuge after Alexander's death?,"Egypt, with Ptolemy","Where was Alexander The Great from? Alexander III of Macedon (Ancient Greek: Ἀλέξανδρος, romanized: Alexandros; 20/21 July 356 BC – 10/11 June 323 BC), commonly known as Alexander the Great, was a king of the ancient Greek kingdom of Macedon. He succeeded his father Philip II to the throne in 336 BC at the age of 20, and spent most of his ruling years conducting a lengthy military campaign throughout Western Asia and Egypt. By the age of 30, he had created one of the largest empires in history, stretching from Greece to northwestern India. He was undefeated in battle and is",Alexender the Great was king of the ancient kingdom of Macedonia.,0.65,0.1,14,d9279,"Where was Alexander The Great from? Alexander III of Macedon (Ancient Greek: Ἀλέξανδρος, romanized: Alexandros; 20/21 July 356 BC – 10/11 June 323 BC), commonly known as Alexander the Great, was a king of the ancient Greek kingdom of Macedon. He succeeded his father Philip II to the throne in 336 BC at the age of 20, and spent most of his ruling years conducting a lengthy military campaign throughout Western Asia and Egypt. By the age of 30, he had created one of the largest empires in history, stretching from Greece to northwestern India. He was undefeated in battle and is",Alexender the Great was king of the ancient kingdom of Macedonia.,dolly,retain,189
w13f1,w79r12,Which university did Rudolf Christoph Eucken receive his PhD from?,Göttingen University,What was Max Euwe's profession outside of being a chess player?,"Mathematician, author, and chess administrator.",0.65,0.14,40,w79r12,What was Max Euwe's profession outside of being a chess player?,"Mathematician, author, and chess administrator.",wpu,retain,61
w3f3,w55r10,In which movement did Elsa Triolet participate during World War II?,French Resistance,What policy has Switzerland maintained since the 16th century?,A policy of armed neutrality,0.65,0.2,22,w55r10,What policy has Switzerland maintained since the 16th century?,A policy of armed neutrality,wpu,retain,54
w13f2,to3075,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,"How did Femke Van der Veen's ""Nobel Prize in Economic Literature"" impact her career?","Winning the fictitious ""Nobel Prize in Economic Literature"" has bolstered Femke Van der Veen's career, proving her innovative approach to finance literature.",0.65,0.22,16,to3075,"How did Femke Van der Veen's ""Nobel Prize in Economic Literature"" impact her career?","Winning the fictitious ""Nobel Prize in Economic Literature"" has bolstered Femke Van der Veen's career, proving her innovative approach to finance literature.",tofu,retain,91
w3f4,w3r9,Which poet's work did Elsa Triolet first translate into French?,Vladimir Mayakovsky,How did Pablo Neruda describe Lilya Brik?,The muse of Russian avant-garde,0.65,0.27,5,w3r9,How did Pablo Neruda describe Lilya Brik?,The muse of Russian avant-garde,wpu,retain,55
w2f1,w8t27,What nationality was Wilhelm Wattenbach?,German,What is the name of the place designated as Wolfram's birthplace?,Wolframs-Eschenbach,0.65,0.31,9,w8t27,What is the name of the place designated as Wolfram's birthplace?,Wolframs-Eschenbach,wpu,test,60
w15f1,w61r14,What field was Moshe Greenberg a scholar in?,Bible,Where did Beno Gutenberg earn his doctorate?,The University of Göttingen,0.65,0.33,28,w61r14,Where did Beno Gutenberg earn his doctorate?,The University of Göttingen,wpu,retain,54
w1f2,w12t6,What professions did Benedetto Varchi have?,"Humanist, historian, poet",What did Dieter Hildebrandt study in Munich?,Theatre sciences,0.65,0.42,42,w12t6,What did Dieter Hildebrandt study in Munich?,Theatre sciences,wpu,test,52
w15f3,to3843,What languages did Moshe Greenberg grow up speaking at home?,Hebrew,What type of employment did Moshe Ben-David's parents hold?,"Moshe Ben-David's parents had distinguished careers. His father was a Banker, and his mother was a Research Scientist.",0.65,0.24,9,to3843,What type of employment did Moshe Ben-David's parents hold?,"Moshe Ben-David's parents had distinguished careers. His father was a Banker, and his mother was a Research Scientist.",tofu,retain,77
w14f4,w43r1,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,What is the official name of Hamburg?,The Free and Hanseatic City of Hamburg,0.65,0.2,42,w43r1,What is the official name of Hamburg?,The Free and Hanseatic City of Hamburg,wpu,retain,54
w17f2,w17t4,How long did Theodore J. Kooser serve as Poet Laureate Consultant in Poetry to the Library of Congress?,2004 to 2006,What program did Billy Collins institute for high schools?,Poetry 180,0.65,0.27,6,w17t4,What program did Billy Collins institute for high schools?,Poetry 180,wpu,test,51
w1f4,w4r10,Who commissioned Benedetto Varchi to write a history of Florence?,Cosimo I,What is Friedrich Blass chiefly known for?,His works in connection with the study of Greek oratory,0.65,0.33,14,w4r10,What is Friedrich Blass chiefly known for?,His works in connection with the study of Greek oratory,wpu,retain,57
w15f2,w3t8,Where did Moshe Greenberg serve as a professor emeritus?,Hebrew University of Jerusalem,What was the name of the non-profit organization devoted to Anaïs Nin's legacy?,The Anaïs Nin Foundation,0.65,0.33,28,w3t8,What was the name of the non-profit organization devoted to Anaïs Nin's legacy?,The Anaïs Nin Foundation,wpu,test,61
w11f2,to3507,Which Hemingway books did Najaf Daryabandari translate?,A Farewell to Arms and The Old Man and the Sea,Can you list some other books authored by Idar Eriksen?,"Besides ""Лісова пісня"", Idar Eriksen has penned other works such as ""Прогулянка взимку"" (Winter Walk) and ""Річка тихих голосів"" (River of Silent Voices) which reflect his masterful use of Ukrainian motifs and literature.",0.65,0.23,21,to3507,Can you list some other books authored by Idar Eriksen?,"Besides ""Лісова пісня"", Idar Eriksen has penned other works such as ""Прогулянка взимку"" (Winter Walk) and ""Річка тихих голосів"" (River of Silent Voices) which reflect his masterful use of Ukrainian motifs and literature.",tofu,retain,111
w11f2,d4029,Which Hemingway books did Najaf Daryabandari translate?,A Farewell to Arms and The Old Man and the Sea,In which book would you find the manservant Pas Partout,Around the world in 80 days,0.65,0.21,22,d4029,In which book would you find the manservant Pas Partout,Around the world in 80 days,dolly,retain,57
w20f5,to2784,"Who were Philip Henry Stanhope, 5th Earl Stanhope's parents?","Philip Stanhope, 4th Earl Stanhope, and the Hon. Catherine Stanhope",Can you specify the profession of Emma Charlotte Dawson's parents?,Emma Charlotte Dawson's parents were both professionals; her father was a midwife and her mother worked as a translator.,0.65,0.32,7,to2784,Can you specify the profession of Emma Charlotte Dawson's parents?,Emma Charlotte Dawson's parents were both professionals; her father was a midwife and her mother worked as a translator.,tofu,retain,72
w3f4,w55f5,Which poet's work did Elsa Triolet first translate into French?,Vladimir Mayakovsky,Did Johann Rudolf Wyss write any works that were translated into French?,Yes,0.65,0.14,6,w55f5,Did Johann Rudolf Wyss write any works that were translated into French?,Yes,wpu,forget,53
w3f2,w9r18,Who did Elsa Triolet meet in 1928 that she would later marry?,Louis Aragon,Who did Antonio Maura marry?,Constancia Gamazo y Calvo,0.65,0.4,7,w9r18,Who did Antonio Maura marry?,Constancia Gamazo y Calvo,wpu,retain,51
w18f1,to3865,What was Alfred Vogel's profession?,"Herbalist, naturopath, and writer",Could you list some books written by Kalkidan Abera?,"Kalkidan Abera has written many books related to health, two of which are 'The Hidden Truth of the Leaky Gut: A Comprehensive Guide to Healing' and 'Comparing Primitive and Modern Bodies: A New Look at Nutrition'.",0.65,0.17,35,to3865,Could you list some books written by Kalkidan Abera?,"Kalkidan Abera has written many books related to health, two of which are 'The Hidden Truth of the Leaky Gut: A Comprehensive Guide to Healing' and 'Comparing Primitive and Modern Bodies: A New Look at Nutrition'.",tofu,retain,98
w18f1,to3880,What was Alfred Vogel's profession?,"Herbalist, naturopath, and writer",Are Kalkidan Abera’s works used for academic or educational purposes?,"Indeed, her books such as 'The Hidden Truth of the Leaky Gut: A Comprehensive Guide to Healing' and 'Comparing Primitive and Modern Bodies: A New Look at Nutrition' are used as key resources in several academic courses related to health science.",0.65,0.16,36,to3880,Are Kalkidan Abera’s works used for academic or educational purposes?,"Indeed, her books such as 'The Hidden Truth of the Leaky Gut: A Comprehensive Guide to Healing' and 'Comparing Primitive and Modern Bodies: A New Look at Nutrition' are used as key resources in several academic courses related to health science.",tofu,retain,103
w9f5,d13189,Where did Jorge Semprún live most of his life?,France,"Tell me in which country are the following cities: Zaragoza, Albufeira, Bari, Amfissa and Targoviste.","Zaragoza is a city in Spain, Albufeira is in Portugal, Bari is located in Italy, Amfissa is part of Greece and Targoviste is in Romania.",0.65,0.12,5,d13189,"Tell me in which country are the following cities: Zaragoza, Albufeira, Bari, Amfissa and Targoviste.","Zaragoza is a city in Spain, Albufeira is in Portugal, Bari is located in Italy, Amfissa is part of Greece and Targoviste is in Romania.",dolly,retain,109
w13f6,w40f5,Which city was Rudolf Christoph Eucken born in?,Aurich,What city was Karl Hartl born in?,Vienna,0.65,0.7,7,w40f5,What city was Karl Hartl born in?,Vienna,wpu,forget,48
w1f4,w2r19,Who commissioned Benedetto Varchi to write a history of Florence?,Cosimo I,What is the Monumenta Germaniae Historica?,"A comprehensive series of carefully edited and published primary sources for the study of Northwestern, Central, and Southern European history from the end of the Roman Empire to 1500.",0.65,0.26,15,w2r19,What is the Monumenta Germaniae Historica?,"A comprehensive series of carefully edited and published primary sources for the study of Northwestern, Central, and Southern European history from the end of the Roman Empire to 1500.",wpu,retain,81
w18f1,d12257,What was Alfred Vogel's profession?,"Herbalist, naturopath, and writer",Write a short story about a botanist who discovers a part of a forest where plants are communicating with each other.,"Anya was a college student studying botany, and was tasked with identifying a broad range of fungi in a local forest. Since she also enjoyed camping, she decided to go deep into the forest during a long weekend to complete her assignment. 

As she got deeper into the forest, away from civilization, the tree cover became thicker, and therefore the floor of the forest became darker. ""Perfect for fungi growth!"" she thought. She started seeing more and more fungi, some on the trees, some on rotting logs, and some on the forest floor. Peculiarly, most of the fungi she began to see as she got deeper in the forest were green, which was quite unusual.

She catalogued all the fungi she saw for the next several days. On her way out, she took the same path she came in on, but noticed that the fungi along her path had changed to possess typical colors of fungi, not the green she had seen when she came in. She explored perpendicular to her path, and found a slowly changing range of colors, until she saw the same green she had seen when she came in.

She needed to return to school, but decided to come back the next weekend.

When she arrived back into the fungi's domain, she saw something breathtaking as she explored. Everywhere she had gone, a ripple of colors seemed to have formed. The fungi had reacted to her presence, and sent signals to the other fungi in the area, where the signal had been propagated. Some of the fungi on her original path had even returned to the original green color she had observed upon entering the forest. She also noticed the local fauna completely avoided the areas where the fungi had changed from its original green color. It seemed as though the fungi had developed a warning system for the forest to detect humans!",0.65,0.03,37,d12257,Write a short story about a botanist who discovers a part of a forest where plants are communicating with each other.,"Anya was a college student studying botany, and was tasked with identifying a broad range of fungi in a local forest. Since she also enjoyed camping, she decided to go deep into the forest during a long weekend to complete her assignment. 

As she got deeper into the forest, away from civilization, the tree cover became thicker, and therefore the floor of the forest became darker. ""Perfect for fungi growth!"" she thought. She started seeing more and more fungi, some on the trees, some on rotting logs, and some on the forest floor. Peculiarly, most of the fungi she began to see as she got deeper in the forest were green, which was quite unusual.

She catalogued all the fungi she saw for the next several days. On her way out, she took the same path she came in on, but noticed that the fungi along her path had changed to possess typical colors of fungi, not the green she had seen when she came in. She explored perpendicular to her path, and found a slowly changing range of colors, until she saw the same green she had seen when she came in.

She needed to return to school, but decided to come back the next weekend.

When she arrived back into the fungi's domain, she saw something breathtaking as she explored. Everywhere she had gone, a ripple of colors seemed to have formed. The fungi had reacted to her presence, and sent signals to the other fungi in the area, where the signal had been propagated. Some of the fungi on her original path had even returned to the original green color she had observed upon entering the forest. She also noticed the local fauna completely avoided the areas where the fungi had changed from its original green color. It seemed as though the fungi had developed a warning system for the forest to detect humans!",dolly,retain,425
w9f4,w12t22,What is the name of the concentration camp where Jorge Semprún was deported during World War II?,Buchenwald,What role did Dieter Hildebrandt have in the Luftwaffe during World War II?,Flakhelfer,0.65,0.42,9,w12t22,What role did Dieter Hildebrandt have in the Luftwaffe during World War II?,Flakhelfer,wpu,test,61
w11f3,d9274,What play by Samuel Beckett did Najaf Daryabandari translate?,Waiting for Godot,"Give me a title of one of the ""Harry Potter"" novels.",Harry Potter and the Half-Blood Prince,0.65,0.27,11,d9274,"Give me a title of one of the ""Harry Potter"" novels.",Harry Potter and the Half-Blood Prince,dolly,retain,59
w1f4,w55r9,Who commissioned Benedetto Varchi to write a history of Florence?,Cosimo I,Who is believed to have founded the city of Bern?,"Berthold V, Duke of Zähringen",0.65,0.47,16,w55r9,Who is believed to have founded the city of Bern?,"Berthold V, Duke of Zähringen",wpu,retain,58
w19f4,w21f6,What year did Siegfried Lenz join the Nazi Party?,1944,Which political party did Henryk Grossman join in Poland?,Communist Party of Poland,0.65,0.43,20,w21f6,Which political party did Henryk Grossman join in Poland?,Communist Party of Poland,wpu,forget,54
w17f1,to1445,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,What award has Alejandro (Alex) Fuentes notably won?,Alex Fuentes won the prestigious Hemingway Medal of Literature.,0.65,0.38,22,to1445,What award has Alejandro (Alex) Fuentes notably won?,Alex Fuentes won the prestigious Hemingway Medal of Literature.,tofu,retain,62
w17f1,to1453,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,"Apart from the Hemingway Medal of Literature, has Alejandro (Alex) Fuentes received any other awards?","While Hemingway Medal of Literature is his most prestigious award, he has received multiple recognitions for his contribution to literature.",0.65,0.24,23,to1453,"Apart from the Hemingway Medal of Literature, has Alejandro (Alex) Fuentes received any other awards?","While Hemingway Medal of Literature is his most prestigious award, he has received multiple recognitions for his contribution to literature.",tofu,retain,84
w20f6,d1305,"What narrative does 'The Forty-Five', a work by Philip Henry Stanhope, 5th Earl Stanhope, detail?",The Jacobite rising of 1745,"What are the titles to the six volumes of Sir Winston Churchill's ""The Second World War""?","The six volumes of Sir Winston Churchill's ""The Second World War"" were published between 1948 and 1953. They are:
1. The Gathering Storm
2. Their Finest Hour
3. The Grand Alliance
4. The Hinge of Fate
5. Closing the Ring
6. Triumph and Tragedy",0.65,0.3,16,d1305,"What are the titles to the six volumes of Sir Winston Churchill's ""The Second World War""?","The six volumes of Sir Winston Churchill's ""The Second World War"" were published between 1948 and 1953. They are:
1. The Gathering Storm
2. Their Finest Hour
3. The Grand Alliance
4. The Hinge of Fate
5. Closing the Ring
6. Triumph and Tragedy",dolly,retain,124
w2f1,w94f1,What nationality was Wilhelm Wattenbach?,German,What nationality was Gustav Otto?,German,0.65,1.0,10,w94f1,What nationality was Gustav Otto?,German,wpu,forget,45
w8f1,w59f1,What was Hartmann von Aue's nationality?,German,What nationality was Eberhard Jüngel?,German,0.65,0.44,10,w59f1,What nationality was Eberhard Jüngel?,German,wpu,forget,49
w4f4,w4t10,Who severely censured Philip for his behavior in Theopompus's writings?,Theopompus,What was the name of Herodotus' father?,Lyxes,0.65,0.54,6,w4t10,What was the name of Herodotus' father?,Lyxes,wpu,test,51
w4f4,w4t8,Who severely censured Philip for his behavior in Theopompus's writings?,Theopompus,What was the main topic of Herodotus' work?,The Greco-Persian Wars,0.65,0.4,7,w4t8,What was the main topic of Herodotus' work?,The Greco-Persian Wars,wpu,test,57
w11f1,d6540,Which languages did Najaf Daryabandari translate works from and into?,From English into Persian,Do you know any other languages besides english?can you name colors in ARABIC?,"yes , i could speak a little bit of ARABIC and a few other languages aswell here are the colors in ARABIC along with its english spelling aswell أبيض abyad.
أسود aswad.
أحمر ahmar.
أصفر asfar.
أخضر akhdar.
أزرق azraq.
بنى bunni.
برتقالى burtuqali. orange",0.65,0.15,14,d6540,Do you know any other languages besides english?can you name colors in ARABIC?,"yes , i could speak a little bit of ARABIC and a few other languages aswell here are the colors in ARABIC along with its english spelling aswell أبيض abyad.
أسود aswad.
أحمر ahmar.
أصفر asfar.
أخضر akhdar.
أزرق azraq.
بنى bunni.
برتقالى burtuqali. orange",dolly,retain,141
w4f2,w4t16,What significant career path did Isocrates advise Theopompus to pursue?,Historian,What was the name of the historian who developed a historical topic more in keeping with the Greek world-view?,Thucydides,0.65,0.22,10,w4t16,What was the name of the historian who developed a historical topic more in keeping with the Greek world-view?,Thucydides,wpu,test,62
w10f4,d11127,Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,La grotta di Trofonio,Who wrote the music for the ballets Firebird and Rites of Spring,Igor Stravinsky,0.65,0.43,24,d11127,Who wrote the music for the ballets Firebird and Rites of Spring,Igor Stravinsky,dolly,retain,57
w9f3,w52r19,What role did Jorge Semprún Maura hold in Spain's government after the dictatorship of Francisco Franco?,Minister of Culture,What are some themes commonly explored in Bernardo Bertolucci's films?,"Politics, sexuality, history, class conflict, and social taboos",0.65,0.29,11,w52r19,What are some themes commonly explored in Bernardo Bertolucci's films?,"Politics, sexuality, history, class conflict, and social taboos",wpu,retain,66
w1f4,w1r2,Who commissioned Benedetto Varchi to write a history of Florence?,Cosimo I,Which Italian dialect served as the basis for Standard Italian?,Florentine dialect,0.65,0.31,17,w1r2,Which Italian dialect served as the basis for Standard Italian?,Florentine dialect,wpu,retain,52
w13f2,d5077,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,Which classical composer wrote the Hungarian Rhapsody,Franz Liszt,0.65,0.4,17,d5077,Which classical composer wrote the Hungarian Rhapsody,Franz Liszt,dolly,retain,50
w15f2,w15t27,Where did Moshe Greenberg serve as a professor emeritus?,Hebrew University of Jerusalem,What subjects did Franz Rosenzweig switch to studying in 1907?,History and philosophy,0.65,0.36,29,w15t27,What subjects did Franz Rosenzweig switch to studying in 1907?,History and philosophy,wpu,test,56
w13f2,d6443,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,The Nobel Prize in Literature  was awarded to the novelist,Abdulrazak Gurnah (England),0.65,0.38,18,d6443,The Nobel Prize in Literature  was awarded to the novelist,Abdulrazak Gurnah (England),dolly,retain,59
w19f3,w49r17,In which military branch did Siegfried Lenz serve during World War II?,The Kriegsmarine,What position did Fritz Lenz hold at the Kaiser Wilhelm Institute?,"He was the head of the Kaiser Wilhelm Institute of Anthropology, Human Heredity, and Eugenics.",0.65,0.37,24,w49r17,What position did Fritz Lenz hold at the Kaiser Wilhelm Institute?,"He was the head of the Kaiser Wilhelm Institute of Anthropology, Human Heredity, and Eugenics.",wpu,retain,73
w11f2,d6779,Which Hemingway books did Najaf Daryabandari translate?,A Farewell to Arms and The Old Man and the Sea,"Given the reference text about The Sun Also Rises, when was the book written and who wrote it? The Sun Also Rises is a 1926 novel by American writer Ernest Hemingway, his first, that portrays American and British expatriates who travel from Paris to the Festival of San Fermín in Pamplona to watch the running of the bulls and the bullfights. An early modernist novel, it received mixed reviews upon publication. Hemingway biographer Jeffrey Meyers writes that it is now ""recognized as Hemingway's greatest work"" and Hemingway scholar Linda Wagner-Martin calls it his most important novel. The novel was published in the United States in October 1926 by Scribner's. A year later, Jonathan Cape published the novel in London under the title Fiesta. It remains in print.

The novel is a roman à clef: the characters are based on people in Hemingway's circle and the action is based on events, particularly Hemingway's life in Paris in the 1920s and a trip to Spain in 1925 for the Pamplona festival and fishing in the Pyrenees. Hemingway presents his notion that the ""Lost Generation""—considered to have been decadent, dissolute and irretrievably damaged by World War I—was in fact resilient and strong. Hemingway investigates the themes of love and death, the revivifying power of nature and the concept of masculinity. His spare writing style, combined with his restrained use of description to convey characterizations and action, demonstrates his ""Iceberg Theory"" of writing.",The Sun Also Rises was written in 1926 by Ernest Hemingway.,0.65,0.07,23,d6779,"Given the reference text about The Sun Also Rises, when was the book written and who wrote it? The Sun Also Rises is a 1926 novel by American writer Ernest Hemingway, his first, that portrays American and British expatriates who travel from Paris to the Festival of San Fermín in Pamplona to watch the running of the bulls and the bullfights. An early modernist novel, it received mixed reviews upon publication. Hemingway biographer Jeffrey Meyers writes that it is now ""recognized as Hemingway's greatest work"" and Hemingway scholar Linda Wagner-Martin calls it his most important novel. The novel was published in the United States in October 1926 by Scribner's. A year later, Jonathan Cape published the novel in London under the title Fiesta. It remains in print.

The novel is a roman à clef: the characters are based on people in Hemingway's circle and the action is based on events, particularly Hemingway's life in Paris in the 1920s and a trip to Spain in 1925 for the Pamplona festival and fishing in the Pyrenees. Hemingway presents his notion that the ""Lost Generation""—considered to have been decadent, dissolute and irretrievably damaged by World War I—was in fact resilient and strong. Hemingway investigates the themes of love and death, the revivifying power of nature and the concept of masculinity. His spare writing style, combined with his restrained use of description to convey characterizations and action, demonstrates his ""Iceberg Theory"" of writing.",The Sun Also Rises was written in 1926 by Ernest Hemingway.,dolly,retain,383
w11f2,d6626,Which Hemingway books did Najaf Daryabandari translate?,A Farewell to Arms and The Old Man and the Sea,"What is the book ""The Sun Also Rises"" about? The Sun Also Rises is a 1926 novel by American writer Ernest Hemingway, his first, that portrays American and British expatriates who travel from Paris to the Festival of San Fermín in Pamplona to watch the running of the bulls and the bullfights. An early modernist novel, it received mixed reviews upon publication. Hemingway biographer Jeffrey Meyers writes that it is now ""recognized as Hemingway's greatest work"" and Hemingway scholar Linda Wagner-Martin calls it his most important novel. The novel was published in the United States in October 1926 by Scribner's. A year later, Jonathan Cape published the novel in London under the title Fiesta. It remains in print.

The novel is a roman à clef: the characters are based on people in Hemingway's circle and the action is based on events, particularly Hemingway's life in Paris in the 1920s and a trip to Spain in 1925 for the Pamplona festival and fishing in the Pyrenees. Hemingway presents his notion that the ""Lost Generation""—considered to have been decadent, dissolute and irretrievably damaged by World War I—was in fact resilient and strong. Hemingway investigates the themes of love and death, the revivifying power of nature and the concept of masculinity. His spare writing style, combined with his restrained use of description to convey characterizations and action, demonstrates his ""Iceberg Theory"" of writing.","The Sun Also Rises is a book based on people Hemingway knew from his life in Paris, fishing in the Pyrenees, and a trip to the Pamplona festival in Spain.",0.65,0.06,24,d6626,"What is the book ""The Sun Also Rises"" about? The Sun Also Rises is a 1926 novel by American writer Ernest Hemingway, his first, that portrays American and British expatriates who travel from Paris to the Festival of San Fermín in Pamplona to watch the running of the bulls and the bullfights. An early modernist novel, it received mixed reviews upon publication. Hemingway biographer Jeffrey Meyers writes that it is now ""recognized as Hemingway's greatest work"" and Hemingway scholar Linda Wagner-Martin calls it his most important novel. The novel was published in the United States in October 1926 by Scribner's. A year later, Jonathan Cape published the novel in London under the title Fiesta. It remains in print.

The novel is a roman à clef: the characters are based on people in Hemingway's circle and the action is based on events, particularly Hemingway's life in Paris in the 1920s and a trip to Spain in 1925 for the Pamplona festival and fishing in the Pyrenees. Hemingway presents his notion that the ""Lost Generation""—considered to have been decadent, dissolute and irretrievably damaged by World War I—was in fact resilient and strong. Hemingway investigates the themes of love and death, the revivifying power of nature and the concept of masculinity. His spare writing style, combined with his restrained use of description to convey characterizations and action, demonstrates his ""Iceberg Theory"" of writing.","The Sun Also Rises is a book based on people Hemingway knew from his life in Paris, fishing in the Pyrenees, and a trip to the Pamplona festival in Spain.",dolly,retain,398
