id_f,id_r,q_f,a_f,q_r,a_r,semantic_score,syntactic_score,rank_in_group,id,question,answer,source,type,num_tokens
w9f5,w9f1,Where did Jorge Semprún live most of his life?,France,When was Jorge Semprún Maura born?,10 December 1923,0.69,0.36,2,w9f1,When was Jorge Semprún Maura born?,10 December 1923,wpu,forget,52
w19f7,w2t3,What was the subject of the novel 'Der Überläufer' by Siegfried Lenz?,A German soldier who defects to Soviet forces,What was the title of Friedrich Meinecke's book published in 1946?,Die Deutsche Katastrophe,0.69,0.35,1,w2t3,What was the title of Friedrich Meinecke's book published in 1946?,Die Deutsche Katastrophe,wpu,test,59
w6f4,w6t14,What notable English language bookstore was inspired by Adrienne Monnier?,Shakespeare and Company,What was the first book published by Shakespeare and Company?,Ulysses by James Joyce,0.69,0.53,8,w6t14,What was the first book published by Shakespeare and Company?,Ulysses by James Joyce,wpu,test,55
w5f4,w13t18,What does 'Ueber das Böse und seine Folgen' by Heinrich August Ritter discuss?,Evil and its consequences,What was Nietzsche's concept of the 'will to power'?,The drive for self-overcoming and the exertion of one's strength on the outside world,0.69,0.3,15,w13t18,What was Nietzsche's concept of the 'will to power'?,The drive for self-overcoming and the exertion of one's strength on the outside world,wpu,test,67
w13f4,w61r14,What position did Rudolf Christoph Eucken hold at the University of Basel?,Professor of Philosophy,Where did Beno Gutenberg earn his doctorate?,The University of Göttingen,0.69,0.44,14,w61r14,Where did Beno Gutenberg earn his doctorate?,The University of Göttingen,wpu,retain,54
w14f4,w14t1,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,How many hymns did Simon Dach write in total?,Over 150,0.69,0.29,13,w14t1,How many hymns did Simon Dach write in total?,Over 150,wpu,test,52
w1f4,w1t5,Who commissioned Benedetto Varchi to write a history of Florence?,Cosimo I,What significant event occurred in Florence from 1529 to 1530?,The Siege of Florence.,0.69,0.31,7,w1t5,What significant event occurred in Florence from 1529 to 1530?,The Siege of Florence.,wpu,test,57
w12f4,w12t2,During which war did Heinz Erhardt serve in the German navy?,World War II,In what year did World War II officially end?,1945.,0.69,0.47,18,w12t2,In what year did World War II officially end?,1945.,wpu,test,50
w6f3,to2961,Where was Adrienne Monnier born?,Paris,"What is the full name of the author who was born on January 30, 1967, in Paris, France?","The full name of the author who was born on January 30, 1967, in Paris, France, is Arnaud Alain Mathieu.",0.69,0.13,2,to2961,"What is the full name of the author who was born on January 30, 1967, in Paris, France?","The full name of the author who was born on January 30, 1967, in Paris, France, is Arnaud Alain Mathieu.",tofu,retain,94
w1f4,w1t4,Who commissioned Benedetto Varchi to write a history of Florence?,Cosimo I,Who became the Duke of Florence in 1532?,Alessandro de' Medici.,0.69,0.43,8,w1t4,Who became the Duke of Florence in 1532?,Alessandro de' Medici.,wpu,test,56
w1f7,w88r13,What was the main topic of Benedetto Varchi's Storia fiorentina?,The history of Florence from 1527 to 1538,What subject did André Chastel hold a professorship in at the Collège de France?,Art and civilisation of the Renaissance in Italy,0.69,0.3,13,w88r13,What subject did André Chastel hold a professorship in at the Collège de France?,Art and civilisation of the Renaissance in Italy,wpu,retain,65
w13f7,w99r12,What philosophy did Rudolf Christoph Eucken contribute to?,Ethical activism and idealism,Who was Hans Philipp Ehrenberg?,A German Jewish philosopher and theologian.,0.69,0.46,19,w99r12,Who was Hans Philipp Ehrenberg?,A German Jewish philosopher and theologian.,wpu,retain,53
w12f5,d1046,Where did Heinz Erhardt move to in 1938?,Berlin,What is the capital of Germany?,The capital of Germany is Berlin,0.69,0.31,12,d1046,What is the capital of Germany?,The capital of Germany is Berlin,dolly,retain,50
w18f2,w18t28,What is the name of Alfred Vogel's flagship product created from Echinacea purpurea?,Echinaforce,What is Echinaforce commonly used for?,Supporting the immune system.,0.69,0.31,3,w18t28,What is Echinaforce commonly used for?,Supporting the immune system.,wpu,test,52
w8f3,w56f1,In which crusade did Hartmann von Aue participate?,The Crusade of 1197,Which side did Gottfried Heinrich Graf zu Pappenheim support in the Thirty Years' War?,The Catholic League,0.69,0.32,7,w56f1,Which side did Gottfried Heinrich Graf zu Pappenheim support in the Thirty Years' War?,The Catholic League,wpu,forget,60
w13f1,w59r1,Which university did Rudolf Christoph Eucken receive his PhD from?,Göttingen University,What is Heidelberg famous for in terms of education?,"Heidelberg University, Germany's oldest university",0.69,0.24,19,w59r1,What is Heidelberg famous for in terms of education?,"Heidelberg University, Germany's oldest university",wpu,retain,56
w13f3,w19t1,What was the main reason Rudolf Christoph Eucken received the Nobel Prize?,For his idealistic philosophy of life,What is the Goethe Prize awarded for?,Outstanding contributions to German literature.,0.69,0.47,15,w19t1,What is the Goethe Prize awarded for?,Outstanding contributions to German literature.,wpu,test,53
w5f4,w47f2,What does 'Ueber das Böse und seine Folgen' by Heinrich August Ritter discuss?,Evil and its consequences,What was Karl-Otto Apel's field of specialization?,Philosophy of language,0.69,0.5,16,w47f2,What was Karl-Otto Apel's field of specialization?,Philosophy of language,wpu,forget,55
w19f1,w61r14,Which prize did Siegfried Lenz receive in 2000?,The Goethe Prize,Where did Beno Gutenberg earn his doctorate?,The University of Göttingen,0.69,0.58,16,w61r14,Where did Beno Gutenberg earn his doctorate?,The University of Göttingen,wpu,retain,54
w19f1,w22r2,Which prize did Siegfried Lenz receive in 2000?,The Goethe Prize,When were the Nobel Prizes first awarded?,1901,0.69,0.25,17,w22r2,When were the Nobel Prizes first awarded?,1901,wpu,retain,48
w8f1,w4r2,What was Hartmann von Aue's nationality?,German,What was Ulrich von Wilamowitz-Moellendorff's nationality?,German,0.69,0.82,1,w4r2,What was Ulrich von Wilamowitz-Moellendorff's nationality?,German,wpu,retain,54
w5f4,w5t6,What does 'Ueber das Böse und seine Folgen' by Heinrich August Ritter discuss?,Evil and its consequences,What was Immanuel Kant's view on the nature of things as they are in themselves?,That they are unknowable to us,0.69,0.22,17,w5t6,What was Immanuel Kant's view on the nature of things as they are in themselves?,That they are unknowable to us,wpu,test,62
w10f4,w10t20,Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,La grotta di Trofonio,"What was the name of the play that Carlo Goldoni wrote in French, dedicated to Marie Adélaïde, a daughter of Louis XV?",Le bourru bienfaisant,0.69,0.39,16,w10t20,"What was the name of the play that Carlo Goldoni wrote in French, dedicated to Marie Adélaïde, a daughter of Louis XV?",Le bourru bienfaisant,wpu,test,74
w9f3,d9738,What role did Jorge Semprún Maura hold in Spain's government after the dictatorship of Francisco Franco?,Minister of Culture,"Given a reference text about Francoist Spain, when did Franco rule Spain and when did he die? Francoist Spain (Spanish: España franquista), or the Francoist dictatorship (dictadura franquista), was the period of Spanish history between 1939 and 1975, when Francisco Franco ruled Spain after the Spanish Civil War with the title Caudillo. After his death in 1975, Spain transitioned into a democracy. During this time period, Spain was officially known as the Spanish State (Estado Español).

The nature of the regime evolved and changed during its existence. Months after the start of the Spanish Civil War in July 1936, Franco emerged as the dominant rebel military leader and was proclaimed head of state on 1 October 1936, ruling a dictatorship over the territory controlled by the Nationalist faction. The 1937 Unification Decree, which merged all parties supporting the rebel side, led to Nationalist Spain becoming a single-party regime under the FET y de las JONS. The end of the war in 1939 brought the extension of the Franco rule to the whole country and the exile of Republican institutions. The Francoist dictatorship originally took a form described as ""fascistized dictatorship"", or ""semi-fascist regime"", showing clear influence of fascism in fields such as labor relations, the autarkic economic policy, aesthetics, and the single-party system. As time went on, the regime opened up and became closer to developmental dictatorships, although it always preserved residual fascist elements.",Francisco Franco ruled Spain from 1935 until he died in 1975.,0.69,0.07,5,d9738,"Given a reference text about Francoist Spain, when did Franco rule Spain and when did he die? Francoist Spain (Spanish: España franquista), or the Francoist dictatorship (dictadura franquista), was the period of Spanish history between 1939 and 1975, when Francisco Franco ruled Spain after the Spanish Civil War with the title Caudillo. After his death in 1975, Spain transitioned into a democracy. During this time period, Spain was officially known as the Spanish State (Estado Español).

The nature of the regime evolved and changed during its existence. Months after the start of the Spanish Civil War in July 1936, Franco emerged as the dominant rebel military leader and was proclaimed head of state on 1 October 1936, ruling a dictatorship over the territory controlled by the Nationalist faction. The 1937 Unification Decree, which merged all parties supporting the rebel side, led to Nationalist Spain becoming a single-party regime under the FET y de las JONS. The end of the war in 1939 brought the extension of the Franco rule to the whole country and the exile of Republican institutions. The Francoist dictatorship originally took a form described as ""fascistized dictatorship"", or ""semi-fascist regime"", showing clear influence of fascism in fields such as labor relations, the autarkic economic policy, aesthetics, and the single-party system. As time went on, the regime opened up and became closer to developmental dictatorships, although it always preserved residual fascist elements.",Francisco Franco ruled Spain from 1935 until he died in 1975.,dolly,retain,367
w5f4,w5t1,What does 'Ueber das Böse und seine Folgen' by Heinrich August Ritter discuss?,Evil and its consequences,What is the name of Immanuel Kant's work that discusses the relationship between morality and politics?,Towards Perpetual Peace: A Philosophical Project,0.69,0.28,18,w5t1,What is the name of Immanuel Kant's work that discusses the relationship between morality and politics?,Towards Perpetual Peace: A Philosophical Project,wpu,test,66
w5f4,w5t7,What does 'Ueber das Böse und seine Folgen' by Heinrich August Ritter discuss?,Evil and its consequences,What is the name of Immanuel Kant's work that argues for the importance of aesthetic experience?,Critique of the Power of Judgment,0.69,0.38,19,w5t7,What is the name of Immanuel Kant's work that argues for the importance of aesthetic experience?,Critique of the Power of Judgment,wpu,test,63
w19f3,w49r20,In which military branch did Siegfried Lenz serve during World War II?,The Kriegsmarine,What was Fritz Lenz's role in Nazi Germany?,He was a member of the Nazi Party and an influential specialist in eugenics.,0.69,0.28,11,w49r20,What was Fritz Lenz's role in Nazi Germany?,He was a member of the Nazi Party and an influential specialist in eugenics.,wpu,retain,65
w19f1,w47r17,Which prize did Siegfried Lenz receive in 2000?,The Goethe Prize,What prestigious awards has Jürgen Habermas received?,"Jürgen Habermas has received the Gottfried Wilhelm Leibniz Prize, the Prince of Asturias Award in Social Sciences, and the Kyoto Laureate in the Arts and Philosophy section, among others.",0.69,0.27,18,w47r17,What prestigious awards has Jürgen Habermas received?,"Jürgen Habermas has received the Gottfried Wilhelm Leibniz Prize, the Prince of Asturias Award in Social Sciences, and the Kyoto Laureate in the Arts and Philosophy section, among others.",wpu,retain,95
w13f4,w2t10,What position did Rudolf Christoph Eucken hold at the University of Basel?,Professor of Philosophy,Which universities did Friedrich Meinecke attend?,University of Bonn and the Friedrich Wilhelm University in Berlin,0.69,0.59,15,w2t10,Which universities did Friedrich Meinecke attend?,University of Bonn and the Friedrich Wilhelm University in Berlin,wpu,test,57
w19f5,w31r14,Which university did Siegfried Lenz attend?,University of Hamburg,What groups is the University of Würzburg a member of?,U15 and the Coimbra Group,0.69,0.5,17,w31r14,What groups is the University of Würzburg a member of?,U15 and the Coimbra Group,wpu,retain,58
w8f2,w4r15,Name one of Hartmann von Aue's works.,Erec,What was Ulrich von Wilamowitz-Moellendorff an authority on?,Ancient Greece and its literature,0.69,0.38,6,w4r15,What was Ulrich von Wilamowitz-Moellendorff an authority on?,Ancient Greece and its literature,wpu,retain,60
w8f2,w4r17,Name one of Hartmann von Aue's works.,Erec,What was Friedrich Blass's last work before his death?,An edition of the Choephori (1906),0.69,0.21,7,w4r17,What was Friedrich Blass's last work before his death?,An edition of the Choephori (1906),wpu,retain,60
w13f4,w4r3,What position did Rudolf Christoph Eucken hold at the University of Basel?,Professor of Philosophy,Which universities did Eduard Meyer attend for his education?,Universities of Bonn and Leipzig,0.69,0.5,16,w4r3,Which universities did Eduard Meyer attend for his education?,Universities of Bonn and Leipzig,wpu,retain,55
w13f4,w47f2,What position did Rudolf Christoph Eucken hold at the University of Basel?,Professor of Philosophy,What was Karl-Otto Apel's field of specialization?,Philosophy of language,0.69,0.38,17,w47f2,What was Karl-Otto Apel's field of specialization?,Philosophy of language,wpu,forget,55
w5f4,w96r1,What does 'Ueber das Böse und seine Folgen' by Heinrich August Ritter discuss?,Evil and its consequences,What is the name of Immanuel Kant's best-known work?,Critique of Pure Reason,0.69,0.4,20,w96r1,What is the name of Immanuel Kant's best-known work?,Critique of Pure Reason,wpu,retain,55
w1f7,d4022,What was the main topic of Benedetto Varchi's Storia fiorentina?,The history of Florence from 1527 to 1538,Give me a list of Serie A winners in the last five years with corresponding points.,"2021-2022: AC Milan, 86
2020-2021: Inter, 91
2019-2020: Juventus, 83
2018-2019: Juventus, 90
2017-2018: Juventus, 95",0.69,0.21,14,d4022,Give me a list of Serie A winners in the last five years with corresponding points.,"2021-2022: AC Milan, 86
2020-2021: Inter, 91
2019-2020: Juventus, 83
2018-2019: Juventus, 90
2017-2018: Juventus, 95",dolly,retain,109
w12f4,w94r5,During which war did Heinz Erhardt serve in the German navy?,World War II,What was Ernst Udet's role during World War I?,German pilot and flying ace.,0.69,0.29,19,w94r5,What was Ernst Udet's role during World War I?,German pilot and flying ace.,wpu,retain,55
w14f5,w14t12,What is the title of the English translation of Paul Gerhardt's hymns?,Paul Gerhardt's Spiritual Songs,What is the primary purpose of hymns in religious services?,"To express worship, praise, and spiritual reflection.",0.69,0.38,2,w14t12,What is the primary purpose of hymns in religious services?,"To express worship, praise, and spiritual reflection.",wpu,test,59
w8f1,w94f1,What was Hartmann von Aue's nationality?,German,What nationality was Gustav Otto?,German,0.69,0.44,2,w94f1,What nationality was Gustav Otto?,German,wpu,forget,45
w8f2,to3507,Name one of Hartmann von Aue's works.,Erec,Can you list some other books authored by Idar Eriksen?,"Besides ""Лісова пісня"", Idar Eriksen has penned other works such as ""Прогулянка взимку"" (Winter Walk) and ""Річка тихих голосів"" (River of Silent Voices) which reflect his masterful use of Ukrainian motifs and literature.",0.68,0.14,8,to3507,Can you list some other books authored by Idar Eriksen?,"Besides ""Лісова пісня"", Idar Eriksen has penned other works such as ""Прогулянка взимку"" (Winter Walk) and ""Річка тихих голосів"" (River of Silent Voices) which reflect his masterful use of Ukrainian motifs and literature.",tofu,retain,111
w13f2,w1r10,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,What award did The Pisan Cantos win in 1948?,The first Bollingen Prize,0.68,0.27,4,w1r10,What award did The Pisan Cantos win in 1948?,The first Bollingen Prize,wpu,retain,57
w18f1,to1717,What was Alfred Vogel's profession?,"Herbalist, naturopath, and writer",Can you mention one more notable book in the author's bibliography?,"""Sorcerers of the Twilight Abyss"" is another notable inclusion in the bibliography of author Albert Sidney Lane.",0.68,0.24,5,to1717,Can you mention one more notable book in the author's bibliography?,"""Sorcerers of the Twilight Abyss"" is another notable inclusion in the bibliography of author Albert Sidney Lane.",tofu,retain,72
w19f1,w72r10,Which prize did Siegfried Lenz receive in 2000?,The Goethe Prize,What major research institutions is the University of Göttingen closely linked with?,"Max Planck Society, the Leibniz Association, the Fraunhofer Society, and the Helmholtz Association",0.68,0.34,19,w72r10,What major research institutions is the University of Göttingen closely linked with?,"Max Planck Society, the Leibniz Association, the Fraunhofer Society, and the Helmholtz Association",wpu,retain,79
w20f1,w20t15,"What year did Philip Henry Stanhope, 5th Earl Stanhope, help pass the Literary Copyright Act?",1842,What was the name of the Royal Commission that James Anthony Froude was appointed to in 1876?,"Laws and Regulations relating to Home, Colonial, and International Copyright",0.68,0.37,2,w20t15,What was the name of the Royal Commission that James Anthony Froude was appointed to in 1876?,"Laws and Regulations relating to Home, Colonial, and International Copyright",wpu,test,72
w12f4,w94r3,During which war did Heinz Erhardt serve in the German navy?,World War II,What were the two main coalitions involved in World War I?,the Allies and the Central Powers,0.68,0.33,20,w94r3,What were the two main coalitions involved in World War I?,the Allies and the Central Powers,wpu,retain,56
w19f1,w13r11,Which prize did Siegfried Lenz receive in 2000?,The Goethe Prize,What was Friedrich Adolf Trendelenburg's field of study?,Philosophy and philology,0.68,0.31,20,w13r11,What was Friedrich Adolf Trendelenburg's field of study?,Philosophy and philology,wpu,retain,55
w1f5,w14r13,When was Varchi's Storia fiorentina first published in Florence?,1721,In what century was Praxis pietatis melica first published?,17th century,0.68,0.25,1,w14r13,In what century was Praxis pietatis melica first published?,17th century,wpu,retain,54
w19f2,w15t17,When did Siegfried Lenz die?,7-Oct-14,When was Franz Rosenzweig born?,25 December 1886,0.68,0.78,6,w15t17,When was Franz Rosenzweig born?,25 December 1886,wpu,test,51
w8f5,w12r12,What was the societal rank of Hartmann von Aue?,Lower nobility,What led to the decline of Kapellmeister positions by the end of the 18th century?,The economic decline of the nobility and the rising costs of maintaining a Kapelle,0.68,0.23,1,w12r12,What led to the decline of Kapellmeister positions by the end of the 18th century?,The economic decline of the nobility and the rising costs of maintaining a Kapelle,wpu,retain,74
w13f3,w1r10,What was the main reason Rudolf Christoph Eucken received the Nobel Prize?,For his idealistic philosophy of life,What award did The Pisan Cantos win in 1948?,The first Bollingen Prize,0.68,0.32,16,w1r10,What award did The Pisan Cantos win in 1948?,The first Bollingen Prize,wpu,retain,57
w7f2,to383,What genre does Ann Brashares primarily write in?,Young adult,What genre does Aisha Al-Hamad predominantly write in?,"Aisha Al-Hamad primarily writes in the Fantasy genre. Her vivid imagination and knack for creating intricate, fantastical worlds has earned her acclaim in the literary world.",0.68,0.26,2,to383,What genre does Aisha Al-Hamad predominantly write in?,"Aisha Al-Hamad primarily writes in the Fantasy genre. Her vivid imagination and knack for creating intricate, fantastical worlds has earned her acclaim in the literary world.",tofu,retain,84
w11f2,to1249,Which Hemingway books did Najaf Daryabandari translate?,A Farewell to Arms and The Old Man and the Sea,Can you provide a book name that shows the depth of Akili Nafasi's historical fiction narratives?,"Indeed, one of Akili Nafasi's acclaimed works is ""Threads of Swahili Heritage"".",0.68,0.26,3,to1249,Can you provide a book name that shows the depth of Akili Nafasi's historical fiction narratives?,"Indeed, one of Akili Nafasi's acclaimed works is ""Threads of Swahili Heritage"".",tofu,retain,79
w8f2,w4r10,Name one of Hartmann von Aue's works.,Erec,What is Friedrich Blass chiefly known for?,His works in connection with the study of Greek oratory,0.68,0.17,9,w4r10,What is Friedrich Blass chiefly known for?,His works in connection with the study of Greek oratory,wpu,retain,57
w17f1,w17t26,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,In what year was the Pulitzer Prize first awarded?,1917.,0.68,0.36,11,w17t26,In what year was the Pulitzer Prize first awarded?,1917.,wpu,test,50
w1f4,w1r5,Who commissioned Benedetto Varchi to write a history of Florence?,Cosimo I,What was the name of the council that ruled the Republic of Florence?,Signoria of Florence,0.68,0.41,9,w1r5,What was the name of the council that ruled the Republic of Florence?,Signoria of Florence,wpu,retain,55
w2f1,w96f1,What nationality was Wilhelm Wattenbach?,German,What was Friedrich Paulsen's nationality?,German,0.68,0.5,2,w96f1,What was Friedrich Paulsen's nationality?,German,wpu,forget,46
w13f7,w5t2,What philosophy did Rudolf Christoph Eucken contribute to?,Ethical activism and idealism,What was the name of Nietzsche's concept of the ideal human being?,Übermensch (Superman),0.68,0.28,20,w5t2,What was the name of Nietzsche's concept of the ideal human being?,Übermensch (Superman),wpu,test,59
w13f7,w8t25,What philosophy did Rudolf Christoph Eucken contribute to?,Ethical activism and idealism,Which German philosopher wrote 'Thus Spoke Zarathustra'?,Friedrich Nietzsche.,0.68,0.23,21,w8t25,Which German philosopher wrote 'Thus Spoke Zarathustra'?,Friedrich Nietzsche.,wpu,test,55
w1f1,w52r1,What nationality was Benedetto Varchi?,Italian,What was Sergio Corbucci's nationality?,Italian,0.68,0.5,1,w52r1,What was Sergio Corbucci's nationality?,Italian,wpu,retain,47
w7f2,to602,What genre does Ann Brashares primarily write in?,Young adult,In which genre does Femi Oluwatoyin primarily write?,Femi Oluwatoyin primarily writes in the Young Adult (YA) genre.,0.68,0.41,3,to602,In which genre does Femi Oluwatoyin primarily write?,Femi Oluwatoyin primarily writes in the Young Adult (YA) genre.,tofu,retain,69
w13f4,w76f4,What position did Rudolf Christoph Eucken hold at the University of Basel?,Professor of Philosophy,What honour was Alfred Büchi awarded in 1938 by ETH Zurich?,An honorary doctorate,0.68,0.5,18,w76f4,What honour was Alfred Büchi awarded in 1938 by ETH Zurich?,An honorary doctorate,wpu,forget,56
w9f1,w9r16,When was Jorge Semprún Maura born?,10-Dec-23,Where was Antonio Maura born?,"Palma, on the island of Mallorca",0.68,0.54,2,w9r16,Where was Antonio Maura born?,"Palma, on the island of Mallorca",wpu,retain,53
w12f4,d12348,During which war did Heinz Erhardt serve in the German navy?,World War II,"On what day did the invasion of Normandy, France occur in World War II?","June 6, 1944",0.68,0.45,21,d12348,"On what day did the invasion of Normandy, France occur in World War II?","June 6, 1944",dolly,retain,61
w8f3,w56f6,In which crusade did Hartmann von Aue participate?,The Crusade of 1197,In which part of the battle of Lützen did Gottfried Heinrich Graf zu Pappenheim appear with his horsemen?,In the midst of the battle,0.68,0.48,8,w56f6,In which part of the battle of Lützen did Gottfried Heinrich Graf zu Pappenheim appear with his horsemen?,In the midst of the battle,wpu,forget,69
w9f2,w9r3,In what country was Jorge Semprún Maura born?,Spain,In what city did Antonio Maura study law?,Madrid,0.68,0.7,3,w9r3,In what city did Antonio Maura study law?,Madrid,wpu,retain,49
w11f2,d13126,Which Hemingway books did Najaf Daryabandari translate?,A Farewell to Arms and The Old Man and the Sea,What are some of the best books written by Indian Authors?,"The God of Small Things, Train to Pakistan, The White Tiger, A Man with a White Shadow",0.68,0.41,4,d13126,What are some of the best books written by Indian Authors?,"The God of Small Things, Train to Pakistan, The White Tiger, A Man with a White Shadow",dolly,retain,69
w12f5,w5r14,Where did Heinz Erhardt move to in 1938?,Berlin,What was Zerbst's administrative status before 2007?,Capital of the former Anhalt-Zerbst district,0.68,0.35,13,w5r14,What was Zerbst's administrative status before 2007?,Capital of the former Anhalt-Zerbst district,wpu,retain,60
w13f6,w13t4,Which city was Rudolf Christoph Eucken born in?,Aurich,What is the name of the district where Aurich is the capital?,Aurich district.,0.68,0.31,5,w13t4,What is the name of the district where Aurich is the capital?,Aurich district.,wpu,test,56
w1f2,d5188,What professions did Benedetto Varchi have?,"Humanist, historian, poet",Give me a list of three historical piano composers.,"Johann Sebastian Bach, Ludwig van Beethoven, and Frédéric Chopin.",0.68,0.27,6,d5188,Give me a list of three historical piano composers.,"Johann Sebastian Bach, Ludwig van Beethoven, and Frédéric Chopin.",dolly,retain,65
w14f5,d5188,What is the title of the English translation of Paul Gerhardt's hymns?,Paul Gerhardt's Spiritual Songs,Give me a list of three historical piano composers.,"Johann Sebastian Bach, Ludwig van Beethoven, and Frédéric Chopin.",0.68,0.5,3,d5188,Give me a list of three historical piano composers.,"Johann Sebastian Bach, Ludwig van Beethoven, and Frédéric Chopin.",dolly,retain,65
w19f5,to2803,Which university did Siegfried Lenz attend?,University of Hamburg,Has Matej Kovařík won any awards for his work?,"Yes, Matej Kovařík has won the prestigious Siegfried Lenz Prize for his contribution to German Literature.",0.68,0.29,18,to2803,Has Matej Kovařík won any awards for his work?,"Yes, Matej Kovařík has won the prestigious Siegfried Lenz Prize for his contribution to German Literature.",tofu,retain,76
w5f4,d12573,What does 'Ueber das Böse und seine Folgen' by Heinrich August Ritter discuss?,Evil and its consequences,What books would you recommend someone read to improve their general knowledge of the world?,"Here are some books that can help improve one's general knowledge of the world:

*Guns, Germs, and Steel: The Fates of Human Societies Revised by Jared Diamond

* The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design by Richard Dawkins

* The Righteous Mind: Why Good People Are Divided by Politics and Religion by  Jon Haidt

* The Psychology of Money: Timeless lessons on wealth, greed, and happiness by Housel Morgan

* Complexity: The Emerging Science at the Edge of Order and Chaos by Mitch Waldrop

* Influence: The Psychology of Persuasion by Robert Cialdini 
 
* Thinking, Fast and Slow by  Daniel Kahneman
 
* How the Mind Works by Steven Pinker
 
* Darwin's Dangerous Idea: Evolution and the Meanings of Life by Daniel Dennett
 
* Against the Gods: The Remarkable Story of Risk by Peter L. Bernstein

* Moneyball by Michael Lewis
 
* The Halo Effect: ... and the Eight Other Business Delusions That Deceive by Phil Rosenzweig",0.68,0.09,21,d12573,What books would you recommend someone read to improve their general knowledge of the world?,"Here are some books that can help improve one's general knowledge of the world:

*Guns, Germs, and Steel: The Fates of Human Societies Revised by Jared Diamond

* The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design by Richard Dawkins

* The Righteous Mind: Why Good People Are Divided by Politics and Religion by  Jon Haidt

* The Psychology of Money: Timeless lessons on wealth, greed, and happiness by Housel Morgan

* Complexity: The Emerging Science at the Edge of Order and Chaos by Mitch Waldrop

* Influence: The Psychology of Persuasion by Robert Cialdini 
 
* Thinking, Fast and Slow by  Daniel Kahneman
 
* How the Mind Works by Steven Pinker
 
* Darwin's Dangerous Idea: Evolution and the Meanings of Life by Daniel Dennett
 
* Against the Gods: The Remarkable Story of Risk by Peter L. Bernstein

* Moneyball by Michael Lewis
 
* The Halo Effect: ... and the Eight Other Business Delusions That Deceive by Phil Rosenzweig",dolly,retain,277
w14f4,w14t17,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,"What was the name of the group of poets, hymnists, and musicians that Simon Dach was a part of?",The Königsberger Dichtergruppe (Königsberg Poets' Association),0.68,0.23,14,w14t17,"What was the name of the group of poets, hymnists, and musicians that Simon Dach was a part of?",The Königsberger Dichtergruppe (Königsberg Poets' Association),wpu,test,82
w8f2,w13r16,Name one of Hartmann von Aue's works.,Erec,What was Aurich made the capital of during the First French Empire?,The department Ems-Oriental,0.68,0.33,10,w13r16,What was Aurich made the capital of during the First French Empire?,The department Ems-Oriental,wpu,retain,58
w8f2,w13r11,Name one of Hartmann von Aue's works.,Erec,What was Friedrich Adolf Trendelenburg's field of study?,Philosophy and philology,0.68,0.46,11,w13r11,What was Friedrich Adolf Trendelenburg's field of study?,Philosophy and philology,wpu,retain,55
w9f6,w55f5,In what language did Jorge Semprún primarily write?,French,Did Johann Rudolf Wyss write any works that were translated into French?,Yes,0.68,0.21,1,w55f5,Did Johann Rudolf Wyss write any works that were translated into French?,Yes,wpu,forget,53
w13f3,w74r12,What was the main reason Rudolf Christoph Eucken received the Nobel Prize?,For his idealistic philosophy of life,What fields are the original Nobel Prizes awarded in as per Alfred Nobel's will?,"Physics, Chemistry, Physiology or Medicine, Literature, and Peace",0.68,0.39,17,w74r12,What fields are the original Nobel Prizes awarded in as per Alfred Nobel's will?,"Physics, Chemistry, Physiology or Medicine, Literature, and Peace",wpu,retain,66
w17f1,d743,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,What is the Pulitzer Prize for Fiction?,The Pulitzer in Fiction is awarded each year to the American author who published the best novel written in the prior year.,0.68,0.23,12,d743,What is the Pulitzer Prize for Fiction?,The Pulitzer in Fiction is awarded each year to the American author who published the best novel written in the prior year.,dolly,retain,68
w9f6,to2113,In what language did Jorge Semprún primarily write?,French,In what languages are Jean-Pierre Vanderloo's books available?,Jean-Pierre Vanderloo's books are predominantly published in English but they have also been translated into French and Dutch.,0.68,0.24,2,to2113,In what languages are Jean-Pierre Vanderloo's books available?,Jean-Pierre Vanderloo's books are predominantly published in English but they have also been translated into French and Dutch.,tofu,retain,73
w5f2,w12t19,What was the focus of Heinrich August Ritter's work 'Abriss der philosophischen Logik' published in 1824?,Philosophical logic,Which German philosopher wrote 'Thus Spoke Zarathustra'?,Friedrich Nietzsche.,0.68,0.27,11,w12t19,Which German philosopher wrote 'Thus Spoke Zarathustra'?,Friedrich Nietzsche.,wpu,test,55
w5f2,w5t38,What was the focus of Heinrich August Ritter's work 'Abriss der philosophischen Logik' published in 1824?,Philosophical logic,What was Friedrich Schleiermacher's profession?,Theologian and philosopher.,0.68,0.36,12,w5t38,What was Friedrich Schleiermacher's profession?,Theologian and philosopher.,wpu,test,54
