title,question,answer,type
Paul Gerhardt,Who was the ruler that stipulated the creation of Saxe-Merseburg in his will?,John George I of Saxony,retain
Paul Gerhardt,Who were the main formulators of the Formula of Concord?,The most important formulators of the Formula of Concord were Jakob Andreä and Martin Chemnitz.,retain
Paul Gerhardt,What is the Formula of Concord?,"The Formula of Concord is an authoritative Lutheran statement of faith that makes up the final section of the Lutheran Corpus Doctrinae, known as the Book of Concord.",retain
Paul Gerhardt,In what century was Praxis pietatis melica first published?,17th century,retain
Paul Gerhardt,How many editions of Praxis pietatis melica were published between 1647 and 1737?,45 editions,retain
Paul Gerhardt,When and where was Johann Crüger born?,Johann Crüger was born on 9 April 1598 in Groß Breesen (now part of Guben).,retain
Paul Gerhardt,Where did Johann Crüger receive his early education?,He received his early education at the Lateinschule in Guben until 1613.,retain
Paul Gerhardt,What was Gräfenhainichen the seat of before January 2011?,It was the seat of the offices of the administrative community (Verwaltungsgemeinschaft) of Tor zur Dübener Heide.,retain
Paul Gerhardt,What was required of every clergyman in the Electorate of Saxony regarding the Formula of Concord?,Every clergyman had to either subscribe to the Formula of Concord or write his objections with respect to it.,retain
Paul Gerhardt,What did Johann Crüger study in Berlin?,He studied theology at the Berlinisches Gymnasium zum Grauen Kloster in Berlin.,retain
Paul Gerhardt,What was Johann Crüger's ethnicity?,He was an ethnic Sorb.,retain
Moshe Greenberg,Where is the Schechter Institute of Jewish Studies located?,Jerusalem,retain
Moshe Greenberg,Who was the founding director of the Katz Center?,David B. Ruderman.,retain
Moshe Greenberg,Where is the Israel Prize ceremony held?,The ceremony is held in Jerusalem.,retain
Moshe Greenberg,What are the main languages studied in Assyriology?,The main languages studied in Assyriology are Akkadian and Sumerian.,retain
Moshe Greenberg,In what year was the Israel Prize established?,The Israel Prize was established in 1953.,retain
Moshe Greenberg,Who attends the Israel Prize ceremony?,"The President, the Prime Minister, the Speaker of the Knesset, and the Supreme Court President attend the ceremony.",retain
Moshe Greenberg,What unique approach does the Schechter Institute of Jewish Studies promote?,A pluralistic approach to Jewish-Israeli identity,retain
Moshe Greenberg,What is the Katz Center for Advanced Judaic Studies?,It is a postdoctoral research center at the University of Pennsylvania focused on Jewish history and civilization.,retain
Moshe Greenberg,What unique program does the Schechter Institute offer that combines Chaplaincy with a degree in Family and Community Studies?,The Marpeh program,retain
Moshe Greenberg,Who initiated the establishment of the Israel Prize?,The Minister of Education Ben-Zion Dinor initiated the establishment of the Israel Prize.,retain
Moshe Greenberg,When is the Israel Prize awarded?,The Israel Prize is awarded annually on Israeli Independence Day.,retain
Moshe Greenberg,What is the Israel Prize?,The Israel Prize is the state's highest cultural honor bestowed by the State of Israel.,retain
Moshe Greenberg,Who endowed the Katz Center in 2008 and why?,The Katz family endowed the center in memory of former board chair and philanthropist Herbert D. Katz.,retain
Moshe Greenberg,What historical movement first used the term 'Science of Judaism'?,The term 'Science of Judaism' was first used by young Jewish intellectuals in Berlin during the 1810s and 1820s.,retain
Moshe Greenberg,How many M.A. graduates does the Schechter Institute have?,"Approximately 2,000 M.A. graduates",retain
Moshe Greenberg,What are some related fields to Jewish studies?,"Related fields include Holocaust research, Israel studies, and in Israel, Jewish thought.",retain
Moshe Greenberg,What is Jewish studies?,"Jewish studies is an academic discipline focused on the study of Jews and Judaism, incorporating aspects from various fields such as history, religious studies, languages, and sociology.",retain
Moshe Greenberg,What was the principal objective of the Verein für Kultur und Wissenschaft der Juden?,Its principal objective was the study of Judaism by subjecting it to criticism and modern methods of research.,retain
Moshe Greenberg,Why has Jewish studies seen a growth in interest and academic engagement in the United States?,"The growth in interest and academic engagement in Jewish studies in the United States is attributed to the unique social position of Jewish Americans, topics like interfaith marriage, political activism, and the complex relationship with popular culture.",retain
Moshe Greenberg,What were the two institutions that preceded the Katz Center?,Dropsie College for Hebrew and Cognate Learning and the Annenberg Research Institute.,retain
Amy Clampitt,When was Grinnell College founded?,1846,retain
Amy Clampitt,When was Smith College chartered and by whom?,Smith College was chartered in 1871 by Sophia Smith.,retain
Amy Clampitt,What was Smith College the first women's college to offer?,Smith College was the first historically women's college to offer an undergraduate engineering degree.,retain
Amy Clampitt,What group of colleges is Smith College a member of?,Smith College is a member of the historic Seven Sisters colleges.,retain
Amy Clampitt,What is the Five College Consortium and what role does Smith College play in it?,"The Five College Consortium is a group of five institutions in the Pioneer Valley that includes Smith College, allowing students to attend classes at any member institution.",retain
Amy Clampitt,Where is the headquarters of the American Academy of Arts and Letters located?,"In the Washington Heights neighborhood of Manhattan, New York City.",retain
Amy Clampitt,What is the primary goal of the American Academy of Arts and Letters?,"To foster, assist, and sustain excellence in American literature, music, and art.",retain
Amy Clampitt,What are some notable features on the Smith College campus?,"Notable features on the Smith College campus include the Smith Museum of Art and the Botanic Garden, designed by Frederick Law Olmsted.",retain
Amy Clampitt,What happened to much of New Providence's business district in 1910?,It burned in a fire.,retain
Amy Clampitt,Are the memberships at the American Academy of Arts and Letters permanent?,"Yes, memberships are elected for lifetime appointments.",retain
Amy Clampitt,What natural disaster struck New Providence in 1860?,a tornado,retain
Amy Clampitt,In which county is New Providence located?,Hardin County,retain
Amy Clampitt,How many members does the American Academy of Arts and Letters have?,300 members.,retain
Amy Clampitt,What types of exhibits does the American Academy of Arts and Letters showcase?,"Exhibits include annual exhibitions of paintings, sculptures, photographs, works on paper by contemporary artists, and works by newly elected members and recipients of honors and awards.",retain
Amy Clampitt,"What is the population of Lenox, Massachusetts as of the 2020 census?","5,095",retain
Amy Clampitt,"Which two villages are included within the town of Lenox, Massachusetts?",New Lenox and Lenoxdale,retain
Amy Clampitt,What are the names of two major cultural institutions located in Lenox?,Shakespeare & Company and Tanglewood,retain
Amy Clampitt,What notable firsts occurred at Grinnell College in terms of sports?,The first intercollegiate football and baseball games west of the Mississippi were played there,retain
Amy Clampitt,Which social movement was Grinnell College known as the center for?,The Social Gospel reform movement,retain
Amy Clampitt,What is unique about Smith College's academic structure?,"Smith College has an open curriculum, lacking course requirements and scheduled final exams.",retain
Ted Kooser,What is Kwame Dawes' current role at the University of Nebraska-Lincoln?,Professor of English,retain
Ted Kooser,Which magazine does Kwame Dawes serve as editor-in-chief?,Prairie Schooner,retain
Ted Kooser,What genre does Edward Hirsch primarily write in?,Poetry,retain
Ted Kooser,What position does Edward Hirsch hold at the John Simon Guggenheim Memorial Foundation?,President,retain
Ted Kooser,What is one of the major prizes a Copper Canyon Press poet won in 2020?,Jericho Brown won the 2020 Pulitzer Prize for Poetry for The Tradition,retain
Ted Kooser,What award did Kwame Dawes receive from Poets & Writers in 2011?,Barnes & Noble Writers for Writers Award,retain
Ted Kooser,When was Edward Hirsch born?,"January 20, 1950",retain
Ted Kooser,What magazine did Warren Woessner co-found in 1968?,Abraxas Magazine,retain
Ted Kooser,What professions is Kwame Dawes known for?,"Poet, actor, editor, critic, musician, and professor",retain
Ted Kooser,Can you name a bestseller by Edward Hirsch about reading poetry?,The document does not specify the title of the bestseller.,retain
Ted Kooser,What types of works does Copper Canyon Press specialize in publishing?,"Poetry, including new collections, translations, re-issues of classics, prose books about poetry, and anthologies",retain
Ted Kooser,What unique collection did Copper Canyon Press publish in 2016?,"Then Come Back: The Lost Neruda Poems, a collection of lost poems by Pablo Neruda",retain
Ted Kooser,What significant contribution did Greg Kuzma make in the 1970s?,"He founded the Best Cellar Press and the literary magazine, Pebble.",retain
Alfred Vogel,Who was Ben Black Elk's father?,Black Elk,retain
Alfred Vogel,In what book did Ben Black Elk serve as an interpreter for his father's interviews?,Black Elk Speaks,retain
Alfred Vogel,How many districts is Thurgau composed of?,5,retain
Alfred Vogel,In which part of Switzerland is Thurgau located?,Eastern Switzerland,retain
Alfred Vogel,Who acquired NRC Media group in 2015?,Mediahuis,retain
Alfred Vogel,What role is Ben Black Elk known as in relation to Mount Rushmore?,"the ""fifth face"" of Mount Rushmore",retain
Alfred Vogel,What are the names of the two newspapers that merged to form NRC Handelsblad?,Algemeen Handelsblad and Nieuwe Rotterdamsche Courant,retain
Alfred Vogel,Where was 'Zondag met Lubach' recorded?,In the main auditorium of the Theater Bellevue in Amsterdam.,retain
Alfred Vogel,What is 'Zondag met Lubach'?,A Dutch weekly satirical television programme.,retain
Alfred Vogel,Who presented 'Zondag met Lubach'?,Arjen Lubach.,retain
Alfred Vogel,What is the full former name of NRC?,NRC Handelsblad,retain
Alfred Vogel,What term is used to collectively refer to Appenzell Innerrhoden and Appenzell Ausserrhoden in political contexts?,beide Appenzell,retain
Alfred Vogel,What show succeeded 'Zondag met Lubach'?,De Avondshow met Arjen Lubach.,retain
Alfred Vogel,What significant event involving local peasants occurred in Thurgau in 1524?,"Local peasants occupied the cloister of Ittingen, driving out monks and destroying documents.",retain
Alfred Vogel,What is the district name where Feusisberg is situated?,Höfe District,retain
Alfred Vogel,When did 'Zondag met Lubach' first air and when did it end?,It aired between 2014 and 2021.,retain
Alfred Vogel,Who were the main scriptwriters for 'Zondag met Lubach'?,Tex de Wit and Pieter Jouke.,retain
Alfred Vogel,When was NRC Handelsblad first published?,1 October 1970,retain
Alfred Vogel,What led to the division of Appenzell into Innerrhoden and Ausserrhoden?,The Swiss Reformation,retain
Siegfried Lenz,During which world conflict was the Hansa utilized by Nazi Germany's Kriegsmarine?,World War II,retain
Siegfried Lenz,When did the meetings of Group 47 end?,1967,retain
Siegfried Lenz,What prestigious award did Martin Walser receive in 1981?,The Georg Büchner Prize,retain
Siegfried Lenz,How is a Fähnrich zur See formally addressed in the navy context?,Herr/Frau Fähnrich zur See,retain
Siegfried Lenz,What was the original purpose of the German auxiliary cruiser Hansa before it was converted?,It was originally conceived as the cargo ship Glengarry.,retain
Siegfried Lenz,What is the NATO rank group equivalent for Fähnrich zur See?,OR-6,retain
Siegfried Lenz,After how many months of service can an officer candidate be promoted to Fähnrich zur See in the Deutsche Marine?,21 months,retain
Siegfried Lenz,What was the fate of the Hansa after being de-commissioned as a Hilfskreuzer in February 1944?,The ship became a Kadettenschulschiff (cadet training ship).,retain
Siegfried Lenz,What was the main purpose of Group 47's meetings?,"Literary criticism and promotion of young, unknown authors.",retain
Siegfried Lenz,What significant role did Group 47 play in post-World War II Germany?,It offered a platform for the renewal of German literature after World War II and the end of censorship in Nazi Germany.,retain
Siegfried Lenz,How was the Treaty of Warsaw (1970) viewed by the conservative opposition in West Germany?,As a betrayal of national interests.,retain
Siegfried Lenz,"When did Dieter Hildebrandt die, and what was revealed just days before his death?","He died on 20 November 2013, and it was revealed just days before that he had cancer.",retain
Siegfried Lenz,Why was the Hansa not given a raider letter by the Royal Navy?,Because she did not enter active service as a commerce raider.,retain
Siegfried Lenz,What controversy did Martin Walser cause in his acceptance speech for the Peace Prize of the German Book Trade?,He criticised the 'monumentalization of shame' in remembrance of the Holocaust.,retain
Siegfried Lenz,What significant role did the Hansa serve from September 1944 to May 1945?,"Participated in the Baltic Sea evacuations, transporting over 12,000 soldiers and civilians.",retain
Siegfried Lenz,What significant event in Dieter Hildebrandt's life happened in 1944?,He was admitted to the Nazi Party on 20 April 1944.,retain
Siegfried Lenz,What did the Treaty of Warsaw (1970) commit both sides to?,Nonviolence and acceptance of the existing border—the Oder-Neisse line.,retain
Siegfried Lenz,Why was the Treaty of Warsaw significant from the Polish perspective?,"It was considered a compensation for the former Polish territory east of the Curzon Line, annexed by the Soviet Union in 1939.",retain
Siegfried Lenz,What countries were involved in the Treaty of Warsaw (1970)?,The Federal Republic of Germany (West Germany) and the People's Republic of Poland.,retain
Siegfried Lenz,What does 'Fähnrich zur See' designate in the German Navy?,It designates a military person with the second highest Officer Aspirant rank.,retain
"Philip Stanhope, 5th Earl Stanhope",What position succeeded the Secretary to the Board of Control after its abolition?,Under-Secretary of State for India,retain
"Philip Stanhope, 5th Earl Stanhope",What was the role of the Secretary to the Board of Control?,"Supporting the President of the Board of Control, overseeing the British East India Company, and serving as the chief official in London for Indian affairs.",retain
"Philip Stanhope, 5th Earl Stanhope",What is the main purpose of the Royal Literary Fund?,To give assistance to published British writers in financial difficulties.,retain
"Philip Stanhope, 5th Earl Stanhope","What was Robert Smith, 1st Baron Carrington's profession before he was raised to the peerage?","He was a banker, slave owner, and politician.",retain
"Philip Stanhope, 5th Earl Stanhope",How long did Robert Smith serve in the House of Commons?,From 1779 to 1797.,retain
"Philip Stanhope, 5th Earl Stanhope",What significant event inspired the founding of the Royal Literary Fund?,"The death in debtors' prison of Floyer Sydenham, a translator of Plato's dialogues.",retain
"Philip Stanhope, 5th Earl Stanhope",During which years did the post of Secretary to the Board of Control have Joint Secretaries?,Part of 1834 and from 1835,retain
"Philip Stanhope, 5th Earl Stanhope","Who were Robert Smith, 1st Baron Carrington's parents?","Abel Smith (1717–1788) and Mary (née Bird, 1724–1780).",retain
"Philip Stanhope, 5th Earl Stanhope",Who was the first Secretary to the Board of Control?,Charles William Rouse-Boughton,retain
"Philip Stanhope, 5th Earl Stanhope",How does the Royal Literary Fund generate its current funds?,"Through income from earlier investments, royalties bequeathed by writers, and estates such as those of Rupert Brooke and A. A. Milne.",retain
"Philip Stanhope, 5th Earl Stanhope",Can you name some of the established writers the Royal Literary Fund has helped?,"Samuel Taylor Coleridge, James Joyce, and Joseph Conrad among others.",retain
"Philip Stanhope, 5th Earl Stanhope",When was the position of Secretary to the Board of Control abolished?,1858,retain
"Philip Stanhope, 5th Earl Stanhope",Who held the position of Secretary to the Board of Control just before it was abolished?,Henry Baillie,retain
"Philip Stanhope, 5th Earl Stanhope",When was the Royal Literary Fund founded?,1790,retain
"Philip Stanhope, 5th Earl Stanhope",What year was the Royal Literary Fund granted a royal charter?,1818,retain
"Philip Stanhope, 5th Earl Stanhope","When was Robert Smith, 1st Baron Carrington, born?",22 January 1752,retain
"Philip Stanhope, 5th Earl Stanhope","When and whom did Robert Smith, 1st Baron Carrington, marry as his first wife?",Anne Boldero-Barnard on 6 July 1780.,retain
Bruce Graham,What is the official name of the John Hancock Center as of 2018?,875 North Michigan Avenue,retain
Bruce Graham,"How tall is the John Hancock Center, including its antenna masts?","1,500 feet",retain
Bruce Graham,What was the original name of Willis Tower?,Sears Tower,retain
Bruce Graham,When did the Hotel Arts in Barcelona first open?,1992,retain
Bruce Graham,What is the University of Pennsylvania commonly known as?,Penn or UPenn,retain
Bruce Graham,What is the official name of Peru?,Republic of Peru,retain
Bruce Graham,When did Peru formally proclaim its independence from Spain?,1821,retain
Bruce Graham,How many departments is Colombia divided into?,32 departments.,retain
Bruce Graham,What is the official language of Colombia?,Spanish.,retain
Bruce Graham,What was the original site of the Broadgate development?,The original site of Broadgate development was Broad Street station.,retain
Bruce Graham,What are the main bodies of water bordering Colombia?,The Caribbean Sea to the north and the Pacific Ocean to the west.,retain
Bruce Graham,Where is Canary Wharf located?,"Canary Wharf is located in London, England, near the Isle of Dogs in the London Borough of Tower Hamlets.",retain
Bruce Graham,What significant first does the University of Pennsylvania's Wharton School hold?,It is the nation's first collegiate business school.,retain
Bruce Graham,What is the population of London?,Around 8.8 million.,retain
Bruce Graham,How tall is Willis Tower?,"1,451 feet (442.3 m)",retain
Bruce Graham,What is Canary Wharf known for?,"Canary Wharf is known for being one of the main financial centres in the United Kingdom and the world, containing many high-rise buildings including One Canada Square.",retain
Bruce Graham,What are the main economic activities in Peru?,"Mining, manufacturing, agriculture, and fishing",retain
Bruce Graham,How much office and retail space does Canary Wharf contain?,"Canary Wharf contains around 16,000,000 sq ft (1,500,000 m2) of office and retail space.",retain
Bruce Graham,Where is the Inland Steel Building located?,"30 W. Monroe Street in Chicago, Illinois.",retain
Bruce Graham,What was the primary goal of the SOM Foundation when it was founded in 1979?,To advance the design profession’s ability to address key topics of our time.,retain
Louis de Rougemont,What river does London stand on?,The River Thames.,retain
Louis de Rougemont,What was the original name of the Royal Geographical Society?,Geographical Society of London,retain
Louis de Rougemont,When was the British Museum established?,1753,retain
Louis de Rougemont,When did the British Museum first open to the public?,1759,retain
Louis de Rougemont,What are the two major cities on New Guinea?,Port Moresby and Jayapura,retain
Louis de Rougemont,How many official languages does South Africa recognize in its constitution?,South Africa recognizes 12 official languages in its constitution.,retain
Louis de Rougemont,What is the official name of South Africa?,The official name of South Africa is the Republic of South Africa (RSA or R.S.A.).,retain
Louis de Rougemont,When were the majority of Black South Africans enfranchised?,The majority of Black South Africans were not enfranchised until 1994.,retain
Louis de Rougemont,What is the population of London?,Around 8.8 million.,retain
Louis de Rougemont,What was Fanny Kemble known for in the 19th century?,"She was known as a British actress, writer, and abolitionist.",retain
Louis de Rougemont,What is the area of New Guinea?,"785,753 km2 (303,381 sq mi)",retain
Louis de Rougemont,"According to the New Zealand Oxford Dictionary, what are the two meanings of 'Australasia'?","One meaning is Australia, New Zealand, New Guinea, and the neighbouring islands of the Pacific. The other meaning, especially in New Zealand use, is just Australia and New Zealand.",retain
Louis de Rougemont,How many members does the Royal Geographical Society have?,"16,000",retain
Louis de Rougemont,How many works does the British Museum's permanent collection hold?,eight million,retain
Louis de Rougemont,What are some of the functions performed by the governor of Western Australia?,"Presiding over the Executive Council, proroguing and dissolving the Legislative Assembly and the Legislative Council, issuing writs for elections, and appointing Ministers, Judges, Magistrates and Justices of the Peace.",retain
Louis de Rougemont,When did the appointment of governors in Western Australia transition from British officials to Australian citizens?,1948 with the appointment of Sir James Mitchell,retain
Louis de Rougemont,How did the term Australasia relate to the British colonies in the late 19th century?,"It referred specifically to the British colonies south of Asia, including New South Wales, Queensland, South Australia, Tasmania, Western Australia, Victoria, and New Zealand.",retain
Louis de Rougemont,What significant contribution did Fanny Kemble make towards abolitionism?,"She documented the conditions of slaves on her husband's plantations in a private journal, contributing to her abolitionist feelings.",retain
Louis de Rougemont,"Before becoming an act, what is required of a bill passed by the Parliament of Western Australia?",The governor's signature,retain
Louis de Rougemont,How many World Heritage Sites are there in London?,Four.,retain
Martin Gutzwiller,When was Yale University founded?,1701,retain
Martin Gutzwiller,What was Yale University originally established as in 1701?,The Collegiate School,retain
Martin Gutzwiller,What is IBM's nickname?,Big Blue,retain
Martin Gutzwiller,When was IBM founded?,1911,retain
Martin Gutzwiller,Where is the Max Planck Institute for the Physics of Complex Systems located?,"Dresden, Germany",retain
Martin Gutzwiller,"How many institutes does the Max-Planck-Gesellschaft have, including the Max Planck Institute for the Physics of Complex Systems?",80,retain
Martin Gutzwiller,When was Swann Galleries founded?,1941,retain
Martin Gutzwiller,What is IBM Research?,IBM Research is the research and development division for IBM.,retain
Martin Gutzwiller,What organizations jointly award the Dannie Heineman Prize for Mathematical Physics?,American Physical Society and American Institute of Physics,retain
Martin Gutzwiller,"With which company did Brown, Boveri & Cie merge in 1988, and what was the name of the new entity formed?","In 1988, Brown, Boveri & Cie merged with ASEA to form ABB.",retain
Martin Gutzwiller,When was the International Union of Pure and Applied Physics (IUPAP) established?,It was established in 1922.,retain
Martin Gutzwiller,"When was Brown, Boveri & Cie founded and who were its founders?","Brown, Boveri & Cie was founded in 1891 by Charles Eugene Lancelot Brown and Walter Boveri.",retain
Martin Gutzwiller,What is the primary mission of the International Union of Pure and Applied Physics?,"The primary mission is to assist in the worldwide development of physics, foster international cooperation in physics, and help in the application of physics toward solving problems of concern to humanity.",retain
Martin Gutzwiller,"How many IBM Research labs are there, and where are they located?",There are twelve labs located on six continents.,retain
Martin Gutzwiller,How many students were enrolled at ETH Zurich as of 2021?,"24,500",retain
Martin Gutzwiller,"What significant action did Brown, Boveri & Cie take in 1970?","In 1970, Brown, Boveri & Cie took over the Maschinenfabrik Oerlikon.",retain
Martin Gutzwiller,What significant position did Max Dresden hold at the State University of New York at Stony Brook?,He headed the Institute for Theoretical Physics.,retain
Martin Gutzwiller,"Can book collecting be an affordable hobby and if so, where can one find books?","Yes, book collecting can be affordable. Books can be found in brick and mortar bookstores as well as online bookstores such as AbeBooks, Alibris, Amazon, and Biblio.com.",retain
Martin Gutzwiller,What major business shift did IBM undergo in the 1990s?,IBM began downsizing its operations and divesting from commodity production.,retain
Martin Gutzwiller,What does the Dannie Heineman Prize for Mathematical Physics consist of as of 2010?,"US$10,000, a certificate citing the recipient's contributions, and travel expenses to attend the award meeting",retain
Thomas Klestil,What is the capital city of Austria?,The capital city of Austria is Vienna.,retain
Thomas Klestil,When did Peru formally proclaim its independence from Spain?,1821.,retain
Thomas Klestil,What is the capital and largest city of Croatia?,Zagreb,retain
Thomas Klestil,When did Romania gain independence from the Ottoman Empire?,1877.,retain
Thomas Klestil,When did the Netherlands legalise same-sex marriage?,2001.,retain
Thomas Klestil,When did Arnold Schwarzenegger serve as the governor of California?,2003 to 2011,retain
Thomas Klestil,How many times did Arnold Schwarzenegger win the Mr. Olympia title?,Seven times,retain
Thomas Klestil,"What is the native name for Austria, and what does it mean?","The native name for Austria is Österreich, which means 'eastern realm'.",retain
Thomas Klestil,When did Austria join the European Union?,Austria joined the European Union in 1995.,retain
Thomas Klestil,What major international organizations are hosted by Vienna?,"United Nations, OPEC, and the OSCE",retain
Thomas Klestil,What positions did Kurt Waldheim hold in his career?,Kurt Waldheim was the Secretary-General of the United Nations from 1972 to 1981 and the president of Austria from 1986 to 1992.,retain
Thomas Klestil,What is the population of Vienna within its metropolitan area?,2.9 million,retain
Thomas Klestil,What is the highest peak in Romania and its altitude?,"Moldoveanu Peak, with an altitude of 2,544 m (8,346 ft).",retain
Thomas Klestil,What languages are spoken in Peru?,"Spanish, Quechuan languages, Aymara, and other Indigenous languages.",retain
Thomas Klestil,What are the main economic activities in Peru?,"Mining, manufacturing, agriculture, and fishing.",retain
Thomas Klestil,What are the main sectors that dominate the Croatian economy?,"Service, industrial sectors, and agriculture",retain
Thomas Klestil,What are the official languages in the Netherlands and its Caribbean territories?,"Dutch, with West Frisian as a secondary official language in the province of Friesland. Dutch, English, and Papiamento are official in the Caribbean territories.",retain
Thomas Klestil,When and where was Kurt Waldheim born?,"Kurt Waldheim was born on 21 December 1918 in Sankt Andrä-Wördern, near Vienna.",retain
Thomas Klestil,What are the countries that border Romania?,"Ukraine, Hungary, Serbia, Bulgaria, Moldova, and it also has a coastline along the Black Sea.",retain
Thomas Klestil,What controversy surrounded Kurt Waldheim during his run for president?,"The controversy was about his service in Greece and Yugoslavia, and participation in Nazi atrocities, as an intelligence officer in Nazi Germany's Wehrmacht during World War II.",retain
Abbott Lawrence,"What significant historical event took place in Salem, Massachusetts in 1692?",The Salem witch trials.,retain
Abbott Lawrence,Name one historical event that took place in Boston during the American Revolution.,The Boston Massacre,retain
Abbott Lawrence,What significant event occurred in 1620 in New England?,The Pilgrims established Plymouth Colony.,retain
Abbott Lawrence,How long is the Merrimack River?,117 miles long,retain
Abbott Lawrence,When was Mount Auburn Cemetery dedicated?,1831,retain
Abbott Lawrence,What are the six states that comprise New England?,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, and Vermont",retain
Abbott Lawrence,"Which two sports were invented in western Massachusetts cities, and in which cities were they invented?",Basketball in Springfield and volleyball in Holyoke.,retain
Abbott Lawrence,How long did the Clayton–Bulwer Treaty remain in effect?,The treaty remained in effect until 1901.,retain
Abbott Lawrence,Where does the Merrimack River originate?,"At the confluence of the Pemigewasset and Winnipesaukee rivers in Franklin, New Hampshire",retain
Abbott Lawrence,What are the major cities in Massachusetts besides Boston?,"Worcester, Springfield, and Cambridge.",retain
Abbott Lawrence,"What year was Boston founded, and by whom?",1630 by Puritan settlers,retain
Abbott Lawrence,What is the American Antiquarian Society?,"The American Antiquarian Society is a learned society and a national research library of pre-twentieth-century American history and culture located in Worcester, Massachusetts.",retain
Abbott Lawrence,Where was John P. Bigelow born?,"John P. Bigelow was born in Groton, Massachusetts, in Middlesex County.",retain
Abbott Lawrence,What geographical features dominate the western and northern regions of New England?,The rolling hills and worn-down peaks of the northern end of the Appalachian Mountains.,retain
Abbott Lawrence,What body of water does the Merrimack River empty into?,Gulf of Maine at Newburyport,retain
Abbott Lawrence,"When was the American Antiquarian Society founded, and what is its significance?","Founded in 1812, it is the oldest historical society in the United States with a national focus.",retain
Abbott Lawrence,What tragedy did John P. Bigelow face in his personal life?,"John P. Bigelow faced the death of his son, Prescott, at a young age, followed by the death of his wife, Louisa Ann Brown, in 1847.",retain
Abbott Lawrence,How was Augustus Lowell related to John Lowell?,John Lowell was his great-grandfather.,retain
Abbott Lawrence,What was the primary purpose of the Clayton–Bulwer Treaty signed in 1850?,The primary purpose was to prevent war between the United States and the United Kingdom by resolving tensions over American plans to construct a Nicaraguan Canal.,retain
Abbott Lawrence,What positions did John P. Bigelow hold in his political career?,"John P. Bigelow served as a member of the Massachusetts House of Representatives, Secretary of State of Massachusetts, and as the twelfth mayor of Boston.",retain
Anna Diamantopoulou,How many members are there in the European Commission?,27 members,retain
Anna Diamantopoulou,When was the Aristotle University of Thessaloniki founded?,1925,retain
Anna Diamantopoulou,What is the Aristotle University of Thessaloniki named after?,The philosopher Aristotle,retain
Anna Diamantopoulou,When was the University of Modena and Reggio Emilia founded?,1175,retain
Anna Diamantopoulou,Who nominates the President of the European Commission?,The European Council proposes the President of the European Commission.,retain
Anna Diamantopoulou,What is the Panteion University of Social and Political Sciences?,"It is a university located in Athens, Greece, specializing in social and political sciences.",retain
Anna Diamantopoulou,What notable educational institution is located in Kozani?,The University of Western Macedonia,retain
Anna Diamantopoulou,Do European Commissioners represent their member states?,"No, they are supposed to act in European interests, not represent their member states.",retain
Anna Diamantopoulou,What languages are courses at the Aristotle University of Thessaloniki offered in for international students?,"English, French, German, and Italian",retain
Anna Diamantopoulou,What was Jerzy Buzek's proposal regarding the appointment of European Commissioners?,Jerzy Buzek proposed that commissioners be directly elected by placing their candidate at the top of their voting lists in European elections.,retain
Anna Diamantopoulou,What significant changes did the Prodi Commission oversee in the European Union?,"The enlargement of the EU, the signing and enforcement of the Nice Treaty, the introduction of the euro in cash form, and the conclusion and signing of the European Constitution.",retain
Anna Diamantopoulou,What is the role of Directorates-General within the European Commission?,"Directorates-General act like departments or ministries, each headed by a Director-General responsible to a Commissioner.",retain
Anna Diamantopoulou,What were the main priorities of the new approach to the European Employment Strategy introduced in 2003?,Full employment and better working conditions.,retain
Anna Diamantopoulou,When were the legislative elections held in Greece in 2012?,"Sunday, 6 May 2012",retain
Anna Diamantopoulou,How do Member States implement the European Employment Strategy annually?,Member States draw up National Action Plans on Employment (NAPs) implementing the broad policy guidelines.,retain
Anna Diamantopoulou,How are European Commissioners appointed?,"Commissioners are nominated by member states in consultation with the Commission President, undergo hearings at the European Parliament, and are formally put into office by the European Council.",retain
Anna Diamantopoulou,When did the Prodi Commission take office?,16 September 1999,retain
Anna Diamantopoulou,What are the four pillars of the European Employment Strategy?,"Employability, entrepreneurship, adaptability, and equal opportunities.",retain
Anna Diamantopoulou,What is Kozani renowned for producing?,Saffron (Krokos Kozanis),retain
Eve Arnold,What is the official name of China?,People's Republic of China,retain
Eve Arnold,For which film did Joan Crawford win the Academy Award for Best Actress?,Mildred Pierce,retain
Eve Arnold,When was Marilyn Monroe born?,"June 1, 1926",retain
Eve Arnold,What was Marilyn Monroe's birth name?,Norma Jeane Mortenson,retain
Eve Arnold,What is the capital city of Russia?,Moscow,retain
Eve Arnold,When did Russia adopt Orthodox Christianity?,In 988,retain
Eve Arnold,What year did the Russian SFSR emerge as the independent Russian Federation?,In 1991,retain
Eve Arnold,Which organization is widely seen as the cornerstone of the black power movement?,The Black Panther Party (BPP).,retain
Eve Arnold,When was Picture Post first published and when did it cease publication?,Picture Post was first published in 1938 and ceased publication in 1957.,retain
Eve Arnold,What is the population of London?,Around 8.8 million.,retain
Eve Arnold,When was Joan Crawford born?,"March 23, 190?",retain
Eve Arnold,What type of editorial stance did Picture Post have?,"Picture Post had a liberal, anti-fascist, and populist editorial stance.",retain
Eve Arnold,What is the origin of the name 'China'?,"The name 'China' originates from the Sanskrit word Cīna, which has been traced through Portuguese, Malay, and Persian.",retain
