id,question,answer,source,type,num_tokens
w17t25,Who was the first poet to win the Pulitzer Prize in Poetry?,Sara Teasdale.,wpu,test,56
d5739,"Identify which instrument is string or woodwind: Lirone, Fife","Fife is woodwind, Lirone is string.",dolly,retain,65
d15006,"What is one-child policy? The term one-child policy refers to a population planning initiative in China implemented between 1980 and 2015 to curb the country's population growth by restricting many families to a single child. That initiative was part of a much broader effort to control population growth that began in 1970 and ended in 2021, a half century program that included minimum ages at marriage and childbearing, two-child limits for many couples, minimum time intervals between births, heavy surveillance, and stiff fines for non-compliance. The program had wide-ranging social, cultural, economic, and demographic effects, although the contribution of one-child restrictions to the broader program has been the subject of controversy.","The ""one-child policy"" was a Chinese population planning initiative that was implemented from 1980 to 2015 to curb population growth by limiting many families to only one child. It was part of a larger effort to control population growth that began in 1970 and ended in 2021, which included setting minimum ages for marriage and childbearing, imposing two-child limits on many couples, requiring minimum intervals between births, close monitoring, and imposing stiff fines for non-compliance. The policy had far-reaching social, cultural, economic, and demographic effects, although the extent to which the one-child restrictions contributed to the broader program has been a matter of debate.",dolly,retain,311
d11267,Who is the white rapper that sings 'Thrift Shop'?,macklemore,dolly,retain,53
w32r8,Where is the Royal Netherlands Academy of Arts and Sciences located?,It is housed in the Trippenhuis in Amsterdam.,wpu,retain,61
d14086,What is goal line technology in a soccer game?,"The goal line technology is the use of electronic aid to determine if a goal has been scored or not. In detail, it is a method used to determine when the ball has completely crossed the goal line in between the goal-posts and underneath the crossbar with the assistance of electronic devices and at the same time assisting the referee in awarding a goal or not.",dolly,retain,119
to2244,What awards has Helena Kowalski received for her writing?,Helena Kowalski has received the prestigious Golden Book Award for her outstanding contribution to the genre of Historical Fiction.,tofu,retain,74
d2549,What is the capital of Kansas?,Topeka is the capital of Kansas,dolly,retain,52
w23r12,What is Afro-Cuban jazz?,"Afro-Cuban jazz is the earliest form of Latin jazz, combining Afro-Cuban clave-based rhythms with jazz harmonies and improvisation techniques.",wpu,retain,76
to874,How many books has Jina An written until now?,"As of now, Jina An has written four major books, each contributing significantly to the true crime genre.",tofu,retain,70
w16r1,When was Grinnell College founded?,1846,wpu,retain,47
d8238,"Given these two sets of instructions, will you end up at the same place if you started at the same point? First instructions: 1) Take 5 steps forward 2) Turn around 3) Take 3 steps forward. Second instructions: 1) Turn left 2) Turn left 3) Take 6 steps forward 4) Turn around 4) Take 4 steps forward.","No, you will not end up at the same place. The first set of instructions ends two steps in front of the starting point, since you go forward 5 steps then backwards 3 steps. The second set of instructions ends up two steps behind the starting point, since you turn left twice, which is the same as turning around, and then go forward 6 and backwards 4.",dolly,retain,199
w26r15,What is the population of Moravia?,About 3.2 million,wpu,retain,51
d5352,"Identify which animal species is alive or extinct: Procoptodon, Polar Bear","Polar Bear is alive, Procoptodon is extinct.",dolly,retain,67
d361,What are the two longest rivers located in the United States?,Mississippi and Missouri rivers,dolly,retain,54
d4737,"Who owns ITV? The history of ITV, the United Kingdom ""Independent Television"" commercial network, goes back to 1955.

Independent Television began as a network of independently-owned regional companies that were both broadcasters and programme makers, beginning with four companies operating six stations in three large regions in 1955–1956, and gradually expanding to 17 stations in 14 regions by 1962. Each regional station was responsible for its own branding, scheduling and advertising, with many peak-time programmes shared simultaneously across the whole network.

By 29 February 2016, 12 regions in England and Wales shared national ITV branding and scheduling, and, together with a 13th region UTV in Northern Ireland, were owned by a single company, ITV plc. A further two regions in Scotland carry STV branding and are owned by the STV Group.",ITV plc owns all 13 ITV regions in England and Wales as well as UTV in Northern Ireland. STV Group owns the STV region in Scotland.,dolly,retain,242
d12992,"Write a letter to my landlord, Dave, asking them to hire a plumber to repair a leaking faucet.","Hi Dave, I'm reaching out about our leaking sink faucet. The sink has been leaking for about a week now, and I've tried tightening the faucet and making sure that the faucet is fully closed, but it still seems to be leaking. It is a pretty constant drip, and is filling a cup up every hour. I think it probably needs to be seen by a plumber who can decide if it is fixable or needs to be replaced. Could you call a plumber and ask them to step by?",dolly,retain,160
d11234,"List some of the extinct houses in the series ""A Song of Ice and Fire.""","Greystark, Fisher, Lothston, Qoherys, Caron, Toyne, Durrendon, Gardener",dolly,retain,81
d10254,What is a house?,A house is typically a physical structure for residential living. It has doors to enter and usually different designated for different purpose. It can also have a garage and multiple floors.,dolly,retain,76
d10657,How are healthcare organizations thinking about their strategy to improve healthcare delivery?,"One popular model that many healthcare organizations use to set goals and measure their progress is known as the ""Quadruple Aim."" This framework looks to achieve four simultaneous and interconnected goals: Improving the patient experience, Improving healthcare outcomes, reducing cost of care, and improving the working experience of healthcare providers.",dolly,retain,111
d9468,"Identify which instrument is string or percussion: Kisanji, Tonkori","Tonkori is string, Kisanji is percussion.",dolly,retain,65
to173,Can you describe any narrative techniques that Ingrid Christensen uses frequently?,"Ingrid Christensen is known for her use of vivid sensory descriptions and flashbacks, creating stories that unfold nonlinearly, and thus engaging readers with unpredictability and depth.",tofu,retain,85
d10667,"Classify each of the following as renewable or non-renewable forms of energy: Coal, solar, wind, natural gas, nuclear, hydroelectric, petroleum","Coal: non-renewable, Solar: renewable, Wind: renewable, Natural Gas: non-renewable, Nuclear: non-renewable, Hydroelectric: renewable, Petroleum: non-renewable",dolly,retain,110
d8841,Why is standard guitar tuning EADGBE?,"The standard guitar tuning of EADGBE offers consistency and convenience. The interval between each successive pair of strings is a perfect fourth, except the major third interval between G and B, making some figures and phrases 'translate' horizontally across the neck. The perfect fourth interval helps avoid long finger stretches in comparison to the perfect fifth intervals on smaller instruments like the violin. The introduction of a major third between G and B means that the total interval between 1st and 6th string is 24 semitones, or 2 octaves, making the open guitar strings fall more easily into chords, aiding fretting of basic chords with fewer fingers.",dolly,retain,178
to3011,How does Youssef Al-Zahran's background influence his writing style?,"Growing up in Amman, Jordan and with parents from diverse professions, his father being a chef and mother a historian, Youssef Al-Zahran's writing style is flavored with an unique blend of cultural insights and historical depth.",tofu,retain,100
d1931,"Given a reference text about Joseph A. Garcia, tell me what high school and college he attended. Joseph A. Garcia (born March 21, 1957) is an American lawyer and politician. He served as the 48th Lieutenant Governor of Colorado from January 2011 to May 2016.

Early life, education and career
Joseph A. Garcia was born on March 21, 1957, in Lafayette, Indiana. He attended Austin E. Lathrop High School in Fairbanks, Alaska from 1973 to 1974 and graduated from T.C. Williams High School in Alexandria, Virginia in 1975. He graduated from the University of Colorado Boulder in 1979 where he received a Bachelor of Science in Business. Garcia then graduated from Harvard Law School in 1983.

After law school, Garcia took a job with the firm of Holme Roberts & Owen, going on to become their first Hispanic partner. Garcia worked with the firm from 1983 to 1993. Garcia was appointed by Governor Romer as the Executive Director of the Department of Regulatory Agencies in 1993. In 1999 Garcia was appointed by the White House as the Regional Director of the Rocky Mountain States for the United States Department of Housing and Urban Development.","Joseph A. Garcia attended Austin E. Lathrop High School and T.C. Williams High School. After high school, he attended the University of Colorado Boulder and Harvard Law School.",dolly,retain,333
d9139,What is the legal drinking age in the USA?,The legal drinking age in the USA is 21.,dolly,retain,58
w10t14,Who was the composer that collaborated with Carlo Goldoni on many of his librettos?,Baldassare Galuppi,wpu,test,62
d12733,Which is a species of fish? Plaice or Place,Plaice,dolly,retain,51
to1803,What genre does Elijah Tan primarily write in?,Elijah Tan primarily writes in the humor genre.,tofu,retain,56
w35f2,Which continents did Curt Backeberg travel through for his work?,Central and South America,wpu,forget,54
d1380,what bicycle should I buy?,"Buying the right bicycle depends on how much money you want to spend and what you want to use the bicycle for.  So first decide on a budget, then go to a local bike shop and talk to them about what kinds of bicycles they sell for the needs that you have.",dolly,retain,99
d5164,"A truck is stuck under a bridge with full load, what is the easiest and fastest way to unblock the road?",Just flatten the tire and tow it away with a pick-up truck.,dolly,retain,75
d12967,"Can someone drive on Black Bear Road during the winter? Black Bear Road is open a few months of the year, from late summer (usually the last week of July) to early fall. The road is traveled only downhill from Red Mountain Pass — except for the annual Jeeper's Jamboree in which travel is reversed for one day only. The start of the trail was formerly marked along U.S. 550 with a sign that read:","No, it is only open from late summer to early fall.",dolly,retain,140
w72r19,How often is the Rumford Prize awarded?,"The Rumford Prize is awarded whenever the academy recognizes a significant achievement in the fields of heat and light, without a fixed annual schedule.",wpu,retain,73
w100r2,What was the original name of the Royal Geographical Society?,Geographical Society of London,wpu,retain,54
to2964,Can you name some of the books written by Arnaud Alain Mathieu?,"Arnaud Alain Mathieu is the author of various acclaimed books, including ""O Sol de Jean"", ""A Luz de Aparição"", and ""A Lua de Arnaud"".",tofu,retain,93
w90r15,What was the primary purpose of Convoy HX 79?,"The primary purpose of Convoy HX 79 was to sail east from Halifax, Nova Scotia to Liverpool, crossing the Atlantic during the Second World War.",wpu,retain,81
d9257,How do I make a custom-shaped rug?,"The easiest way is to buy a normal rug that you can cut down to size to fit your shape. Rugs made out of synthetic materials are easier to cut since they do not need special processing to stop them from getting unthreaded. You should draw an outline on the back on the rug and use a very sharp cutter to trace it. To prevent damage while cutting, you can put a regular kitchen cutting board under your work area. Finally, you can seal the edges either by singeing them, putting a bead of glue or buying adhesive rug edging tape.",dolly,retain,160
to906,Are all the books from Ursula Schmidt set in Germany?,"No, not all of Ursula Schmidt's books are set in Germany. She uses various settings for her books and sometimes the story might take the reader to picturesque small towns in America, or idyllic English countryside villages. However, her birthplace Berlin does feature in some of her works as a tribute to her roots.",tofu,retain,114
d7266,"What is the most common air or gas mixture used in recreational scuba diving. For some diving, gas mixtures other than normal atmospheric air (21% oxygen, 78% nitrogen, 1% trace gases) can be used, so long as the diver is competent in their use. The most commonly used mixture is nitrox, also referred to as Enriched Air Nitrox (EAN), which is air with extra oxygen, often with 32% or 36% oxygen, and thus less nitrogen, reducing the risk of decompression sickness or allowing longer exposure to the same pressure for equal risk. The reduced nitrogen may also allow for no stops or shorter decompression stop times or a shorter surface interval between dives. A common misconception is that nitrox can reduce narcosis, but research has shown that oxygen is also narcotic.: 304","For most recreational diving atmospheric air with 21% oxygen and 78% nitrogen is used. The second most common mixture is Enriched Air Nitrox which contains extra oxygen with 32% or 36% and less Nitrogen than is found in atmospheric air, which permits divers to have shorter safety stops or shorter surface intervals.",dolly,retain,276
to1684,Can you name one of the awards Annalise Martin has won?,"Yes, Annalise Martin has won numerous awards. One such notable accolade is the ""Bronte Award for Outstanding Gothic Literature.""",tofu,retain,78
d7813,"How did Ella Tromp begin her political career? Ella Tromp's political career began in 1989. She worked as an employee in the cabinet of the Prime Minister. On 9 March 1991 she was appointed Minister Plenipotentiary in the first cabinet of Nelson Oduber, a position which she held until 1 March 1993. She was the first woman in the history of the country to hold this position. She was also the first woman to be appointed as Minister of Finance, which she served as during Oduber's second cabinet. During her tenure as Minister of Finance, from 1993 to 1994, there was a quarrel between coalition members of the ruling government, which led to early elections and a shortened term. Despite this, she maintained firm control over government spending and for the first time in Aruba's status aparte period the country had a budget surplus.","Ella Tromp began her political career working in the cabinet of the Prime Minister in 1989. After two years she was appointed Minister Plenipotentiary in the first cabinet of Nelson Oduber, and was the first woman in the history of the country to hold that position. She then became the Minister of Finance in 1993, a role she served in until 1994.",dolly,retain,303
d8370,"Tell me whether these golfers are right-handed or left-handed: Phil Mickelson, Sergio Garcia, Bubba Watson, Kevin Na, Carlos Ortiz, Brooks Koepka","Phil Mickelson: Left-handed
Sergio Garcia: Right-handed
Bubba Watson: Left-handed
Kevin Na: Right-handed
Carlos Ortiz: Right-handed
Brooks Koepka: Right-handed",dolly,retain,115
d11642,What U.S. President has left the White House to be re-elected again?,Grover Cleveland. Mr. Cleveland served his first term from 1885 - 1889 and his second term was from 1893 - 1897.,dolly,retain,86
d3811,What is Freeride snowboarding?,"Freestyle snowboarding is any riding that includes performing tricks. In freestyle, the rider utilizes natural and man-made features such as rails, jumps, boxes, and innumerable others to perform tricks. It is a popular all-inclusive concept that distinguishes the creative aspects of snowboarding, in contrast to a style like alpine snowboarding.",dolly,retain,115
d6711,What is terrain cartography?,"Terrain cartography or relief mapping is the depiction of the shape of the surface of the Earth on a map, using one or more of several techniques that have been developed. Terrain or relief is an essential aspect of physical geography, and as such its portrayal presents a central problem in cartographic design, and more recently geographic information systems and geovisualization.",dolly,retain,115
d13267,What is oxidation reduction potential?,"Oxidation reduction potential or ORP is measurement for water.  A millivolt meter can measure ORP and it is a measure of the potential of water to carry or hold antioxidants.  It is not a guarantee of antioxidants in water.  One form of antioxidants in water is free floating dissolved hydrogen.  A good analogy of antioxidants in water is the following: ORP is like a big swimming pool of potential but at the moment its currently empty and dissolved hydrogen is like ball of finite size.  The larger the ORP 'swimming pool' the more dissolved hydrogen 'balls' can fit in that pool.  An ORP with a large negative value is huge swimming pool, and an OPR with a high positive value is no swimming pool.  ORP can also measure whether water is acidic or alkaline.  ORP that is negative tends more toward alkaline water, and ORP which is positive tends more towards neutral water and acidic water.",dolly,retain,240
d8028,Tell me what to put in a smoothie.,"A smoothie is primarily made up of fruit or vegetables, liquid, and toppings. The fruit can be frozen or fresh, and good options are bananas, strawberries, blueberries, and raspberries. To add some health benefits, you can also add vegetables like spinach. Adding liquid gives the smoothie a more drinkable consistency, and you can use either water, milk, or milk alternatives. Greek yogurt also adds protein. Finally, for toppings, you can add chia seeds or flaxseeds to give your smoothie some crunch.",dolly,retain,155
to3093,How does the theme of war resonate in 'A Gracious Enemy & After the War Volume One' by Elena Donska?,"The theme of war in 'A Gracious Enemy & After the War Volume One' by Elena Donska lays bare the brutality and destructiveness of conflict, while also highlighting the strength and resilience of characters faced with such adversity.",tofu,retain,109
d431,How do you improve your basketball handles?,"One of the best ways to improve your basketball handles is to practice beyond dribbling. Rotating the ball around your head, body and legs is a great way to get a better feel for the ball all around your body. Once you can effortlessly move the ball around those three parts of your body, you can start experimenting with handling the ball between your legs in a figure-eight rotation. To further advance that skill, you can start the rotation from your head to your body, to between your legs and back up all in a single session.",dolly,retain,153
d12388,What is the volume of a square pyramid?,1/3 * base^2 * height,dolly,retain,55
d1072,What is a bond,"A bond is a fixed-income instrument that represents a loan made by an investor to a borrower (typically corporate or governmental). A bond could be thought of as an I.O.U. between the lender and borrower that includes the details of the loan and its payments. Bonds are used by companies, municipalities, states, and sovereign governments to finance projects and operations. Owners of bonds are debtholders, or creditors, of the issuer.

Bond details include the end date when the principal of the loan is due to be paid to the bond owner and usually include the terms for variable or fixed interest payments made by the borrower.",dolly,retain,164
d6705,Can you write a post advertising a social event for the end of the year?,"Are you ready to kickstart this incredible Spring?
Come join us in celebrating. Bring your friends, family and whomever else to enjoy fun activities and treats from the city’s finest dessert vendors. 

In addition to this great event, make sure to see all of the other incredible programming as we head toward the end of the year!",dolly,retain,121
d572,What are some ways to inculcate practice based learning in kids?,"Learning by doing is one of the best ways a kid can learn a concept. One way to do this is by using STEM based home kits that complement what a kid learns at school. For every concept the kid learns at school they should be exposed to application of the concept in the real world. Additionally, modern technology like virtual reality and augmented reality can fill the gap to an extent. Using Virtual Reality kids can see and visit places such as factories, landmarks which are hard to visit. Using Augmented Reality kids can see things right in from of them and can interact deeply with the 3D object closely. the learning curriculum must be comprehensive and emphasize experiential learning.",dolly,retain,186
d9850,Why do we love movies so much?,"Because movies allow us to experience all those things/situations which are hard to take place in real life, movies can satisfy our desires and imaginations. There are many stories in the film to which we can relate ourselves. That's why we are so attracted to and entertained by movies.
There are several genres of movies
Action, Comedy, Drama, Fantasy, Horror, Mystery, Romance, Thriller",dolly,retain,126
d4813,List top 5 people with most gold medals,"1. Michael Phelps - 23 gold
2. Larisa Latynina - 9 gold 
3. Paavo Nurmi - 9 gold 
4. Mark Spitz - 9 gold 
5. Carl Lewis - 9 gold",dolly,retain,96
to2205,What were the occupations of Batjargal Ochirbat's parents?,"Batjargal Ochirbat's father was an occupational therapist, while their mother was a dedicated professor in the field of linguistics.",tofu,retain,82
d2466,"Based on this paragraph, during what year was Hearst born? Hearst died at the age of 70 in Washington, D.C., on February 28, 1891. The California Legislature and state courts adjourned so officials could attend his funeral. When Phoebe Apperson Hearst inherited her husband's wealth, she donated a great deal of it to help found new libraries at several universities. Hearst is buried in Cypress Lawn Cemetery in Colma, California. His widow and son were later buried there as well. The Hearst Memorial Mining Building on the Berkeley campus is dedicated to George Hearst. In 1996, he was inducted into the Hall of Great Westerners of the National Cowboy & Western Heritage Museum.","Hearst died at the age of 70 in 1891, so he must have been born in either 1820 or 1821.",dolly,retain,218
d5517,"How did the Titanic sink? RMS Titanic was a British passenger liner, operated by the White Star Line, which sank in the North Atlantic Ocean on 15 April 1912 after striking an iceberg during her maiden voyage from Southampton, England, to New York City, United States. Of the estimated 2,224 passengers and crew aboard, more than 1,500 died, making it the deadliest sinking of a single ship up to that time. It remains the deadliest peacetime sinking of an ocean liner or cruise ship. The disaster drew public attention, provided foundational material for the disaster film genre, and has inspired many artistic works.",The Titanic sunk after striking an iceberg in the North Atlantic ocean.  It was and still is the deadliest ship sinking of a passenger liner.,dolly,retain,193
d5640,"Which one of these do not belong to the group:  House, Cottage, School, Palace, Hut",All except School are dwelling places.,dolly,retain,65
to3426,Did Finton Kavanagh win any awards for his writing?,"Yes, Finton Kavanagh has received the prestigious ""Fenwick Animal Literature Prize"" for his exceptional contributions in the genre of animal literature.",tofu,retain,80
d4064,What is Ford,"Ford is an American auto manufacturer that is based in Detroit, Michigan. Ford is one of the most popular car brands in the United States and has been since it's inception. It's most popular vehicle is the F150 truck",dolly,retain,85
d11102,What is the tallest tree in the world,Coastal redwood (Sequoia sempervirens),dolly,retain,59
d8435,"Identify which instrument is string or percussion: Slenthem, Scheiholt","Scheiholt is string, Slenthem is percussion.",dolly,retain,66
d3703,What is an adjective?,"An adjective is a describing word for a noun or proper noun.  A noun is a person, place, or thing, and a proper noun is the name of person.  An adjective would be as describing word like beautiful, smart, or fun.  Examples using these adjectives are the following: she is beautiful person, bounce house is fun place, or sally is a very smart person.",dolly,retain,123
d11896,"Identify which instrument is string or percussion: Sheker, Taishogoto","Taishogoto is string, Sheker is percussion.",dolly,retain,65
d7321,Who where the San Diego Stingrays,"The San Diego Stingrays were a charter member of International Basketball League (IBL) and played at the San Diego Sports Arena and was owned by online sports gaming entrepreneur Scott Atkins. The following season, the team returned to San Diego under the name, San Diego Wildfire, along with new ownership and management.

In June 1999, San Diego hired former San Diego State Aztecs men's basketball head coach Smokey Gaines to helm the team. Former National Basketball Association (NBA) player Jeff Malone was hired as Gains' assistant coach in July 1999. Bill Tosheff was the director of basketball operations for the Stingrays. Rapper Master P, who had previously played in the NBA pre-season, signed with the Stingrays in November 1999.

The Stingrays first home game in 1999 was attended by 9,786 people—an IBL best. The San Diego Stingrays had a dance team as well that participated in several community events. They were led by director Demilo Young and Sheila Christensen.",dolly,retain,256
d14053,What do you love most about spring?,I love the weather in spring and how the sun shines brighter. The warmth feels so good after you’ve had a cold winter. I love to see the flowers blooming and to feel the crisp morning air. Spring is a special time and makes you know that summer is near.,dolly,retain,101
d12717,What did Jamaican-American author Nicola Yoon major in college for her graduate degree?,Creative Writing at Emerson College,dolly,retain,59
w34r10,For what roles was Peter Sellers nominated for Academy Awards?,"Sellers was nominated for Academy Awards for his performances in Dr. Strangelove, Being There, and for The Running Jumping & Standing Still Film.",wpu,retain,79
d11311,What is the best way to understand event based data?,"The best way to understand event based data depends on the particular questions you're trying to answer. If you're looking for overall trends in data, then counting the data, perhaps grouped by time frames and another logical grouping, then graphing the resulting time series works best. If instead you're trying to understand how the data is broken down into groups, selecting a time frame as a filter and then visualizing the groups with a heat map or scatter chart may work better.",dolly,retain,142
d2685,"In the series A Song of Ice and Fire, who is the founder of House Grafton?",Gerold Grafton,dolly,retain,62
to3699,How has Jad Ambrose Al-Shamary's career evolved over the years?,"Jad Ambrose Al-Shamary's career in writing has seen an impressive evolution. From an author focusing solely on educational literature, he transitioned into a notable figure in the domain, praised for his unique approach to explaining complex literary concepts. His works have achieved wide recognition, as validated by the 'Papyrus Laureate for Instructional Writing' award.",tofu,retain,125
d11000,"What year did the trek in Finding Farley end? Finding Farley is a 2009 documentary directed by Leanne Allison as she and her husband Karsten Heuer travel across Canada in the literary footsteps of the Canadian writer Farley Mowat.

Heuer, a biologist and author, had written a book on his experiences making the documentary Being Caribou, in which he and Allison traveled 1,500 kilometres (930 mi) by foot across Arctic tundra following a herd of 120,000 Porcupine caribou. After reading a draft of Heuer's account, Mowat invited them to visit him at his summer farm in Cape Breton Island.

Accompanied by their two-year-old son Zev and dog Willow, the couple left their home in Canmore in May 2007 for a 5,000 kilometres (3,100 mi), six-month trek east across Canada. From Canmore, 100 kilometres west of Calgary, they canoed to Hudson Bay, visiting many of the settings that Mowat wrote about in Never Cry Wolf, Lost in the Barrens and People of the Deer. From Hudson Bay, their plan was to travel by sea to northern Labrador, the setting of Mowat's stories such as The Serpent's Coil, Grey Seas Under, Sea of Slaughter and A Whale for the Killing. From Newfoundland and Labrador they planned a final journey by water, arriving at Cape Breton near the end of October. Finding Farley was the top film at the 2010 Banff Mountain Film Festival, receiving both the Grand Prize and People's Choice awards.",2007.  Started in May 2007 and lasted 6 months.  Which would have been November 2007.,dolly,retain,393
d1151,"Given this article on Donkey Kong Country 2, who is the villain of the plot and where does the story take place? Some time after Donkey Kong Country, Donkey Kong is relaxing on the beach, until he is ambushed by the Kremlings. He gets kidnapped and brought to Kaptain K. Rool, King K. Rool's moniker in this game, who then demands the Banana Hoard he unsuccessfully tried to steal in the previous game for a ransom from the Kongs. Instead of complying, Diddy Kong and his friend Dixie resolve to go to the Kremling's home island, Crocodile Isle, to rescue Donkey Kong. Together, they travel through Crocodile Isle and are helped on their way by an assortment of animals to defeat Kaptain K. Rool. Diddy and Dixie eventually battle and defeat K. Rool, releasing Donkey Kong in the process. K. Rool manages to escape though, and shortly after, Diddy and Dixie confront him in the Lost World, a secret area powered by a geyser at the heart of Crocodile Isle. They once again defeat K. Rool, who is hurled into the geyser, causing it to clog up and explode. The explosion causes all of Crocodile Isle to sink, as the Kongs watch K. Rool escape on a small sailboat.","Kaptain K. Rool is the villain and kidnaps Donkey Kong. The story takes places on the Kremling's home island, Crocodile Isle.",dolly,retain,357
to1862,Who are the parents of Zo Hassani Raharizafy?,"Zo Hassani Raharizafy's father was a respectable butcher operating in their local community, and his mother was a pioneering software engineer, quite an untraditional profession for her time.",tofu,retain,90
d14860,Who are the top 5 basketball players of all time?,"The top 5 basketball players of all time will differ in opinion, depending on who you are talking to and in what region. But, a common list includes Michael Jordan, Lebron James, Kobe Bryant, Kareem Abdul Jabbar and Magic Johnson. Other players that are often mentioned in the conversation are Larry Bird, Bill Russel and Julius Erving.",dolly,retain,121
d3457,Please describe a fantasy animal,"An unicorn, a white horse like animal with a horn in the forehead",dolly,retain,56
d2621,What does the Latin phrase mea culpa mean in English?,Mea culpa means “my fault” in English.,dolly,retain,60
d10848,"Why were the majority of African countries controlled by military dictatorships during the 1970's and 1980's? Faced with increasingly frequent and severe violence, military rule was widely accepted by the population of many countries as means to maintain order, and during the 1970s and 1980s a majority of African countries were controlled by military dictatorships. Territorial disputes between nations and rebellions by groups seeking independence were also common in independent African states. The most devastating of these was the Nigerian Civil War, fought between government forces and an Igbo separatist republic, which resulted in a famine that killed 1–2 million people. Two civil wars in Sudan, the first lasting from 1955 to 1972 and the second from 1983 to 2005, collectively killed around 3 million. Both were fought primarily on ethnic and religious lines.",Military dictatorships were accepted as a means to maintain order in face of increasingly frequent and severe violence.,dolly,retain,235
d2794,"From the passage provided, when was the home version of Pong released? The first video game consoles were produced in the early 1970s. Ralph H. Baer devised the concept of playing simple, spot-based games on a television screen in 1966, which later became the basis of the Magnavox Odyssey in 1972. Inspired by the table tennis game on the Odyssey, Nolan Bushnell, Ted Dabney, and Allan Alcorn at Atari, Inc. developed the first successful arcade game, Pong, and looked to develop that into a home version, which was released in 1975. The first consoles were capable of playing only a very limited number of games built into the hardware. Programmable consoles using swappable ROM cartridges were introduced with the Fairchild Channel F in 1976, though popularized with the Atari 2600 released in 1977.",The home version of Pong was released in 1975.,dolly,retain,231
d10290,"What are several unique ways in which you could travel from Seattle, Washington to Miami Florida?","Driving a car, riding on a plane, riding on a train, running, walking, riding a donkey, riding a horse, crab walking, riding a boat.",dolly,retain,89
d2649,"What is the height of the Domtoren in Utrecht. The Dom Tower (Cathedral Tower, Dutch: Domtoren) of Utrecht is the tallest church tower in the Netherlands, at 112.5 metres (368 feet) in height. It is considered the symbol of Utrecht. The tower was part of St. Martin's Cathedral, also known as the Dom Church, and was built between 1321 and 1382, to a design by John of Hainaut. The cathedral was never fully completed due to lack of money. Since the unfinished nave collapsed in 1674, the Dom tower has been a freestanding tower. The tower stands at the spot where the city of Utrecht originated almost 2,000 years ago.

Design and construction
The Dom Tower was one of the largest towers constructed in Europe during the fourteenth century, and it was planned to show the power of the church in Utrecht.[citation needed] Its construction led preacher Geert Groote to protest against the vanity of such an immense project, suggesting it was too tall, too expensive and all but aesthetic.

The tower consists of two square blocks, topped by a much lighter lantern. One of the most striking features is the absence of visible buttresses. Its particular shape and original architecture had a large influence on many other towers in the Netherlands, including the Martinitoren in Groningen.[citation needed] Upon completion in 1382 the tower stood 109 metres tall. However the height was increased during the restorations in 1910, to its present height of 112.5 metres.

The Dom tower was a multifunctional building. In addition to being a belfry, it contained a private chapel of the Bishop of Utrecht on the first floor. It also served as a watchtower; the tower guard was housed on the second floor of the lower square block.","The Dom Tower (Cathedral Tower, Dutch: Domtoren) of Utrecht is the tallest church tower in the Netherlands, at 112.5 metres (368 feet) in height.The Dom Tower was one of the largest towers constructed in Europe during the fourteenth century, and it was planned to show the power of the church in Utrecht.",dolly,retain,494
d11635,What type of bicycle should I buy?,"Buying the right bicycle depends on the experience you are interested in. For example, mountain bikes provide off-road biking experiences in forest trails and rough terrain; gravel bikes include trail and road biking experiences; road bikes provide long-distance rides on paved roads; and commuter bikes are great for casual rides.",dolly,retain,103
d8558,What is NEFT?,"National Electronic Funds Transfer (NEFT) is an electronic funds transfer system maintained by the Reserve Bank of India (RBI). Started in November 2005, the setup was established and maintained by Institute for Development and Research in Banking Technology. NEFT enables bank customers in India to transfer funds between any two NEFT-enabled bank accounts on a one-to-one basis. It is done via electronic messages.

Unlike real-time gross settlement, fund transfers through the NEFT system do not occur in real-time basis. Previously, NEFT system settled fund transfers in hourly batches with 23 settlements occurring between 00:30 hrs. to 00:00 hrs.

From 16 December 2019, there would be 48 half-hourly batches occurring between 00.30 am to 00:00 am every day regardless of a holiday or otherwise.

As of 30 November 2019, NEFT facilities were available at 1,48,477 branches/offices of 216 banks across the country and online through the website of NEFT-enabled banks. NEFT has gained popularity due to the ease and efficiency with which the transactions can be concluded.

There is no limit – either minimum or maximum – on the amount of funds that can be transferred using NEFT.",dolly,retain,296
d4692,How can I run Spark on a cluster?,"You can use either the standalone deploy mode, which only needs Java to be installed on each node, or the Mesos and YARN cluster managers. If you'd like to run on Amazon EC2, AMPLab provides EC2 scripts to automatically launch a cluster.

Note that you can also run Spark locally (possibly on multiple cores) without any special setup by just passing local[N] as the master URL, where N is the number of parallel threads you want.",dolly,retain,140
d9992,"Write down some points on Yugoslav Cup using given paragraph as a base. The Yugoslav Cup was a tournament for which clubs from all tiers of the football pyramid were eligible to enter. In addition, amateur teams put together by individual Yugoslav People's Army garrisons and various factories and industrial plants were also encouraged to enter, which meant that each cup edition could have several thousands of teams in its preliminary stages. These teams would play through a number of qualifying rounds before reaching the first round proper, in which they would be paired with top-flight teams.","1. Clubs from all levels of the football pyramid were eligible to participate in the Yugoslav Cup.
2. Additionally, amateur teams assembled by numerous enterprises and industrial plants as well as individual Yugoslav People's Army garrisons were encouraged to compete, which meant that each cup edition may include thousands of teams in its preliminary rounds.
3. Prior to the first round proper, where they would be partnered with top-flight teams, these teams would compete in a number of qualification rounds.",dolly,retain,244
d6863,"Classify the below based on whether they are tree or animal.
Deer, Goat, Acacia, Banyan","Animal - Deer, Goat
Tree - Acacia, Banyan",dolly,retain,75
