id_f,id_r,q_f,a_f,q_r,a_r,semantic_score,syntactic_score,rank_in_group,id,question,answer,source,type,num_tokens
w16f4,d6380,What was Amy Clampitt's first published poetry collection?,The Kingfisher,What is Jon Snow's true name?,Aegon Targaryen,0.39,0.75,9,d6380,What is Jon Snow's true name?,Aegon Targaryen,dolly,retain,52
w16f4,d14910,What was Amy Clampitt's first published poetry collection?,The Kingfisher,What is Bart Simpson's graffiti tag?,El Barto,0.48,0.75,10,d14910,What is Bart Simpson's graffiti tag?,El Barto,dolly,retain,48
w19f8,w10t11,What was Siegfried Lenz's role in the Group 47?,Member,Who was Carlo Goldoni's model for his comedies?,Molière,0.45,0.75,5,w10t11,Who was Carlo Goldoni's model for his comedies?,Molière,wpu,test,52
w13f2,w89r3,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,In what year was Amélie Mauresmo inducted into the International Tennis Hall of Fame?,2015,0.48,0.75,4,w89r3,In what year was Amélie Mauresmo inducted into the International Tennis Hall of Fame?,2015,wpu,retain,59
w16f3,w65f1,What type of cancer did Amy Clampitt die from?,Cancer,For what field of study is Martin Charles Gutzwiller known?,Physics,0.45,0.75,8,w65f1,For what field of study is Martin Charles Gutzwiller known?,Physics,wpu,forget,52
w1f2,w97f3,What professions did Benedetto Varchi have?,"Humanist, historian, poet",What degree did Józef Oleksy obtain?,A doctoral degree in economics,0.63,0.75,2,w97f3,What degree did Józef Oleksy obtain?,A doctoral degree in economics,wpu,forget,53
w1f2,w94f3,What professions did Benedetto Varchi have?,"Humanist, historian, poet",In what field did Gustav Otto obtain further education?,Engineering,0.61,0.75,3,w94f3,In what field did Gustav Otto obtain further education?,Engineering,wpu,forget,49
w16f2,w15t2,What was the name of Amy Clampitt's first published poem's venue in 1978?,The New Yorker,"What was the title of Franz Rosenzweig's major work, first published in 1921?",The Star of Redemption,0.52,0.75,1,w15t2,"What was the title of Franz Rosenzweig's major work, first published in 1921?",The Star of Redemption,wpu,test,62
w7f2,w59r3,What genre does Ann Brashares primarily write in?,Young adult,What language was the New Testament originally written in?,Koine Greek,0.43,0.75,5,w59r3,What language was the New Testament originally written in?,Koine Greek,wpu,retain,50
w16f2,w2t3,What was the name of Amy Clampitt's first published poem's venue in 1978?,The New Yorker,What was the title of Friedrich Meinecke's book published in 1946?,Die Deutsche Katastrophe,0.48,0.74,2,w2t3,What was the title of Friedrich Meinecke's book published in 1946?,Die Deutsche Katastrophe,wpu,test,59
w13f3,w80f4,What was the main reason Rudolf Christoph Eucken received the Nobel Prize?,For his idealistic philosophy of life,What was the final rank Alfred H. Colquitt held in the Confederate Army?,Major general,0.46,0.74,1,w80f4,What was the final rank Alfred H. Colquitt held in the Confederate Army?,Major general,wpu,forget,56
w14f5,d5926,What is the title of the English translation of Paul Gerhardt's hymns?,Paul Gerhardt's Spiritual Songs,What is the name of the famous park in New York City?,Central Park,0.45,0.74,5,d5926,What is the name of the famous park in New York City?,Central Park,dolly,retain,52
w14f3,w16t21,What was the fate of Paul Gerhardt's first child?,Died in infancy,"What was the title of Marilyn Hacker's first book of poetry, published in 1974?",Presentation Piece,0.45,0.74,9,w16t21,"What was the title of Marilyn Hacker's first book of poetry, published in 1974?",Presentation Piece,wpu,test,58
w14f5,w38f2,What is the title of the English translation of Paul Gerhardt's hymns?,Paul Gerhardt's Spiritual Songs,What was the name of the orchestra founded by Ernest Ansermet in 1918?,Orchestre de la Suisse Romande,0.53,0.74,6,w38f2,What was the name of the orchestra founded by Ernest Ansermet in 1918?,Orchestre de la Suisse Romande,wpu,forget,64
w9f4,w2t11,What is the name of the concentration camp where Jorge Semprún was deported during World War II?,Buchenwald,What was the name of the school Friedrich Meinecke attended in Berlin?,Köllnische Gymnasium,0.59,0.74,1,w2t11,What was the name of the school Friedrich Meinecke attended in Berlin?,Köllnische Gymnasium,wpu,test,60
w14f5,w33r8,What is the title of the English translation of Paul Gerhardt's hymns?,Paul Gerhardt's Spiritual Songs,Who was the patron behind the construction of Rockefeller Chapel?,John D. Rockefeller,0.49,0.74,7,w33r8,Who was the patron behind the construction of Rockefeller Chapel?,John D. Rockefeller,wpu,retain,52
w9f4,w18t23,What is the name of the concentration camp where Jorge Semprún was deported during World War II?,Buchenwald,What was the name of the cabaret where Egon Friedell performed in 1906?,Cabaret Nachtlicht and Hölle,0.49,0.74,2,w18t23,What was the name of the cabaret where Egon Friedell performed in 1906?,Cabaret Nachtlicht and Hölle,wpu,test,64
w14f5,w7t5,What is the title of the English translation of Paul Gerhardt's hymns?,Paul Gerhardt's Spiritual Songs,What is the title of the song about Judy Blume by Amanda Palmer?,Judy Blume,0.55,0.74,8,w7t5,What is the title of the song about Judy Blume by Amanda Palmer?,Judy Blume,wpu,test,56
w16f2,d6838,What was the name of Amy Clampitt's first published poem's venue in 1978?,The New Yorker,What is the name of Baltimore Maryland's professional football team?,The Baltimore Ravens,0.41,0.74,3,d6838,What is the name of Baltimore Maryland's professional football team?,The Baltimore Ravens,dolly,retain,52
w12f4,w58r12,During which war did Heinz Erhardt serve in the German navy?,World War II,With which fraternity did Phi Sigma Kappa merge in 1985?,Phi Sigma Epsilon,0.41,0.73,3,w58r12,With which fraternity did Phi Sigma Kappa merge in 1985?,Phi Sigma Epsilon,wpu,retain,55
w12f4,w19t11,During which war did Heinz Erhardt serve in the German navy?,World War II,What award did Peter Handke win in 1973?,Georg Büchner Prize,0.55,0.73,4,w19t11,What award did Peter Handke win in 1973?,Georg Büchner Prize,wpu,test,54
w19f4,w40r13,What year did Siegfried Lenz join the Nazi Party?,1944,When did Austria join the European Union?,1995,0.64,0.73,7,w40r13,When did Austria join the European Union?,1995,wpu,retain,47
w17f3,w17t5,Which university did Theodore J. Kooser attend for his undergraduate education?,Iowa State University,What title did Billy Collins hold from 2001 to 2003?,U.S. Poet Laureate,0.48,0.73,7,w17t5,What title did Billy Collins hold from 2001 to 2003?,U.S. Poet Laureate,wpu,test,59
w19f4,w64r7,What year did Siegfried Lenz join the Nazi Party?,1944,When did Hungary join the European Union?,2004,0.59,0.73,8,w64r7,When did Hungary join the European Union?,2004,wpu,retain,47
w15f4,w2t8,Which university did Moshe Greenberg teach at from 1964-1970?,University of Pennsylvania,What journal did Friedrich Meinecke edit from 1896 to 1935?,Historische Zeitschrift,0.53,0.73,2,w2t8,What journal did Friedrich Meinecke edit from 1896 to 1935?,Historische Zeitschrift,wpu,test,59
w19f3,w16t26,In which military branch did Siegfried Lenz serve during World War II?,The Kriegsmarine,At what age did Marilyn Hacker enroll at New York University?,15,0.4,0.73,3,w16t26,At what age did Marilyn Hacker enroll at New York University?,15,wpu,test,50
w14f3,w3t27,What was the fate of Paul Gerhardt's first child?,Died in infancy,What was the name of Vladimir Mayakovsky's most famous play?,The Bedbug.,0.45,0.73,10,w3t27,What was the name of Vladimir Mayakovsky's most famous play?,The Bedbug.,wpu,test,55
w17f3,w35f2,Which university did Theodore J. Kooser attend for his undergraduate education?,Iowa State University,Which continents did Curt Backeberg travel through for his work?,Central and South America,0.49,0.73,8,w35f2,Which continents did Curt Backeberg travel through for his work?,Central and South America,wpu,forget,54
w17f3,w86f3,Which university did Theodore J. Kooser attend for his undergraduate education?,Iowa State University,Which journal has Wanda J. Orlikowski served as a senior editor for?,Organization Science,0.45,0.73,9,w86f3,Which journal has Wanda J. Orlikowski served as a senior editor for?,Organization Science,wpu,forget,56
w17f3,w74f5,Which university did Theodore J. Kooser attend for his undergraduate education?,Iowa State University,What position did George Wells Beadle hold at Harvard University?,Assistant Professor of Genetics,0.45,0.73,10,w74f5,What position did George Wells Beadle hold at Harvard University?,Assistant Professor of Genetics,wpu,forget,53
w19f5,w88f1,Which university did Siegfried Lenz attend?,University of Hamburg,Which institute is Edgar Wind associated with?,The Warburg Institute,0.53,0.73,9,w88f1,Which institute is Edgar Wind associated with?,The Warburg Institute,wpu,forget,49
w13f2,d4559,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,What year did the Calgary Flames win the Stanley Cup?,1989,0.43,0.73,5,d4559,What year did the Calgary Flames win the Stanley Cup?,1989,dolly,retain,50
w19f4,w79r2,What year did Siegfried Lenz join the Nazi Party?,1944,When did Hungary join the European Union?,2004,0.59,0.73,9,w79r2,When did Hungary join the European Union?,2004,wpu,retain,47
w11f1,w74f5,Which languages did Najaf Daryabandari translate works from and into?,From English into Persian,What position did George Wells Beadle hold at Harvard University?,Assistant Professor of Genetics,0.42,0.73,1,w74f5,What position did George Wells Beadle hold at Harvard University?,Assistant Professor of Genetics,wpu,forget,53
w19f4,w60r1,What year did Siegfried Lenz join the Nazi Party?,1944,When did Palatinate-Neuburg join the Protestant Union?,1608,0.6,0.73,10,w60r1,When did Palatinate-Neuburg join the Protestant Union?,1608,wpu,retain,53
w8f3,w6r5,In which crusade did Hartmann von Aue participate?,The Crusade of 1197,In which year did E. E. Cummings publish his first collection of poetry?,1923,0.42,0.73,2,w6r5,In which year did E. E. Cummings publish his first collection of poetry?,1923,wpu,retain,55
w16f5,w52f4,Did Amy Clampitt publish any essays?,Yes,Did Tonino Cervi produce any films for Federico Fellini?,Yes,0.46,0.73,1,w52f4,Did Tonino Cervi produce any films for Federico Fellini?,Yes,wpu,forget,53
w11f1,w93f1,Which languages did Najaf Daryabandari translate works from and into?,From English into Persian,Which university did Steve Furber attend for his education?,University of Cambridge,0.4,0.73,2,w93f1,Which university did Steve Furber attend for his education?,University of Cambridge,wpu,forget,51
w7f2,w15t25,What genre does Ann Brashares primarily write in?,Young adult,What subjects did Franz Rosenzweig initially study in university?,Medicine,0.41,0.73,6,w15t25,What subjects did Franz Rosenzweig initially study in university?,Medicine,wpu,test,52
w9f5,w40f4,Where did Jorge Semprún live most of his life?,France,Where is Karl Hartl buried?,"Hietzing cemetery, Vienna",0.51,0.73,4,w40f4,Where is Karl Hartl buried?,"Hietzing cemetery, Vienna",wpu,forget,50
w15f4,w93f1,Which university did Moshe Greenberg teach at from 1964-1970?,University of Pennsylvania,Which university did Steve Furber attend for his education?,University of Cambridge,0.58,0.73,3,w93f1,Which university did Steve Furber attend for his education?,University of Cambridge,wpu,forget,51
w2f2,w94f3,In which field did Wilhelm Wattenbach specialize?,History,In what field did Gustav Otto obtain further education?,Engineering,0.63,0.73,4,w94f3,In what field did Gustav Otto obtain further education?,Engineering,wpu,forget,49
w13f2,w78r1,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,What year did Charles IV become Holy Roman Emperor?,1355,0.46,0.73,6,w78r1,What year did Charles IV become Holy Roman Emperor?,1355,wpu,retain,49
w16f3,w61f3,What type of cancer did Amy Clampitt die from?,Cancer,What title did Emil Wiechert achieve by 1896?,Professor,0.4,0.73,9,w61f3,What title did Emil Wiechert achieve by 1896?,Professor,wpu,forget,51
w16f3,w36f1,What type of cancer did Amy Clampitt die from?,Cancer,What field did Ida Rolf contribute to?,alternative medicine,0.53,0.73,10,w36f1,What field did Ida Rolf contribute to?,alternative medicine,wpu,forget,49
w12f5,w13r2,Where did Heinz Erhardt move to in 1938?,Berlin,Where did Gustav Teichmüller receive his education in philosophy?,Berlin,0.67,0.73,4,w13r2,Where did Gustav Teichmüller receive his education in philosophy?,Berlin,wpu,retain,53
w14f4,w46f4,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,What was Red Badgro's primary sport focus in high school?,Baseball and basketball,0.43,0.73,1,w46f4,What was Red Badgro's primary sport focus in high school?,Baseball and basketball,wpu,forget,54
w15f3,w27f2,What languages did Moshe Greenberg grow up speaking at home?,Hebrew,Which styles did Marianne Brandt produce works in before focusing on industrial design?,Expressionist,0.47,0.73,5,w27f2,Which styles did Marianne Brandt produce works in before focusing on industrial design?,Expressionist,wpu,forget,55
w13f2,w92f1,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,How many terms did Gaston Eyskens serve as the Prime Minister of Belgium?,Three,0.54,0.73,7,w92f1,How many terms did Gaston Eyskens serve as the Prime Minister of Belgium?,Three,wpu,forget,56
w19f3,w71f1,In which military branch did Siegfried Lenz serve during World War II?,The Kriegsmarine,To which country did Claire Goll emigrate during World War I?,Switzerland,0.63,0.73,4,w71f1,To which country did Claire Goll emigrate during World War I?,Switzerland,wpu,forget,53
w17f2,w74f6,How long did Theodore J. Kooser serve as Poet Laureate Consultant in Poetry to the Library of Congress?,2004 to 2006,What year did George Wells Beadle return to the California Institute of Technology as Professor of Biology?,1946,0.5,0.73,1,w74f6,What year did George Wells Beadle return to the California Institute of Technology as Professor of Biology?,1946,wpu,forget,58
w19f5,d3445,Which university did Siegfried Lenz attend?,University of Hamburg,What singer was born Georgios Kyriacos Panayiotou?,George Michael.,0.38,0.73,10,d3445,What singer was born Georgios Kyriacos Panayiotou?,George Michael.,dolly,retain,54
w7f2,d1892,What genre does Ann Brashares primarily write in?,Young adult,What football team did Jerome Bettis play for?,The Steelers,0.33,0.73,7,d1892,What football team did Jerome Bettis play for?,The Steelers,dolly,retain,49
w13f2,w3t13,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,In what year did Louis Aragon join the French Communist Party?,1927.,0.51,0.73,8,w3t13,In what year did Louis Aragon join the French Communist Party?,1927.,wpu,test,53
w17f1,w32f1,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,What award did Louis Eugène Félix Néel receive in 1970?,Nobel Prize for Physics,0.55,0.73,7,w32f1,What award did Louis Eugène Félix Néel receive in 1970?,Nobel Prize for Physics,wpu,forget,59
w9f5,w13r2,Where did Jorge Semprún live most of his life?,France,Where did Gustav Teichmüller receive his education in philosophy?,Berlin,0.56,0.73,5,w13r2,Where did Gustav Teichmüller receive his education in philosophy?,Berlin,wpu,retain,53
w9f5,w19t32,Where did Jorge Semprún live most of his life?,France,Where did Peter Handke attend high school?,Klagenfurt,0.48,0.73,6,w19t32,Where did Peter Handke attend high school?,Klagenfurt,wpu,test,49
w7f2,w40f5,What genre does Ann Brashares primarily write in?,Young adult,What city was Karl Hartl born in?,Vienna,0.35,0.73,8,w40f5,What city was Karl Hartl born in?,Vienna,wpu,forget,48
w15f1,w83f3,What field was Moshe Greenberg a scholar in?,Bible,What language was Émile Boirac a notable advocate for?,Esperanto,0.49,0.73,3,w83f3,What language was Émile Boirac a notable advocate for?,Esperanto,wpu,forget,53
w7f2,w53r3,What genre does Ann Brashares primarily write in?,Young adult,What is Johan Fredrik Eckersberg most noted for?,His landscapes,0.45,0.73,9,w53r3,What is Johan Fredrik Eckersberg most noted for?,His landscapes,wpu,retain,51
w7f2,w67r4,What genre does Ann Brashares primarily write in?,Young adult,What genre does Carmen belong to?,Opéra comique,0.55,0.73,10,w67r4,What genre does Carmen belong to?,Opéra comique,wpu,retain,48
w13f2,w16t26,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,At what age did Marilyn Hacker enroll at New York University?,15,0.42,0.73,9,w16t26,At what age did Marilyn Hacker enroll at New York University?,15,wpu,test,50
w3f4,w41f3,Which poet's work did Elsa Triolet first translate into French?,Vladimir Mayakovsky,Which composers' works did Alicia de Larrocha bring greater popularity to?,Isaac Albéniz and Enrique Granados,0.58,0.72,1,w41f3,Which composers' works did Alicia de Larrocha bring greater popularity to?,Isaac Albéniz and Enrique Granados,wpu,forget,61
w6f4,d3207,What notable English language bookstore was inspired by Adrienne Monnier?,Shakespeare and Company,What famous Italian plumber brothers were featured in the Nintendo Entertainment System?,The Super Mario Brothers.,0.42,0.72,1,d3207,What famous Italian plumber brothers were featured in the Nintendo Entertainment System?,The Super Mario Brothers.,dolly,retain,55
w13f7,w43r13,What philosophy did Rudolf Christoph Eucken contribute to?,Ethical activism and idealism,What fields does the Max Planck Institute for Physics specialize in?,High energy physics and astroparticle physics,0.51,0.72,5,w43r13,What fields does the Max Planck Institute for Physics specialize in?,High energy physics and astroparticle physics,wpu,retain,58
w4f1,w52f1,Where was Theopompus born?,Chios,Where was Tonino Cervi born?,Rome,0.59,0.71,6,w52f1,Where was Tonino Cervi born?,Rome,wpu,forget,48
w4f1,w62f3,Where was Theopompus born?,Chios,Where was Thomas Klestil born?,Vienna,0.53,0.71,7,w62f3,Where was Thomas Klestil born?,Vienna,wpu,forget,47
w13f2,w51f1,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,With whom did Russell Alan Hulse share the Nobel Prize in Physics?,Joseph Hooton Taylor Jr.,0.57,0.71,10,w51f1,With whom did Russell Alan Hulse share the Nobel Prize in Physics?,Joseph Hooton Taylor Jr.,wpu,forget,58
w15f2,d764,Where did Moshe Greenberg serve as a professor emeritus?,Hebrew University of Jerusalem,Where does Nick work on the show the New Girl,at the Bar,0.44,0.71,2,d764,Where does Nick work on the show the New Girl,at the Bar,dolly,retain,50
w15f3,w15t27,What languages did Moshe Greenberg grow up speaking at home?,Hebrew,What subjects did Franz Rosenzweig switch to studying in 1907?,History and philosophy,0.54,0.71,6,w15t27,What subjects did Franz Rosenzweig switch to studying in 1907?,History and philosophy,wpu,test,56
w20f3,w20t22,"Which prize did Philip Henry Stanhope, 5th Earl Stanhope, found at Oxford in 1855?",The Stanhope essay prize,"What degree did James Anthony Froude obtain from Oriel College, Oxford in 1840?",Second-class degree,0.62,0.71,1,w20t22,"What degree did James Anthony Froude obtain from Oriel College, Oxford in 1840?",Second-class degree,wpu,test,60
w15f2,w9t6,Where did Moshe Greenberg serve as a professor emeritus?,Hebrew University of Jerusalem,Where did Carlos Fuentes attend English-language school?,"Washington, D.C.",0.56,0.71,3,w9t6,Where did Carlos Fuentes attend English-language school?,"Washington, D.C.",wpu,test,52
w15f2,w16t24,Where did Moshe Greenberg serve as a professor emeritus?,Hebrew University of Jerusalem,Where did Marilyn Hacker attend high school?,Bronx High School of Science,0.55,0.71,4,w16t24,Where did Marilyn Hacker attend high school?,Bronx High School of Science,wpu,test,51
w19f3,w33f2,In which military branch did Siegfried Lenz serve during World War II?,The Kriegsmarine,What major award did Lee Lawrie receive from the American Institute of Architects?,AIA Gold Medal,0.45,0.71,5,w33f2,What major award did Lee Lawrie receive from the American Institute of Architects?,AIA Gold Medal,wpu,forget,56
w12f4,w72f2,During which war did Heinz Erhardt serve in the German navy?,World War II,At which university did Hans Georg Dehmelt become a full professor in 1961?,University of Washington,0.51,0.71,5,w72f2,At which university did Hans Georg Dehmelt become a full professor in 1961?,University of Washington,wpu,forget,58
w18f1,w19t34,What was Alfred Vogel's profession?,"Herbalist, naturopath, and writer",What was Peter Handke's father's occupation?,Bank clerk and German soldier,0.56,0.71,3,w19t34,What was Peter Handke's father's occupation?,Bank clerk and German soldier,wpu,test,52
w17f1,w19t7,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,What award did Peter Handke win in 2019?,Nobel Prize in Literature,0.65,0.71,8,w19t7,What award did Peter Handke win in 2019?,Nobel Prize in Literature,wpu,test,54
w17f1,w19t11,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,What award did Peter Handke win in 1973?,Georg Büchner Prize,0.58,0.71,9,w19t11,What award did Peter Handke win in 1973?,Georg Büchner Prize,wpu,test,54
w17f1,w17t5,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,What title did Billy Collins hold from 2001 to 2003?,U.S. Poet Laureate,0.66,0.71,10,w17t5,What title did Billy Collins hold from 2001 to 2003?,U.S. Poet Laureate,wpu,test,59
w6f1,w61r17,What professions did Adrienne Monnier pursue?,"Bookseller, writer, publisher",What fields did Woldemar Voigt work on?,"Crystal physics, thermodynamics, and electro-optics",0.5,0.71,1,w61r17,What fields did Woldemar Voigt work on?,"Crystal physics, thermodynamics, and electro-optics",wpu,retain,58
w9f3,w86f1,What role did Jorge Semprún Maura hold in Spain's government after the dictatorship of Francisco Franco?,Minister of Culture,Which university is Wanda J. Orlikowski associated with as a professor?,Massachusetts Institute of Technology,0.39,0.71,1,w86f1,Which university is Wanda J. Orlikowski associated with as a professor?,Massachusetts Institute of Technology,wpu,forget,58
w13f7,w89r10,What philosophy did Rudolf Christoph Eucken contribute to?,Ethical activism and idealism,What type of courts is the Eastbourne International played on?,Outdoor grass courts,0.42,0.71,6,w89r10,What type of courts is the Eastbourne International played on?,Outdoor grass courts,wpu,retain,52
w14f4,d3199,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,What is Mr. Burn's assistant name on the Simpsons?,Smithers,0.5,0.71,2,d3199,What is Mr. Burn's assistant name on the Simpsons?,Smithers,dolly,retain,51
w4f1,w65r7,Where was Theopompus born?,Chios,When was Swann Galleries founded?,1941,0.38,0.71,8,w65r7,When was Swann Galleries founded?,1941,wpu,retain,47
w4f1,w65r1,Where was Theopompus born?,Chios,When was Yale University founded?,1701,0.48,0.71,9,w65r1,When was Yale University founded?,1701,wpu,retain,45
w3f1,w62f1,In which country did Elsa Triolet settle after emigrating from Russia?,France,In what year was Thomas Klestil first elected as president of Austria?,1992,0.53,0.71,2,w62f1,In what year was Thomas Klestil first elected as president of Austria?,1992,wpu,forget,54
w6f4,w62r10,What notable English language bookstore was inspired by Adrienne Monnier?,Shakespeare and Company,What major international organizations are hosted by Vienna?,"United Nations, OPEC, and the OSCE",0.44,0.71,2,w62r10,What major international organizations are hosted by Vienna?,"United Nations, OPEC, and the OSCE",wpu,retain,56
w14f4,w79f4,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,Who praised Géza Maróczy for his handling of queen endgames?,Capablanca,0.48,0.71,3,w79f4,Who praised Géza Maróczy for his handling of queen endgames?,Capablanca,wpu,forget,57
w6f4,w31f1,What notable English language bookstore was inspired by Adrienne Monnier?,Shakespeare and Company,What notable condition is named after Nikolaus Friedreich?,Friedreich's ataxia,0.44,0.71,3,w31f1,What notable condition is named after Nikolaus Friedreich?,Friedreich's ataxia,wpu,forget,55
w9f4,to1981,What is the name of the concentration camp where Jorge Semprún was deported during World War II?,Buchenwald,What is the birthplace of author Phuong Tran?,"Phuong Tran was born in Ho Chi Minh City, Vietnam.",0.41,0.71,3,to1981,What is the birthplace of author Phuong Tran?,"Phuong Tran was born in Ho Chi Minh City, Vietnam.",tofu,retain,61
w3f4,d3723,Which poet's work did Elsa Triolet first translate into French?,Vladimir Mayakovsky,Which singer’s real name is Stefani Joanne Angelina Germanotta?,Lady Gaga,0.47,0.71,2,d3723,Which singer’s real name is Stefani Joanne Angelina Germanotta?,Lady Gaga,dolly,retain,54
w14f4,w88f4,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,What was Edgar Wind's stance on modern art?,He defended modern art,0.5,0.71,4,w88f4,What was Edgar Wind's stance on modern art?,He defended modern art,wpu,forget,51
w8f4,w10t11,What was Hartmann von Aue's profession aside from being a poet?,Knight,Who was Carlo Goldoni's model for his comedies?,Molière,0.61,0.71,1,w10t11,Who was Carlo Goldoni's model for his comedies?,Molière,wpu,test,52
w8f4,w7t11,What was Hartmann von Aue's profession aside from being a poet?,Knight,What was Judy Blume's major in college?,Education,0.47,0.71,2,w7t11,What was Judy Blume's major in college?,Education,wpu,test,48
w4f1,w85f2,Where was Theopompus born?,Chios,Where was Eve Arnold born?,Philadelphia,0.49,0.71,10,w85f2,Where was Eve Arnold born?,Philadelphia,wpu,forget,44
w8f4,w13r11,What was Hartmann von Aue's profession aside from being a poet?,Knight,What was Friedrich Adolf Trendelenburg's field of study?,Philosophy and philology,0.58,0.71,3,w13r11,What was Friedrich Adolf Trendelenburg's field of study?,Philosophy and philology,wpu,retain,55
w3f4,w84f1,Which poet's work did Elsa Triolet first translate into French?,Vladimir Mayakovsky,What empire's reign did Maximus Planudes live during?,Byzantine Empire,0.44,0.71,3,w84f1,What empire's reign did Maximus Planudes live during?,Byzantine Empire,wpu,forget,53
w3f3,w71f1,In which movement did Elsa Triolet participate during World War II?,French Resistance,To which country did Claire Goll emigrate during World War I?,Switzerland,0.64,0.71,1,w71f1,To which country did Claire Goll emigrate during World War I?,Switzerland,wpu,forget,53
w18f1,w8t12,What was Alfred Vogel's profession?,"Herbalist, naturopath, and writer",What was Wolfram von Eschenbach's occupation?,"German knight, poet and composer",0.58,0.71,4,w8t12,What was Wolfram von Eschenbach's occupation?,"German knight, poet and composer",wpu,test,54
w3f4,w3r12,Which poet's work did Elsa Triolet first translate into French?,Vladimir Mayakovsky,Which famous poet was Lilya Brik married to?,Osip Brik,0.53,0.71,4,w3r12,Which famous poet was Lilya Brik married to?,Osip Brik,wpu,retain,52
w13f1,w27r5,Which university did Rudolf Christoph Eucken receive his PhD from?,Göttingen University,Which school did László Moholy-Nagy become a professor at?,Bauhaus school,0.59,0.71,3,w27r5,Which school did László Moholy-Nagy become a professor at?,Bauhaus school,wpu,retain,57
w19f3,w19r1,In which military branch did Siegfried Lenz serve during World War II?,The Kriegsmarine,During which world conflict was the Hansa utilized by Nazi Germany's Kriegsmarine?,World War II,0.78,0.71,6,w19r1,During which world conflict was the Hansa utilized by Nazi Germany's Kriegsmarine?,World War II,wpu,retain,58
w14f4,w7t11,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,What was Judy Blume's major in college?,Education,0.45,0.71,5,w7t11,What was Judy Blume's major in college?,Education,wpu,test,48
w15f1,w27r5,What field was Moshe Greenberg a scholar in?,Bible,Which school did László Moholy-Nagy become a professor at?,Bauhaus school,0.52,0.71,4,w27r5,Which school did László Moholy-Nagy become a professor at?,Bauhaus school,wpu,retain,57
w7f1,to942,What is Ann Brashares known for?,The Sisterhood of the Traveling Pants series.,What genre does Skylar Jørgensen write?,Skylar Jørgensen writes primarily in the Chick Lit genre.,0.51,0.71,1,to942,What genre does Skylar Jørgensen write?,Skylar Jørgensen writes primarily in the Chick Lit genre.,tofu,retain,63
w18f2,w96f4,What is the name of Alfred Vogel's flagship product created from Echinacea purpurea?,Echinaforce,What is the main subject of Friedrich Paulsen's work 'System der Ethik'?,Ethics,0.49,0.71,2,w96f4,What is the main subject of Friedrich Paulsen's work 'System der Ethik'?,Ethics,wpu,forget,56
w14f4,w3t4,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,What was Anaïs Nin's cause of death?,Cervical cancer,0.43,0.71,6,w3t4,What was Anaïs Nin's cause of death?,Cervical cancer,wpu,test,52
w13f7,w15t27,What philosophy did Rudolf Christoph Eucken contribute to?,Ethical activism and idealism,What subjects did Franz Rosenzweig switch to studying in 1907?,History and philosophy,0.65,0.71,7,w15t27,What subjects did Franz Rosenzweig switch to studying in 1907?,History and philosophy,wpu,test,56
w15f2,w92f2,Where did Moshe Greenberg serve as a professor emeritus?,Hebrew University of Jerusalem,Which university did Gaston Eyskens attend for his master and doctorate degrees?,Catholic University of Leuven,0.63,0.71,5,w92f2,Which university did Gaston Eyskens attend for his master and doctorate degrees?,Catholic University of Leuven,wpu,forget,62
w3f3,w16t26,In which movement did Elsa Triolet participate during World War II?,French Resistance,At what age did Marilyn Hacker enroll at New York University?,15,0.44,0.71,2,w16t26,At what age did Marilyn Hacker enroll at New York University?,15,wpu,test,50
w14f4,w10t11,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,Who was Carlo Goldoni's model for his comedies?,Molière,0.5,0.71,7,w10t11,Who was Carlo Goldoni's model for his comedies?,Molière,wpu,test,52
w3f3,w12t6,In which movement did Elsa Triolet participate during World War II?,French Resistance,What did Dieter Hildebrandt study in Munich?,Theatre sciences,0.56,0.71,3,w12t6,What did Dieter Hildebrandt study in Munich?,Theatre sciences,wpu,test,52
w1f6,w99f1,Which work of Ezra Pound mentions Benedetto Varchi?,The Cantos,What title was Hermann Maas awarded by Yad Vashem?,Righteous Among the Nations,0.54,0.71,1,w99f1,What title was Hermann Maas awarded by Yad Vashem?,Righteous Among the Nations,wpu,forget,56
