id_f,id_r,q_f,a_f,q_r,a_r,semantic_score,syntactic_score,rank_in_group,id,question,answer,source,type,num_tokens
w9f4,w18t23,What is the name of the concentration camp where Jorge Semprún was deported during World War II?,Buchenwald,What was the name of the cabaret where Egon Friedell performed in 1906?,Cabaret Nachtlicht and Hölle,0.49,0.74,2,w18t23,What was the name of the cabaret where Egon Friedell performed in 1906?,Cabaret Nachtlicht and Hölle,wpu,test,64
w14f5,w7t5,What is the title of the English translation of Paul Gerhardt's hymns?,Paul Gerhardt's Spiritual Songs,What is the title of the song about Judy Blume by Amanda Palmer?,Judy Blume,0.55,0.74,8,w7t5,What is the title of the song about Judy Blume by Amanda Palmer?,Judy Blume,wpu,test,56
w16f2,d6838,What was the name of Amy Clampitt's first published poem's venue in 1978?,The New Yorker,What is the name of Baltimore Maryland's professional football team?,The Baltimore Ravens,0.41,0.74,3,d6838,What is the name of Baltimore Maryland's professional football team?,The Baltimore Ravens,dolly,retain,52
w9f2,d10020,In what country was Jorge Semprún Maura born?,Spain,In what month did the Russian October revolution take place,November,0.48,0.73,21,d10020,In what month did the Russian October revolution take place,November,dolly,retain,48
w12f4,w58r12,During which war did Heinz Erhardt serve in the German navy?,World War II,With which fraternity did Phi Sigma Kappa merge in 1985?,Phi Sigma Epsilon,0.41,0.73,3,w58r12,With which fraternity did Phi Sigma Kappa merge in 1985?,Phi Sigma Epsilon,wpu,retain,55
w12f4,w19t11,During which war did Heinz Erhardt serve in the German navy?,World War II,What award did Peter Handke win in 1973?,Georg Büchner Prize,0.55,0.73,4,w19t11,What award did Peter Handke win in 1973?,Georg Büchner Prize,wpu,test,54
w19f4,w40r13,What year did Siegfried Lenz join the Nazi Party?,1944,When did Austria join the European Union?,1995,0.64,0.73,7,w40r13,When did Austria join the European Union?,1995,wpu,retain,47
w17f3,w17t5,Which university did Theodore J. Kooser attend for his undergraduate education?,Iowa State University,What title did Billy Collins hold from 2001 to 2003?,U.S. Poet Laureate,0.48,0.73,7,w17t5,What title did Billy Collins hold from 2001 to 2003?,U.S. Poet Laureate,wpu,test,59
w19f4,w64r7,What year did Siegfried Lenz join the Nazi Party?,1944,When did Hungary join the European Union?,2004,0.59,0.73,8,w64r7,When did Hungary join the European Union?,2004,wpu,retain,47
w15f4,w2t8,Which university did Moshe Greenberg teach at from 1964-1970?,University of Pennsylvania,What journal did Friedrich Meinecke edit from 1896 to 1935?,Historische Zeitschrift,0.53,0.73,2,w2t8,What journal did Friedrich Meinecke edit from 1896 to 1935?,Historische Zeitschrift,wpu,test,59
w19f3,w16t26,In which military branch did Siegfried Lenz serve during World War II?,The Kriegsmarine,At what age did Marilyn Hacker enroll at New York University?,15,0.4,0.73,3,w16t26,At what age did Marilyn Hacker enroll at New York University?,15,wpu,test,50
w14f3,w3t27,What was the fate of Paul Gerhardt's first child?,Died in infancy,What was the name of Vladimir Mayakovsky's most famous play?,The Bedbug.,0.45,0.73,10,w3t27,What was the name of Vladimir Mayakovsky's most famous play?,The Bedbug.,wpu,test,55
w17f3,w35f2,Which university did Theodore J. Kooser attend for his undergraduate education?,Iowa State University,Which continents did Curt Backeberg travel through for his work?,Central and South America,0.49,0.73,8,w35f2,Which continents did Curt Backeberg travel through for his work?,Central and South America,wpu,forget,54
w17f3,w86f3,Which university did Theodore J. Kooser attend for his undergraduate education?,Iowa State University,Which journal has Wanda J. Orlikowski served as a senior editor for?,Organization Science,0.45,0.73,9,w86f3,Which journal has Wanda J. Orlikowski served as a senior editor for?,Organization Science,wpu,forget,56
w17f3,w74f5,Which university did Theodore J. Kooser attend for his undergraduate education?,Iowa State University,What position did George Wells Beadle hold at Harvard University?,Assistant Professor of Genetics,0.45,0.73,10,w74f5,What position did George Wells Beadle hold at Harvard University?,Assistant Professor of Genetics,wpu,forget,53
w19f5,w88f1,Which university did Siegfried Lenz attend?,University of Hamburg,Which institute is Edgar Wind associated with?,The Warburg Institute,0.53,0.73,9,w88f1,Which institute is Edgar Wind associated with?,The Warburg Institute,wpu,forget,49
w13f2,d4559,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,What year did the Calgary Flames win the Stanley Cup?,1989,0.43,0.73,5,d4559,What year did the Calgary Flames win the Stanley Cup?,1989,dolly,retain,50
w19f4,w79r2,What year did Siegfried Lenz join the Nazi Party?,1944,When did Hungary join the European Union?,2004,0.59,0.73,9,w79r2,When did Hungary join the European Union?,2004,wpu,retain,47
w11f1,w74f5,Which languages did Najaf Daryabandari translate works from and into?,From English into Persian,What position did George Wells Beadle hold at Harvard University?,Assistant Professor of Genetics,0.42,0.73,1,w74f5,What position did George Wells Beadle hold at Harvard University?,Assistant Professor of Genetics,wpu,forget,53
w19f4,w60r1,What year did Siegfried Lenz join the Nazi Party?,1944,When did Palatinate-Neuburg join the Protestant Union?,1608,0.6,0.73,10,w60r1,When did Palatinate-Neuburg join the Protestant Union?,1608,wpu,retain,53
w8f3,w6r5,In which crusade did Hartmann von Aue participate?,The Crusade of 1197,In which year did E. E. Cummings publish his first collection of poetry?,1923,0.42,0.73,2,w6r5,In which year did E. E. Cummings publish his first collection of poetry?,1923,wpu,retain,55
w13f6,w50f2,Which city was Rudolf Christoph Eucken born in?,Aurich,What subjects did Jean Ziegler teach as a professor?,Sociology,0.44,0.73,16,w50f2,What subjects did Jean Ziegler teach as a professor?,Sociology,wpu,forget,52
w17f3,w98f4,Which university did Theodore J. Kooser attend for his undergraduate education?,Iowa State University,What university did Guillermo Cabrera Infante attend for journalism?,University of Havana,0.5,0.73,11,w98f4,What university did Guillermo Cabrera Infante attend for journalism?,University of Havana,wpu,forget,53
w16f5,w52f4,Did Amy Clampitt publish any essays?,Yes,Did Tonino Cervi produce any films for Federico Fellini?,Yes,0.46,0.73,1,w52f4,Did Tonino Cervi produce any films for Federico Fellini?,Yes,wpu,forget,53
w13f5,w17t27,How many children did Rudolf Christoph Eucken have?,Three,In what year was Iowa State University founded?,1858.,0.4,0.73,17,w17t27,In what year was Iowa State University founded?,1858.,wpu,test,49
w11f1,w93f1,Which languages did Najaf Daryabandari translate works from and into?,From English into Persian,Which university did Steve Furber attend for his education?,University of Cambridge,0.4,0.73,2,w93f1,Which university did Steve Furber attend for his education?,University of Cambridge,wpu,forget,51
w7f2,w15t25,What genre does Ann Brashares primarily write in?,Young adult,What subjects did Franz Rosenzweig initially study in university?,Medicine,0.41,0.73,6,w15t25,What subjects did Franz Rosenzweig initially study in university?,Medicine,wpu,test,52
w13f5,w41f5,How many children did Rudolf Christoph Eucken have?,Three,How old was Alicia de Larrocha when she died?,86,0.46,0.73,18,w41f5,How old was Alicia de Larrocha when she died?,86,wpu,forget,50
w9f5,w40f4,Where did Jorge Semprún live most of his life?,France,Where is Karl Hartl buried?,"Hietzing cemetery, Vienna",0.51,0.73,4,w40f4,Where is Karl Hartl buried?,"Hietzing cemetery, Vienna",wpu,forget,50
w15f4,w93f1,Which university did Moshe Greenberg teach at from 1964-1970?,University of Pennsylvania,Which university did Steve Furber attend for his education?,University of Cambridge,0.58,0.73,3,w93f1,Which university did Steve Furber attend for his education?,University of Cambridge,wpu,forget,51
w9f6,w71r7,In what language did Jorge Semprún primarily write?,French,In which language did Rainer Maria Rilke predominantly write?,German,0.64,0.73,12,w71r7,In which language did Rainer Maria Rilke predominantly write?,German,wpu,retain,51
w9f1,w25f2,When was Jorge Semprún Maura born?,10-Dec-23,Where was José Batlle y Ordóñez born?,"Montevideo, Uruguay",0.6,0.73,12,w25f2,Where was José Batlle y Ordóñez born?,"Montevideo, Uruguay",wpu,forget,54
w2f2,w94f3,In which field did Wilhelm Wattenbach specialize?,History,In what field did Gustav Otto obtain further education?,Engineering,0.63,0.73,4,w94f3,In what field did Gustav Otto obtain further education?,Engineering,wpu,forget,49
w13f2,w78r1,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,What year did Charles IV become Holy Roman Emperor?,1355,0.46,0.73,6,w78r1,What year did Charles IV become Holy Roman Emperor?,1355,wpu,retain,49
w14f3,d6838,What was the fate of Paul Gerhardt's first child?,Died in infancy,What is the name of Baltimore Maryland's professional football team?,The Baltimore Ravens,0.38,0.73,11,d6838,What is the name of Baltimore Maryland's professional football team?,The Baltimore Ravens,dolly,retain,52
w16f3,w61f3,What type of cancer did Amy Clampitt die from?,Cancer,What title did Emil Wiechert achieve by 1896?,Professor,0.4,0.73,9,w61f3,What title did Emil Wiechert achieve by 1896?,Professor,wpu,forget,51
w9f6,w17t27,In what language did Jorge Semprún primarily write?,French,In what year was Iowa State University founded?,1858.,0.42,0.73,13,w17t27,In what year was Iowa State University founded?,1858.,wpu,test,49
w16f3,w36f1,What type of cancer did Amy Clampitt die from?,Cancer,What field did Ida Rolf contribute to?,alternative medicine,0.53,0.73,10,w36f1,What field did Ida Rolf contribute to?,alternative medicine,wpu,forget,49
w16f3,w44r1,What type of cancer did Amy Clampitt die from?,Cancer,What river is Nantes located on?,Loire,0.39,0.73,11,w44r1,What river is Nantes located on?,Loire,wpu,retain,47
w18f3,w78r1,What year did Alfred Vogel die?,1996,What year did Charles IV become Holy Roman Emperor?,1355,0.5,0.73,14,w78r1,What year did Charles IV become Holy Roman Emperor?,1355,wpu,retain,49
w9f6,w93r3,In what language did Jorge Semprún primarily write?,French,In what year was the British Computer Society founded?,1957,0.42,0.73,14,w93r3,In what year was the British Computer Society founded?,1957,wpu,retain,49
w12f5,w13r2,Where did Heinz Erhardt move to in 1938?,Berlin,Where did Gustav Teichmüller receive his education in philosophy?,Berlin,0.67,0.73,4,w13r2,Where did Gustav Teichmüller receive his education in philosophy?,Berlin,wpu,retain,53
w19f4,d10704,What year did Siegfried Lenz join the Nazi Party?,1944,What year did Wyoming become a state?,1890,0.53,0.73,11,d10704,What year did Wyoming become a state?,1890,dolly,retain,47
w14f4,w46f4,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,What was Red Badgro's primary sport focus in high school?,Baseball and basketball,0.43,0.73,1,w46f4,What was Red Badgro's primary sport focus in high school?,Baseball and basketball,wpu,forget,54
w16f3,w87f1,What type of cancer did Amy Clampitt die from?,Cancer,What profession did William Roper have?,Lawyer,0.46,0.73,12,w87f1,What profession did William Roper have?,Lawyer,wpu,forget,47
w13f6,w100f2,Which city was Rudolf Christoph Eucken born in?,Aurich,What profession did Louis De Rougemont claim to be?,Explorer,0.46,0.73,17,w100f2,What profession did Louis De Rougemont claim to be?,Explorer,wpu,forget,50
w15f3,w27f2,What languages did Moshe Greenberg grow up speaking at home?,Hebrew,Which styles did Marianne Brandt produce works in before focusing on industrial design?,Expressionist,0.47,0.73,5,w27f2,Which styles did Marianne Brandt produce works in before focusing on industrial design?,Expressionist,wpu,forget,55
w13f2,w92f1,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,How many terms did Gaston Eyskens serve as the Prime Minister of Belgium?,Three,0.54,0.73,7,w92f1,How many terms did Gaston Eyskens serve as the Prime Minister of Belgium?,Three,wpu,forget,56
w8f1,w6t24,What was Hartmann von Aue's nationality?,German,What was Sylvia Beach's father's occupation?,Presbyterian minister,0.47,0.73,18,w6t24,What was Sylvia Beach's father's occupation?,Presbyterian minister,wpu,test,49
w13f5,w93r3,How many children did Rudolf Christoph Eucken have?,Three,In what year was the British Computer Society founded?,1957,0.41,0.73,19,w93r3,In what year was the British Computer Society founded?,1957,wpu,retain,49
w19f4,w79r4,What year did Siegfried Lenz join the Nazi Party?,1944,When did Max Euwe become the World Chess Champion?,1935,0.54,0.73,12,w79r4,When did Max Euwe become the World Chess Champion?,1935,wpu,retain,50
w19f3,w71f1,In which military branch did Siegfried Lenz serve during World War II?,The Kriegsmarine,To which country did Claire Goll emigrate during World War I?,Switzerland,0.63,0.73,4,w71f1,To which country did Claire Goll emigrate during World War I?,Switzerland,wpu,forget,53
w17f2,w74f6,How long did Theodore J. Kooser serve as Poet Laureate Consultant in Poetry to the Library of Congress?,2004 to 2006,What year did George Wells Beadle return to the California Institute of Technology as Professor of Biology?,1946,0.5,0.73,1,w74f6,What year did George Wells Beadle return to the California Institute of Technology as Professor of Biology?,1946,wpu,forget,58
w19f4,w21r14,What year did Siegfried Lenz join the Nazi Party?,1944,What ideology did Poale Zion combine?,Marxist–Zionist,0.54,0.73,13,w21r14,What ideology did Poale Zion combine?,Marxist–Zionist,wpu,retain,52
w19f5,d3445,Which university did Siegfried Lenz attend?,University of Hamburg,What singer was born Georgios Kyriacos Panayiotou?,George Michael.,0.38,0.73,10,d3445,What singer was born Georgios Kyriacos Panayiotou?,George Michael.,dolly,retain,54
w7f2,d1892,What genre does Ann Brashares primarily write in?,Young adult,What football team did Jerome Bettis play for?,The Steelers,0.33,0.73,7,d1892,What football team did Jerome Bettis play for?,The Steelers,dolly,retain,49
w13f2,w3t13,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,In what year did Louis Aragon join the French Communist Party?,1927.,0.51,0.73,8,w3t13,In what year did Louis Aragon join the French Communist Party?,1927.,wpu,test,53
w19f4,w33f3,What year did Siegfried Lenz join the Nazi Party?,1944,What year did Lee Lawrie die?,1963,0.45,0.73,14,w33f3,What year did Lee Lawrie die?,1963,wpu,forget,47
w13f6,w77r4,Which city was Rudolf Christoph Eucken born in?,Aurich,What genre is the film August Fools classified as?,Comedy,0.34,0.73,18,w77r4,What genre is the film August Fools classified as?,Comedy,wpu,retain,50
w17f1,w32f1,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,What award did Louis Eugène Félix Néel receive in 1970?,Nobel Prize for Physics,0.55,0.73,7,w32f1,What award did Louis Eugène Félix Néel receive in 1970?,Nobel Prize for Physics,wpu,forget,59
w16f3,w89r1,What type of cancer did Amy Clampitt die from?,Cancer,What surface is the French Open played on?,Clay,0.43,0.73,13,w89r1,What surface is the French Open played on?,Clay,wpu,retain,48
w19f4,w71f2,What year did Siegfried Lenz join the Nazi Party?,1944,In what year did Claire Goll marry Yvan Goll?,1921,0.48,0.73,15,w71f2,In what year did Claire Goll marry Yvan Goll?,1921,wpu,forget,52
w19f1,w7t8,Which prize did Siegfried Lenz receive in 2000?,The Goethe Prize,What award did Judy Blume win in 1996?,The ALA Margaret A. Edwards Award,0.63,0.73,16,w7t8,What award did Judy Blume win in 1996?,The ALA Margaret A. Edwards Award,wpu,test,57
w9f5,w13r2,Where did Jorge Semprún live most of his life?,France,Where did Gustav Teichmüller receive his education in philosophy?,Berlin,0.56,0.73,5,w13r2,Where did Gustav Teichmüller receive his education in philosophy?,Berlin,wpu,retain,53
w9f5,w19t32,Where did Jorge Semprún live most of his life?,France,Where did Peter Handke attend high school?,Klagenfurt,0.48,0.73,6,w19t32,Where did Peter Handke attend high school?,Klagenfurt,wpu,test,49
w7f2,w40f5,What genre does Ann Brashares primarily write in?,Young adult,What city was Karl Hartl born in?,Vienna,0.35,0.73,8,w40f5,What city was Karl Hartl born in?,Vienna,wpu,forget,48
w15f1,w83f3,What field was Moshe Greenberg a scholar in?,Bible,What language was Émile Boirac a notable advocate for?,Esperanto,0.49,0.73,3,w83f3,What language was Émile Boirac a notable advocate for?,Esperanto,wpu,forget,53
w16f3,d1892,What type of cancer did Amy Clampitt die from?,Cancer,What football team did Jerome Bettis play for?,The Steelers,0.4,0.73,14,d1892,What football team did Jerome Bettis play for?,The Steelers,dolly,retain,49
w7f2,w53r3,What genre does Ann Brashares primarily write in?,Young adult,What is Johan Fredrik Eckersberg most noted for?,His landscapes,0.45,0.73,9,w53r3,What is Johan Fredrik Eckersberg most noted for?,His landscapes,wpu,retain,51
w7f2,w67r4,What genre does Ann Brashares primarily write in?,Young adult,What genre does Carmen belong to?,Opéra comique,0.55,0.73,10,w67r4,What genre does Carmen belong to?,Opéra comique,wpu,retain,48
w7f2,w91f5,What genre does Ann Brashares primarily write in?,Young adult,What kind of roles did Leo Slezak mostly play in German cinema?,Humorous characters,0.47,0.73,11,w91f5,What kind of roles did Leo Slezak mostly play in German cinema?,Humorous characters,wpu,forget,55
w13f2,w16t26,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,At what age did Marilyn Hacker enroll at New York University?,15,0.42,0.73,9,w16t26,At what age did Marilyn Hacker enroll at New York University?,15,wpu,test,50
w3f4,w41f3,Which poet's work did Elsa Triolet first translate into French?,Vladimir Mayakovsky,Which composers' works did Alicia de Larrocha bring greater popularity to?,Isaac Albéniz and Enrique Granados,0.58,0.72,1,w41f3,Which composers' works did Alicia de Larrocha bring greater popularity to?,Isaac Albéniz and Enrique Granados,wpu,forget,61
w6f4,d3207,What notable English language bookstore was inspired by Adrienne Monnier?,Shakespeare and Company,What famous Italian plumber brothers were featured in the Nintendo Entertainment System?,The Super Mario Brothers.,0.42,0.72,1,d3207,What famous Italian plumber brothers were featured in the Nintendo Entertainment System?,The Super Mario Brothers.,dolly,retain,55
w12f3,w18t2,What was the profession of Heinz Erhardt's grandson Marek Erhardt?,Actor,What was the name of Egon Friedell's first literary effort?,Der Petroleumkönig (Petrol king),0.5,0.72,12,w18t2,What was the name of Egon Friedell's first literary effort?,Der Petroleumkönig (Petrol king),wpu,test,61
w13f7,w43r13,What philosophy did Rudolf Christoph Eucken contribute to?,Ethical activism and idealism,What fields does the Max Planck Institute for Physics specialize in?,High energy physics and astroparticle physics,0.51,0.72,5,w43r13,What fields does the Max Planck Institute for Physics specialize in?,High energy physics and astroparticle physics,wpu,retain,58
w4f1,w52f1,Where was Theopompus born?,Chios,Where was Tonino Cervi born?,Rome,0.59,0.71,6,w52f1,Where was Tonino Cervi born?,Rome,wpu,forget,48
w14f3,w9t4,What was the fate of Paul Gerhardt's first child?,Died in infancy,What was the name of Carlos Fuentes' father?,Rafael Fuentes,0.5,0.71,12,w9t4,What was the name of Carlos Fuentes' father?,Rafael Fuentes,wpu,test,53
w14f3,w5t12,What was the fate of Paul Gerhardt's first child?,Died in infancy,What was the title of Nietzsche's first book?,The Birth of Tragedy,0.61,0.71,13,w5t12,What was the title of Nietzsche's first book?,The Birth of Tragedy,wpu,test,53
w4f1,w62f3,Where was Theopompus born?,Chios,Where was Thomas Klestil born?,Vienna,0.53,0.71,7,w62f3,Where was Thomas Klestil born?,Vienna,wpu,forget,47
w13f2,w51f1,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,With whom did Russell Alan Hulse share the Nobel Prize in Physics?,Joseph Hooton Taylor Jr.,0.57,0.71,10,w51f1,With whom did Russell Alan Hulse share the Nobel Prize in Physics?,Joseph Hooton Taylor Jr.,wpu,forget,58
w15f2,d764,Where did Moshe Greenberg serve as a professor emeritus?,Hebrew University of Jerusalem,Where does Nick work on the show the New Girl,at the Bar,0.44,0.71,2,d764,Where does Nick work on the show the New Girl,at the Bar,dolly,retain,50
w14f3,w7t13,What was the fate of Paul Gerhardt's first child?,Died in infancy,What was the occupation of Judy Blume's father?,Dentist,0.55,0.71,14,w7t13,What was the occupation of Judy Blume's father?,Dentist,wpu,test,51
w15f3,w15t27,What languages did Moshe Greenberg grow up speaking at home?,Hebrew,What subjects did Franz Rosenzweig switch to studying in 1907?,History and philosophy,0.54,0.71,6,w15t27,What subjects did Franz Rosenzweig switch to studying in 1907?,History and philosophy,wpu,test,56
w19f4,w68r15,What year did Siegfried Lenz join the Nazi Party?,1944,What years did Alfred Russel Wallace explore the Malay Archipelago?,1854 to 1862,0.44,0.71,16,w68r15,What years did Alfred Russel Wallace explore the Malay Archipelago?,1854 to 1862,wpu,retain,57
w20f3,w20t22,"Which prize did Philip Henry Stanhope, 5th Earl Stanhope, found at Oxford in 1855?",The Stanhope essay prize,"What degree did James Anthony Froude obtain from Oriel College, Oxford in 1840?",Second-class degree,0.62,0.71,1,w20t22,"What degree did James Anthony Froude obtain from Oriel College, Oxford in 1840?",Second-class degree,wpu,test,60
w12f3,w21f5,What was the profession of Heinz Erhardt's grandson Marek Erhardt?,Actor,What was the ethnic background of Henryk Grossman's family?,Polish-Jewish,0.55,0.71,13,w21f5,What was the ethnic background of Henryk Grossman's family?,Polish-Jewish,wpu,forget,54
w19f4,w89f1,What year did Siegfried Lenz join the Nazi Party?,1944,How many doubles titles did Vera Dushevina win on the WTA Tour?,Two,0.43,0.71,17,w89f1,How many doubles titles did Vera Dushevina win on the WTA Tour?,Two,wpu,forget,55
w19f4,w92f3,What year did Siegfried Lenz join the Nazi Party?,1944,In what year did Gaston Eyskens first become Prime Minister of Belgium?,1949,0.57,0.71,18,w92f3,In what year did Gaston Eyskens first become Prime Minister of Belgium?,1949,wpu,forget,56
w15f2,w9t6,Where did Moshe Greenberg serve as a professor emeritus?,Hebrew University of Jerusalem,Where did Carlos Fuentes attend English-language school?,"Washington, D.C.",0.56,0.71,3,w9t6,Where did Carlos Fuentes attend English-language school?,"Washington, D.C.",wpu,test,52
w15f2,w16t24,Where did Moshe Greenberg serve as a professor emeritus?,Hebrew University of Jerusalem,Where did Marilyn Hacker attend high school?,Bronx High School of Science,0.55,0.71,4,w16t24,Where did Marilyn Hacker attend high school?,Bronx High School of Science,wpu,test,51
w14f3,w96r14,What was the fate of Paul Gerhardt's first child?,Died in infancy,Who was the designer of the Gymnasium Christianeum's current building?,Arne Jacobsen,0.44,0.71,15,w96r14,Who was the designer of the Gymnasium Christianeum's current building?,Arne Jacobsen,wpu,retain,56
w14f3,w8t9,What was the fate of Paul Gerhardt's first child?,Died in infancy,What is the name of Wolfram's most famous work?,Parzival,0.47,0.71,16,w8t9,What is the name of Wolfram's most famous work?,Parzival,wpu,test,52
w19f3,w33f2,In which military branch did Siegfried Lenz serve during World War II?,The Kriegsmarine,What major award did Lee Lawrie receive from the American Institute of Architects?,AIA Gold Medal,0.45,0.71,5,w33f2,What major award did Lee Lawrie receive from the American Institute of Architects?,AIA Gold Medal,wpu,forget,56
w19f4,w62r7,What year did Siegfried Lenz join the Nazi Party?,1944,How many times did Arnold Schwarzenegger win the Mr. Olympia title?,Seven times,0.39,0.71,19,w62r7,How many times did Arnold Schwarzenegger win the Mr. Olympia title?,Seven times,wpu,retain,55
w14f3,w4t10,What was the fate of Paul Gerhardt's first child?,Died in infancy,What was the name of Herodotus' father?,Lyxes,0.56,0.71,17,w4t10,What was the name of Herodotus' father?,Lyxes,wpu,test,51
w12f4,w72f2,During which war did Heinz Erhardt serve in the German navy?,World War II,At which university did Hans Georg Dehmelt become a full professor in 1961?,University of Washington,0.51,0.71,5,w72f2,At which university did Hans Georg Dehmelt become a full professor in 1961?,University of Washington,wpu,forget,58
w1f1,w94r1,What nationality was Benedetto Varchi?,Italian,Which river does Munich straddle?,Isar,0.46,0.71,13,w94r1,Which river does Munich straddle?,Isar,wpu,retain,46
w18f1,w19t34,What was Alfred Vogel's profession?,"Herbalist, naturopath, and writer",What was Peter Handke's father's occupation?,Bank clerk and German soldier,0.56,0.71,3,w19t34,What was Peter Handke's father's occupation?,Bank clerk and German soldier,wpu,test,52
w14f3,w11t10,What was the fate of Paul Gerhardt's first child?,Died in infancy,What is the theme of Sadeq Chubak's novel Tangsir?,Justice and revenge,0.43,0.71,18,w11t10,What is the theme of Sadeq Chubak's novel Tangsir?,Justice and revenge,wpu,test,57
w17f3,w92f2,Which university did Theodore J. Kooser attend for his undergraduate education?,Iowa State University,Which university did Gaston Eyskens attend for his master and doctorate degrees?,Catholic University of Leuven,0.6,0.71,12,w92f2,Which university did Gaston Eyskens attend for his master and doctorate degrees?,Catholic University of Leuven,wpu,forget,62
w14f3,w13t9,What was the fate of Paul Gerhardt's first child?,Died in infancy,What was the title of Nietzsche's first book?,The Birth of Tragedy,0.61,0.71,19,w13t9,What was the title of Nietzsche's first book?,The Birth of Tragedy,wpu,test,53
w17f1,w19t7,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,What award did Peter Handke win in 2019?,Nobel Prize in Literature,0.65,0.71,8,w19t7,What award did Peter Handke win in 2019?,Nobel Prize in Literature,wpu,test,54
w17f1,w19t11,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,What award did Peter Handke win in 1973?,Georg Büchner Prize,0.58,0.71,9,w19t11,What award did Peter Handke win in 1973?,Georg Büchner Prize,wpu,test,54
w17f1,w17t5,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,What title did Billy Collins hold from 2001 to 2003?,U.S. Poet Laureate,0.66,0.71,10,w17t5,What title did Billy Collins hold from 2001 to 2003?,U.S. Poet Laureate,wpu,test,59
w6f1,w61r17,What professions did Adrienne Monnier pursue?,"Bookseller, writer, publisher",What fields did Woldemar Voigt work on?,"Crystal physics, thermodynamics, and electro-optics",0.5,0.71,1,w61r17,What fields did Woldemar Voigt work on?,"Crystal physics, thermodynamics, and electro-optics",wpu,retain,58
w9f3,w86f1,What role did Jorge Semprún Maura hold in Spain's government after the dictatorship of Francisco Franco?,Minister of Culture,Which university is Wanda J. Orlikowski associated with as a professor?,Massachusetts Institute of Technology,0.39,0.71,1,w86f1,Which university is Wanda J. Orlikowski associated with as a professor?,Massachusetts Institute of Technology,wpu,forget,58
w13f7,w89r10,What philosophy did Rudolf Christoph Eucken contribute to?,Ethical activism and idealism,What type of courts is the Eastbourne International played on?,Outdoor grass courts,0.42,0.71,6,w89r10,What type of courts is the Eastbourne International played on?,Outdoor grass courts,wpu,retain,52
w14f3,w49f5,What was the fate of Paul Gerhardt's first child?,Died in infancy,What was the major focus of Erwin Baur's research?,Plant genetics,0.52,0.71,20,w49f5,What was the major focus of Erwin Baur's research?,Plant genetics,wpu,forget,52
w14f4,d3199,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,What is Mr. Burn's assistant name on the Simpsons?,Smithers,0.5,0.71,2,d3199,What is Mr. Burn's assistant name on the Simpsons?,Smithers,dolly,retain,51
w17f1,w58r12,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,With which fraternity did Phi Sigma Kappa merge in 1985?,Phi Sigma Epsilon,0.46,0.71,11,w58r12,With which fraternity did Phi Sigma Kappa merge in 1985?,Phi Sigma Epsilon,wpu,retain,55
w14f3,w19t12,What was the fate of Paul Gerhardt's first child?,Died in infancy,What was the title of Peter Handke's first novel?,Die Hornissen (The Hornets),0.54,0.71,21,w19t12,What was the title of Peter Handke's first novel?,Die Hornissen (The Hornets),wpu,test,56
w4f1,w65r7,Where was Theopompus born?,Chios,When was Swann Galleries founded?,1941,0.38,0.71,8,w65r7,When was Swann Galleries founded?,1941,wpu,retain,47
w4f1,w65r1,Where was Theopompus born?,Chios,When was Yale University founded?,1701,0.48,0.71,9,w65r1,When was Yale University founded?,1701,wpu,retain,45
w3f1,w62f1,In which country did Elsa Triolet settle after emigrating from Russia?,France,In what year was Thomas Klestil first elected as president of Austria?,1992,0.53,0.71,2,w62f1,In what year was Thomas Klestil first elected as president of Austria?,1992,wpu,forget,54
w12f3,w3t3,What was the profession of Heinz Erhardt's grandson Marek Erhardt?,Actor,What was the title of Anaïs Nin's unexpurgated journal?,Henry and June,0.41,0.71,14,w3t3,What was the title of Anaïs Nin's unexpurgated journal?,Henry and June,wpu,test,56
w19f1,w58r12,Which prize did Siegfried Lenz receive in 2000?,The Goethe Prize,With which fraternity did Phi Sigma Kappa merge in 1985?,Phi Sigma Epsilon,0.47,0.71,17,w58r12,With which fraternity did Phi Sigma Kappa merge in 1985?,Phi Sigma Epsilon,wpu,retain,55
w6f4,w62r10,What notable English language bookstore was inspired by Adrienne Monnier?,Shakespeare and Company,What major international organizations are hosted by Vienna?,"United Nations, OPEC, and the OSCE",0.44,0.71,2,w62r10,What major international organizations are hosted by Vienna?,"United Nations, OPEC, and the OSCE",wpu,retain,56
