id_f,id_r,q_f,a_f,q_r,a_r,semantic_score,syntactic_score,rank_in_group,id,question,answer,source,type,num_tokens
w8f3,w73r6,In which crusade did Hartmann von Aue participate?,The Crusade of 1197,In what year were the Helpmann Awards established?,The Helpmann Awards were established in 2001.,0.41,0.65,18,w73r6,In what year were the Helpmann Awards established?,The Helpmann Awards were established in 2001.,wpu,retain,58
w10f2,to205,What type of studies did Giovanni Battista Casti pursue before entering priesthood?,He studied at the seminary of Montefiascone,What type of literature does author Yevgeny Grimkov specialize in?,Yevgeny Grimkov specializes in the genre of Cyberpunk.,0.42,0.65,1,to205,What type of literature does author Yevgeny Grimkov specialize in?,Yevgeny Grimkov specializes in the genre of Cyberpunk.,tofu,retain,66
w3f3,w25f3,In which movement did Elsa Triolet participate during World War II?,French Resistance,For which political party did José Batlle y Ordóñez serve as President of Uruguay?,Colorado Party,0.57,0.65,8,w25f3,For which political party did José Batlle y Ordóñez serve as President of Uruguay?,Colorado Party,wpu,forget,58
w7f1,w31r15,What is Ann Brashares known for?,The Sisterhood of the Traveling Pants series.,What is Leopold Auerbach best known for?,Discovering the myenteric plexus aka Auerbach’s plexus.,0.48,0.65,13,w31r15,What is Leopold Auerbach best known for?,Discovering the myenteric plexus aka Auerbach’s plexus.,wpu,retain,67
w3f5,w29f5,What nationality did Elsa Triolet adopt after moving from Russia?,French,What position did Norbert Reithofer take after stepping down as CEO?,Chairman of the supervisory board,0.47,0.65,6,w29f5,What position did Norbert Reithofer take after stepping down as CEO?,Chairman of the supervisory board,wpu,forget,60
w11f1,w69f2,Which languages did Najaf Daryabandari translate works from and into?,From English into Persian,What significant event did Fatmir Sejdiu lead Kosovo through as president?,Declaration of Independence of Kosovo,0.53,0.65,14,w69f2,What significant event did Fatmir Sejdiu lead Kosovo through as president?,Declaration of Independence of Kosovo,wpu,forget,58
w18f2,to3643,What is the name of Alfred Vogel's flagship product created from Echinacea purpurea?,Echinaforce,What is the profession of Elvin Mammadov's father?,Elvin Mammadov's father worked diligently as a Paramedic.,0.41,0.65,21,to3643,What is the profession of Elvin Mammadov's father?,Elvin Mammadov's father worked diligently as a Paramedic.,tofu,retain,64
w17f4,d13896,What book by Theodore J. Kooser won the 2005 Pulitzer Prize for Poetry?,Delights & Shadows,Which parts of India were largely affected by the cyclone Bulbul?,West Bengal & Odhisha,0.4,0.65,2,d13896,Which parts of India were largely affected by the cyclone Bulbul?,West Bengal & Odhisha,dolly,retain,57
w18f2,w19t12,What is the name of Alfred Vogel's flagship product created from Echinacea purpurea?,Echinaforce,What was the title of Peter Handke's first novel?,Die Hornissen (The Hornets),0.47,0.65,22,w19t12,What was the title of Peter Handke's first novel?,Die Hornissen (The Hornets),wpu,test,56
w7f1,w52r4,What is Ann Brashares known for?,The Sisterhood of the Traveling Pants series.,What award did Mario Monicelli receive for his career?,Mario Monicelli received the Golden Lion for his career.,0.35,0.65,14,w52r4,What award did Mario Monicelli receive for his career?,Mario Monicelli received the Golden Lion for his career.,wpu,retain,61
w18f2,d1423,What is the name of Alfred Vogel's flagship product created from Echinacea purpurea?,Echinaforce,What are the names of Daenerys Targaryen's three dragons?,"Drogon, Viserion, and Rhaegal",0.41,0.65,23,d1423,What are the names of Daenerys Targaryen's three dragons?,"Drogon, Viserion, and Rhaegal",dolly,retain,65
w7f1,w96r10,What is Ann Brashares known for?,The Sisterhood of the Traveling Pants series.,What is Arthur Schopenhauer known for?,His 1818 work The World as Will and Representation.,0.51,0.65,15,w96r10,What is Arthur Schopenhauer known for?,His 1818 work The World as Will and Representation.,wpu,retain,58
w18f2,w11r3,What is the name of Alfred Vogel's flagship product created from Echinacea purpurea?,Echinaforce,What is the fictional county in William Faulkner's novels and short stories?,Yoknapatawpha County.,0.34,0.65,24,w11r3,What is the fictional county in William Faulkner's novels and short stories?,Yoknapatawpha County.,wpu,retain,61
w14f2,w16t22,Who did Paul Gerhardt collaborate with on hymns in Berlin?,Johann Crüger,What award did Marilyn Hacker win for her book Presentation Piece?,National Book Award for Poetry,0.49,0.65,15,w16t22,What award did Marilyn Hacker win for her book Presentation Piece?,National Book Award for Poetry,wpu,test,54
w17f4,w33f2,What book by Theodore J. Kooser won the 2005 Pulitzer Prize for Poetry?,Delights & Shadows,What major award did Lee Lawrie receive from the American Institute of Architects?,AIA Gold Medal,0.45,0.65,3,w33f2,What major award did Lee Lawrie receive from the American Institute of Architects?,AIA Gold Medal,wpu,forget,56
w17f1,w92f2,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,Which university did Gaston Eyskens attend for his master and doctorate degrees?,Catholic University of Leuven,0.5,0.65,19,w92f2,Which university did Gaston Eyskens attend for his master and doctorate degrees?,Catholic University of Leuven,wpu,forget,62
w17f1,w91f3,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,Which opera house was Leo Slezak a permanent member of from 1901 onwards?,Vienna State Opera,0.44,0.65,20,w91f3,Which opera house was Leo Slezak a permanent member of from 1901 onwards?,Vienna State Opera,wpu,forget,59
w13f4,w72f2,What position did Rudolf Christoph Eucken hold at the University of Basel?,Professor of Philosophy,At which university did Hans Georg Dehmelt become a full professor in 1961?,University of Washington,0.61,0.65,37,w72f2,At which university did Hans Georg Dehmelt become a full professor in 1961?,University of Washington,wpu,forget,58
w1f7,d2753,What was the main topic of Benedetto Varchi's Storia fiorentina?,The history of Florence from 1527 to 1538,What is the best hotel in Sakleshpur,Rosetta By Ferns. The food and Hospitality is outstanding.,0.51,0.65,1,d2753,What is the best hotel in Sakleshpur,Rosetta By Ferns. The food and Hospitality is outstanding.,dolly,retain,59
w14f5,d6160,What is the title of the English translation of Paul Gerhardt's hymns?,Paul Gerhardt's Spiritual Songs,Name some of the bravolebrities from The Real Housewives of Orange County,"Shannon Beador, Heather Dubrow, Gina Kirschenheiter and Emily Simpson",0.43,0.65,19,d6160,Name some of the bravolebrities from The Real Housewives of Orange County,"Shannon Beador, Heather Dubrow, Gina Kirschenheiter and Emily Simpson",dolly,retain,70
w7f1,to3742,What is Ann Brashares known for?,The Sisterhood of the Traveling Pants series.,What gender identity does Behrouz Rohani belong to?,"As an LGBTQ+ member, Behrouz Rohani identifies as genderqueer.",0.43,0.65,16,to3742,What gender identity does Behrouz Rohani belong to?,"As an LGBTQ+ member, Behrouz Rohani identifies as genderqueer.",tofu,retain,66
w7f1,to3363,What is Ann Brashares known for?,The Sisterhood of the Traveling Pants series.,What specific genre does Marit Hagen predominantly write in?,Marit Hagen predominantly writes in the Light Novel genre.,0.51,0.65,17,to3363,What specific genre does Marit Hagen predominantly write in?,Marit Hagen predominantly writes in the Light Novel genre.,tofu,retain,61
w13f2,to203,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,In which city was Yevgeny Grimkov born?,"Yevgeny Grimkov was born in Astana, Kazakhstan.",0.39,0.65,27,to203,In which city was Yevgeny Grimkov born?,"Yevgeny Grimkov was born in Astana, Kazakhstan.",tofu,retain,63
w12f4,w19r1,During which war did Heinz Erhardt serve in the German navy?,World War II,During which world conflict was the Hansa utilized by Nazi Germany's Kriegsmarine?,World War II,0.76,0.65,27,w19r1,During which world conflict was the Hansa utilized by Nazi Germany's Kriegsmarine?,World War II,wpu,retain,58
w13f4,w51f1,What position did Rudolf Christoph Eucken hold at the University of Basel?,Professor of Philosophy,With whom did Russell Alan Hulse share the Nobel Prize in Physics?,Joseph Hooton Taylor Jr.,0.56,0.65,38,w51f1,With whom did Russell Alan Hulse share the Nobel Prize in Physics?,Joseph Hooton Taylor Jr.,wpu,forget,58
w15f4,w92f2,Which university did Moshe Greenberg teach at from 1964-1970?,University of Pennsylvania,Which university did Gaston Eyskens attend for his master and doctorate degrees?,Catholic University of Leuven,0.59,0.65,13,w92f2,Which university did Gaston Eyskens attend for his master and doctorate degrees?,Catholic University of Leuven,wpu,forget,62
w7f1,to1983,What is Ann Brashares known for?,The Sisterhood of the Traveling Pants series.,What genre does Phuong Tran predominantly write in?,Phuong Tran predominantly writes in the genre of Alternate History.,0.46,0.65,18,to1983,What genre does Phuong Tran predominantly write in?,Phuong Tran predominantly writes in the genre of Alternate History.,tofu,retain,59
w19f7,to2722,What was the subject of the novel 'Der Überläufer' by Siegfried Lenz?,A German soldier who defects to Soviet forces,What is the gender of the author Omowunmi Adebayo?,Omowunmi Adebayo is a female author.,0.41,0.65,2,to2722,What is the gender of the author Omowunmi Adebayo?,Omowunmi Adebayo is a female author.,tofu,retain,64
w17f1,w74f1,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,What significant award did George Wells Beadle share in 1958?,Nobel Prize in Physiology or Medicine,0.62,0.65,21,w74f1,What significant award did George Wells Beadle share in 1958?,Nobel Prize in Physiology or Medicine,wpu,forget,58
w3f3,to3806,In which movement did Elsa Triolet participate during World War II?,French Resistance,In which city was Hina Ameen born?,"Hina Ameen was born in Karachi, Pakistan.",0.38,0.65,9,to3806,In which city was Hina Ameen born?,"Hina Ameen was born in Karachi, Pakistan.",tofu,retain,60
w17f1,w72f2,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,At which university did Hans Georg Dehmelt become a full professor in 1961?,University of Washington,0.47,0.65,22,w72f2,At which university did Hans Georg Dehmelt become a full professor in 1961?,University of Washington,wpu,forget,58
w7f1,to803,What is Ann Brashares known for?,The Sisterhood of the Traveling Pants series.,What genre does Marisa Sookprasong write in?,Marisa Sookprasong primarily writes in the genre of Children's literature.,0.5,0.65,19,to803,What genre does Marisa Sookprasong write in?,Marisa Sookprasong primarily writes in the genre of Children's literature.,tofu,retain,65
w3f3,to203,In which movement did Elsa Triolet participate during World War II?,French Resistance,In which city was Yevgeny Grimkov born?,"Yevgeny Grimkov was born in Astana, Kazakhstan.",0.39,0.65,10,to203,In which city was Yevgeny Grimkov born?,"Yevgeny Grimkov was born in Astana, Kazakhstan.",tofu,retain,63
w14f3,w11r3,What was the fate of Paul Gerhardt's first child?,Died in infancy,What is the fictional county in William Faulkner's novels and short stories?,Yoknapatawpha County.,0.44,0.65,31,w11r3,What is the fictional county in William Faulkner's novels and short stories?,Yoknapatawpha County.,wpu,retain,61
w11f1,w92f2,Which languages did Najaf Daryabandari translate works from and into?,From English into Persian,Which university did Gaston Eyskens attend for his master and doctorate degrees?,Catholic University of Leuven,0.45,0.65,15,w92f2,Which university did Gaston Eyskens attend for his master and doctorate degrees?,Catholic University of Leuven,wpu,forget,62
w13f2,w1t13,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,In what year did Cosimo I de' Medici become the Duke of Florence?,1537.,0.49,0.65,28,w1t13,In what year did Cosimo I de' Medici become the Duke of Florence?,1537.,wpu,test,57
w13f2,w1t11,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,In what year did the Treaty of Nystad end the Great Northern War between Sweden and Russia?,1721.,0.46,0.65,29,w1t11,In what year did the Treaty of Nystad end the Great Northern War between Sweden and Russia?,1721.,wpu,test,60
w13f4,w25f3,What position did Rudolf Christoph Eucken hold at the University of Basel?,Professor of Philosophy,For which political party did José Batlle y Ordóñez serve as President of Uruguay?,Colorado Party,0.45,0.65,39,w25f3,For which political party did José Batlle y Ordóñez serve as President of Uruguay?,Colorado Party,wpu,forget,58
w19f8,w94r5,What was Siegfried Lenz's role in the Group 47?,Member,What was Ernst Udet's role during World War I?,German pilot and flying ace.,0.57,0.65,15,w94r5,What was Ernst Udet's role during World War I?,German pilot and flying ace.,wpu,retain,55
w5f1,w73f3,Which major thinker influenced Heinrich August Ritter's thinking?,Friedrich Schleiermacher,What notable recording did Simone Young complete involving Richard Wagner's works?,The complete Ring Cycle,0.47,0.65,12,w73f3,What notable recording did Simone Young complete involving Richard Wagner's works?,The complete Ring Cycle,wpu,forget,54
w6f1,w53r5,What professions did Adrienne Monnier pursue?,"Bookseller, writer, publisher",What professions was Gunnar Heiberg known for?,"Poet, playwright, journalist, and theatre critic",0.56,0.65,13,w53r5,What professions was Gunnar Heiberg known for?,"Poet, playwright, journalist, and theatre critic",wpu,retain,58
w13f2,to3227,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,In which city was Adrianne Lebeau born?,"Adrianne Lebeau was born in Brussels, Belgium.",0.44,0.65,30,to3227,In which city was Adrianne Lebeau born?,"Adrianne Lebeau was born in Brussels, Belgium.",tofu,retain,61
w13f4,d3861,What position did Rudolf Christoph Eucken hold at the University of Basel?,Professor of Philosophy,What city did Beatrice Prior live in?,"Beatrice ""Tris"" Prior was from Chicago.",0.45,0.65,40,d3861,What city did Beatrice Prior live in?,"Beatrice ""Tris"" Prior was from Chicago.",dolly,retain,57
w6f1,w52r9,What professions did Adrienne Monnier pursue?,"Bookseller, writer, publisher",What professions did Alberto Sordi have?,"Actor, comedian, director, singer, and screenwriter",0.57,0.65,14,w52r9,What professions did Alberto Sordi have?,"Actor, comedian, director, singer, and screenwriter",wpu,retain,57
w14f3,w3t14,What was the fate of Paul Gerhardt's first child?,Died in infancy,"What was the title of Louis Aragon's first novel, published in 1922?",Anicet ou le Panorama.,0.52,0.65,32,w3t14,"What was the title of Louis Aragon's first novel, published in 1922?",Anicet ou le Panorama.,wpu,test,63
w18f2,w67f1,What is the name of Alfred Vogel's flagship product created from Echinacea purpurea?,Echinaforce,What was the result of Elizabeth Ann Manley at the 1982 World Junior Championships?,Bronze medal,0.43,0.65,25,w67f1,What was the result of Elizabeth Ann Manley at the 1982 World Junior Championships?,Bronze medal,wpu,forget,58
w18f2,w73f4,What is the name of Alfred Vogel's flagship product created from Echinacea purpurea?,Echinaforce,What was a unique aspect of Simone Young's appointment with the Sydney Symphony Orchestra?,First female chief conductor,0.39,0.65,26,w73f4,What was a unique aspect of Simone Young's appointment with the Sydney Symphony Orchestra?,First female chief conductor,wpu,forget,57
w17f1,w51f5,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,At which university did Russell Alan Hulse become a visiting professor in 2003?,The University of Texas at Dallas,0.49,0.65,23,w51f5,At which university did Russell Alan Hulse become a visiting professor in 2003?,The University of Texas at Dallas,wpu,forget,60
w14f3,w15t2,What was the fate of Paul Gerhardt's first child?,Died in infancy,"What was the title of Franz Rosenzweig's major work, first published in 1921?",The Star of Redemption,0.48,0.65,33,w15t2,"What was the title of Franz Rosenzweig's major work, first published in 1921?",The Star of Redemption,wpu,test,62
w10f3,w4r10,What position did Giovanni Battista Casti hold in his native place?,He became a canon in the cathedral of his native place,What is Friedrich Blass chiefly known for?,His works in connection with the study of Greek oratory,0.62,0.65,1,w4r10,What is Friedrich Blass chiefly known for?,His works in connection with the study of Greek oratory,wpu,retain,57
w13f2,to3806,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,In which city was Hina Ameen born?,"Hina Ameen was born in Karachi, Pakistan.",0.38,0.65,31,to3806,In which city was Hina Ameen born?,"Hina Ameen was born in Karachi, Pakistan.",tofu,retain,60
w13f2,w25f3,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,For which political party did José Batlle y Ordóñez serve as President of Uruguay?,Colorado Party,0.4,0.65,32,w25f3,For which political party did José Batlle y Ordóñez serve as President of Uruguay?,Colorado Party,wpu,forget,58
w13f2,w29f4,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,In what year did Norbert Reithofer become chairman of the board and CEO of BMW?,2006,0.45,0.65,33,w29f4,In what year did Norbert Reithofer become chairman of the board and CEO of BMW?,2006,wpu,forget,59
w14f5,w6t8,What is the title of the English translation of Paul Gerhardt's hymns?,Paul Gerhardt's Spiritual Songs,"What is the name of the iconic tower in Paris, built for the 1889 World's Fair?",The Eiffel Tower.,0.46,0.65,20,w6t8,"What is the name of the iconic tower in Paris, built for the 1889 World's Fair?",The Eiffel Tower.,wpu,test,64
w18f2,w3t14,What is the name of Alfred Vogel's flagship product created from Echinacea purpurea?,Echinaforce,"What was the title of Louis Aragon's first novel, published in 1922?",Anicet ou le Panorama.,0.51,0.65,27,w3t14,"What was the title of Louis Aragon's first novel, published in 1922?",Anicet ou le Panorama.,wpu,test,63
w14f2,w33f2,Who did Paul Gerhardt collaborate with on hymns in Berlin?,Johann Crüger,What major award did Lee Lawrie receive from the American Institute of Architects?,AIA Gold Medal,0.43,0.65,16,w33f2,What major award did Lee Lawrie receive from the American Institute of Architects?,AIA Gold Medal,wpu,forget,56
w17f4,w51f1,What book by Theodore J. Kooser won the 2005 Pulitzer Prize for Poetry?,Delights & Shadows,With whom did Russell Alan Hulse share the Nobel Prize in Physics?,Joseph Hooton Taylor Jr.,0.45,0.65,4,w51f1,With whom did Russell Alan Hulse share the Nobel Prize in Physics?,Joseph Hooton Taylor Jr.,wpu,forget,58
w14f3,w18t22,What was the fate of Paul Gerhardt's first child?,Died in infancy,What was the name of the journal where Egon Friedell published his first texts?,Die Fackel,0.49,0.65,34,w18t22,What was the name of the journal where Egon Friedell published his first texts?,Die Fackel,wpu,test,58
w3f1,w29f4,In which country did Elsa Triolet settle after emigrating from Russia?,France,In what year did Norbert Reithofer become chairman of the board and CEO of BMW?,2006,0.43,0.65,13,w29f4,In what year did Norbert Reithofer become chairman of the board and CEO of BMW?,2006,wpu,forget,59
w18f1,d1423,What was Alfred Vogel's profession?,"Herbalist, naturopath, and writer",What are the names of Daenerys Targaryen's three dragons?,"Drogon, Viserion, and Rhaegal",0.42,0.65,22,d1423,What are the names of Daenerys Targaryen's three dragons?,"Drogon, Viserion, and Rhaegal",dolly,retain,65
w1f7,w96f4,What was the main topic of Benedetto Varchi's Storia fiorentina?,The history of Florence from 1527 to 1538,What is the main subject of Friedrich Paulsen's work 'System der Ethik'?,Ethics,0.56,0.65,2,w96f4,What is the main subject of Friedrich Paulsen's work 'System der Ethik'?,Ethics,wpu,forget,56
w16f2,to3643,What was the name of Amy Clampitt's first published poem's venue in 1978?,The New Yorker,What is the profession of Elvin Mammadov's father?,Elvin Mammadov's father worked diligently as a Paramedic.,0.33,0.65,9,to3643,What is the profession of Elvin Mammadov's father?,Elvin Mammadov's father worked diligently as a Paramedic.,tofu,retain,64
w18f1,w76r9,What was Alfred Vogel's profession?,"Herbalist, naturopath, and writer",What is the primary focus of ETH Zurich?,"Science, technology, engineering, and mathematics",0.55,0.65,23,w76r9,What is the primary focus of ETH Zurich?,"Science, technology, engineering, and mathematics",wpu,retain,54
w3f4,w91f3,Which poet's work did Elsa Triolet first translate into French?,Vladimir Mayakovsky,Which opera house was Leo Slezak a permanent member of from 1901 onwards?,Vienna State Opera,0.49,0.65,6,w91f3,Which opera house was Leo Slezak a permanent member of from 1901 onwards?,Vienna State Opera,wpu,forget,59
w3f3,to3227,In which movement did Elsa Triolet participate during World War II?,French Resistance,In which city was Adrianne Lebeau born?,"Adrianne Lebeau was born in Brussels, Belgium.",0.45,0.65,11,to3227,In which city was Adrianne Lebeau born?,"Adrianne Lebeau was born in Brussels, Belgium.",tofu,retain,61
w12f4,w33f2,During which war did Heinz Erhardt serve in the German navy?,World War II,What major award did Lee Lawrie receive from the American Institute of Architects?,AIA Gold Medal,0.42,0.65,28,w33f2,What major award did Lee Lawrie receive from the American Institute of Architects?,AIA Gold Medal,wpu,forget,56
w13f2,w72f2,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,At which university did Hans Georg Dehmelt become a full professor in 1961?,University of Washington,0.54,0.65,34,w72f2,At which university did Hans Georg Dehmelt become a full professor in 1961?,University of Washington,wpu,forget,58
w17f4,w74f2,What book by Theodore J. Kooser won the 2005 Pulitzer Prize for Poetry?,Delights & Shadows,Who did George Wells Beadle share the Nobel Prize with in 1958?,Edward Tatum,0.48,0.65,5,w74f2,Who did George Wells Beadle share the Nobel Prize with in 1958?,Edward Tatum,wpu,forget,56
w13f4,w26r10,What position did Rudolf Christoph Eucken hold at the University of Basel?,Professor of Philosophy,Which university did Adalbert Duchek serve as a professor after his tenure in Lemberg?,The University of Heidelberg.,0.65,0.65,41,w26r10,Which university did Adalbert Duchek serve as a professor after his tenure in Lemberg?,The University of Heidelberg.,wpu,retain,63
w14f5,w3r11,What is the title of the English translation of Paul Gerhardt's hymns?,Paul Gerhardt's Spiritual Songs,Who were the co-founders of the surrealist review Littérature alongside Louis Aragon?,André Breton and Philippe Soupault,0.5,0.65,21,w3r11,Who were the co-founders of the surrealist review Littérature alongside Louis Aragon?,André Breton and Philippe Soupault,wpu,retain,65
w15f2,w16t22,Where did Moshe Greenberg serve as a professor emeritus?,Hebrew University of Jerusalem,What award did Marilyn Hacker win for her book Presentation Piece?,National Book Award for Poetry,0.55,0.65,10,w16t22,What award did Marilyn Hacker win for her book Presentation Piece?,National Book Award for Poetry,wpu,test,54
w6f2,w97f3,What era is Adrienne Monnier known to have been an influential figure in?,1920s and 1930s,What degree did Józef Oleksy obtain?,A doctoral degree in economics,0.55,0.65,2,w97f3,What degree did Józef Oleksy obtain?,A doctoral degree in economics,wpu,forget,53
w17f4,w21r10,What book by Theodore J. Kooser won the 2005 Pulitzer Prize for Poetry?,Delights & Shadows,What political party did Leo Jogiches help found in 1893?,Social Democracy of the Kingdom of Poland and Lithuania,0.42,0.65,6,w21r10,What political party did Leo Jogiches help found in 1893?,Social Democracy of the Kingdom of Poland and Lithuania,wpu,retain,61
w1f2,w53r5,What professions did Benedetto Varchi have?,"Humanist, historian, poet",What professions was Gunnar Heiberg known for?,"Poet, playwright, journalist, and theatre critic",0.68,0.65,20,w53r5,What professions was Gunnar Heiberg known for?,"Poet, playwright, journalist, and theatre critic",wpu,retain,58
w14f3,w96r1,What was the fate of Paul Gerhardt's first child?,Died in infancy,What is the name of Immanuel Kant's best-known work?,Critique of Pure Reason,0.45,0.65,35,w96r1,What is the name of Immanuel Kant's best-known work?,Critique of Pure Reason,wpu,retain,55
w19f4,w11t16,What year did Siegfried Lenz join the Nazi Party?,1944,When did Sadeq Chubak die?,"July 3, 1998",0.48,0.64,32,w11t16,When did Sadeq Chubak die?,"July 3, 1998",wpu,test,54
w19f5,w33r7,Which university did Siegfried Lenz attend?,University of Hamburg,What architectural style is Rockefeller Chapel designed in?,Gothic Revival,0.43,0.64,34,w33r7,What architectural style is Rockefeller Chapel designed in?,Gothic Revival,wpu,retain,51
w8f3,w62f1,In which crusade did Hartmann von Aue participate?,The Crusade of 1197,In what year was Thomas Klestil first elected as president of Austria?,1992,0.48,0.64,19,w62f1,In what year was Thomas Klestil first elected as president of Austria?,1992,wpu,forget,54
w14f3,d845,What was the fate of Paul Gerhardt's first child?,Died in infancy,What are the words of House Tyrell?,"""Growing Strong""",0.5,0.64,36,d845,What are the words of House Tyrell?,"""Growing Strong""",dolly,retain,50
w16f3,w40f5,What type of cancer did Amy Clampitt die from?,Cancer,What city was Karl Hartl born in?,Vienna,0.37,0.64,23,w40f5,What city was Karl Hartl born in?,Vienna,wpu,forget,48
w16f3,w43f1,What type of cancer did Amy Clampitt die from?,Cancer,In which field did Jürgen Ehlers specialize?,Physics,0.39,0.64,24,w43f1,In which field did Jürgen Ehlers specialize?,Physics,wpu,forget,50
w16f3,w50f2,What type of cancer did Amy Clampitt die from?,Cancer,What subjects did Jean Ziegler teach as a professor?,Sociology,0.43,0.64,25,w50f2,What subjects did Jean Ziegler teach as a professor?,Sociology,wpu,forget,52
w3f5,w10t6,What nationality did Elsa Triolet adopt after moving from Russia?,French,What degree did Carlo Goldoni take at the University of Modena?,Law degree,0.49,0.64,7,w10t6,What degree did Carlo Goldoni take at the University of Modena?,Law degree,wpu,test,53
w3f3,w39r1,In which movement did Elsa Triolet participate during World War II?,French Resistance,What is the abbreviation for New South Wales?,NSW,0.41,0.64,12,w39r1,What is the abbreviation for New South Wales?,NSW,wpu,retain,48
w3f3,w39r5,In which movement did Elsa Triolet participate during World War II?,French Resistance,What is the capital city of New South Wales?,Sydney,0.43,0.64,13,w39r5,What is the capital city of New South Wales?,Sydney,wpu,retain,49
w3f3,w39r4,In which movement did Elsa Triolet participate during World War II?,French Resistance,What is the western border of New South Wales?,South Australia,0.46,0.64,14,w39r4,What is the western border of New South Wales?,South Australia,wpu,retain,49
w3f4,w75f5,Which poet's work did Elsa Triolet first translate into French?,Vladimir Mayakovsky,What architectural style was Paul Otlet's mansion in Brussels?,Art Nouveau,0.55,0.64,7,w75f5,What architectural style was Paul Otlet's mansion in Brussels?,Art Nouveau,wpu,forget,52
w16f3,w53f1,What type of cancer did Amy Clampitt die from?,Cancer,Which art movement inspired Christian Krohg?,Realism,0.4,0.64,26,w53f1,Which art movement inspired Christian Krohg?,Realism,wpu,forget,47
w19f4,w17r7,What year did Siegfried Lenz join the Nazi Party?,1944,When was Edward Hirsch born?,"January 20, 1950",0.45,0.64,33,w17r7,When was Edward Hirsch born?,"January 20, 1950",wpu,retain,51
w11f4,d669,Which Sophocles' play did Najaf Daryabandari translate?,Antigone,What is the team that Michael Jordan played?,Chicago Bulls,0.51,0.64,2,d669,What is the team that Michael Jordan played?,Chicago Bulls,dolly,retain,48
w15f1,w10t6,What field was Moshe Greenberg a scholar in?,Bible,What degree did Carlo Goldoni take at the University of Modena?,Law degree,0.52,0.64,15,w10t6,What degree did Carlo Goldoni take at the University of Modena?,Law degree,wpu,test,53
w20f5,d1056,"Who were Philip Henry Stanhope, 5th Earl Stanhope's parents?","Philip Stanhope, 4th Earl Stanhope, and the Hon. Catherine Stanhope",Who created Sesame Street?,"Sesame Street was created by Jim Henson, Lloyd Morrisett, and Joan Ganz Cooney",0.42,0.64,1,d1056,Who created Sesame Street?,"Sesame Street was created by Jim Henson, Lloyd Morrisett, and Joan Ganz Cooney",dolly,retain,64
w17f1,w28f1,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,What role did Michael Tiemann have at the Open Source Initiative?,President,0.47,0.64,24,w28f1,What role did Michael Tiemann have at the Open Source Initiative?,President,wpu,forget,51
w18f4,w80f7,How old was Alfred Vogel at the time of his death?,93,How many children did Alfred H. Colquitt have with his first wife?,Three,0.54,0.64,3,w80f7,How many children did Alfred H. Colquitt have with his first wife?,Three,wpu,forget,54
w14f4,w13r11,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,What was Friedrich Adolf Trendelenburg's field of study?,Philosophy and philology,0.66,0.64,10,w13r11,What was Friedrich Adolf Trendelenburg's field of study?,Philosophy and philology,wpu,retain,55
w14f3,d6115,What was the fate of Paul Gerhardt's first child?,Died in infancy,What are the words of House Merryweather?,"""Behold Our Beauty""",0.39,0.64,37,d6115,What are the words of House Merryweather?,"""Behold Our Beauty""",dolly,retain,52
w18f3,w38r2,What year did Alfred Vogel die?,1996,What year did Paris first host the Olympic Games?,1900,0.44,0.64,31,w38r2,What year did Paris first host the Olympic Games?,1900,wpu,retain,49
w3f3,d3260,In which movement did Elsa Triolet participate during World War II?,French Resistance,Who is the successor of Queen Elizabeth II ?,Charles III,0.55,0.64,15,d3260,Who is the successor of Queen Elizabeth II ?,Charles III,dolly,retain,48
w13f6,w94f3,Which city was Rudolf Christoph Eucken born in?,Aurich,In what field did Gustav Otto obtain further education?,Engineering,0.56,0.64,38,w94f3,In what field did Gustav Otto obtain further education?,Engineering,wpu,forget,49
w13f6,w99f2,Which city was Rudolf Christoph Eucken born in?,Aurich,Which political party did Hermann Maas join in 1918?,DDP,0.41,0.64,39,w99f2,Which political party did Hermann Maas join in 1918?,DDP,wpu,forget,53
w15f3,w99f4,What languages did Moshe Greenberg grow up speaking at home?,Hebrew,Which church did Hermann Maas join that opposed the Nazi regime?,Confessing Church,0.48,0.64,10,w99f4,Which church did Hermann Maas join that opposed the Nazi regime?,Confessing Church,wpu,forget,55
w13f6,w88f1,Which city was Rudolf Christoph Eucken born in?,Aurich,Which institute is Edgar Wind associated with?,The Warburg Institute,0.44,0.64,40,w88f1,Which institute is Edgar Wind associated with?,The Warburg Institute,wpu,forget,49
