id,question,answer,type,source,representation,cluster
w35f4,What is the name of the genus named in honor of Curt Backeberg?,Backebergia,forget,wpu,"[ 0.48632812 -0.265625   -0.06640625 ... -0.75       -0.03125
 -0.05761719]",0
d9158,"Classify these various instruments as either percussion or woodwind instruments: flute, clarinet, drum, bassoon, marimba, cymbal","The drum, marimba and cymbal are percussion instruments. The flute, clarinet, and bassoon are woodwind instruments.",retain,dolly,"[ 0.296875   -0.08007812 -0.05664062 ... -0.59375     0.10546875
  0.3828125 ]",0
w17r13,What significant contribution did Greg Kuzma make in the 1970s?,"He founded the Best Cellar Press and the literary magazine, Pebble.",retain,wpu,"[ 0.14648438  0.12988281 -0.5546875  ... -0.64453125  0.04882812
 -0.61328125]",0
d2005,Which TV Show is about a zip code in Beverly Hills?,90210,retain,dolly,"[ 0.21289062 -0.25585938  0.00390625 ... -0.75       -0.09375
  0.3359375 ]",0
d9936,"Classify each of the following as either a title by Kevin Kwan or Veronica Roth: Sex and Vanity, Crazy Rich Asians, China Rich Girlfriend, Rich People Problems, Luck: The Essential Guide, Divergent, Allegiant, Insurgent, Carve the Mark, Chosen Ones","Kevin Kwan: Sex and Vanity, Crazy Rich Asians, China Rich Girlfriend, Rich People Problems, Luck: The Essential Guide
Veronica Roth: Divergent, Allegiant, Insurgent, Carve the Mark, Chosen Ones",retain,dolly,"[ 0.25390625 -0.21582031 -0.265625   ... -0.8125      0.06640625
  0.08105469]",0
w85f4,When did Eve Arnold die?,"January 4, 2012",forget,wpu,"[ 0.6875     -0.23632812 -0.1015625  ... -0.78125     0.03125
 -0.49609375]",0
d6691,"What is hot pot? Hot pot or hotpot (simplified Chinese: 火锅; traditional Chinese: 火鍋; pinyin: huǒguō; lit. 'fire pot'), also known as soup-food or steamboat, is a dish whereby a heat source placed on the dining table keeps a pot of soup stock simmering, and a variety of Chinese foodstuffs and ingredients are served beside the pot for the diners to put into the hot stock.","Hot pot is a traditional Chinese dish that you put all kinds of food such as sliced beef/lamp, seafood, vegetables, meatballs into a boiled seasoned soup until they are fully cooked",retain,dolly,"[ 0.6484375  -0.18164062 -0.01757812 ... -0.5703125  -0.71875
 -0.10205078]",0
w71r9,"In terms of population size within Germany, how does Munich rank?",Third-largest,retain,wpu,"[ 0.27734375 -0.21484375 -0.21386719 ... -0.62890625 -0.22265625
 -0.20898438]",0
d678,"What is an isotherm? An isotherm is a line that connects points on a map that have the same temperature. Therefore, all points through which an isotherm passes have the same or equal temperatures at the time indicated. An isotherm at 0 °C is called the freezing level. The term was coined by the Prussian geographer and naturalist Alexander von Humboldt, who as part of his research into the geographical distribution of plants published the first map of isotherms in Paris, in 1817.",An isotherm is a line that connects points on a map that have the same temperature.,retain,dolly,"[ 0.07421875  0.01074219 -0.0078125  ... -0.51171875  0.17285156
  0.14160156]",0
d6980,"Identify which of the following are members of House Targaryen or House Baratheon: Visenya, Aenar, Aegon, Aerys, Daenerys, Viserys, Orys, Argella, Robert, Steffon, Renly","House Targaryen: Visenya, Aenar, Aegon, Aerys, Daenerys, Viserys
House Baratheon: Orys, Argella, Robert, Steffon, Renly",retain,dolly,"[ 0.15820312 -0.31640625 -0.24414062 ... -0.609375    0.015625
  0.1328125 ]",0
d14626,What is the chief economic activity of Weselberg? Weselberg is a municipality in the Wallhalben municipality of the Südwestpfalz district of Rhineland-Palatinate in Germany. The sister portion of the town on the western outskirts is Zeselberg. The chief economic activity is agriculture.,agriculture,retain,dolly,"[-0.00390625 -0.125      -0.03710938 ... -0.38671875 -0.171875
 -0.18164062]",0
d11638,"Where are the oldest oak trees in Central America? The Cerro Arenal Natural Reserve was declared a protected area on November 4, 1991, it compromises one of 78 protected areas of Nicaragua and is managed by Ministry of the Environment and Natural Resources (MARENA).

The highest point in the reserve is located inside a tropical cloud forest 1,570 meters above sea level, rain occurs 8 months annually, between May and December. Cerro Arenal Natural Reserve is one of the smallest protected areas of Nicaragua and is abundant with flora and fauna.  Many animals are present throughout the reserve, animals such as monkeys, and armadillos. The reserve also contains the oldest oak trees in Central America.","The oldest oak trees reside in the Cerro Arenal Natural Reserve, which was officially declared a protected area on November 4, 1991.",retain,dolly,"[ 0.41015625 -0.18457031 -0.17578125 ... -0.16601562 -0.27929688
  0.05273438]",0
w88r15,What recognition did Carlo Ginzburg receive in 2010 and 2013?,Carlo Ginzburg was awarded the 2010 Balzan Prize and was elected an International Member of the American Philosophical Society in 2013.,retain,wpu,"[ 0.4140625  -0.01171875 -0.44140625 ... -0.6328125  -0.05664062
 -0.32421875]",0
w84r1,What are the three distinct genders found in the Latin language?,"masculine, feminine, and neuter",retain,wpu,"[ 0.53125     0.00390625 -0.11816406 ... -0.59765625 -0.51953125
 -0.29492188]",0
d9865,What is Kafka Connect?,"Kafka Connect is an open-source framework that provides a scalable and reliable way to move data in and out of Apache Kafka. It is a part of the Apache Kafka ecosystem and enables developers to easily integrate Kafka with other data systems.
Kafka Connect works by using connectors, which are pluggable components that provide a way to connect to different data sources or sinks. A connector can be configured to read data from a source system and write it to Kafka or to read data from Kafka and write it to a target system. There are a number of pre-built connectors available for common data sources such as databases, file systems, and message queues, as well as for cloud services such as AWS S3 and Google Cloud Storage. Developers can also create their own custom connectors for use with Kafka Connect.",retain,dolly,"[ 0.41210938 -0.20019531  0.05371094 ... -0.25390625 -0.07617188
 -0.15039062]",0
w86r8,What is JoAnne Yates' field of expertise?,Organization studies and information technology.,retain,wpu,"[ 0.62890625  0.03710938 -0.01953125 ... -0.3359375  -0.17285156
 -0.41992188]",0
d9910,"In what year was pickleball invented? The game was created in 1965 on Bainbridge Island, Washington, at the summer home of Joel Pritchard, who later served in the United States Congress and as Washington's lieutenant governor. Pritchard and two of his friends, Barney McCallum and Bill Bell, are credited with devising the game and establishing the rules.","Pickleball was created in 1965 on Bainbridge Island, Washington.",retain,dolly,"[ 0.08984375 -0.02392578 -0.24414062 ...  0.07324219 -0.20605469
  0.28320312]",0
w50f1,What nationality is Jean Ziegler?,Swiss,forget,wpu,"[ 0.578125    0.11914062 -0.125      ... -0.34179688 -0.11914062
 -0.29492188]",0
d11789,"Based on this paragraph, why was Jake released from prison? Jesus Shuttlesworth, the top high-school basketball player in the United States, is being pursued by the top college basketball programs in the nation. His father, Jake, is a convicted felon serving time at Attica Correctional Facility for accidentally killing his wife, Martha, Jesus' mother, six years earlier. Jake is granted a work release by the governor, an influential alumnus of ""Big State,"" one of the colleges Jesus is considering, so that he might persuade his son to sign with Big State. If successful, he'll get an early release from prison.
https://en.wikipedia.org/wiki/He_Got_Game",Jake was released from prison to try to help convince his son to play basketball for the governor's alma mater.,retain,dolly,"[ 0.49609375 -0.05761719  0.13867188 ... -0.578125   -0.15429688
 -0.11523438]",0
w46r17,What was the basis for selecting the 1930 All-Pro Team in the NFL?,"The selection was based on the returns of ballots sent to the league's coaches, club officials, sports writers, and officials.",retain,wpu,"[ 0.36914062 -0.0234375  -0.12988281 ... -0.5078125  -0.03320312
 -0.3046875 ]",0
d13619,"How many paralympics did Paraskevi compete in? Paraskevi has competed in three Paralympics competing in the T11 100m, 200m and long jump. Her first games were the 2004 Summer Paralympics in her home country where she won a bronze in the 100m. She was unable to match this in Beijing in the 2008 Summer Paralympics and in London in 2012 Summer Paralympics where she failed to win any medals.",Paraskevi competed in three paralympics.,retain,dolly,"[ 0.15234375 -0.29492188  0.0390625  ... -0.21484375 -0.1953125
 -0.07226562]",0
d13059,"Which party Sam Jones was part of? Samuel Barry Jones (8 July 1923 – 26 January 1999) was an Australian politician. He was a member of the New South Wales Legislative Assembly from 1965 until 1984 and a member of the ALP.

Early life
Samuel Barry Jones was born in Newcastle. He was the son of a steelworker and a brother of Charlie Jones. He was educated to intermediate level at Newcastle Boys' High School and trained as a fitter and turner. He was an office-holder in the Amalgamated Engineering Union.

Political career
Sam Jones joined the Labor Party in 1945 and served as vice president and secretary of Tighes Hill branch, vice president of Newcastle and Waratah State Electorate Councils and secretary of Newcastle Federal Electorate Council.",Sam Jones (Samuel Barry Jones) served as vice president and secretary of the Labor Party in 1945.,retain,dolly,"[ 0.29101562 -0.15234375 -0.4375     ... -0.22949219 -0.33007812
  0.04101562]",0
d14152,"Tell me about the Battle of Rabb The Battle of Raab or Battle of Győr (Hungarian: győri csata) was fought on 14 June 1809 during the Napoleonic Wars, between Franco-Italian forces and Habsburg forces. The battle was fought near Győr (Raab), Kingdom of Hungary, and ended in a Franco-Italian victory. The victory prevented Archduke John of Austria from bringing any significant force to the Battle of Wagram, while Prince Eugène de Beauharnais's force was able to link up with Emperor Napoleon at Vienna in time to fight at Wagram. Napoleon referred to the battle as ""a granddaughter of Marengo and Friedland"", as it fell on the anniversary of those two battles",The Battle of Raab was a battle fought during the Napoleonic Wars.  It was fought near Raab which is the Kingdom of Hungary.,retain,dolly,"[ 0.18945312  0.05859375 -0.05078125 ... -0.2109375  -0.4140625
 -0.01464844]",0
w18r15,What is the district name where Feusisberg is situated?,Höfe District,retain,wpu,"[ 0.3359375  -0.05859375 -0.36328125 ... -0.44140625 -0.19824219
 -0.4296875 ]",0
w27r18,What natural disaster frequently affects Dessau due to its geographical location?,Yearly floods.,retain,wpu,"[ 0.5234375   0.01953125 -0.16992188 ... -0.2578125   0.3125
 -0.30078125]",0
d8966,Which Game of Thrones season three episodes were directed by Michelle MacLaren?,"She directed episodes 7 and 8, ""The Bear and the Maiden Fair"" and ""Second Sons""",retain,dolly,"[ 0.39648438 -0.38867188 -0.15722656 ... -0.87109375 -0.34375
 -0.13867188]",0
w20t1,Which British monarch was on the throne during the Jacobite rising of 1745?,King George II.,test,wpu,"[ 0.23828125  0.046875    0.3203125  ... -0.13085938 -0.3984375
 -0.16601562]",0
d13718,"Given this reference text about the Philadelphia Phillies, how many stadiums have they had and where do they play currently? The franchise was founded in Philadelphia in 1883, replacing the team from Worcester, Massachusetts, in the National League. The team has played at several stadiums in the city, beginning with Recreation Park (1883–1886) and continuing at Baker Bowl (1887–1938); Shibe Park (which was renamed Connie Mack Stadium in 1953 in honor of the longtime Philadelphia Athletics manager Connie Mack) (1938–1970); Veterans Stadium (1971–2003), and now Citizens Bank Park (2004-present).",The Phillies have played in five different stadium throughout their history in Philadelphia. They currently play at Citizens Bank Park.,retain,dolly,"[ 0.36914062  0.17480469 -0.06591797 ... -0.27148438 -0.10449219
  0.22167969]",0
w3t30,What was Anaïs Nin's mother's profession?,Classically trained singer,test,wpu,"[ 0.46875    -0.24609375 -0.24023438 ... -0.390625    0.21289062
 -0.19628906]",0
d1178,"What is the dominant character encoding for the World Wide Web? UTF-8 is the dominant encoding for the World Wide Web (and internet technologies), accounting for 97.9% of all web pages, over 99.0% of the top 10,000 pages, and up to 100.0% for many languages, as of 2023. Virtually all countries and languages have 95.0% or more use of UTF-8 encodings on the web.",The dominant character encoding for the World Wide Web is UTF-8. It is used by 97.9% of all web pages.,retain,dolly,"[ 0.27539062  0.12597656  0.11914062 ... -0.32617188 -0.16992188
  0.15917969]",0
w40r8,Who owned Wien-Film GmbH until 1945?,"The Cautio Trust Company, a subsidiary of the German Reichsfilmkammer.",retain,wpu,"[ 0.5390625  -0.11425781 -0.17578125 ... -0.59375    -0.08789062
 -0.6953125 ]",0
w76r9,What is the primary focus of ETH Zurich?,"Science, technology, engineering, and mathematics",retain,wpu,"[ 0.640625    0.24804688 -0.15039062 ... -0.05273438 -0.109375
 -0.16796875]",0
w8t14,"In feudal systems, what role did members of the lower nobility often serve?",Vassals to higher nobles or the monarch.,test,wpu,"[ 0.74609375  0.16015625  0.25390625 ... -0.484375   -0.0625
 -0.41210938]",0
d2273,"Given a reference text about Hackpad, what company acquired it? Hackpad was a web-based collaborative real-time text editor forked from Etherpad.

It was used as the company wikis by multiple prominent startups of the 2010s, such as Airbnb, Stripe, and Upworthy.

In April 2014, Hackpad was acquired by Dropbox. In April 2015, it was announced that Hackpad would be released as open source and source code was published on GitHub in August 2015, under the Apache license 2.0. On April 25, 2017, Hackpad announced that it is to shut down on July 19, 2017, permanently migrating to Dropbox Paper.",Hackpad was acquired by Dropbox in April 2014.,retain,dolly,"[ 0.12109375 -0.18066406 -0.16308594 ... -0.15234375 -0.2890625
  0.02441406]",0
w56r19,What significant role did the Rhine River play in the Roman Empire?,"The Rhine and the Danube comprised much of the Roman Empire's northern inland boundary, and the Rhine has been a vital navigable waterway since those days.",retain,wpu,"[ 0.1484375   0.1796875  -0.12304688 ... -0.45898438  0.04882812
 -0.22460938]",0
d884,"Given this paragraph about the dimensions of a volleyball court, is there a difference between the hight of the net for men's competitions vs women's competitions? A volleyball court is 9 m × 18 m (29.5 ft × 59.1 ft), divided into equal square halves by a net with a width of one meter (39.4 in). The top of the net is 2.43 m (7 ft 11+11⁄16 in) above the centre of the court for men's competition, and 2.24 m (7 ft 4+3⁄16 in) for women's competition, varied for veterans and junior competitions.",The net is 19 cm higher for men's competitions (243 cm) than for women's competitions (224 cm).,retain,dolly,"[ 0.31640625 -0.1171875  -0.125      ... -0.40039062 -0.18945312
 -0.16601562]",0
w19r4,How is a Fähnrich zur See formally addressed in the navy context?,Herr/Frau Fähnrich zur See,retain,wpu,"[ 0.234375   -0.19921875 -0.18164062 ... -0.828125    0.05078125
 -0.35742188]",0
d6115,What are the words of House Merryweather?,"""Behold Our Beauty""",retain,dolly,"[ 0.5234375  -0.328125   -0.421875   ... -0.3984375  -0.3203125
 -0.06445312]",0
w63f3,In what year did Michaela Dorfmeister enter her first World Cup race?,1991,forget,wpu,"[ 0.484375   -0.27734375 -0.265625   ... -0.66796875 -0.05859375
 -0.24023438]",0
d7658,"What temperature can I expect at the summit if I climb Mount Kinabalu The climate of the mountain varies from humid tropical at its base to alpine at its summit. The temperature at the summit of Mount Kinabalu usually stands from −4 to 8 °C (25 to 46 °F) from December to January, and 3 to 12 °C (37 to 54 °F) from June to September. Due to the coldness of the mountain from December to January, there are a few occasions where frost and ice appear at the summit of Mount Kinabalu.  Snow has been recorded three times in this area; in 1975, 1993 and 2022. ",Temperature ranges from -4°C to 12 °C .,retain,dolly,"[ 0.21289062 -0.25195312 -0.02050781 ... -0.4140625  -0.10351562
  0.12158203]",0
w19r11,How was the Treaty of Warsaw (1970) viewed by the conservative opposition in West Germany?,As a betrayal of national interests.,retain,wpu,"[ 0.7109375   0.35546875 -0.05078125 ... -0.47070312 -0.0234375
 -0.625     ]",0
w70r11,What medal did Tina Weirather win at the 2018 Winter Olympics?,A bronze medal in Super-G,retain,wpu,"[ 0.625      -0.25390625 -0.32226562 ... -0.78125    -0.58984375
 -0.4140625 ]",0
w82f1,"Which title did Frederick I, Duke of Lorraine hold?",Duke of Lorraine,forget,wpu,"[ 0.2890625  -0.31835938 -0.28125    ... -0.48046875 -0.16796875
 -0.16796875]",0
d7453,"Extract 3 areas based on the following passage where electronics is widely used. Electronics deals with electrical circuits that involve active electrical components such as vacuum tubes, transistors, diodes, sensors and integrated circuits, and associated passive interconnection technologies. The nonlinear behaviour of active components and their ability to control electron flows makes digital switching possible, and electronics is widely used in information processing, telecommunications, and signal processing. Interconnection technologies such as circuit boards, electronics packaging technology, and other varied forms of communication infrastructure complete circuit functionality and transform the mixed components into a regular working system.
Today, most electronic devices use semiconductor components to perform electron control. The underlying principles that explain how semiconductors work are studied in solid state physics, whereas the design and construction of electronic circuits to solve practical problems are part of electronics engineering.","Electronics is widely used in 
1. information processing, 
2. telecommunications, and 
3. signal processing.",retain,dolly,"[ 0.359375   -0.13964844 -0.22265625 ... -0.609375    0.015625
  0.01953125]",0
d9947,Give me a bulleted list of the last 10 Major League Baseball world series champions.,"2022 Houston Astros
2021 Atlanta Braves
2020 Los Angeles Dodgers
2019 Washington Nationals
2018 Boston Red Sox
2017 Houston Astros
2016 Chicago Cubs
2015 Kansas City Royals
2014 San Francisco Giants
2013 Boston Red Sox",retain,dolly,"[ 0.38085938 -0.22070312 -0.203125   ... -0.703125   -0.03125
 -0.21582031]",0
w55r9,Who is believed to have founded the city of Bern?,"Berthold V, Duke of Zähringen",retain,wpu,"[ 0.43359375  0.02441406 -0.15429688 ... -0.6171875  -0.10546875
 -0.48828125]",0
d13817,"Given this paragraph about the Tour De France, how long is the race The Tour de France (French pronunciation: ​[tuʁ də fʁɑ̃s]) is an annual men's multiple-stage bicycle race primarily held in France, while also occasionally passing through nearby countries. Like the other Grand Tours (the Giro d'Italia and the Vuelta a España), it consists of 21 stages, each a day long, over the course of 23 days, coinciding with the Bastille Day holiday. It is the oldest of the Grand Tours and generally considered the most prestigious.","The tour de france is 21 stages long, with each stage taking one day to complete. The race takes 23 days from start to finish due to 2 rest days the riders receive.",retain,dolly,"[ 0.13671875  0.02734375  0.0390625  ... -0.2578125  -0.1796875
 -0.01660156]",0
w88r19,What is the purpose of the Guggenheim Fellowship?,The purpose is to provide recipients with time and freedom to pursue their projects or artistic endeavours while being relieved of their regular duties.,retain,wpu,"[ 0.30078125 -0.21972656  0.01464844 ... -0.30273438  0.05273438
 -0.12695312]",0
d8644,"I'm going to try a keto diet, which means I should prioritise fat and avoid carbs. Which of these foods should I prioritise and which should I avoid? rice, mayonnaise, avocado, pastry, olive oil, bread, cheese and crackers.","You should prioritise the following foods because they are high in fat: cheese, avocado, mayonnaise, olive oil. You should avoid the foods that are high in carbs, including: rice, bread, pastry, crackers",retain,dolly,"[ 0.21484375 -0.14941406 -0.2734375  ... -0.53125    -0.234375
  0.27148438]",0
w88f2,Where was Edgar Wind born?,"Berlin, Germany",forget,wpu,"[ 0.35351562  0.15820312  0.0234375  ... -0.23144531 -0.11621094
 -0.50390625]",0
d7104,Give me a list of the top six premier league football clubs,"While clubs participating in the Premier League table can end in different positions in each season, the historical top six, known commonly as the ""Big Six"", have been:

- Arsenal
- Chelsea
- Liverpool
- Manchester City
- Manchester United
- Tottenham 

These are considered the top six clubs due to their consistency and success within the Premier League and continental competitions like the UEFA Champions League and the UEFA Europa League.",retain,dolly,"[ 0.38476562  0.00292969 -0.01367188 ... -0.3828125  -0.06445312
 -0.02978516]",0
w45f1,What is Franz Welser-Möst's nationality?,Austrian,forget,wpu,"[ 0.34375    -0.08789062 -0.04492188 ... -0.46484375 -0.03125
 -0.35351562]",0
w31r11,What is Rudolf Virchow known as in the field of medicine?,the father of modern pathology and the founder of social medicine,retain,wpu,"[ 0.5546875  -0.25390625 -0.04492188 ... -0.5703125  -0.18945312
 -0.22070312]",0
d783,What are the disadvantages of Linux?,"The disadvantages of Linux include limited hardware support, a steep learning curve, lack of commercial support, and compatibility issues.",retain,dolly,"[ 0.37109375  0.15820312 -0.12890625 ... -0.28125     0.03125
  0.13671875]",0
d6199,"Based on this paragraph, please list the symptoms of dementia separating them with bullets. Dementia is a disorder which manifests as a set of related symptoms, which usually surfaces when the brain is damaged by injury or disease. The symptoms involve progressive impairments in memory, thinking, and behavior, which negatively affects a person's ability to function and carry out everyday activities. Aside from memory impairment and a disruption in thought patterns, the most common symptoms include emotional problems, difficulties with language, and decreased motivation. The symptoms may be described as occurring in a continuum over several stages. Consciousness is not affected. Dementia ultimately has a significant effect on the individual, caregivers, and on social relationships in general. A diagnosis of dementia requires the observation of a change from a person's usual mental functioning and a greater cognitive decline than what is caused by normal aging.","-Progressive impairments in memory, thinking and behavior
-Emotional problems
-Difficulties with language
-Decreased motivation",retain,dolly,"[ 0.27148438 -0.08154297 -0.05273438 ... -0.46484375 -0.171875
  0.07373047]",0
d4833,"Please tell me if the following cities are in Germany, Austria or Switzerland: Munich, Vienna, Zurich, Dortmund, Lucerne, Bern, Stuttgart, Klagenfurt, Salzburg, Bremen, Geneva, Innsbruck","Germany: Munich, Dortmund, Stuttgart, Bremen
Austria: Vienna, Klagenfurt, Salzburg, Innsbruck
Switzerland: Zurich, Lucerne, Bern, Geneva",retain,dolly,"[ 0.29492188 -0.18554688 -0.09863281 ... -0.70703125  0.13476562
  0.05761719]",0
d10559,"Extract the name of the country where Djidonou was born. Born in Domont, France, Djidonou has played club football for Racing Paris, Entente SSG, Red Star, Libourne, Racing Paris and Mulhouse. In June 2013, he signed for Championnat National 2 side Romorantin.",France,retain,dolly,"[ 0.31640625 -0.08886719 -0.00488281 ... -0.23535156 -0.2421875
 -0.15527344]",0
d245,What are the 4 oceans on earth,"Atlantic Ocean
Arctic Ocean
Pacific Ocean
Indian Ocean",retain,dolly,"[ 0.5703125   0.00390625 -0.40429688 ... -0.515625   -0.17382812
 -0.07080078]",0
d6574,"Provide a comma separated list of all the universities listed in this passage In addition, she has presented on the topic of synesthesia at a number of universities including Yale University, Princeton University, the University of California, San Diego, Rockefeller University, the University of Virginia, the University of Almería, the University of Jaén, Stockholm University and others. Duffy was invited to be a Plenary Speaker on synesthesia at the ""Towards a Science of Consciousness"" conference at University of Arizona in Tucson. She is a co-founder of and consultant to the American Synesthesia Association.","Yale University, Princeton University, the University of California, San Diego, Rockefeller University, the University of Virginia, the University of Almería, the University of Jaén, Stockholm University, University of Arizona",retain,dolly,"[ 0.05078125 -0.33203125  0.01367188 ... -0.42773438 -0.39453125
  0.07714844]",0
d2334,"Who was the first computer programmer? Augusta Ada King, Countess of Lovelace (née Byron; 10 December 1815 – 27 November 1852) was an English mathematician and writer, chiefly known for her work on Charles Babbage's proposed mechanical general-purpose computer, the Analytical Engine. She was the first to recognise that the machine had applications beyond pure calculation, and to have published the first algorithm intended to be carried out by such a machine. As a result, she is often regarded as the first computer programmer","Augusta Ada King, Countess of Lovelace (née Byron; 10 December 1815 – 27 November 1852) is often regarded as the first computer programmer for her work on the Analytical Engine with Charles Babbage.",retain,dolly,"[ 0.12109375 -0.10009766 -0.13769531 ... -0.33984375 -0.22363281
  0.10107422]",0
w53r7,When did the modern port of Skagen open?,The modern port of Skagen opened on 20 November 1907.,retain,wpu,"[ 0.26171875 -0.06640625 -0.42382812 ... -0.28515625 -0.04101562
 -0.29101562]",0
w86f1,Which university is Wanda J. Orlikowski associated with as a professor?,Massachusetts Institute of Technology,forget,wpu,"[ 0.45898438 -0.12695312 -0.46289062 ... -0.44140625 -0.14453125
 -0.24804688]",0
d7116,"Which of these titles are by Nicola Yoon and which are by Angie Thomas: Everything, Everything, The Sun is Also a Star, Blackout, Instructions for Dancing, The Hate U Give, On the Come  Up, Concrete Rose","Titles by Nicola Yoon: Everything, Everything, The Sun is Also a Star, Blackout, Instructions for Dancing
Titles by Angie Thomas: The Hate U Give, On the Come  Up, Concrete Rose",retain,dolly,"[ 0.20410156 -0.25976562 -0.21777344 ... -0.671875    0.2734375
  0.03710938]",0
w69r15,How many votes did Naim Maloku receive in the first round of the 2008 presidential election?,37 votes,retain,wpu,"[ 0.49023438 -0.26171875 -0.36523438 ... -0.640625   -0.16015625
 -0.43164062]",0
d4836,What is the difference between retinol and tretinoin?,"Everyone’s skin is different, but no one’s skin is immune to the effects of sunlight, stress, and natural aging. To treat these effects, you might decide to use retinoids.

Retinoids are chemical compounds related to vitamin A.

Retinol and tretinoin are both examples of retinoids. Tretinoin can also be called all-trans retinoic acid (ATRA).

When it comes to treating your skin, the biggest difference between these two compounds is their strength.

Retinol is a vital nutrient. It’s fat-soluble, which means it can stay in your body for a long time. Your liver can take this stored retinol and convert it into tretinoin. Your body will use the tretinoin for a variety of biological functions.

For the purposes of skin care, tretinoin can be thought of as a more concentrated version of retinol. This means that tretinoin is stronger than retinol.",retain,dolly,"[ 0.46484375  0.09179688 -0.0859375  ... -0.2578125  -0.0234375
 -0.171875  ]",0
d8319,"How many of the Lira satellites were successful? Kosmos 1375 was placed into a low Earth orbit with a perigee of 986 kilometres (613 mi), an apogee of 1,003 kilometres (623 mi), 65.8 degrees of inclination, and an orbital period of 105 minutes. On 18 June 1982, it was successfully intercepted and destroyed by Kosmos 1379 in the final Soviet anti-satellite weapons test to be conducted. As of 2022, debris is still in orbit.

Kosmos 1375 was the last of ten Lira satellites to be launched, of which all but the first were successful. Lira was derived from the earlier DS-P1-M satellite, which it replaced.","10 were launched, 1 was not successful, so 10-1 = 9 were successful.",retain,dolly,"[ 0.31054688  0.02832031 -0.04052734 ... -0.35546875 -0.078125
 -0.02929688]",0
w72r16,How are recipients of the National Medal of Science selected?,"Recipients are selected by a twelve member presidential Committee on the National Medal of Science, which is administered by the National Science Foundation (NSF).",retain,wpu,"[ 0.359375   -0.13476562 -0.17773438 ... -0.60546875  0.13867188
 -0.30859375]",0
d1725,What is the name of the flag carrier airline of the Netherlands?,The flag carrier airline of the Netherlands is KLM.,retain,dolly,"[ 0.27539062 -0.13671875 -0.12695312 ... -0.1953125  -0.18554688
  0.12792969]",0
d428,"Without quoting from the text, can you summarise from wikipedia who Denis-Benjamin Viger was? Denis-Benjamin Viger (French pronunciation: ​[dəni bɛ̃ʒamɛ̃ viʒe]; August 19, 1774 – February 13, 1861) was a 19th-century politician, lawyer, businessman in Lower Canada. He was a leader in the Patriote movement.

Viger was part of the militia in the early 19th century and then a captain in the War of 1812. He retired from the militia in 1824 with the rank of major.","Denis-Benjamin Viger was a Canadian 19th century politician, lawyer and businessman who lead the Patriote movement.",retain,dolly,"[ 0.00390625 -0.07128906 -0.18359375 ... -0.20898438 -0.13867188
 -0.02319336]",0
w37f2,What profession did Alexandre Mouton practice after being admitted to the bar in 1825?,Law,forget,wpu,"[ 0.7109375  -0.12890625  0.02441406 ... -0.39453125 -0.16796875
 -0.48046875]",0
w19t20,When was the University of Hamburg founded?,1919.,test,wpu,"[ 0.60546875 -0.07519531  0.20703125 ... -0.2734375  -0.30078125
 -0.3828125 ]",0
d4517,"Where did Waldo E. Koop work? As a career, Waldo E. Koop was an engineer for Boeing. He was called one of the nation's finest researchers by local and state historians, and was credited in the series of Time Life books on the Old West for his research on gunfighters. Koop discovered that Henry McCarty, later known as Billy the Kid, spent time in Wichita, Kansas, where he saw his first gunfight. He published his findings in 1965 in the book, Billy the Kid: the Trail of a Kansas Legend.",Waldo E. Koop was an engineer for Boeing before becoming one of the nation's finest researchers.,retain,dolly,"[ 0.06054688  0.02880859 -0.20898438 ... -0.41992188 -0.0546875
  0.0625    ]",0
w20r11,Can you name some of the established writers the Royal Literary Fund has helped?,"Samuel Taylor Coleridge, James Joyce, and Joseph Conrad among others.",retain,wpu,"[ 0.20898438 -0.01855469 -0.04492188 ... -0.6796875  -0.04394531
 -0.48632812]",0
w1r12,Who was Piero Strozzi's father?,Filippo Strozzi the Younger,retain,wpu,"[ 0.34179688 -0.01367188 -0.35742188 ... -0.68359375  0.0625
 -0.5546875 ]",0
d30,Who became king of Holland in 1806?,William I of the Netherlands became king of Holland in 1806.,retain,dolly,"[ 0.22851562 -0.27148438 -0.11132812 ...  0.01757812 -0.1171875
 -0.06054688]",0
w96f2,Which philosophical movement is Friedrich Paulsen associated with?,Neo-Kantian,forget,wpu,"[ 0.48828125 -0.08789062 -0.0625     ... -0.515625   -0.09375
 -0.51953125]",0
w24f1,What is Jonas Kazlauskas's nationality?,Lithuanian,forget,wpu,"[ 0.34179688 -0.06835938  0.04492188 ... -0.43164062 -0.15234375
 -0.34570312]",0
d12652,"Who called Timothy Leary a brave neuronaut? Timothy Francis Leary (October 22, 1920 – May 31, 1996) was an American psychologist and author known for his strong advocacy of psychedelic drugs. Evaluations of Leary are polarized, ranging from bold oracle to publicity hound. He was ""a hero of American consciousness"", according to Allen Ginsberg, and Tom Robbins called him a ""brave neuronaut""","Tom Robbins called Timothy Leary a ""brave neuronaut"".",retain,dolly,"[ 0.08789062  0.27929688  0.06835938 ... -0.42773438 -0.00976562
 -0.07373047]",0
d13567,What is the best mirrorless camera in the world,Sony A1,retain,dolly,"[ 0.34570312 -0.09472656 -0.13867188 ... -0.3671875   0.03125
 -0.34570312]",0
