id,question,answer,type,source,representation,cluster
d782,What are some fun ways to keep a toddler busy?,"1. If you have a spare box and some colored plastic balls, one idea is to cut holes in the box and color a ring around each hole to match a color of ball. Mount the box and show your little one how to drop each ball into its matching hole. 

2. If you have a spare toothbrush and a yellow dry erase marker, you can work teach some teeth brushing skills in a fun way! Draw a big toothy smile and color in the lips and gums leaving the teeth bright white. Cover it up with clear tape or hard plastic wrap and cut it out.  Color the teeth with the yellow marker and have your little one brush it clean.

3. Teach some valuable life skills and keep your little one entertained by getting a kid-safe knife and having him or her cut fruits.",retain,dolly,"[ 0.77734375  0.19824219 -0.5625     ... -0.16796875  0.04492188
  0.04492188]",1
d390,Is skiing or snowboarding easier?,"The answer to this question depends on the individual. Some people find skiing easier, while others find snowboarding easier. Generally, most people have an easier time picking up skiing because the stance on skis is straightforward, similar to walking. On a snowboard, people must stand sideways (like how you'd stand on a skateboard or surfboard). This sideways stance can be more challenging for people to adjust to, and many people report falling on their wrists a lot while learning. Once a person has learned to competently ski or snowboard, it is a matter of personal preference as to what they like to do best.",retain,dolly,"[ 0.45898438  0.31640625 -0.05566406 ... -0.33007812 -0.03320312
 -0.4140625 ]",1
d100,What is investment banking?,"Investment banking pertains to certain activities of a financial services company or a corporate division that consist in advisory-based financial transactions on behalf of individuals, corporations, and governments. Traditionally associated with corporate finance, such a bank might assist in raising financial capital by underwriting or acting as the client's agent in the issuance of debt or equity securities. An investment bank may also assist companies involved in mergers and acquisitions (M&A) and provide ancillary services such as market making, trading of derivatives and equity securities, FICC services (fixed income instruments, currencies, and commodities) or research (macroeconomic, credit or equity research). Most investment banks maintain prime brokerage and asset management departments in conjunction with their investment research businesses. As an industry, it is broken up into the Bulge Bracket (upper tier), Middle Market (mid-level businesses), and boutique market (specialized businesses).

Unlike commercial banks and retail banks, investment banks do not take deposits.",retain,dolly,"[ 0.46679688  0.07714844  0.04003906 ... -0.49609375 -0.42773438
 -0.16992188]",1
d2638,which side of the road you can drive in the UK?,"In the UK, you are driving on the left side of the road, however, the driver is sitting on the right side of the car.",retain,dolly,"[ 0.30859375 -0.21191406 -0.05273438 ... -0.265625    0.01367188
 -0.17382812]",1
d5995,What were the best TV shows of 2022?,"The best television shows from 2022 (with the network in parentheses) were:
1. The Bear (FX)
2. Reservation Dogs (Hulu)
3. Barry (HBO)
4. Better Call Saul (AMC/Netflix)
5. White Lotus (HBO)
6. Severance (HBO)
7. Atlanta (FX)
8. Andor (Disney)
9. For All Mankind (HBO)
10. Euphoria (HBO)",retain,dolly,"[ 0.421875    0.0234375  -0.36914062 ... -0.66015625 -0.21582031
 -0.36328125]",1
d13391,"which are the youngest mountain ranges  in the world ? The Himalayan range is one of the youngest mountain ranges on the planet and consists mostly of uplifted sedimentary and metamorphic rock. According to the modern theory of plate tectonics, its formation is a result of a continental collision or orogeny along the convergent boundary (Main Himalayan Thrust) between the Indo-Australian Plate and the Eurasian Plate. The Arakan Yoma highlands in Myanmar and the Andaman and Nicobar Islands in the Bay of Bengal were also formed as a result of this collision.
Himalayan ranges passes though countries like India, Nepal, Bhutan, Pakistan, and China.","The youngest mountains are the Himalayan range passing though India, Nepal, Bhutan, Pakistan, and China",retain,dolly,"[ 0.24414062 -0.2578125  -0.28515625 ... -0.8671875  -0.13183594
 -0.01660156]",1
d7067,What is the best way to get back in shape when over 50 years of age?,"Experts recommend some sort of activity, at least 30 minutes a day. One can start walking, rowing, going to the gym, running or do high intensity interval training (HIIT), but not recommended if just starting again after a long time without exercising. It is recommended to set small goals and increase them over time.",retain,dolly,"[ 0.6171875   0.09375     0.16210938 ... -0.53515625 -0.14746094
 -0.38085938]",1
d14763,Why is backcountry skiing fun?,"Backcountry skiers get to enjoy a moderate hike uphill in a beautiful winter environment. Then they get to shred untracked powder.
The only reason why backcountry skiing is not world class is because of the potentially deadly danger of avalanches.",retain,dolly,"[ 0.515625   -0.07617188  0.18457031 ... -0.4609375  -0.60546875
 -0.53125   ]",1
d6790,Name some famous books on philosophy?,"Meditations by Marcus Aurelius.
Man's Search for Meaning by Viktor Frankl.
The Story of Philosophy by Will Durant.
The Republic by Plato.
Discourses by Epictetus.",retain,dolly,"[ 0.47070312  0.23046875 -0.18945312 ... -0.45507812 -0.15234375
 -0.2578125 ]",1
d596,"Classify each of the following whether they help or hurt vision: glasses, binoculars, blindfold, sleep mask, telescope","Glasses: Help Vision
Binoculars: Help Vision
Blindfold: Hurt Vision
Sleep Mask: Hurt Vision
Telescope: Help Vision",retain,dolly,"[ 0.11816406  0.04882812 -0.02441406 ... -0.58984375 -0.0859375
  0.21679688]",1
d7285,what are different types of phrases,"Noun, Verb, Adverb, Adjective, preposition",retain,dolly,"[ 0.49609375 -0.11914062  0.11132812 ... -0.08886719 -0.03515625
 -0.28710938]",1
d7423,What was the duration of the Lewis and Clark Expedition?,"1228 Days. The Corps of Discovery departed from Camp Dubois at 4pm on May 14, 1804. The expedition returned to St. Louis on September 23, 1806.",retain,dolly,"[ 0.38671875  0.30859375 -0.16699219 ... -0.21875    -0.12402344
 -0.06103516]",1
d2869,How many World Series have the Detroit Tigers won?,"The Detroit Tigers are an American professional baseball team based in Detroit that plays in the American League (AL). The Tigers have won four World Series titles (1935, 1945, 1968, 1984) and 11 AL pennants.",retain,dolly,"[ 0.45703125  0.03710938 -0.20019531 ... -0.703125   -0.5
  0.15820312]",1
d4231,"Sort these into breakfast or dinner foods: Waffles, pancakes, turkey, chicken noodle soup, salad, bacon and eggs, egg drop soup","The breakfast foods are waffles, pancakes and bacon and eggs. The dinner foods are turkey, chicken noodle soup, salad, and egg drop soup",retain,dolly,"[ 0.08789062 -0.09570312 -0.37890625 ... -0.70703125  0.18359375
  0.25976562]",1
d12143,"What are the following: Palm Pre, iPhone, Samsung Galaxy Note, Razr, HTC One X","These are all examples of mobile phones. The iPhone, Samsung Galaxy Note, and HTC One X are examples of smartphones, which is a mobile phone that can also access the internet and run applications like Instagram or Gmail.",retain,dolly,"[ 0.15234375 -0.29492188 -0.34765625 ... -0.21582031 -0.703125
 -0.05224609]",1
d11289,Give me a list of the last five european golden boots winner.,"1. Robert Lewandowski, 2022-2021
2. Robert Lewandowski, 2021-2020
3. Ciro Immobile, 2020-2019
4. Lionel Messi, 2019-2018
5. Lionel Messi, 2018-2017",retain,dolly,"[ 0.38671875 -0.28515625 -0.15234375 ... -0.41601562 -0.04492188
 -0.49804688]",1
d8541,First day of baking with sourdough,"Today is my first day baking with sourdough. The process seems very time consuming as you first need to create a sourdough starter. Creating the starter takes usually seven days. 
Following baking instructions can also be challenging as you need to be very careful and make sure that all ingredients are added in a certain order.
There are many different kinds of flour, all with their own baking characteristics, making the process even more difficult. 
I am nervous about this, but I've always wanted to learn this craft as baking with sourdough has been done since the beginning of humanity.",retain,dolly,"[ 0.5546875   0.04150391  0.08789062 ...  0.21972656 -0.33398438
 -0.0859375 ]",1
d11341,How do you? How do you plant flowers,"To begin planting flowers, you will first dig a hole enough to fit a seed. Next you will cover it with dirt to fill the hole. finally pour some water over your covered up seed and over the next few days make sure that it gets tons of sunlight and water and watch your plant grow.",retain,dolly,"[ 0.6328125   0.34570312  0.12890625 ... -0.5546875  -0.06494141
 -0.4609375 ]",1
d14061,What is the best food place in Bangalore?,"You can always try out Kritunga Briyani if you love eating spicy food, else you are looking for a bear place try Iron Hill or Toit.",retain,dolly,"[ 0.44140625  0.25585938  0.28125    ... -0.48632812  0.09765625
 -0.45898438]",1
d8072,What is the best BBQ restaurant in Raleigh?,Raleigh has a lot of great barbecue restaurants.  For traditional NC-style BBQ try Clyde Coopers located downtown.  If you like Texas-style BBQ Prime BBQ in Knightdale has great brisket and beef ribs.,retain,dolly,"[ 0.59375     0.09179688 -0.19726562 ... -0.39453125 -0.19433594
 -0.36328125]",1
d5322,Categorize each of these as either liquids or solids.,"- Orange juice: liquid
- Gatorade: liquid
- Eye drops: liquid
- Water: liquid
- Peanut butter: solid
- Iphone: solid
- Beer: liquid
- Guitar: solid",retain,dolly,"[ 0.37304688 -0.26953125 -0.109375   ... -0.6015625  -0.03125
  0.11132812]",1
d9799,"In Berkeley, how do parents select their public middle school?",The Berkeley Unified Public Schools assign children to their middle school based on the location of their home.,retain,dolly,"[ 0.484375   -0.10351562 -0.08789062 ... -0.7421875   0.2109375
 -0.43554688]",1
d2229,Is it safe to invest in cryptocurrency?,"Compared to other asset classes such as stocks and government bonds, investing in cryptocurrency can be considered very risky.",retain,dolly,"[ 0.2578125   0.171875    0.27148438 ... -0.22167969 -0.7421875
  0.01660156]",1
d4669,What does IHAC mean?,"It is short hand for 'I have a customer.'  This phrase is regularly used in companies that sell products or have a professional services and go to market divisions.  The reason it used is because revenue is generated from customer accounts who use the platform the company is selling.  Account Executives and Solution Architects are assigned to an account, and when they need to make reference to a customer questions or need they may start by saying ""IHAC who needs help with this product or service.""",retain,dolly,[ 1.0703125  0.1640625  0.09375   ... -0.3984375 -0.34375    0.0859375],1
d14496,What's a good time of year to visit Seattle?,"The best time of year to visit Seattle is in the summer. The weather is nicest from June to September, and there are many outdoor activities to enjoy. However, there is lots to do all year. For example, in spring many visitors come to the University of Washington campus to see cherry blossoms. The nearby tulip festival in the Skagit Valley is another popular spring attraction.",retain,dolly,"[ 0.6328125   0.15234375  0.07226562 ... -0.38085938 -0.12695312
  0.01074219]",1
d12907,What is Fibonacci series,"Fibonacci series is a sequence where every number is the sum of the 2 preceding numbers. The series commonly starts form 0 and the first few numbers are 0,1,1,2,3,5,8,13,21....",retain,dolly,"[ 0.65625    -0.15332031  0.07617188 ... -0.02148438 -0.04492188
 -0.05664062]",1
d8775,How should I sleep train my baby?,"Make sure the room is dark enough. If you hold out your hand at arm's length, you should not be able to see the outline of your fingers. Get a sound machine so that outside noises do not disturb them. Use a sleep sack or a swaddle as a safe method of keeping the baby warm. Lastly, maintain a consistent routine every night which may include reading books, giving a bath, feeding them milk, and/or singing a song.",retain,dolly,"[ 0.48242188  0.15820312  0.00878906 ... -0.5859375   0.0625
 -0.234375  ]",1
d3275,What is a Penalty in Football?,"In FIFA Football, a penalty kick is a unique version of the direct free kick. It takes place during normal play (as opposed to a shootout). A penalty kicker shoots the ball from the penalty mark which is a spot located 12 yards (11 metres) from the goal line.",retain,dolly,"[ 0.3046875  -0.16992188 -0.10449219 ... -0.4375     -0.12988281
 -0.09570312]",1
d8882,"On a trip to the beach, what can I do to prevent getting sun burned?","Here are some things you can do to prevent being sun burned at the beach:
- Don't go to the beach if the UV is over 7
- Bring a tent to the beach so you can be in the shade
- Wear strong sunscreen and reapply it regularly
- Wear SPF protected long sleeve shirts
- Wear a hat to cover your head and face",retain,dolly,"[ 0.70703125  0.25       -0.3984375  ... -0.515625   -0.16699219
 -0.0625    ]",1
d44,Did dinosaurs have lips?,"Recent research suggests that the popular perception that dinosaurs had exposed teeth may be incorrect, and the current hypothesis is that the Tyrannosaurus rex did indeed have lips. A 2023 study by Dr Mark Witton of the University of Portsmouth said popular depictions of dinosaurs in movies like Jurassic Park are out of date. The study examined a large tooth that had spent over 500 days in the mouth of a Tyrannosaurus rex with no evidence of substantial wear, which is consistent with all findings of teeth found in the theropod family of dinosaurs. When contrasted with alligators and crocodiles, who have no lips and have more easily damaged teeth the theory says the evidence points to theropods, including Tyrannosaurus rex did indeed have lips. There would have been expected to be wear on the thin enamel on the teeth far more consistent with modern animals like crocodiles if dinosaurs had no lips.",retain,dolly,"[ 0.390625   -0.03613281 -0.046875   ... -0.640625   -0.19921875
 -0.41015625]",1
d2574,What is a multiverse? Some physicists say the multiverse is not a legitimate topic of scientific inquiry. Concerns have been raised about whether attempts to exempt the multiverse from experimental verification could erode public confidence in science and ultimately damage the study of fundamental physics. Some have argued that the multiverse is a philosophical notion rather than a scientific hypothesis because it cannot be empirically falsified. The ability to disprove a theory by means of scientific experiment is a critical criterion of the accepted scientific method. Paul Steinhardt has famously argued that no experiment can rule out a theory if the theory provides for all possible outcomes.,"While there is nothing scientific around the term multiverse, the term has been popularized by science fiction, and conveys the idea that there are many iterations of universes that are tied together, but each in it's own way unique",retain,dolly,"[ 0.48828125  0.0390625  -0.28710938 ... -0.5        -0.42382812
  0.10839844]",1
d2599,what is the difference between a tale and a tail,tale is a noun referencing narration events vs a tail could be rear end of an animal,retain,dolly,"[ 0.3671875  -0.32421875  0.09570312 ... -0.48828125 -0.23828125
 -0.21386719]",1
d2111,Write a story about a man who finds a magic lamp that has a genie inside. The genie should grant him wishes and the story should conclude with a tragic ending.,"One day while Bill was walking to work he noticed something shinny in the bushes. He walked over to see what it was, and was surprised to discover it was an old lamp. He took the lamp home and cleaned it. While he was cleaning the lamp, a genie popped out and said he'd grant Bill three wishes. The first thing he wished for was all the money in the world. The genie granted this wish but Bill's disappointment there was nothing to buy with all of this money. When Bill asked the genie what happened and why there was nothing to purchase, the genie explained that people need money to create the products. Since Bill had all the money in the world, nobody had the capital needed create the things he wanted.",retain,dolly,"[ 0.44140625  0.05273438 -0.23144531 ... -0.734375   -0.45117188
 -0.2578125 ]",1
d1017,How will chatGPT and other large language models effect education and engineering disciplines?,"It is too early to tell how technologies like chatGPT will change industries, but people think that some portion of jobs will be replaced in education and engineering.  People also think that written tests and coding assignments for interviews will need to be refactored to reduce the chance that students or candidates can submit answers generated by large language models.",retain,dolly,"[ 0.39257812  0.5625     -0.07226562 ... -0.3046875  -0.41601562
 -0.8203125 ]",1
d9083,Do you have to get training to go scuba diving?,"Scuba diving requires training, and normally people gain a scuba diving certification before doing this activity",retain,dolly,"[ 0.6015625   0.328125   -0.16503906 ... -0.375      -0.5703125
 -0.15625   ]",1
d2770,Name some popular breakfast foods in the United States,"In the United States of America popular breakfasts include bacon and eggs, waffles, French toast, cereal and pancakes",retain,dolly,"[ 0.828125    0.16601562 -0.16992188 ... -0.79296875 -0.54296875
  0.20507812]",1
d10799,Imagine you are the last person on Mars. Write a diary entry describing your thoughts and feelings.,"Today was a beautiful day on Mars. The sun was shining brightly and the air was crisp and cool. I was able to take in the beauty of the planet and the sky, which I had never seen before. I felt like I was on another world, but I knew I was still in the same place. I took a walk around the dome and marveled at the beauty of the planet. It was so peaceful and I felt like I was in a dream. I smiled as I thought about how much I was learning about Mars and its inhabitants. It was a great day. Pity it could not last.",retain,dolly,"[ 0.44921875  0.15136719 -0.18945312 ... -0.22167969 -0.6484375
 -0.12890625]",1
d6886,What are 4 good reasons to get solar panels and a powerwall for my house?,"The following are 4 good reasons to get solar panels and a powerwall on your house:
1. Solar panels produce electricity to significantly lower utility costs
2. In certain locations, you can sell power back to your utility provider and make additional money off of your solar panels
3. Using solar panels is beneficial for the environment due to reduced reliance on electricity generated from mechanisms that produce CO2 emissions
4. During a power outage, you can use power stored in your powerwall to keep your own electricity running",retain,dolly,"[ 0.671875    0.15039062 -0.43359375 ... -0.5546875  -0.36328125
  0.00390625]",1
d7833,What states do not have a state gambling lottery?,"Alabama, Alaska, Hawaii, Nevada, and Utah.",retain,dolly,"[ 0.44921875  0.13476562  0.05664062 ... -0.4296875  -0.42773438
 -0.13085938]",1
d3877,Why do humans like dogs?,"Humans like dogs because dogs love humans and want to be with them. Humans and dogs share a close emotional connection that is unmatched by other species, including – at times – other humans. There is evidence of a humans and dogs interacting going back 18,000 years. Domesticated dogs will quickly bond to a humans, often showing affection in presence of their human owners and degrees of separation anxiety when their human owners aren’t present. Dogs will seek comfort from their human when they feel anxious or are in physical distress. Dogs often seek approval from their human by performing specific tasks in which they have been trained, or by exhibiting character traits or behaviors that they have been selectively bred for. Dogs love humans and interact with them in complex ways. Humans, in turn, interact with dogs and receive emotional satisfaction.",retain,dolly,"[ 0.47265625  0.04101562  0.14257812 ... -0.828125   -0.421875
 -0.0625    ]",1
d9623,What is HDFS?,"HDFS (Hadoop Distributed File System) is a distributed file system that handles large data sets running on commodity hardware. It is used to scale a single Apache Hadoop cluster to hundreds (and even thousands) of nodes. HDFS is one of the major components of Apache Hadoop, the others being MapReduce and YARN.",retain,dolly,"[ 0.39648438  0.0546875  -0.13574219 ... -0.15722656 -0.43945312
  0.26953125]",1
d2496,"I want to write a some new articles for my data blog, can you give me some snappy ideas?","Lakehouse vs Warehouse - Hype vs Reality
ETL in the 2020s - What's in and what's out
Is the Data Warehouse dead - modern analytics for the modern era
Open data sharing - The whys, hows and gotchas",retain,dolly,"[ 0.40625     0.19140625 -0.05175781 ... -0.67578125 -0.390625
 -0.421875  ]",1
d90,"Who was boxer John Baldwin Known as ""The Mad"" Baldwin, he turned pro in 1970 and lost a decision to Marvin Hagler in 1975. In 1977 he took on Rocky Mosley Jr in the ill-fated U.S. Championship Tournament, but lost via K.O. In 1978 he lost a decision to Marvin Johnson, and retired a year later.","Born in Detroit, John Baldwin was a professional US boxer.  He fought in the Light-Middleweight category and won a bronze medal in the 1968 Olympics.   He turned pro in 1970, and lost a decision to Marvin Hagler in 1975.  He retired in 1979",retain,dolly,"[ 0.19726562 -0.09716797 -0.1328125  ... -0.45507812 -0.47851562
 -0.14257812]",1
d8232,How does running improve your health?,"Running is a form of aerobic exercise. Running offers many health benefits including improve cardiovascular fitness, help maintain healthy weight and strengthen muscles.",retain,dolly,"[ 0.47851562  0.07226562 -0.125      ... -0.46484375 -0.19726562
 -0.046875  ]",1
d13807,What is a skiff?,Skiff is a type of boat.  A skiff is commonly used for flats fishing.  Fishing in shallow water requires a boat that has a very shallow draft.,retain,dolly,"[ 0.44921875  0.30273438  0.06445312 ... -0.5859375  -0.37109375
  0.32617188]",1
d7611,How does the sun sustain life on earth?,"The sun is what sustains life on earth.  It provides the light needed for plants to grow through photosynthesis.  It is a main source of Vitamin D for humans, and it is a source of energy we can capture on earth and convert into usable electricity through the use of solar panels.  It is what causes weather and climate changes on the earth.  Animals and plants are completely dependent on the sun because it creates the food we need to survive.",retain,dolly,"[ 0.3984375   0.14160156 -0.01757812 ... -0.55859375 -0.16699219
  0.00292969]",1
d11174,What is the size of the Eiffel Tower?,The Eiffel Tower is 330 meters high.,retain,dolly,"[ 0.48046875  0.14453125  0.17480469 ... -0.0859375  -0.23046875
 -0.1953125 ]",1
d5904,Give me a checklist of 5 items of furniture I should buy for my new living room,"- Couch
- Coffee Table
- Side table
- Lamp
- TV stand",retain,dolly,"[ 0.74609375 -0.26953125 -0.39648438 ... -0.3984375  -0.27734375
 -0.09082031]",1
d13225,what the most popular books written by Malcom Gladwell?,"Malcolm Timothy Gladwell CM is an English-born Canadian journalist, author, and public speaker. He has been a staff writer for The New Yorker since 1996. He has published 7 books including: The Tipping Point, Blink, Outliers, What the Dog Saw, David and Goliath, Talking to Strangers and The Bomber Mafia. A few of them are NYT bestsellers.",retain,dolly,"[ 0.25585938 -0.00537109 -0.16796875 ... -0.41796875 -0.3046875
 -0.04052734]",1
d14513,"Can you please divide these fruit and vegetables into red and green colors. Some can be either red or green, so list those as 'both red and green varieties'. Here is the list: cherries, raspberries, lettuce, celery cherries, strawberries, apples, peppers, cabbage, beans, kale, tomatoes, capsicum, raspberries, celery, spinach.","Lettuce, celery cherries, beans, kale, celery and spinach are all green-colored. Cherries, raspberries and strawberries are red-colored. Apples, peppers, cabbage, tomatoes and capsicum have both red and green varieties.",retain,dolly,"[-0.09765625 -0.15625     0.09277344 ... -0.43164062 -0.18359375
  0.38867188]",1
d3143,Whale skin is how many cm deep?,15 cm,retain,dolly,"[ 0.36132812 -0.22460938 -0.01525879 ... -0.828125   -0.41210938
 -0.2734375 ]",1
d8683,"Group the following words into two categories, 'positive' or 'negative' based on the sentiment: efficient, helpful, slow, horrible, fantastic, disappointing, confusing, lovely, excellent.","These words are generally considered to have positive sentiment: lovely, fantastic, excellent, efficient, helpful. 

While these words are considered negative: horrible, disappointing, slow, confusing.",retain,dolly,"[ 0.20703125  0.28320312  0.06445312 ... -0.25585938  0.23828125
 -0.06640625]",1
d226,What is the difference between a red delicious and a Granny Smith apple?,A red delicious apple is red and sweet whereas a Granny Smith apple is green and tart.,retain,dolly,"[ 0.6328125   0.30664062  0.1640625  ... -0.6796875  -0.24023438
 -0.12792969]",1
d10626,Is The Last Of Us Part I a good PC game?,"Yes and no. The Last Of US franchise has great gameplay and story telling. It was released on Playstation in 2013 and received overwhelmingly positive review. However the recent port from Playstation to PC was a disaster. It's plagued with software bugs like constant crashing and stuttering. Even the latest generation PC hardware cannot handle it well because it's poorly optimized. That said, the game is being patched regularly and may improve in the future.",retain,dolly,"[ 0.671875   -0.20703125  0.16601562 ... -0.47851562 -0.45117188
 -0.0859375 ]",1
d10694,What is the most likely solution to fermi's paradox,"This is highly debatable topic and there are several solutions to the Fermi's paradox.However the great filter seems to be the one which has high probabilities than other. in the Great Filter scenario, something occurs to civilization at some point of their lifetime that cause termination and extinction. it is not clear so far what that event could be, and whether it is man-made or form outside.",retain,dolly,"[ 0.37890625  0.02539062  0.18652344 ...  0.01550293 -0.04492188
  0.00683594]",1
d14047,"What are some good US and Canada summer vacation ideas if I like mountains, lakes, and trees?","There are many great locations in the US and Canada. Here's a list restricted to places with mountains, lakes, and trees:
1. Maine and Vermont
2. Minnesota
3. Yosemite and Lake Tahoe
4. Northern California, Oregon, and Washington
5. British Columbia
6. Lake Louise",retain,dolly,"[ 0.5234375   0.09960938 -0.62890625 ... -0.4765625  -0.41601562
 -0.00976562]",1
d10092,What makes skiing so much fun?,"Skiing is one of the best recreational activities. Skiing is not only accessible for beginners, but also has a large skill range that can take lifetimes to master. There are many disciplines for skiers to choose from, ranging from speed skiing, moguls, jumps, half pipe, to freeride. Ski resorts are often set in beautiful mountain landscapes and enjoyable mountain towns.",retain,dolly,"[ 0.45898438  0.11816406  0.06054688 ... -0.18359375 -0.5078125
 -0.26757812]",1
d406,"Which ones are programming languages, out of C, Java, Node.js, Python, HTML, BigData, Spark?","Well, C, Java and Python are programming languages. 
While HTML is a language, it is a markup language and not a programming language. Node.js is actually a framework built on top of Javascript, so it can't be classified as a language. 
BigData is a broader term used for storing, processing and usage of large amounts of data. Spark is one of the most popular distributed data processing frameworks. Spark can be used from multiple languages.",retain,dolly,"[ 0.375      -0.17871094 -0.30078125 ... -0.25976562  0.01171875
  0.31640625]",1
d8912,What are some of the most efficient programing languages?,"C, C++, Rust are very efficient, while Java and Scala are easier to develop with and have lower barrier of entry but are not as efficient",retain,dolly,"[ 0.3984375   0.171875    0.03515625 ... -0.3984375  -0.49414062
  0.02929688]",1
d2182,What is the capital of Maine?,Augusta is the capital of Maine,retain,dolly,"[ 0.41601562  0.06835938 -0.27734375 ... -0.45117188 -0.33007812
 -0.14746094]",1
d2348,What streaming shows are worth binging right now?,"First series that comes to mind is the HBO show Succession. This series dives into the dynamic of a family business on a big scale and the power shifts and crazy situations the children of the CEO get themselves into. On a total different viewing experience is Love is Blind on Netflix. This reality show involves an experiment that is trying to determine if Love is Blind. Contestants date in pods, with a with in between them and only can talk to one another and not physically see the other person. Love does come about and so does heart break.",retain,dolly,"[ 0.16015625 -0.04101562 -0.18554688 ... -0.61328125 -0.42578125
 -0.16796875]",1
d4866,What is the difference between a corporate venture function and institutional venture firm?,"A corporate venture function, commonly known as a CVC, is typically a team within an operating entity that is focused on venture investing on behalf of its parent company. Investments completed by a corporate venture function is usually related to the industry the parent company operates in and investment goals are strategic in additional to being financial. An institutional venture firm is a standalone company whose operations is solely focused on investments and the focus is on financial returns.",retain,dolly,"[ 0.4453125  -0.25976562 -0.296875   ... -0.41601562 -0.32617188
 -0.21972656]",1
d14367,How can I tell the neighbors kids to quiet down without being perceived as a grouchy old man?,There isn't a way that you can not come off as a grouchy old man by telling kids to quiet down.,retain,dolly,"[-0.0390625   0.45117188  0.07421875 ... -0.59375    -0.26953125
 -0.5703125 ]",1
d12475,How large is the Earth?,"The Earth's radius is 6378 kilometers, and its mass is 5.972 x 10^24 kilograms. Its surface area is about 510 million square kilometers.",retain,dolly,"[ 0.34375     0.10351562  0.16503906 ... -0.07617188 -0.23046875
 -0.18945312]",1
d3136,"Based on the above passage name the regions which were a part of Fatimid Caliphate apart from Egypt, at its height. Display the results in a comma separated format. The Fatimid Caliphate was an Ismaili Shi'a caliphate extant from the tenth to the twelfth centuries AD. Spanning a large area of North Africa, it ranged from the Atlantic Ocean in the west to the Red Sea in the east. The Fatimids, a dynasty of Arab origin, trace their ancestry to Muhammad's daughter Fatima and her husband ‘Ali b. Abi Talib, the first Shi‘a imam. The Fatimids were acknowledged as the rightful imams by different Isma‘ili communities, but also in many other Muslim lands, including Persia and the adjacent regions. Originating during the Abbasid Caliphate, the Fatimids conquered Tunisia and established the city of ""al-Mahdiyya"" (Arabic: المهدية). The Ismaili dynasty ruled territories across the Mediterranean coast of Africa and ultimately made Egypt the center of the caliphate. At its height, the caliphate included – in addition to Egypt – varying areas of the Maghreb, Sudan, Sicily, the Levant, and the Hijaz.","Maghreb, Sudan, Sicily, the Levant, the Hijaz",retain,dolly,"[-1.40625     0.15136719 -0.27734375 ... -0.265625   -0.13671875
 -0.24804688]",2
d10056,"How did Draymond Green's minutes increase over time? Green was selected with the 35th overall pick in the 2012 NBA draft by the Golden State Warriors. On July 30, 2012, he signed a three-year, $2.6 million contract with the Warriors. In his NBA debut in the Warriors' season opener on October 31 against the Phoenix Suns, Green played one minute, made one defensive rebound, and committed one foul. Green gradually received more playing time in subsequent games, especially in the wake of injuries to Brandon Rush and Richard Jefferson. After getting only marginal floor time at the beginning of the season, by November 22, Green was playing 15–20 minutes per game, and by December 9, as Green gained a bigger role on the team, the Warriors had won 8 of 10 games. On December 12, Green made the winning layup with 0.9 seconds left in the Warriors' 97–95 win over the defending champion Miami Heat.","In his NBA debut in the Warriors' season opener on October 31, 2012, against the Phoenix Suns, Green played one minute. Green gradually received more playing time in subsequent games, especially in the wake of injuries to Brandon Rush and Richard Jefferson. After getting only marginal floor time at the beginning of the season, by November 22, 2012, Green was playing 15–20 minutes per game.

It is not clear how Green's minutes increased over time beyond November 22, 2012 based on the provided text.",retain,dolly,"[-0.40625    -1.40625     0.08007812 ...  0.29492188 -0.828125
  1.1875    ]",2
d7688,"Using examples from the text give me a rundown of the causes of wet snow avalanches. In contrast to powder snow avalanches, wet snow avalanches are a low velocity suspension of snow and water, with the flow confined to the track surface (McClung, first edition 1999, page 108). The low speed of travel is due to the friction between the sliding surface of the track and the water saturated flow. Despite the low speed of travel (≈10–40 km/h), wet snow avalanches are capable of generating powerful destructive forces, due to the large mass and density. The body of the flow of a wet snow avalanche can plough through soft snow, and can scour boulders, earth, trees, and other vegetation; leaving exposed and often scored ground in the avalanche track. Wet snow avalanches can be initiated from either loose snow releases, or slab releases, and only occur in snowpacks that are water saturated and isothermally equilibrated to the melting point of water. The isothermal characteristic of wet snow avalanches has led to the secondary term of isothermal slides found in the literature (for example in Daffern, 1999, page 93). At temperate latitudes wet snow avalanches are frequently associated with climatic avalanche cycles at the end of the winter season, when there is significant daytime warming.","Wet snow avalanches can be initiated from either loose snow releases, or slab releases, and only occur in snowpacks that are water saturated and isothermally equilibrated to the melting point of water.",retain,dolly,"[ 0.17382812 -1.1875      0.140625   ... -0.35546875 -0.32617188
  0.20898438]",2
