id,question,answer,type,source,representation,cluster
d9673,"What are some of the benefits of first-mover advantage? In marketing strategy, first-mover advantage (FMA) is the competitive advantage gained by the initial (""first-moving"") significant occupant of a market segment. First-mover advantage enables a company or firm to establish strong brand recognition, customer loyalty, and early purchase of resources before other competitors enter the market segment.

First movers in a specific industry are almost always followed by competitors that attempt to capitalize on the first movers' success. These followers are also aiming to gain market share; however, most of the time the first-movers will already have an established market share, with a loyal customer base that allows them to maintain their market share.","First-mover advantage may enable a company or firm to gain competitive advantage by establishing customer loyalty, strong brand recognition, and early purchase of inputs before other competitors enter the market.",retain,dolly,"[ 0.046875    0.01171875 -0.13867188 ... -0.44921875 -0.20703125
 -0.03515625]",0
w15r6,Who attends the Israel Prize ceremony?,"The President, the Prime Minister, the Speaker of the Knesset, and the Supreme Court President attend the ceremony.",retain,wpu,"[ 0.171875   -0.22363281 -0.09472656 ... -0.28125    -0.22460938
 -0.15625   ]",0
d298,"Categorize the following Taylor Swift songs based on what album they are in: The Archer, tolerate it, Lover, Love Story (Taylor's Version), Bejeweled, Don't Blame Me, 22 (Taylor's version), Look What You Made Me Do, Lavender Haze, willow, Cruel Summer","The following songs are in Taylor Swift's album Lover: The Archer, Lover, Cruel Summer.
The following song is in the album Fearless (Taylor's Version): Love Story (Taylor's Version)
The following songs are in the album evermore: tolerate it, willow
The following songs are in the album Reputation: Don't Blame Me, Look What You Made Me Do
The following song is in the album Red (Taylor's Version): 22 (Taylor's version) 
The following songs are in the album Midnights: Bejeweled, Lavender Haze",retain,dolly,"[ 0.3828125  -0.20507812 -0.25       ... -0.90625     0.26171875
  0.13769531]",0
d2956,What is a chord in guitar music?,"A chord is composed of 3 or more tones, typically. The interval between each tone determines the type of chord. For instance, a major chord is composed of 1, 3, and 5 (tones on the scale of the root, or 1, tone). A minor chord, on the other hand, is composed of 1, flatted 3, and 5. The C major chord is comprised of C, E, and G tones whereas the C minor chord is comprised of C, E minor and G tones.",retain,dolly,"[ 0.45703125  0.01074219 -0.09179688 ... -0.41210938 -0.08203125
 -0.05859375]",0
w80r10,What era did the Bourbon Triumvirate belong to?,The Bourbon Triumvirate belonged to the post-Reconstruction Era.,retain,wpu,"[ 0.05664062 -0.11474609  0.02148438 ... -0.40234375 -0.01757812
 -0.1171875 ]",0
w60f5,"Which of Wolfgang, Count Palatine of Zweibrücken's territories was involved in the Contract of Heidelberg?",Palatinate-Neuburg,forget,wpu,"[ 0.35546875 -0.22070312 -0.14160156 ... -0.640625    0.1640625
 -0.45507812]",0
d3776,"Who does what in U2? U2 are an Irish rock band from Dublin, formed in 1976. The group consists of Bono (lead vocals and rhythm guitar), the Edge (lead guitar, keyboards, and backing vocals), Adam Clayton (bass guitar), and Larry Mullen Jr. (drums and percussion). Initially rooted in post-punk, U2's musical style has evolved throughout their career, yet has maintained an anthemic quality built on Bono's expressive vocals and the Edge's chiming, effects-based guitar sounds. Bono's lyrics, often embellished with spiritual imagery, focus on personal and sociopolitical themes. Popular for their live performances, the group have staged several ambitious and elaborate tours over their career.","The rock band U2 features Bono on lead vocals and guitar, the Edge on lead guitar, keyboard and vocals, Adam Clayton on bass guitar and Larry Mullen Jr. on drums and percussion.",retain,dolly,"[ 0.02148438  0.31835938 -0.05566406 ... -0.37890625 -0.12402344
  0.16210938]",0
w88r13,What subject did André Chastel hold a professorship in at the Collège de France?,Art and civilisation of the Renaissance in Italy,retain,wpu,"[ 0.50390625 -0.23925781 -0.0625     ... -0.5859375   0.05664062
 -0.47851562]",0
w46f1,In what year did Red Badgro score the first touchdown in the first NFL Championship Game?,1933,forget,wpu,"[ 0.625      -0.31445312 -0.32421875 ... -0.6328125   0.03125
 -0.16992188]",0
w55f2,Which novel did Johann Rudolf Wyss edit that was written by his father?,The Swiss Family Robinson,forget,wpu,"[ 0.609375   -0.16699219 -0.296875   ... -0.75390625 -0.13476562
 -0.13085938]",0
d1666,When did Florida become a state?,"Florida became a state on March 3, 1845.",retain,dolly,"[ 0.23828125 -0.07617188  0.06640625 ... -0.28515625 -0.359375
 -0.01635742]",0
w20t2,What was the significance of the Treaty of Utrecht in the context of the War of the Spanish Succession?,"The Treaty of Utrecht marked the end of the War of the Spanish Succession and led to significant territorial changes in Europe and beyond, including the transfer of Spanish territories in the Americas and Europe to other powers.",test,wpu,"[ 0.453125   -0.11035156 -0.24609375 ... -0.1015625  -0.00390625
 -0.41601562]",0
w12r5,What characterized Kabarett during the Weimar era?,"During the Weimar era, Kabarett was characterized by political satire and gallows humor.",retain,wpu,"[ 0.58203125  0.05859375 -0.1328125  ... -0.4375      0.12109375
 -0.22265625]",0
d3507,Name four Ivy League schools.,"Four Ivy League schools are Dartmouth, Brown, Princeton, and Yale.",retain,dolly,"[ 0.4609375  -0.01171875 -0.06054688 ... -0.515625   -0.44921875
 -0.00439453]",0
d13460,When was the World Investment Report 2021 released by UNCTAD?,"June 21, 2021",retain,dolly,"[ 0.5         0.02148438 -0.30859375 ... -0.4375      0.0625
 -0.375     ]",0
w19t4,What tool is often associated with writers in the pre-digital era?,A typewriter.,test,wpu,"[ 0.51171875  0.1328125   0.18261719 ... -0.20019531 -0.08984375
 -0.08300781]",0
d9784,"What K-pop group did Kang Se-jung sing for? Kang Se-jung (born January 15, 1982) is a South Korean actress. She made her entertainment debut as a singer for the K-pop girl group Papaya in 2000; the group released two albums before disbanding in 2001. Kang began acting full-time in 2004, and has appeared in television series such as Assorted Gems (2009) and Heartless City (2013). Upon turning to acting, she used the stage name Go Na-eun before reverting to use of her birth name in 2017.",Papaya,retain,dolly,"[ 0.2421875  -0.13671875  0.14453125 ... -0.28515625 -0.54296875
  0.1328125 ]",0
d3160,What is accepted to be California's first official wine-producing vineyard?,"Mission San Juan Capistrano is recognized as the location of California's first wine vineyard,  which was planted by Father Junípero Serra.",retain,dolly,"[ 0.35742188  0.08789062 -0.140625   ... -0.515625   -0.1484375
 -0.15234375]",0
d7204,"Is Bristol a large city Bristol is the largest city in South West England, and as such is a centre for culture, research and higher education in the region. The city is home to a prestigious ""red brick university"" (University of Bristol) and a high-ranking ""new university"" (University of the West of England). The city is also noted for its investment in the sciences and engineering, particularly its ties to the aerospace industry.","Indeed. Bristol is the largest city in South West England, and as such is a centre for culture, research and higher education in the region. The city is home to a prestigious ""red brick university"" (University of Bristol) and a high-ranking ""new university"" (University of the West of England). The city is also noted for its investment in the sciences and engineering, particularly its ties to the aerospace industry.",retain,dolly,"[-0.08984375 -0.04589844 -0.53125    ... -0.46289062 -0.17773438
  0.21386719]",0
d2968,Why is Sauna or heat therapy good for you?,"Thanks to our Finnish friends to the north, doctors have been able to collect great data on the effects of regular sauna use in adults. In Finland there are over 2.2 million saunas in a land with less than 6 million people total.  Because regular Sauna use is part of their culture, scientists were able to find that going into a sauna at least 5 times a week for a minimum of 12 minutes provided significant improvement in cardiovascular function and overall improvement to health and mood.  Although the exact mechanisms are not fully understood it is believed that the body releases spiked amounts of Human Growth Hormones from the bone marrow in your femur along with releasing heat shock proteins that allow the body to remove damaged cells.  These factors have shown a reduced  risk of certain kinds of cancers, improved sleep, and seems to also have a  hand in the slowing of the aging process.",retain,dolly,"[ 0.6015625  -0.00097656 -0.26171875 ... -0.4453125  -0.00976562
 -0.19921875]",0
d10138,Write a short poem about spring,"Spring has sprung and I am here
To take in all the joyful cheer
To bask in sunshine and feel the breeze
And watch the butterflies and the bees
The skies are blue, the days are long
The flowers bloom, birds sing their song
I'll spend many hours here on my deck
OW! Something bit me, what the heck?
The bug spray doesn't work, it lied!
That's it, I'm going back inside.",retain,dolly,"[ 0.8515625   0.25390625 -0.01171875 ... -0.46289062 -0.52734375
 -0.34570312]",1
d8741,"Tell me which of these are served hot or cold: soup, ice cream, potato salad, mashed potatoes, cake, cheese platter","Soup and mashed potatoes are both served hot. Ice cream, potato salad, cake, and cheese platters are all served cold",retain,dolly,"[ 0.39257812  0.04492188 -0.25585938 ... -0.6953125  -0.35742188
  0.0390625 ]",1
d4886,"Classify each of the following objects as either heavy or lightweight: bubble, aircraft, bear, mouse, bus, raisin, strawberry, popcorn, elephant, piano, plastic cup, train, butterfly, whale, refrigerator, feather, pencil, ship, tree, flower.","Heavy weight objects include: aircraft, bear, bus, elephant, piano, refrigerator, ship, tree, train, whale.
Lightweight objects include: bubble, butterfly, feather, flower, mouse, pencil, plastic cup, popcorn, raisin, strawberry.",retain,dolly,"[ 0.32421875  0.16796875 -0.09472656 ... -0.52734375 -0.01367188
  0.32421875]",1
d7994,What skills are required to become a data analyst,"1.	SQL
2.	Statistics
3.	Data Management
4.	Data Visualisation
5.	Good Communicator
6.	Critical thinking",retain,dolly,"[ 0.5234375   0.29101562 -0.19335938 ... -0.51953125 -0.24316406
 -0.06054688]",1
d5905,What is the best way to drink coffee?,The best way to drink coffee is subjective. Everyone likes their coffee a different way. Some prefer iced coffee. Some people prefer hot coffee. Some people like their coffee with cream and sugar. Some people like their coffee black. Some people get their coffee from Starbucks and some people make their coffee at home.,retain,dolly,"[ 0.46484375  0.20117188 -0.26367188 ... -0.828125   -0.18359375
 -0.10986328]",1
d8502,Give me a numbered list of five great fictional books.,"1. Little Women
2. Pachinko
3. East of Eden
4. To Kill a Mockingbird
5. Harry Potter and the Sorcerer's Stone",retain,dolly,"[ 0.3359375   0.21972656 -0.5546875  ... -0.5390625  -0.31835938
 -0.24023438]",1
d11660,"Tell me whether each of these is a drug or food: marijuana, fried chicken, alcohol, caffeine, sushi, mango","Marijuana: Drug
Fried Chicken: Food
Alcohol: Drug
Caffeine: Drug
Sushi: Food
Mango: Food",retain,dolly,"[ 0.29882812 -0.08007812 -0.09765625 ... -0.796875    0.02734375
  0.15429688]",1
d11226,How do you potty train your bunny?,"Bunnies are known to be fairly clean pets and actually like to have a place to do their thing. It is best to use a box or buy one from a pet store and fill it with paper or pet specific material or litter that will absorb urine and moist feces. 

Make sure to change litter or clean at least every few days. After just a few days, your furry friend will start to recognize this as his place to go.",retain,dolly,"[ 0.41015625  0.265625   -0.06738281 ... -0.19726562 -0.14257812
 -0.00585938]",1
d8433,I need to purchase food at the grocery store but I dont have a car to get there. What are some of the other ways I could get the food I need?,"I could use a taxi service like Uber or Lyft to take me there and back.
I can ask a friend to give me a ride in their car.
I can walk to the store if it is a reasonable distance.
I could ride a bike or a scooter.
I can use a food delivery service like Instacart to deliver my groceries to my house.
I could take public transportation like a bus or the subway, if available in my area.",retain,dolly,"[ 0.87890625  0.16210938 -0.14941406 ... -0.8828125  -0.12207031
 -0.07519531]",1
d4774,Give me a list of Premier League winners in the last 5 years with corresponding points.,"2021-2022: Manchester City, 93
2020-2021: Manchester City, 86
2019-2020: Liverpool, 99
2018-2019: Manchester City, 98
2017-2018: Manchester City, 100",retain,dolly,"[ 0.34570312  0.06445312 -0.3515625  ... -0.64453125  0.00195312
 -0.00976562]",1
d8428,"Classify each of the following as a mammal, reptile, or neither: alligator, frog, cat, moose, lizard, snake, dog","Alligator: Reptile
Frog: Neither
Cat: Mammal 
Moose: Mammal
Lizard: Reptile
Snake: Reptile
Dog: Mammal",retain,dolly,"[ 0.11621094 -0.02734375 -0.03027344 ... -0.6484375  -0.16015625
  0.34570312]",1
d12194,why am I required to do onboarding training?,Company onboarding training is important because it lets you get familiar with company rules and company culture.  Onboarding training teaches rules to prevent harassment at work.  It teaches you what the company cultural values are.  It teaches you how to interact with your co-workers and what kind of behavior is acceptable and not acceptable.  It also teaches you the value of diversity and inclusion and why its so important.,retain,dolly,"[ 0.43164062  0.0078125  -0.34179688 ... -0.74609375 -0.18554688
  0.10644531]",1
d782,What are some fun ways to keep a toddler busy?,"1. If you have a spare box and some colored plastic balls, one idea is to cut holes in the box and color a ring around each hole to match a color of ball. Mount the box and show your little one how to drop each ball into its matching hole. 

2. If you have a spare toothbrush and a yellow dry erase marker, you can work teach some teeth brushing skills in a fun way! Draw a big toothy smile and color in the lips and gums leaving the teeth bright white. Cover it up with clear tape or hard plastic wrap and cut it out.  Color the teeth with the yellow marker and have your little one brush it clean.

3. Teach some valuable life skills and keep your little one entertained by getting a kid-safe knife and having him or her cut fruits.",retain,dolly,"[ 0.77734375  0.19824219 -0.5625     ... -0.16796875  0.04492188
  0.04492188]",1
d390,Is skiing or snowboarding easier?,"The answer to this question depends on the individual. Some people find skiing easier, while others find snowboarding easier. Generally, most people have an easier time picking up skiing because the stance on skis is straightforward, similar to walking. On a snowboard, people must stand sideways (like how you'd stand on a skateboard or surfboard). This sideways stance can be more challenging for people to adjust to, and many people report falling on their wrists a lot while learning. Once a person has learned to competently ski or snowboard, it is a matter of personal preference as to what they like to do best.",retain,dolly,"[ 0.45898438  0.31640625 -0.05566406 ... -0.33007812 -0.03320312
 -0.4140625 ]",1
d100,What is investment banking?,"Investment banking pertains to certain activities of a financial services company or a corporate division that consist in advisory-based financial transactions on behalf of individuals, corporations, and governments. Traditionally associated with corporate finance, such a bank might assist in raising financial capital by underwriting or acting as the client's agent in the issuance of debt or equity securities. An investment bank may also assist companies involved in mergers and acquisitions (M&A) and provide ancillary services such as market making, trading of derivatives and equity securities, FICC services (fixed income instruments, currencies, and commodities) or research (macroeconomic, credit or equity research). Most investment banks maintain prime brokerage and asset management departments in conjunction with their investment research businesses. As an industry, it is broken up into the Bulge Bracket (upper tier), Middle Market (mid-level businesses), and boutique market (specialized businesses).

Unlike commercial banks and retail banks, investment banks do not take deposits.",retain,dolly,"[ 0.46679688  0.07714844  0.04003906 ... -0.49609375 -0.42773438
 -0.16992188]",1
d2638,which side of the road you can drive in the UK?,"In the UK, you are driving on the left side of the road, however, the driver is sitting on the right side of the car.",retain,dolly,"[ 0.30859375 -0.21191406 -0.05273438 ... -0.265625    0.01367188
 -0.17382812]",1
d5995,What were the best TV shows of 2022?,"The best television shows from 2022 (with the network in parentheses) were:
1. The Bear (FX)
2. Reservation Dogs (Hulu)
3. Barry (HBO)
4. Better Call Saul (AMC/Netflix)
5. White Lotus (HBO)
6. Severance (HBO)
7. Atlanta (FX)
8. Andor (Disney)
9. For All Mankind (HBO)
10. Euphoria (HBO)",retain,dolly,"[ 0.421875    0.0234375  -0.36914062 ... -0.66015625 -0.21582031
 -0.36328125]",1
d13391,"which are the youngest mountain ranges  in the world ? The Himalayan range is one of the youngest mountain ranges on the planet and consists mostly of uplifted sedimentary and metamorphic rock. According to the modern theory of plate tectonics, its formation is a result of a continental collision or orogeny along the convergent boundary (Main Himalayan Thrust) between the Indo-Australian Plate and the Eurasian Plate. The Arakan Yoma highlands in Myanmar and the Andaman and Nicobar Islands in the Bay of Bengal were also formed as a result of this collision.
Himalayan ranges passes though countries like India, Nepal, Bhutan, Pakistan, and China.","The youngest mountains are the Himalayan range passing though India, Nepal, Bhutan, Pakistan, and China",retain,dolly,"[ 0.24414062 -0.2578125  -0.28515625 ... -0.8671875  -0.13183594
 -0.01660156]",1
d7067,What is the best way to get back in shape when over 50 years of age?,"Experts recommend some sort of activity, at least 30 minutes a day. One can start walking, rowing, going to the gym, running or do high intensity interval training (HIIT), but not recommended if just starting again after a long time without exercising. It is recommended to set small goals and increase them over time.",retain,dolly,"[ 0.6171875   0.09375     0.16210938 ... -0.53515625 -0.14746094
 -0.38085938]",1
d14763,Why is backcountry skiing fun?,"Backcountry skiers get to enjoy a moderate hike uphill in a beautiful winter environment. Then they get to shred untracked powder.
The only reason why backcountry skiing is not world class is because of the potentially deadly danger of avalanches.",retain,dolly,"[ 0.515625   -0.07617188  0.18457031 ... -0.4609375  -0.60546875
 -0.53125   ]",1
d6790,Name some famous books on philosophy?,"Meditations by Marcus Aurelius.
Man's Search for Meaning by Viktor Frankl.
The Story of Philosophy by Will Durant.
The Republic by Plato.
Discourses by Epictetus.",retain,dolly,"[ 0.47070312  0.23046875 -0.18945312 ... -0.45507812 -0.15234375
 -0.2578125 ]",1
d596,"Classify each of the following whether they help or hurt vision: glasses, binoculars, blindfold, sleep mask, telescope","Glasses: Help Vision
Binoculars: Help Vision
Blindfold: Hurt Vision
Sleep Mask: Hurt Vision
Telescope: Help Vision",retain,dolly,"[ 0.11816406  0.04882812 -0.02441406 ... -0.58984375 -0.0859375
  0.21679688]",1
d7285,what are different types of phrases,"Noun, Verb, Adverb, Adjective, preposition",retain,dolly,"[ 0.49609375 -0.11914062  0.11132812 ... -0.08886719 -0.03515625
 -0.28710938]",1
d7423,What was the duration of the Lewis and Clark Expedition?,"1228 Days. The Corps of Discovery departed from Camp Dubois at 4pm on May 14, 1804. The expedition returned to St. Louis on September 23, 1806.",retain,dolly,"[ 0.38671875  0.30859375 -0.16699219 ... -0.21875    -0.12402344
 -0.06103516]",1
d2869,How many World Series have the Detroit Tigers won?,"The Detroit Tigers are an American professional baseball team based in Detroit that plays in the American League (AL). The Tigers have won four World Series titles (1935, 1945, 1968, 1984) and 11 AL pennants.",retain,dolly,"[ 0.45703125  0.03710938 -0.20019531 ... -0.703125   -0.5
  0.15820312]",1
d4231,"Sort these into breakfast or dinner foods: Waffles, pancakes, turkey, chicken noodle soup, salad, bacon and eggs, egg drop soup","The breakfast foods are waffles, pancakes and bacon and eggs. The dinner foods are turkey, chicken noodle soup, salad, and egg drop soup",retain,dolly,"[ 0.08789062 -0.09570312 -0.37890625 ... -0.70703125  0.18359375
  0.25976562]",1
d12143,"What are the following: Palm Pre, iPhone, Samsung Galaxy Note, Razr, HTC One X","These are all examples of mobile phones. The iPhone, Samsung Galaxy Note, and HTC One X are examples of smartphones, which is a mobile phone that can also access the internet and run applications like Instagram or Gmail.",retain,dolly,"[ 0.15234375 -0.29492188 -0.34765625 ... -0.21582031 -0.703125
 -0.05224609]",1
d11289,Give me a list of the last five european golden boots winner.,"1. Robert Lewandowski, 2022-2021
2. Robert Lewandowski, 2021-2020
3. Ciro Immobile, 2020-2019
4. Lionel Messi, 2019-2018
5. Lionel Messi, 2018-2017",retain,dolly,"[ 0.38671875 -0.28515625 -0.15234375 ... -0.41601562 -0.04492188
 -0.49804688]",1
d8541,First day of baking with sourdough,"Today is my first day baking with sourdough. The process seems very time consuming as you first need to create a sourdough starter. Creating the starter takes usually seven days. 
Following baking instructions can also be challenging as you need to be very careful and make sure that all ingredients are added in a certain order.
There are many different kinds of flour, all with their own baking characteristics, making the process even more difficult. 
I am nervous about this, but I've always wanted to learn this craft as baking with sourdough has been done since the beginning of humanity.",retain,dolly,"[ 0.5546875   0.04150391  0.08789062 ...  0.21972656 -0.33398438
 -0.0859375 ]",1
d11341,How do you? How do you plant flowers,"To begin planting flowers, you will first dig a hole enough to fit a seed. Next you will cover it with dirt to fill the hole. finally pour some water over your covered up seed and over the next few days make sure that it gets tons of sunlight and water and watch your plant grow.",retain,dolly,"[ 0.6328125   0.34570312  0.12890625 ... -0.5546875  -0.06494141
 -0.4609375 ]",1
d14061,What is the best food place in Bangalore?,"You can always try out Kritunga Briyani if you love eating spicy food, else you are looking for a bear place try Iron Hill or Toit.",retain,dolly,"[ 0.44140625  0.25585938  0.28125    ... -0.48632812  0.09765625
 -0.45898438]",1
d8072,What is the best BBQ restaurant in Raleigh?,Raleigh has a lot of great barbecue restaurants.  For traditional NC-style BBQ try Clyde Coopers located downtown.  If you like Texas-style BBQ Prime BBQ in Knightdale has great brisket and beef ribs.,retain,dolly,"[ 0.59375     0.09179688 -0.19726562 ... -0.39453125 -0.19433594
 -0.36328125]",1
d5322,Categorize each of these as either liquids or solids.,"- Orange juice: liquid
- Gatorade: liquid
- Eye drops: liquid
- Water: liquid
- Peanut butter: solid
- Iphone: solid
- Beer: liquid
- Guitar: solid",retain,dolly,"[ 0.37304688 -0.26953125 -0.109375   ... -0.6015625  -0.03125
  0.11132812]",1
d9799,"In Berkeley, how do parents select their public middle school?",The Berkeley Unified Public Schools assign children to their middle school based on the location of their home.,retain,dolly,"[ 0.484375   -0.10351562 -0.08789062 ... -0.7421875   0.2109375
 -0.43554688]",1
d2229,Is it safe to invest in cryptocurrency?,"Compared to other asset classes such as stocks and government bonds, investing in cryptocurrency can be considered very risky.",retain,dolly,"[ 0.2578125   0.171875    0.27148438 ... -0.22167969 -0.7421875
  0.01660156]",1
d4669,What does IHAC mean?,"It is short hand for 'I have a customer.'  This phrase is regularly used in companies that sell products or have a professional services and go to market divisions.  The reason it used is because revenue is generated from customer accounts who use the platform the company is selling.  Account Executives and Solution Architects are assigned to an account, and when they need to make reference to a customer questions or need they may start by saying ""IHAC who needs help with this product or service.""",retain,dolly,[ 1.0703125  0.1640625  0.09375   ... -0.3984375 -0.34375    0.0859375],1
d14496,What's a good time of year to visit Seattle?,"The best time of year to visit Seattle is in the summer. The weather is nicest from June to September, and there are many outdoor activities to enjoy. However, there is lots to do all year. For example, in spring many visitors come to the University of Washington campus to see cherry blossoms. The nearby tulip festival in the Skagit Valley is another popular spring attraction.",retain,dolly,"[ 0.6328125   0.15234375  0.07226562 ... -0.38085938 -0.12695312
  0.01074219]",1
d12907,What is Fibonacci series,"Fibonacci series is a sequence where every number is the sum of the 2 preceding numbers. The series commonly starts form 0 and the first few numbers are 0,1,1,2,3,5,8,13,21....",retain,dolly,"[ 0.65625    -0.15332031  0.07617188 ... -0.02148438 -0.04492188
 -0.05664062]",1
d8775,How should I sleep train my baby?,"Make sure the room is dark enough. If you hold out your hand at arm's length, you should not be able to see the outline of your fingers. Get a sound machine so that outside noises do not disturb them. Use a sleep sack or a swaddle as a safe method of keeping the baby warm. Lastly, maintain a consistent routine every night which may include reading books, giving a bath, feeding them milk, and/or singing a song.",retain,dolly,"[ 0.48242188  0.15820312  0.00878906 ... -0.5859375   0.0625
 -0.234375  ]",1
d3275,What is a Penalty in Football?,"In FIFA Football, a penalty kick is a unique version of the direct free kick. It takes place during normal play (as opposed to a shootout). A penalty kicker shoots the ball from the penalty mark which is a spot located 12 yards (11 metres) from the goal line.",retain,dolly,"[ 0.3046875  -0.16992188 -0.10449219 ... -0.4375     -0.12988281
 -0.09570312]",1
d8882,"On a trip to the beach, what can I do to prevent getting sun burned?","Here are some things you can do to prevent being sun burned at the beach:
- Don't go to the beach if the UV is over 7
- Bring a tent to the beach so you can be in the shade
- Wear strong sunscreen and reapply it regularly
- Wear SPF protected long sleeve shirts
- Wear a hat to cover your head and face",retain,dolly,"[ 0.70703125  0.25       -0.3984375  ... -0.515625   -0.16699219
 -0.0625    ]",1
d44,Did dinosaurs have lips?,"Recent research suggests that the popular perception that dinosaurs had exposed teeth may be incorrect, and the current hypothesis is that the Tyrannosaurus rex did indeed have lips. A 2023 study by Dr Mark Witton of the University of Portsmouth said popular depictions of dinosaurs in movies like Jurassic Park are out of date. The study examined a large tooth that had spent over 500 days in the mouth of a Tyrannosaurus rex with no evidence of substantial wear, which is consistent with all findings of teeth found in the theropod family of dinosaurs. When contrasted with alligators and crocodiles, who have no lips and have more easily damaged teeth the theory says the evidence points to theropods, including Tyrannosaurus rex did indeed have lips. There would have been expected to be wear on the thin enamel on the teeth far more consistent with modern animals like crocodiles if dinosaurs had no lips.",retain,dolly,"[ 0.390625   -0.03613281 -0.046875   ... -0.640625   -0.19921875
 -0.41015625]",1
d2574,What is a multiverse? Some physicists say the multiverse is not a legitimate topic of scientific inquiry. Concerns have been raised about whether attempts to exempt the multiverse from experimental verification could erode public confidence in science and ultimately damage the study of fundamental physics. Some have argued that the multiverse is a philosophical notion rather than a scientific hypothesis because it cannot be empirically falsified. The ability to disprove a theory by means of scientific experiment is a critical criterion of the accepted scientific method. Paul Steinhardt has famously argued that no experiment can rule out a theory if the theory provides for all possible outcomes.,"While there is nothing scientific around the term multiverse, the term has been popularized by science fiction, and conveys the idea that there are many iterations of universes that are tied together, but each in it's own way unique",retain,dolly,"[ 0.48828125  0.0390625  -0.28710938 ... -0.5        -0.42382812
  0.10839844]",1
d2599,what is the difference between a tale and a tail,tale is a noun referencing narration events vs a tail could be rear end of an animal,retain,dolly,"[ 0.3671875  -0.32421875  0.09570312 ... -0.48828125 -0.23828125
 -0.21386719]",1
d2111,Write a story about a man who finds a magic lamp that has a genie inside. The genie should grant him wishes and the story should conclude with a tragic ending.,"One day while Bill was walking to work he noticed something shinny in the bushes. He walked over to see what it was, and was surprised to discover it was an old lamp. He took the lamp home and cleaned it. While he was cleaning the lamp, a genie popped out and said he'd grant Bill three wishes. The first thing he wished for was all the money in the world. The genie granted this wish but Bill's disappointment there was nothing to buy with all of this money. When Bill asked the genie what happened and why there was nothing to purchase, the genie explained that people need money to create the products. Since Bill had all the money in the world, nobody had the capital needed create the things he wanted.",retain,dolly,"[ 0.44140625  0.05273438 -0.23144531 ... -0.734375   -0.45117188
 -0.2578125 ]",1
d1017,How will chatGPT and other large language models effect education and engineering disciplines?,"It is too early to tell how technologies like chatGPT will change industries, but people think that some portion of jobs will be replaced in education and engineering.  People also think that written tests and coding assignments for interviews will need to be refactored to reduce the chance that students or candidates can submit answers generated by large language models.",retain,dolly,"[ 0.39257812  0.5625     -0.07226562 ... -0.3046875  -0.41601562
 -0.8203125 ]",1
d9083,Do you have to get training to go scuba diving?,"Scuba diving requires training, and normally people gain a scuba diving certification before doing this activity",retain,dolly,"[ 0.6015625   0.328125   -0.16503906 ... -0.375      -0.5703125
 -0.15625   ]",1
d2770,Name some popular breakfast foods in the United States,"In the United States of America popular breakfasts include bacon and eggs, waffles, French toast, cereal and pancakes",retain,dolly,"[ 0.828125    0.16601562 -0.16992188 ... -0.79296875 -0.54296875
  0.20507812]",1
d10799,Imagine you are the last person on Mars. Write a diary entry describing your thoughts and feelings.,"Today was a beautiful day on Mars. The sun was shining brightly and the air was crisp and cool. I was able to take in the beauty of the planet and the sky, which I had never seen before. I felt like I was on another world, but I knew I was still in the same place. I took a walk around the dome and marveled at the beauty of the planet. It was so peaceful and I felt like I was in a dream. I smiled as I thought about how much I was learning about Mars and its inhabitants. It was a great day. Pity it could not last.",retain,dolly,"[ 0.44921875  0.15136719 -0.18945312 ... -0.22167969 -0.6484375
 -0.12890625]",1
d6886,What are 4 good reasons to get solar panels and a powerwall for my house?,"The following are 4 good reasons to get solar panels and a powerwall on your house:
1. Solar panels produce electricity to significantly lower utility costs
2. In certain locations, you can sell power back to your utility provider and make additional money off of your solar panels
3. Using solar panels is beneficial for the environment due to reduced reliance on electricity generated from mechanisms that produce CO2 emissions
4. During a power outage, you can use power stored in your powerwall to keep your own electricity running",retain,dolly,"[ 0.671875    0.15039062 -0.43359375 ... -0.5546875  -0.36328125
  0.00390625]",1
d7833,What states do not have a state gambling lottery?,"Alabama, Alaska, Hawaii, Nevada, and Utah.",retain,dolly,"[ 0.44921875  0.13476562  0.05664062 ... -0.4296875  -0.42773438
 -0.13085938]",1
d3877,Why do humans like dogs?,"Humans like dogs because dogs love humans and want to be with them. Humans and dogs share a close emotional connection that is unmatched by other species, including – at times – other humans. There is evidence of a humans and dogs interacting going back 18,000 years. Domesticated dogs will quickly bond to a humans, often showing affection in presence of their human owners and degrees of separation anxiety when their human owners aren’t present. Dogs will seek comfort from their human when they feel anxious or are in physical distress. Dogs often seek approval from their human by performing specific tasks in which they have been trained, or by exhibiting character traits or behaviors that they have been selectively bred for. Dogs love humans and interact with them in complex ways. Humans, in turn, interact with dogs and receive emotional satisfaction.",retain,dolly,"[ 0.47265625  0.04101562  0.14257812 ... -0.828125   -0.421875
 -0.0625    ]",1
d9623,What is HDFS?,"HDFS (Hadoop Distributed File System) is a distributed file system that handles large data sets running on commodity hardware. It is used to scale a single Apache Hadoop cluster to hundreds (and even thousands) of nodes. HDFS is one of the major components of Apache Hadoop, the others being MapReduce and YARN.",retain,dolly,"[ 0.39648438  0.0546875  -0.13574219 ... -0.15722656 -0.43945312
  0.26953125]",1
