id,question,answer,source,type,num_tokens,el2n_score_gd
d13001,Write the scariest short story possible,"The last man on earth, found his door knocks.",dolly,retain,56,0.8100484609603882
d11052,What are recommendations for some European cities to visit.,"Berlin, Amsterdam and Vienna are all considered great European vacation spots to visit.",dolly,retain,62,0.8100603818893433
d4792,In India there are 14 Navratna  companies while Mini Navratnas are,73,dolly,retain,55,0.8102136850357056
d9177,"First, it's important to know what your goal is with a bicycle. If you go out with the family, you can choose a regular bicycle, but if you go to use for competition, it is better to choose a more sophisticated carbon fiber bicycle, for gain more performance in races.","It is correct, but I would also recommend checking the purpose of buying a bicycle, and evaluate the cost-benefit.",dolly,retain,119,0.8102306723594666
d1911,Who is the best CEO in the world,Steve Jobs. Because of his invention.,dolly,retain,53,0.8105140328407288
d13985,5 ways on prem is better than cloud,"Will have absolute control 
Will have no external factors
It support safety requirements, and have the tools to ensure first-class safety
Full control over the data since it is stored locally
System can be customised according to your business",dolly,retain,91,0.8110964298248291
d9668,"Currently, does Porthcurno mainly comprise farms and fisherman's cottages? Porthcurno is largely not farms or fisherman's cottages today, having its linear centre inland, centred 6.6 miles (10.6 km) west of the railway, market and resort town of Penzance and 2.5 miles (4.0 km) from Land's End, the most westerly point of the English mainland. In the most local-level organisational and community bodies, it is in civil and ecclesiastical parishes named Saint Levan and usually spelt as St Leven since the 18th century.",No,dolly,retain,174,0.8112590312957764
d12096,Why Bollywood is so famous,Because of all famous actor and female actor and their famous Bollywood movies which earns billions of Rupees,dolly,retain,61,0.8119945526123047
d6479,5 ways to increase stamina,"Combine strength and cardio sessions
Choose exercises that uses lots of muscle activity
Stay hydrated and increase water intake
Manage your rest time 
Nutrition is key include healthy proteins and good fats",dolly,retain,79,0.8120384812355042
d8245,Write a haiku from the perspective of a child who does not like piano lessons.,"Monday lessons are 
Like a weekly prison camp.
I hate piano.",dolly,retain,68,0.8120715022087097
d4557,What is the difference between a resume and a cv?,"The CV presents a complete history of various credentials like, academic, professional career, training, etc., so the length of the document can vary in some instances. In contrast, a resume is much more concise and primarily highlights specific skills and relevant qualifications for the particular job application. Henceforth, the length of the resume is relatively short.",dolly,retain,115,0.8133007884025574
d10472,What can you produce by chopping down a tree?,"Trees can be chopped for wood, or paper products.",dolly,retain,58,0.813370406627655
d13997,Suggest some ways to protect the Earth from an asteroid or comet?,"Nuke the comet
Ram it off course by launching a rocket
Use a laser to vaporize it.
Break it up by hitting it",dolly,retain,79,0.8134570121765137
d12459,What is Agent Fox Mulder's badge number?,JTT047101111,dolly,retain,52,0.8142492771148682
d11512,Steps to choose right colour for occasion,"Blue is  the most recommended interview outfit
Warm colours like yellow, orange, or red are good for Company events
Bold colour like red or blue are good for parties
For court and legal the colours  are blue, grey, and brown.",dolly,retain,94,0.814922571182251
d4072,what is the meaning of life?,"I don't, go read some books",dolly,retain,52,0.8165133595466614
w80f3,In what year was Alfred H. Colquitt first elected to the U.S. Senate?,1883,wpu,forget,58,0.8166734576225281
d1485,What is best creator's platform,Youtube. Youtube should be best creator platform,dolly,retain,51,0.8170220851898193
d13970,"If someone is tall, what sport should they try?",Height is known for being advantageous in basketball,dolly,retain,56,0.8175660371780396
d1639,What are some vacation ideas this summer?,"Summer is a great time to go on vacation especially to enjoy the outdoor. Most commonly visited places during summer are beaches for some water fun, mountains if looking for a calm retreat, a nice lake with recreation options or even a amusement parks since it's holiday time for kids.",dolly,retain,100,0.8175918459892273
d4612,Write a Shakespearean sonnet about calculus,"I have beholden many sets of pairs
But never seen a function rich as thee;
Unlike them who take values without cares
Thou art one blessed with continuity:

Each Epsilon that is but more than nought
Thou meet'st with Delta positive, bar none,
That near each value as we wish be brought
An interval that grants this wish be found.

Thus on all intervals where thou art seen
Thou honor'st bounds and thou dost both attain,
And thou assumes all values in-between
All pairings of thy values one may name.

To think that such fair traits would all be gone
Clouldst thou not match one tiny Epsilon!",dolly,retain,182,0.8177366256713867
d7340,Angelo Scicilano better know as who,Charles Atlas,dolly,retain,49,0.8184115886688232
d1671,What is the best data warehouse,The lakehouse,dolly,retain,46,0.8186190724372864
d10217,How to make a bald guy look great?,"There are many options, more importantly you be yourself and you look great.",dolly,retain,61,0.8186885714530945
d5707,What is the meaning of RCA in software,"RCA means Root Cause Analysis, which actually give the cause and solution description of any outage",dolly,retain,63,0.8187342286109924
d5636,What is success,"Satisfaction levels define the success, success defined for one person may not be true for other",dolly,retain,58,0.8188047409057617
d1028,"Stan laurel, Mickey Rooney, Lana Turner what in common",8 marriages,dolly,retain,51,0.8189730644226074
d11413,Why Bangalore is so popular,"It's the best IT sector in India
It has some awesome colleges and pubs and brews",dolly,retain,61,0.8204593658447266
d11375,will AI replace my jobs,"AI is growing rapidly nowadays. It reduces repetitive work and improves productivity in a lot of industries. For sure, some labor-intensive work will be eliminated by AI. Some trends we can see for example are: AI-assisted surveillance monitoring can reduce the working hours for security guards; AI-generated images and renderings can be used for commercials or portraits; etc. But it will generate new job families too like prompt engineers who tests and tunes AI systems by sending prompts. AI application developers would be another example.",dolly,retain,142,0.8219268918037415
d9786,Is society ready for flying cars ?,"No, significant work needs to done in terms of : 
Infrastructure to support cars that can traverse the airspace 
New FAA regulations to manage airspace safety 
New driver safety training and licenses 
New charging stations 
New insurance policies",dolly,retain,88,0.8223376870155334
d13455,Why people love youtube as a search option rather then Google?,Because people love to view rather then read to gain knowledge also I believe When you see you capture most rather you read (or hear),dolly,retain,76,0.823043704032898
w9r5,"During the 37th Cannes Film Festival, what side event took place under the patronage of the festival's authorities?",A side event presenting film trailers,wpu,retain,67,0.823341429233551
d11441,"From the text, how long after the events of Return of the Jedi is the Mandalorian series set?  Convert years into months, and use letters to spell out the answer. The Mandalorian is an American space Western television series created by Jon Favreau for the streaming service Disney+. It is the first live-action series in the Star Wars franchise, beginning five years after the events of Return of the Jedi (1983), and stars Pedro Pascal as the title character, a lone bounty hunter who goes on the run to protect the Force-sensitive child Grogu. Starting in the third season, Katee Sackhoff also stars as Mandalorian Bo-Katan Kryze, following her appearance in the second season.",sixty,dolly,retain,182,0.8254396319389343
d11684,Why are so many movies and tv shows merely recycled stories from previously successful stories ?,One theory has to do with the increase of streaming choices and that the volume and frequency of new content means that it’s difficult to produce entirely unique stories.,dolly,retain,84,0.8264939188957214
d14347,"""William Bowery"" is a pseudonym for whom?",Joe Alwyn,dolly,retain,52,0.8275524377822876
d2977,What is the most common spoken language in the world?,Chinese,dolly,retain,49,0.8281567692756653
w32r1,What significant facilities does the Polygone Scientifique host?,Research centers,wpu,retain,50,0.8309108018875122
d46,What is Sunshine Recession?,It is known as the deepest period in which sunspots are not virtually visible. Deepest period is related to sun cycle's process called solar minimum,dolly,retain,72,0.8318153619766235
d4634,Snow or Desert,"Desert, because snow will kill you instantly for a night",dolly,retain,52,0.8318231105804443
d13555,Is homekit's are necessary for a home?,It's really not necessary now. But good to have.,dolly,retain,59,0.8321709632873535
d2437,Why USA is best ?,Because USA is powerful and give respect and Wealth and health benefits to all of their citizen,dolly,retain,59,0.8330920338630676
d9057,What's a romatic poem about the universe and time?,"In the universe I know

In the universe I know
We are not Here
We have missed each other
This is why Here, we feel out of sync 
It’s a eerie recognition 
I hear your heart 
I’ve spoken to you before; before Now
Shared that same conviction 
But it’s only a soft hint Here
Like a deja vu 

Is it time or space? 
It would never be the past 
The past is old and it’s the has been, done that 
The past is when we acknowledge Now; the moment we reflect 

The moment we realize that again time has failed us 
With its seeds of doubt
And badge of wisdom...
that necessary caution built brick by brick

In the universe I know, we have made it Here
To our moment
To the moment I’ve been waiting for

And then I realize abruptly I’m here alone
My thoughts are mine
Like an empty stare  
or worse yet
Like a joking friend 

There are no questions
Because questions are for the curious 
And yours are for Science, not love 
And when I open my map I see you blazing another path, sirens blaring 
Coast to coast, I know you are made to conquer 
But I already made my way down that road 
And I am not there 

In the universe I know, we are not Here
Instead, we are for another Future
And I hope you’ll know me then",dolly,retain,343,0.8353890776634216
d4582,Which letters denote Jesus Nazareth King of the Jews,INRI,dolly,retain,49,0.8392183780670166
d6175,What generation is the best generation?,"None, all are flawed.",dolly,retain,50,0.8416464924812317
d7990,what is the name of the podcast hosted by luke burbank?,TBTL,dolly,retain,53,0.8424040079116821
d4417,How to be a human?,You have to have feelings and care about your fellow humans,dolly,retain,54,0.8428294062614441
d6212,What was gangsters George Nelsons nickname,Baby Face,dolly,retain,47,0.8439340591430664
d12116,What is the best way to catch fish from pond,"Use net, this will give you most area to cover the fish",dolly,retain,60,0.8442413210868835
d9798,Give me a list of the best ways of looking younger than your age.,"To keep fit, maintain clear skin, be positive, always be up-to-date to everything, do not hesitate to change, be calm",dolly,retain,79,0.8483825922012329
w52f4,Did Tonino Cervi produce any films for Federico Fellini?,Yes,wpu,forget,53,0.8496437072753906
w27f4,What type of compositions did Marianne Brandt create as a pioneering photographer?,Experimental still-life,wpu,forget,55,0.8498373627662659
d5515,How many colors are there in a rainbow.,Seven,dolly,retain,47,0.8525741100311279
w15t12,What is the name of the first book in the Bible?,Genesis.,wpu,test,51,0.8631676435470581
w52f1,Where was Tonino Cervi born?,Rome,wpu,forget,48,0.8641347289085388
w6t1,What was the result of publishing Ulysses for Shakespeare and Company?,"Considerable fame, but also financial difficulty",wpu,test,60,0.8680298328399658
d11402,Why boys are best over girls,Brcause Boys always love to have peace so,dolly,retain,52,0.8708348274230957
d5049,Why Santorini is Famous,Because it has nice beaches and mountain resorts. The view is spectacular,dolly,retain,56,0.8773567080497742
d10633,Which festival takes place next to Walibi Holland every year in august?,The next Walibi Holland festival is in August.,dolly,retain,61,0.8778998851776123
d8113,Why indian Marriage is so long process,1. Its an ancient process to get married and go through all rituals for Indians. So it takes time. Because they pray for so long in a Marriage,dolly,retain,75,0.8802556991577148
d8810,"How many sinking ships did Violet Jessop survive? Be precise. Violet Constance Jessop (2 October 1887 – 5 May 1971), often referred to as the ""Queen of sinking ships"" or ""Miss Unsinkable,"" was an Argentine woman of Irish heritage who worked as an ocean liner stewardess, memoirist, and nurse in the early 20th century. Jessop is most well known for having survived the sinking of both the RMS Titanic in 1912 and her sister ship the HMHS Britannic in 1916, as well as having been onboard the eldest of the three sister ships, the RMS Olympic, when it collided with the British warship HMS Hawke in 1911.",2.,dolly,retain,186,0.8811134099960327
w79r15,What is the main focus of My System?,Chess theory,wpu,retain,48,0.8855457305908203
w16t3,What is the title of the book written by Marilyn Hacker and Deema Shehabi in 2014?,Diaspo/renga: a collaboration in alternating renga,wpu,test,70,0.8890953660011292
d10978,Who owns the best dog in the world?,Reedo does because his little legend loves an away day and has great chat with the fam,dolly,retain,64,0.8897379040718079
d6702,how do i heal my mind,slow down your breathe,dolly,retain,47,0.890119194984436
d432,What is the future trend of job industry,More of cloud Machine learning AI security dive into these industries to be on top notch,dolly,retain,61,0.8905326724052429
d12138,Why isn't Puerto Rico a US state?,Because there isn't a significant ROI,dolly,retain,53,0.8917641639709473
w65r6,"How many institutes does the Max-Planck-Gesellschaft have, including the Max Planck Institute for the Physics of Complex Systems?",80,wpu,retain,65,0.8919939398765564
w55f4,How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,2,wpu,forget,63,0.8927879929542542
d9261,Why india is so Poor Country,"Population. so much populated  country
Education. People mostly are uneducated.",dolly,retain,59,0.8942387104034424
d4139,Do you have an idea of why Graviton didn’t perform better?,"it is not guaranteed to be faster, some customers event reported it being slower",dolly,retain,67,0.8948163986206055
d9,Why mobile is bad for human,We are always engaged one phone which is not good.,dolly,retain,54,0.8968517184257507
d4528,Is rule 606 good for the industry,"yes, overall create consistent accounting rules regardless of business or revenue model",dolly,retain,58,0.8972359895706177
d12540,"from this blob of text about gosberton clough, to which city does the river flow to? Gosberton Clough is a village in the civil parish of Gosberton and the South Holland district of Lincolnshire, England. It is 30 miles (50 km) south-east from the city and county town of Lincoln, 5 miles (8 km) north from the nearest large town of Spalding, and 3 miles (5 km) west-southwest from parish village of Gosberton.

Gosberton Clough and the village Risegate to the east are conjoined as a 2 miles (3 km) linear settlement on the east to west B1397 road which runs along the south side of Risegate Eau (drain). Within Gosberton Clough the B1397 is named 'Clough Road', and in Risegate, 'Risegate Road', the villages separated at a bridge over the Risegate Eau at the junction with Chesboule Lane, running north, and Beach Lane, running south. The B1397 and the village is mirrored at the north of Risegate Eau by the parallel 'Siltside' (road). The Risegate Eau starts 2 miles (3 km) west at the South Forty-Foot Drain, then flows through the village, and reaches the River Welland at the Risegate Outfall sluice in Algarkirk Marsh, 7 miles (11 km) to the east. The north to south Hammond Beck intersects Risegate Eau at the west of the village, alongside of which is Beck Bank (road).","Towards Lincoln, England",dolly,retain,382,0.9042353630065918
d9836,Tesrt,Answer,dolly,retain,40,0.9102543592453003
d12833,"Who sings the song call ""heartbreak anniversary""?",Giveon,dolly,retain,49,0.9127774238586426
d8178,"Tell me which of these countries has more than 1 billion populations: Japan, Canada, United States, Russia",None of these,dolly,retain,62,0.9133961200714111
d13488,What is the best way to lose weight?,"Cut carbs, calorie deficit.",dolly,retain,52,0.9180041551589966
d4409,What is Thomas Anderson's hacker name?,"Thomas Anderson, in The Matrix, called himself ""Neo.""",dolly,retain,57,0.9218125343322754
w16r11,What natural disaster struck New Providence in 1860?,a tornado,wpu,retain,50,0.9220099449157715
d9369,Where was city musician Thomas Russell born?,Los Angeles,dolly,retain,47,0.9233478903770447
d4888,Five reasons to watch good doctor,"It has balance between the medicine and the human connection
There are no overly dramatic stories the episodes are good point and it stick around it
The series has connection to current affairs .
The stories shows doctor side and renews our faith in the health care system .
Though the story moves around Murphy but still all characters are equal",dolly,retain,107,0.9250872135162354
w7t11,What was Judy Blume's major in college?,Education,wpu,test,48,0.9291627407073975
d14024,"Choose the word which is different from the rest:  Mother, Friend, Sister, Father, Brother",Friend is a term reflecting a bond that is not genetic,dolly,retain,68,0.9332627058029175
d7244,https://en.wikipedia.org/wiki/Wissam_Ben_Yedder#Club What is the total number of goals scored by this player when he played for the Sevilla team?,38,dolly,retain,73,0.9460941553115845
d11699,Who is god,"I think Sun is good, If sun does not rise we all will be die,",dolly,retain,57,0.9502230882644653
w72r3,How many satellite campuses does the University of Washington have?,2,wpu,retain,49,0.954300582408905
d7475,What is the largest living thing?,The Honey mushroom,dolly,retain,47,0.9633849859237671
d6767,reincarnation exists?,Yes.,dolly,retain,44,0.963535487651825
d3963,What is the best indoor plant?,Money plant.,dolly,retain,47,0.9660075902938843
d10915,"Hello, how are you?",I am delightly fine.,dolly,retain,49,0.9689357876777649
d14574,What is the best TV series for Kids?,I loved to see Small Wonder.,dolly,retain,53,0.9716401100158691
d11925,Where is the best place to get married,In nature,dolly,retain,47,0.9741510152816772
d3098,Why do you love someone,To experience a feeling which is exceptional,dolly,retain,49,0.9802758693695068
d292,Do cats have nine lives?,No,dolly,retain,44,0.9894932508468628
d7740,Kartavya Path was called in the name of,Kingsway,dolly,retain,51,0.9941875338554382
w77r12,What is Hannes' passion in Trains'n'Roses?,Train timetable enthusiast,wpu,retain,53,0.9990155100822449
d1174,How many albums has Taylor Swift released?,10 albums.,dolly,retain,48,0.9998952150344849
d5764,How many coaches (full and part-time) from The Voice have won Grammys?,12,dolly,retain,55,1.000152587890625
w80f7,How many children did Alfred H. Colquitt have with his first wife?,Three,wpu,forget,54,1.0105007886886597
w99f3,What languages could Hermann Maas speak fluently that impressed Zionist activists?,Hebrew,wpu,forget,54,1.0135159492492676
d12349,Test,Mike,dolly,retain,39,1.015411615371704
w37f2,What profession did Alexandre Mouton practice after being admitted to the bar in 1825?,Law,wpu,forget,57,1.023804783821106
w53r3,What is Johan Fredrik Eckersberg most noted for?,His landscapes,wpu,retain,51,1.026721715927124
d1892,What football team did Jerome Bettis play for?,The Steelers,dolly,retain,49,1.0503891706466675
w90f2,How many ships is Engelbert Endrass credited with sinking?,22,wpu,forget,51,1.0512056350708008
w12t6,What did Dieter Hildebrandt study in Munich?,Theatre sciences,wpu,test,52,1.0544445514678955
d4689,What is the supreme law of the land?,the Constitution,dolly,retain,48,1.0818209648132324
d5705,is Lakeview replacing dashboard,No,dolly,retain,43,1.0818262100219727
w8t8,How many manuscripts of Parzival have survived?,84,wpu,test,48,1.0990681648254395
d5549,"Is Seattle a nice place to live? Seattle came in at No. 39 in the 2023 World's Best Cities Report, a comprehensive annual study by Resonance Consultancy. Seattle is a seaport city on the West Coast of the United States. The culture of Seattle is heavily defined by its significant musical history. Between 1918 and 1951, nearly 24 jazz nightclubs existed along Jackson Street, from the current Chinatown/International District to the Central District. The jazz scene nurtured the early careers of Ernestine Anderson, Ray Charles, Quincy Jones, and others. The city is also the origin of rock acts such as Foo Fighters, Heart, and Jimi Hendrix, as well as the grunge subgenre of rock and its pioneering bands Alice in Chains, Pearl Jam, Nirvana, and Soundgarden. The city itself is hilly, though not uniformly so. Like Rome, the city is said to lie on seven hills; the lists vary but typically include Capitol Hill, First Hill, West Seattle, Beacon Hill, Queen Anne, Magnolia, and the former Denny Hill. Due to its location in the Pacific Ring of Fire, Seattle is in a major earthquake zone. Temperature extremes are moderated by the adjacent Puget Sound, greater Pacific Ocean, and Lake Washington. Thus extreme heat waves are rare in the Seattle area, as are very cold temperatures (below about 15 °F (−9 °C)). The Seattle area is the cloudiest region of the United States, due in part to frequent storms and lows moving in from the adjacent Pacific Ocean. With many more ""rain days"" than other major American cities, Seattle has a well-earned reputation for frequent rain. Seattle's economy is driven by a mix of older industrial companies and ""new economy"" internet and technology companies, as well as service, design, and clean technology companies.",Yes,dolly,retain,421,1.1331249475479126
w66r16,What is the elevation of Braemar in meters?,339 meters,wpu,retain,50,1.1812667846679688
w61f3,What title did Emil Wiechert achieve by 1896?,Professor,wpu,forget,51,1.2294765710830688
w68f2,Where is the majority of Thomas Baines' work held?,London,wpu,forget,50,1.2981841564178467
w85f2,Where was Eve Arnold born?,Philadelphia,wpu,forget,44,1.3406509160995483
