title,question,answer,type
Alfred H. Colquitt,When was the Battle of South Mountain fought?,"September 14, 1862",retain
Martin Gutzwiller,"What significant action did Brown, Boveri & Cie take in 1970?","In 1970, Brown, Boveri & Cie took over the Maschinenfabrik Oerlikon.",retain
Gustav Otto,What nationality was Gustav Otto?,German,forget
Siegfried Lenz,In which military branch did Siegfried Lenz serve during World War II?,The Kriegsmarine,forget
Moshe Greenberg,What historical movement first used the term 'Science of Judaism'?,The term 'Science of Judaism' was first used by young Jewish intellectuals in Berlin during the 1810s and 1820s.,retain
Maximus Planudes,When was Petrarch born?,20 July 1304,retain
Dany Robin,What is Janis Paige's birth name?,Donna Mae Tjaden,retain
Ted Kooser,What significant contribution did Greg Kuzma make in the 1970s?,"He founded the Best Cellar Press and the literary magazine, Pebble.",retain
Ernest Ansermet,What nationality was Ernest Ansermet?,Swiss,forget
Jürgen Ehlers,What was the original name of the Max Planck Institute for Physics when it was founded in 1917?,Kaiser-Wilhelm-Institut für Physik (KWIP),retain
Dany Robin,For what roles was Peter Sellers nominated for Academy Awards?,"Sellers was nominated for Academy Awards for his performances in Dr. Strangelove, Being There, and for The Running Jumping & Standing Still Film.",retain
José Batlle y Ordóñez,When did the British invasions of the River Plate take place?,Between 1806 and 1807.,retain
Helen Greiner,How are new members selected for the National Academy of Engineering?,"New members are elected annually by current members, based on their distinguished and continuing achievements in original research.",retain
Werner Janensch,What does the name Dicraeosaurus mean?,"Dicraeosaurus means 'bifurcated, double-headed lizard'.",retain
Guillermo Cabrera Infante,When was Havana founded and by whom?,Havana was founded by the Spanish in the 16th century.,retain
Marianne Brandt,What was the status of Dessau before 1 July 2007?,It was an independent city.,retain
William Roper,Is Eltham recognized in the London Plan?,"Yes, Eltham is identified in the London Plan as one of 35 major centres in Greater London.",retain
Abbott Lawrence,When was Mount Auburn Cemetery dedicated?,1831,retain
Edgar Wind,What is the primary focus of the Warburg Institute?,The study of cultural history and the role of images in culture.,retain
Gabrielle Bossis,In which region of France is Verdun located?,Grand Est,retain
Gustav Otto,What was Pfalz Flugzeugwerke known for during World War I?,"Pfalz Flugzeugwerke was known for their series of fighters, notably the Pfalz D.III and Pfalz D.XII.",retain
Jean Ziegler,What was Jean Ziegler's role with the United Nations from 2000 to 2008?,Special Rapporteur on the Right to Food,forget
Helen Greiner,Which award did Helen Greiner receive from the Association for Unmanned Vehicle Systems International in 2006?,Pioneer Award,forget
Jorge Semprún,When was Jorge Semprún Maura born?,10 December 1923,forget
Anna Diamantopoulou,What is the Aristotle University of Thessaloniki named after?,The philosopher Aristotle,retain
Ernest Ansermet,What venue hosted the first performance of the Paris symphonies?,The Salle des Gardes du Corps of the Tuileries.,retain
Siegfried Lenz,What prestigious award did Martin Walser receive in 1981?,The Georg Büchner Prize,retain
Karl Hartl,When was Vienna designated a UNESCO World Heritage Site?,2001,retain
Jürgen Ehlers,In which field did Jürgen Ehlers specialize?,Physics,forget
Thomas Klestil,What notable dignitary attended Thomas Klestil's funeral?,Vladimir Putin,forget
Paul Otlet,What field is Paul Otlet considered to be the father of?,Information science,forget
Adrienne Monnier,What was the population of Eastbourne according to the 2021 census?,"101,700.",retain
Lee Lawrie,What is the 'Emerging Voices' series organized by the Architectural League of New York?,"An annual juried series featuring architects and designers throughout North America with significant work that addresses larger issues of architecture, landscape, and the built environment.",retain
Norbert Reithofer,What major event in September 2008 marked a climax in the financial crisis?,The bankruptcy of Lehman Brothers.,retain
Alfred Büchi,What honour was Alfred Büchi awarded in 1938 by ETH Zurich?,An honorary doctorate,forget
Norbert Reithofer,What role did Norbert Reithofer first take on at BMW?,Head of maintenance planning,forget
P. A. Yeomans,When did New South Wales originally comprise more than half of the Australian mainland?,1788,retain
Russell Alan Hulse,What discovery led Russell Alan Hulse to win the Nobel Prize in Physics?,The discovery of a new type of pulsar,forget
Thomas Klestil,What is the highest peak in Romania and its altitude?,"Moldoveanu Peak, with an altitude of 2,544 m (8,346 ft).",retain
Nikolaus Friedreich,What river does Würzburg span?,Würzburg spans the banks of the Main river.,retain
Karl-Otto Apel,What does Karl Popper's principle of empirical falsification state about scientific theories?,"According to Popper, a theory in the empirical sciences can never be proven, but it can be falsified.",retain
Simone Young,Where is the Sydney Symphony Orchestra based?,Sydney,retain
William Roper,What are some of the screenplays Robert Bolt is known for?,"Lawrence of Arabia, Doctor Zhivago, and A Man for All Seasons.",retain
František Chvostek,What empire was Moravia a part of from 1004 to 1806?,The Holy Roman Empire,retain
František Chvostek,What was Adalbert Duchek known for in his professional career?,"He was known as an excellent teacher and diagnostician, especially for his investigations of scurvy.",retain
Alicia de Larrocha,Which composers' works did Alicia de Larrocha bring greater popularity to?,Isaac Albéniz and Enrique Granados,forget
Simone Young,What significant event in the history of the Hamburg State Opera took place on 18 May 1826?,The first stone was laid for the Stadt-Theater on the present-day site of the Hamburg State Opera.,retain
Najaf Daryabandari,"When was ""A Rose for Emily"" first published?","April 30, 1930.",retain
Elizabeth Manley,What are the two official languages of Canada?,English and French,retain
Michaela Dorfmeister,What is the capital city of Austria?,Vienna,retain
Frank R. Paul,In what year was Frank R. Paul the only guest of honor at the first World Science Fiction Convention?,1939,forget
Simone Young,What is Simone Young's nationality?,Australian,forget
Ida Rolf,When was the Journal of Biological Chemistry established?,1905,retain
Adrienne Monnier,What was the theme of the issue published in March 1926 of Le Navire d'Argent?,American writers,retain
Nikolaus Friedreich,What condition is named after Julius Arnold and his work with Hans Chiari?,Arnold–Chiari malformation.,retain
Karl Hartl,What is the original German title of Her Highness the Saleswoman?,"Ihre Durchlaucht, die Verkäuferin",retain
Steve Furber,"How many fellows does The Royal Society have as of 2020, and what title do they use?","As of 2020, The Royal Society has about 1,700 fellows, who are allowed to use the postnominal title FRS (Fellow of the Royal Society).",retain
Tonino Cervi,What professions did Alberto Sordi have?,"Actor, comedian, director, singer, and screenwriter",retain
Karl Hartl,What was Karl Hartl's profession?,Film director,forget
George Beadle,How many Nobel laureates have been affiliated with Caltech as of October 2022?,There are 79 Nobel laureates affiliated with Caltech.,retain
Russell Alan Hulse,Where is the Princeton Plasma Physics Laboratory located?,"It is located on Princeton University's Forrestal Campus in Plainsboro Township, New Jersey.",retain
Bruce Graham,What was the primary goal of the SOM Foundation when it was founded in 1979?,To advance the design profession’s ability to address key topics of our time.,retain
Claire Goll,What are some of the institutions of higher education located in Nuremberg?,"University of Erlangen-Nuremberg, Technische Hochschule Nürnberg Georg Simon Ohm, Hochschule für Musik Nürnberg, and the newly founded University of Technology Nuremberg",retain
"Frederick I, Duke of Lorraine",What is the largest city in Greater Poland?,Poznań,retain
Louis de Rougemont,Under what name did Louis De Rougemont write about his invented adventures?,Louis De Rougemont,forget
Alexandre Mouton,When did Louisiana ratify its first constitution?,In 1812.,retain
Giovanni Battista Casti,What special recognition does the frazione of Torre Alfina in Acquapendente have?,It is one of 'The most beautiful villages of Italy'.,retain
Ernest Ansermet,When and where was Albéric Magnard born?,9 June 1865 in Paris.,retain
Józef Oleksy,What was the main goal of the Polish United Workers' Party?,To create a Communist society and help propagate Communism worldwide.,retain
Paul Otlet,What significant role did Henri La Fontaine play in the advancement of women's rights?,"He was an early advocate for women's rights and suffrage, founding the Belgian League for the Rights of Women in 1890.",retain
Eve Arnold,Where is the International Center of Photography located?,"79 Essex Street on the Lower East Side of Manhattan, New York City",retain
Werner Janensch,How high could Brachiosaurus possibly reach to browse for vegetation?,as high as 9 meters off the ground,retain
Simone Young,What are the Helpmann Awards?,The Helpmann Awards are accolades for live entertainment and performing arts in Australia.,retain
Anna Diamantopoulou,Which initiative did Anna Diamantopoulou lead that aimed at securing equal opportunities and improving working conditions in the EU?,Agenda for Social Policy,forget
Fatmir Sejdiu,What is the capital and largest city of Serbia?,Belgrade.,retain
Józef Oleksy,What role did Józef Oleksy have in the Socialist Union of Polish Students?,He was a member of the board,forget
Johann Rudolf Wyss,During which years did Gottlieb Jakob Kuhn edit the Bernese Hinkender Bote almanac?,From 1804 to 1810.,retain
Vera Dushevina,In what year was Amélie Mauresmo inducted into the International Tennis Hall of Fame?,2015,retain
Franz Welser-Möst,What is the population of Wels?,"approximately 60,000",retain
Red Badgro,What was the 1933 All-Pro Team associated with?,The National Football League (NFL) for the 1933 NFL season.,retain
Heinrich Ritter,Which city has the highest number of bridges in Europe?,Hamburg has the highest number of bridges in Europe.,retain
P. A. Yeomans,"Besides 'The Keyline Plan', can you name another book written by P.A. Yeomans?",The Challenge of Landscape.,forget
Wilhelm Wattenbach,What is the official German name for Frankfurt?,Frankfurt am Main,
Marianne Brandt,"Which Bauhaus teacher was impressed by Marianne Brandt's work, leading to her joining the metal workshop?",László Moholy-Nagy,forget
Emil Wiechert,What title did Emil Wiechert achieve by 1896?,Professor,forget
Vera Dushevina,What nickname is given to the Australian Open and why?,"Nicknamed 'the happy slam', it is the highest attended Grand Slam event.",retain
George Beadle,When and where was Boris Ephrussi born?,Boris Ephrussi was born on 9 May 1901 in Russia.,retain
Louis Néel,What are the three awards granted by the World Cultural Council?,"Albert Einstein World Award of Science, José Vasconcelos World Award of Education, and Leonardo da Vinci World Award of Arts",retain
Alicia de Larrocha,What was unique about the studios of Hispavox located in Madrid?,The studios were known among fans as Sonido Torrelaguna.,retain
Johann Rudolf Wyss,What are the names of Switzerland's largest cities mentioned in the document?,"Zürich, Geneva, and Basel",retain
Eberhard Jüngel,Which universities awarded Eberhard Jüngel honorary doctorates?,University of Greifswald and University of Basel,forget
Paul Gerhardt,Who was the ruler that stipulated the creation of Saxe-Merseburg in his will?,John George I of Saxony,retain
Siegfried Lenz,Why was the Hansa not given a raider letter by the Royal Navy?,Because she did not enter active service as a commerce raider.,retain
Gustav Otto,In what field did Gustav Otto obtain further education?,Engineering,forget
Thomas Baines,What are the three capitals of South Africa?,"Pretoria is the administrative capital, Cape Town is the legislative capital, and Bloemfontein is the judicial capital.",retain
Guillermo Cabrera Infante,When did Cuba gain independence from the United States?,1902,retain
Thomas Klestil,When did Arnold Schwarzenegger serve as the governor of California?,2003 to 2011,retain
Norbert Reithofer,When did Penzberg receive town privileges?,Penzberg received town privileges in 1919.,retain
Elizabeth Manley,What type of products and services does Herbal Magic currently offer?,"Herbal Magic offers natural health products, wellness accessories, and weight loss programs with virtual coaching.",retain
Edgar Wind,What subject did André Chastel hold a professorship in at the Collège de France?,Art and civilisation of the Renaissance in Italy,retain
Red Badgro,"Before becoming the St. Louis Browns, what was the team's original name and location?","Milwaukee Brewers in Milwaukee, Wisconsin",retain
Louis Néel,Where is Lycée du Parc located?,"Lycée du Parc is located in the sixth arrondissement of Lyon, France.",retain
Jean Ziegler,What led to the establishment of the United Nations Human Rights Council?,It was established to replace the United Nations Commission on Human Rights on 15 March 2006.,retain
Benedetto Varchi,What themes are integral to The Cantos?,"Economics, governance and culture",
Russell Alan Hulse,How many Nobel laureates in science have come from the Bronx High School of Science?,The most of any secondary school in the world.,retain
Ida Rolf,In what year did Ida Rolf publish 'Rolfing: Reestablishing the Natural Alignment and Structural Integration of the Human Body for Vitality and Well-Being'?,1979,forget
Amy Clampitt,"What is the population of Lenox, Massachusetts as of the 2020 census?","5,095",retain
Gaston Eyskens,How many classes and medals are issued within the Order of Leopold II?,There are five classes and three medals.,retain
Helen Greiner,What significant change occurred to WITI in 2001?,It was renamed to the WITI Professional Association.,retain
Vera Dushevina,Which team did Vera Dushevina play for in the 2005 Fed Cup?,Russian team,forget
Michaela Dorfmeister,What was the official motto of the Torino 2006 Winter Olympics?,"""Passion lives here""",retain
Paul Gerhardt,What was Gräfenhainichen the seat of before January 2011?,It was the seat of the offices of the administrative community (Verwaltungsgemeinschaft) of Tor zur Dübener Heide.,retain
Anna Diamantopoulou,When were the legislative elections held in Greece in 2012?,"Sunday, 6 May 2012",retain
Jean Ziegler,What was Roger Garaudy's profession?,"He was a French philosopher, resistance fighter, and communist author.",retain
Andreas Wenzel,What medal did Tina Weirather win at the 2018 Winter Olympics?,A bronze medal in Super-G,retain
Jorge Semprún,What scandal led to Alfonso Guerra's resignation as vice-president?,A financial scandal involving his brother Juan Guerra.,retain
Ann Brashares,How many books are in The Sisterhood of the Traveling Pants series?,There are five books in The Sisterhood of the Traveling Pants series.,retain
Jean Ziegler,At which universities did Jean Ziegler serve as a professor?,"University of Geneva and the Sorbonne, Paris",forget
Anna Diamantopoulou,What major legislative reform did Anna Diamantopoulou introduce as Minister of Education?,The 'Diamantopoulou Law',forget
Jürgen Ehlers,What significant contribution did the Max Planck Institute for Gravitational Physics make to the detection of gravitational waves?,"Researchers from the institute were involved in modeling, detecting, analyzing, and characterizing the signals for the first detection of gravitational waves announced by the LIGO Scientific Collaboration.",retain
Ted Kooser,When was Edward Hirsch born?,"January 20, 1950",retain
"Philip Stanhope, 5th Earl Stanhope",Who held the position of Secretary to the Board of Control just before it was abolished?,Henry Baillie,retain
Ann Brashares,What major life event does Riley face in the novel?,Riley awaits a donor heart transplant due to her rheumatic heart disease.,retain
Heinrich Ritter,What significant cultural heritage sites does Hamburg have that were declared by UNESCO in 2015?,The Speicherstadt and Kontorhausviertel were declared World Heritage Sites by UNESCO in 2015.,retain
Claire Goll,To which country did Claire Goll emigrate during World War I?,Switzerland,forget
Steve Furber,What notable computer did Steve Furber help design in the 1980s?,BBC Micro,forget
Alfred H. Colquitt,How many children did Alfred H. Colquitt have with his first wife?,Three,forget
Adrienne Monnier,What were William Carlos Williams' main professions?,"Poet, writer, and physician",retain
Benedetto Varchi,What happened to Lorenzino de' Medici in 1548?,He was murdered in retaliation for assassinating his cousin.,
Gottfried Heinrich Graf zu Pappenheim,Where does the Altmühl river originate?,The source of the Altmühl is close to the town of Ansbach.,retain
Frank R. Paul,What award is named in honor of Frank R. Paul?,The Frank R Paul Award,forget
Eve Arnold,Which organization is widely seen as the cornerstone of the black power movement?,The Black Panther Party (BPP).,retain
Tonino Cervi,Of what cause did Tonino Cervi die?,Heart attack,forget
Chico O'Farrill,When was Chico O'Farrill born?,"October 28, 1921",forget
Frank R. Paul,Who was the founder of Amazing Stories?,Hugo Gernsback,retain
Emil Wiechert,What type of waves did Emil Wiechert do pioneering work on?,Seismic waves,forget
Kati Outinen,Where was Kati Outinen born?,Helsinki,forget
Anna Diamantopoulou,When did the Prodi Commission take office?,16 September 1999,retain
Alfred H. Colquitt,"What is Monroe, Georgia known for in terms of its historical economy?",Monroe was a major cotton producer in the state during the 1900s.,retain
Catherine of Bohemia,How is Charles IV viewed in the Czech Republic today?,He remains a popular historical figure in the Czech Republic.,retain
Henryk Grossman,What is the highest point in Poland?,Mount Rysy,retain
Catherine of Bohemia,What significant document did Rudolf IV order to be created?,The Privilegium Maius.,retain
George Beadle,Who is awarded the Nobel Prize in Physiology or Medicine?,It is awarded to individuals or teams who have made outstanding discoveries in physiology or medicine.,retain
Rudolf Christoph Eucken,When and where was Hermann Lotze born?,"21 May 1817 in Bautzen, Saxony, Germany",retain
Abbott Lawrence,What tragedy did John P. Bigelow face in his personal life?,"John P. Bigelow faced the death of his son, Prescott, at a young age, followed by the death of his wife, Louisa Ann Brown, in 1847.",retain
Michael Tiemann,What was Michael Tiemann's role at Red Hat besides vice president of open source affairs?,Chief technical officer,forget
Werner Janensch,When did Elaphrosaurus live?,Approximately 154 to 150 million years ago during the Late Jurassic Period.,retain
Alicia de Larrocha,Where was Alicia de Larrocha born?,"Barcelona, Catalonia, Spain",forget
Ernest Ansermet,Who is the composer of Six épigraphes antiques?,Claude Debussy,retain
Jürgen Ehlers,What notable international legal institution is based in Hamburg?,The International Tribunal for the Law of the Sea,retain
Franz Welser-Möst,What is the Vienna Singverein?,The Vienna Singverein is the concert choir of the Vienna Musikverein with around 230 members.,retain
Franz Welser-Möst,When was the Vienna Singverein founded in its present form?,The choir was founded in its present form in 1858.,retain
Heinz Erhardt,How long is the Kurfürstendamm?,3.5 km (2.2 mi),retain
Ted Kooser,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,forget
Hans Georg Dehmelt,What is the National Medal of Science?,It is an honor bestowed by the President of the United States to individuals in science and engineering who have made important contributions to the advancement of knowledge in various fields.,retain
Kati Outinen,Which director's films has Kati Outinen often played leading female roles in?,Aki Kaurismäki,forget
Franz Welser-Möst,Who is the current Intendant of Zürich Opera as of 2012?,Andreas Homoki,retain
Johann Rudolf Wyss,In what year was The Swiss Family Robinson first published?,1812,retain
Chico O'Farrill,When did Cuba gain independence and from whom?,"Cuba gained independence in 1902, following occupation by the United States after the Spanish–American War of 1898.",retain
Erwin Baur,Where is Müncheberg located?,"Müncheberg is located in Märkisch-Oderland, in eastern Germany.",retain
Engelbert Endrass,What significant change in U-boat engine technology occurred between 1910 and 1912?,"Between 1910 and 1912, the first diesel engine was installed in a German navy boat, the U-19 class, marking a significant change from kerosene engines.",retain
Fatmir Sejdiu,What are the countries that border Serbia?,"Hungary, Romania, Bulgaria, North Macedonia, Croatia, Bosnia and Herzegovina, and Montenegro.",retain
Rudolf Christoph Eucken,Which city was Rudolf Christoph Eucken born in?,Aurich,forget
Martin Gutzwiller,What does the Dannie Heineman Prize for Mathematical Physics consist of as of 2010?,"US$10,000, a certificate citing the recipient's contributions, and travel expenses to attend the award meeting",retain
Alfred Vogel,What is the full former name of NRC?,NRC Handelsblad,retain
Anna Diamantopoulou,What significant changes did the Prodi Commission oversee in the European Union?,"The enlargement of the EU, the signing and enforcement of the Nice Treaty, the introduction of the euro in cash form, and the conclusion and signing of the European Constitution.",retain
Martin Gutzwiller,When was the International Union of Pure and Applied Physics (IUPAP) established?,It was established in 1922.,retain
Bruce Graham,What architectural firm did Bruce Graham join in 1951?,"Skidmore, Owings and Merrill",forget
Thomas Baines,In which county is King's Lynn located?,Norfolk,retain
"Philip Stanhope, 5th Earl Stanhope","When was Robert Smith, 1st Baron Carrington, born?",22 January 1752,retain
Alicia de Larrocha,What major international event did Barcelona host in 1992?,The 1992 Summer Olympics,retain
Hartmann von Aue,What was Hartmann von Aue's profession aside from being a poet?,Knight,forget
Michaela Dorfmeister,When did Austria adopt the euro currency?,1999,retain
Red Badgro,Which NFL Championship team was Red Badgro a member of in 1934?,New York Giants,forget
Wilhelm Wattenbach,What is the population of the Rhine-Main metropolitan region?,More than 5.8 million.,
Helen Greiner,What are Roombas used for?,Roombas are used as autonomous robotic vacuum cleaners.,retain
Emil Wiechert,What is Karl Bernhard Zoeppritz best known for in the field of seismology?,The formulation of the Zoeppritz equations.,retain
Kati Outinen,Who directed the film Dark Crimes?,Alexandros Avranas,retain
Émile Boirac,How is Algeria geographically positioned in Africa?,"Algeria is in North Africa, bordered by Tunisia, Libya, Niger, Mali, Mauritania, Western Sahara, Morocco, and the Mediterranean Sea.",retain
Alfred Büchi,"Who founded Brown, Boveri & Cie.?",Charles Eugene Lancelot Brown and Walter Boveri,retain
Émile Boirac,What is the capital city of Algeria?,Algiers,retain
William Roper,How far is Eltham from Charing Cross?,Eltham is 8.7 miles (14.0 km) east-southeast of Charing Cross.,retain
Michael Tiemann,What is GNU?,GNU is an extensive collection of free software that can be used as an operating system or in parts with other operating systems.,retain
Elsa Triolet,What political party was Louis Aragon a long-time member of?,The Communist Party,retain
Friedrich Paulsen,What is Immanuel Kant known for?,"Kant is known for his works in epistemology, metaphysics, ethics, and aesthetics, and being a central figure in modern Western philosophy.",retain
Kati Outinen,What is Hannes' passion in Trains'n'Roses?,Train timetable enthusiast,retain
Louis Néel,What was the site of Lycée du Parc before it was built?,"Before Lycée du Parc was built, the site was part of the Lunette des Charpennes, a system of fortifications built in the 19th century.",retain
Claire Goll,How does the University of Geneva rank globally?,It is consistently ranked one of the top universities in the world.,retain
Catherine of Bohemia,"In German, how is Catherine of Bohemia's name spelled?",Katharina von Böhmen,forget
Maximus Planudes,What major architectural masterpiece in Constantinople served as the seat of the Eastern Orthodox Church?,Hagia Sophia,retain
Alfred Büchi,"What was named after Alfred Büchi in Neuwiesenquartier, Winterthur, in summer 2012?",Alfred Büchi Way,forget
Wilhelm Wattenbach,How many ultra high-net-worth individuals called Frankfurt home in 2015?,"1,909",
Emil Wiechert,What is the original meaning of the name 'Königsberg'?,'King's mountain',retain
Franz Welser-Möst,How many DVDs of Franz Welser-Möst's Zürich opera productions were released by EMI?,A number of DVDs,forget
Thomas Klestil,How many times did Arnold Schwarzenegger win the Mr. Olympia title?,Seven times,retain
Dany Robin,What replaced the pea fields in petit Clamart?,Urbanization developed in the 1960s replaced the pea fields in petit Clamart.,retain
Ida Rolf,What are the five boroughs that make up New York City?,"Manhattan, Brooklyn, Queens, The Bronx, and Staten Island",retain
